tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,,,
1,2,1,1,1,0,0.000055,0.001198,0.078281,0,0,0,0,0,0,0,0,0,0,0,0,-17.6301,-13.3394,17.6424,13.3144,1,1,1,1,,,,,,,
1,2,1,1,1,0,0.000065,0.001219,0.151109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
1,26,1,1,1,0,0.001691,0.020206,1.191482,0,0,0,0,0,0,0,0,0,0,0,0,7.72123,1.47602,-7.67524,-3.57907,1,1,1,1,,,,,,,
1,26,1,1,1,0,0.00152,0.019908,1.137506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
1,110,1,1,1,0,0.000434,0.00627,0.358346,0,0,0,0,0,0,0,0,0,0,0,0,1.21814,1.74434,-1.21702,-2.5966,1,1,1,1,,,,,,,
1,110,1,1,1,0,0.000409,0.006475,0.381582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
1,149,1,1,1,0,0.000887,0.012727,0.721233,0,0,0,0,0,0,0,0,0,0,0,0,-2.52944,5.99387,2.5491,-7.34058,1,1,1,1,,,,,,,
1,149,1,1,1,0,0.00086,0.012727,0.711021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
1,367,1,1,1,0,0.000289,0.004878,0.274611,0,0,0,0,0,0,0,0,0,0,0,0,1.00789,2.69483,-1.00665,-3.31796,1,1,1,1,,,,,,,
1,367,1,1,1,0,0.000289,0.004871,0.273832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
1,879,1,1,1,1,0.000079,0.018333,0,0,0,0,0,0,1,0,0,0,0,0,0,2.77155,0.662954,-2.771,-0.536969,1,1,1,1,,,,,,,
1,881,1,1,1,1,0.000113,0.017933,0,0,0,0,0,0,1,0,0,0,0,0,0,2.84058,0.656441,-2.83977,-0.527456,1,1,1,1,,,,,,,
2,3,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-8.77551,4.56644,8.82126,-4.49854,1,1,1,1,,,,,,,
2,6,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-8.81818,4.59508,8.86439,-4.52014,1,1,1,1,,,,,,,
4,5,1,1,1,0,0.000738,0.009575,0.582413,0,0,0,0,0,0,0,0,0,0,0,0,-5.68236,-11.5617,5.71072,9.68326,1,1,1,1,,,,,,,
4,5,1,1,1,0,0.000731,0.009318,0.596693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
4,5,1,1,1,0,0.000759,0.009541,0.578865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
4,17,1,1,1,0,0.000531,0.007651,0.421177,0,0,0,0,0,0,0,0,0,0,0,0,6.05022,7.89494,-6.02673,-8.58625,1,1,1,1,,,,,,,
4,17,1,1,1,0,0.000552,0.007645,0.427062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
4,864,1,1,1,1,0.000089,0.01838,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4317,2.4432,-1.43112,-2.32427,1,1,1,1,,,,,,,
4,866,1,1,1,1,0.000087,0.018247,0,0,0,0,0,0,1,0,0,0,0,0,0,1.43727,2.46009,-1.4367,-2.34056,1,1,1,1,,,,,,,
7,8,1,1,1,0,0.000301,0.003585,0.184517,0,0,0,0,0,0,0,0,0,0,0,0,6.12822,-4.44863,-6.12397,4.12516,1,1,1,1,,,,,,,
7,8,1,1,1,0,0.00004,0.003585,0.183737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
7,649,1,1,1,1,0.000283,0.022226,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-4.54975,2.46682,4.55721,-1.88044,1,1,1,1,,,,,,,
7,650,1,1,1,1,0.000283,0.022226,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.58829,1.9818,1.59009,-1.8406,1,1,1,1,,,,,,,
8,91,1,1,1,0,0.000403,0.009598,0.565839,0,0,0,0,0,0,0,0,0,0,0,0,5.72468,1.28964,-5.71812,-2.40342,1,1,1,1,,,,,,,
8,91,1,1,1,0,0.000409,0.009578,0.568479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
8,330,1,1,1,0,0.001441,0.027405,1.582888,0,0,0,0,0,0,0,0,0,0,0,0,4.39914,-4.04972,-4.38309,0.693333,1,1,1,1,,,,,,,
8,330,1,1,1,0,0.001517,0.027405,1.571117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
8,377,1,1,1,0,0.000106,0.001268,0.075181,0,0,0,0,0,0,0,0,0,0,0,0,4.63475,-8.07922,-4.63128,7.95622,1,1,1,1,,,,,,,
8,377,1,1,1,0,0.000077,0.001272,0.075722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
8,934,1,1,1,1,0.000132,0.017733,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.374401,2.16804,0.375022,-2.08457,1,1,1,1,,,,,,,
8,936,1,1,1,1,0.000132,0.017933,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.368347,2.13318,0.368948,-2.05146,1,1,1,1,,,,,,,
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,5.46757,-6.64514,-5.46155,6.18505,1,1,1,1,,,,,,,
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
9,653,1,1,1,1,0.000283,0.022821,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-5.47804,6.64514,5.49593,-5.20249,1,1,1,1,,,,,,,
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,12.2264,-13.1108,-12.1991,13.0025,1,1,1,1,,,,,,,
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
10,654,1,1,1,1,0.000283,0.022821,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.22588,5.98047,6.24418,-4.50523,1,1,1,1,,,,,,,
10,655,1,1,1,1,0.000283,0.022821,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.0116,7.13032,6.03295,-5.40858,1,1,1,1,,,,,,,
11,5,1,1,1,0,0.00006,0.001267,0.089923,0,0,0,0,0,0,0,0,0,0,0,0,5.03975,13.4313,-5.03507,-13.5717,1,1,1,1,,,,,,,
11,5,1,1,1,0,0.000059,0.001266,0.092301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
11,241,1,1,1,0,0.000232,0.003765,0.237959,0,0,0,0,0,0,0,0,0,0,0,0,-2.54547,18.3627,2.57679,-18.4671,1,1,1,1,,,,,,,
11,241,1,1,1,0,0.000236,0.003788,0.234064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
11,2234,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0064382,12.9663,0.00623308,-12.8396,1,1,1,1,,,,,,,
11,2235,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00373503,-12.2571,0.00758799,12.3703,1,1,1,1,,,,,,,
12,11,1,1,1,0,0.00048,0.009556,0.561815,0,0,0,0,0,0,0,0,0,0,0,0,31.2152,-23.9693,-31.0322,25.7224,1,1,1,1,,,,,,,
12,11,1,1,1,0,0.000412,0.009012,0.568609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
12,11,1,1,1,0,0.00041,0.009021,0.570427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
12,659,1,1,1,1,0.000279,0.02242,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.25305,4.92334,6.26944,-3.60611,1,1,1,1,,,,,,,
12,660,1,1,1,1,0.000279,0.02242,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.33674,4.74385,6.35295,-3.4408,1,1,1,1,,,,,,,
12,661,1,1,1,1,0.000279,0.02242,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.34342,4.74103,6.35965,-3.43678,1,1,1,1,,,,,,,
12,662,1,1,1,1,0.000279,0.02242,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.24646,4.77484,6.26246,-3.48928,1,1,1,1,,,,,,,
12,663,1,1,1,1,0.000279,0.02242,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.03734,4.78624,6.0527,-3.55184,1,1,1,1,,,,,,,
14,13,1,1,1,0,0.010737,0.054491,0.05277,0,0,0,0,0,0,0,0,0,0,0,0,6.36E-07,-0.0456044,1.54E-06,-0.0151099,1,1,1,1,,,,,,,
14,1032,1,1,1,1,0.001752,0.121707,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.24949,0.0540369,-0.249399,-0.0477266,1,1,1,1,,,,,,,
14,1035,1,1,1,1,0.001635,0.099299,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.305218,0.0498234,-0.305093,-0.0422671,1,1,1,1,,,,,,,
15,16,1,1,1,0,0.000765,0.011613,0.903526,0,0,0,0,0,0,0,0,0,0,0,0,-5.4913,-1.74609,5.5039,-0.133046,1,1,1,1,,,,,,,
15,16,1,1,1,0,0.001077,0.011727,0.905707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
15,49,1,1,1,0,0.000024,0.000298,0.019032,0,0,0,0,0,0,0,0,0,0,0,0,-1.74891,2.02421,1.74899,-2.06906,1,1,1,1,,,,,,,
15,49,1,1,1,0,0.000028,0.000334,0.02194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
15,192,1,1,1,0,0.000641,0.008128,0.49089,0,0,0,0,0,0,0,0,0,0,0,0,4.12549,0.134999,-4.12077,-1.14717,1,1,1,1,,,,,,,
15,192,1,1,1,0,0.000571,0.007928,0.47224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
15,857,1,1,1,1,0.000087,0.019007,0,0,0,0,0,0,1,0,0,0,0,0,0,2.39831,-0.147841,-2.39786,0.245845,1,1,1,1,,,,,,,
15,859,1,1,1,1,0.000091,0.017934,0,0,0,0,0,0,1,0,0,0,0,0,0,2.53003,-0.228969,-2.52951,0.332327,1,1,1,1,,,,,,,
17,18,1,1,1,0,0.000911,0.011365,0.64438,0,0,0,0,0,0,0,0,0,0,0,0,5.7272,-0.769487,-5.71466,-0.604931,1,1,1,1,,,,,,,
17,18,1,1,1,0,0.000883,0.011163,0.664069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
17,267,1,1,1,0,0.001171,0.015936,0.962697,0,0,0,0,0,0,0,0,0,0,0,0,5.06076,2.76317,-5.02413,-3.34096,1,1,1,1,,,,,,,
17,424,1,1,1,0,0.000307,0.004099,0.251806,0,0,0,0,0,0,0,0,0,0,0,0,-0.977197,2.78545,0.978558,-3.36102,1,1,1,1,,,,,,,
17,424,1,1,1,0,0.000303,0.004095,0.257172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
17,891,1,1,1,1,0.000089,0.018327,0,0,0,0,0,0,1,0,0,0,0,0,0,1.19444,0.324852,-1.19433,-0.30091,1,1,1,1,,,,,,,
17,893,1,1,1,1,0.000095,0.01758,0,0,0,0,0,0,1,0,0,0,0,0,0,1.23784,0.454468,-1.2377,-0.428406,1,1,1,1,,,,,,,
19,20,1,1,1,0,0.001844,0.010714,0.009685,0,0,0,0,0,0,0,0,0,0,0,0,0.44101,-0.179308,-0.440652,0.170166,1,1,1,1,,,,,,,
19,425,1,1,1,0,0.002908,0.016151,0.016619,0,0,0,0,0,0,0,0,0,0,0,0,-0.33024,-0.347508,0.33051,0.310306,1,1,1,1,,,,,,,
19,425,1,1,1,0,0.002847,0.016171,0.016735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
19,490,1,1,1,0,0.001528,0.007624,0.009177,0,0,0,0,0,0,0,0,0,0,0,0,-0.13229,0.574759,0.132522,-0.594559,1,1,1,1,,,,,,,
19,490,1,1,1,0,0.00146,0.007515,0.008978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
19,799,1,1,1,1,0.000983,0.141021,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.0215673,-0.0479433,-0.0215646,0.0483195,1,1,1,1,,,,,,,
20,105,1,1,1,0,0.001837,0.0108,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0.454893,-0.0238022,-0.45473,0.0020046,1,1,1,1,,,,,,,
20,105,1,1,1,0,0.001819,0.010698,0.009589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
20,1330,1,1,1,1,0.001493,0.095671,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.39077,0.00493849,-0.390558,0.00862329,1,1,1,1,,,,,,,
20,1678,1,1,1,1,0.001248,0.09586,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.399359,-0.0311846,-0.399172,0.0455363,1,1,1,1,,,,,,,
21,22,1,1,1,0,0.000689,0.007231,0.006951,0,0,0,0,0,0,0,0,0,0,0,0,-0.650077,-0.0540127,0.650337,0.0488831,1,1,1,1,,,,,,,
21,1372,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.383986,0.101722,-0.383902,-0.0945992,1,1,1,1,,,,,,,
21,1375,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.383986,0.101722,-0.383902,-0.0945992,1,1,1,1,,,,,,,
21,1378,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.383986,0.101722,-0.383902,-0.0945992,1,1,1,1,,,,,,,
21,1381,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.383986,0.101722,-0.383902,-0.0945992,1,1,1,1,,,,,,,
21,1384,1,1,1,1,0.02725,0.685,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.396202,0.104638,-0.392493,-0.0114104,1,1,1,1,,,,,,,
22,27,1,1,1,0,0.0015,0.0091,0.014458,0,0,0,0,0,0,0,0,0,0,0,0,-0.633887,0.249758,0.634508,-0.262313,1,1,1,1,,,,,,,
22,1557,1,1,1,1,0.001796,0.123333,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0.165702,-0.00645788,-0.165654,0.0097339,1,1,1,1,,,,,,,
22,1560,1,1,1,1,0.00104,0.120542,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0.167765,-0.0246846,-0.167736,0.0280327,1,1,1,1,,,,,,,
23,24,1,1,1,0,0.002486,0.014977,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,-0.296368,0.0269717,0.296583,-0.0394511,1,1,1,1,,,,,,,
23,86,1,1,1,0,0.001129,0.007171,0.005946,0,0,0,0,0,0,0,0,0,0,0,0,-0.365188,0.0644608,0.365339,-0.0696202,1,1,1,1,,,,,,,
23,92,1,1,1,0,0.010027,0.060658,0.089623,0,0,0,0,0,0,0,0,0,0,0,0,-0.230702,-0.0626746,0.231223,-0.0267339,1,1,1,1,,,,,,,
23,274,1,1,1,0,0.006163,0.040091,0.043877,0,0,0,0,0,0,0,0,0,0,0,0,0.804364,-0.290339,-0.802779,0.211704,1,1,1,1,,,,,,,
23,274,1,1,1,0,0.003591,0.030321,0.043827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
23,339,1,1,1,0,0.002935,0.015745,0.016082,0,0,0,0,0,0,0,0,0,0,0,0,0.224182,0.245931,-0.223855,-0.260653,1,1,1,1,,,,,,,
24,716,1,1,1,1,0.003007,0.14,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.113685,0.029364,0.11373,-0.0272892,1,1,1,1,,,,,,,
24,919,1,1,1,1,0.003633,0.194,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.182895,0.0100871,0.183027,-0.00308985,1,1,1,1,,,,,,,
25,26,1,1,1,0,0.000582,0.008027,0.491207,0,0,0,0,0,0,0,0,0,0,0,0,-1.8011,-0.238288,1.80279,-0.287102,1,1,1,1,,,,,,,
25,192,1,1,1,0,0.00026,0.00443,0.230343,0,0,0,0,0,0,0,0,0,0,0,0,1.80109,0.238288,-1.8003,-0.481523,1,1,1,1,,,,,,,
26,15,1,1,1,0,0.000568,0.006488,0.426457,0,0,0,0,0,0,0,0,0,0,0,0,1.81438,-0.886665,-1.81356,-0.0363132,1,1,1,1,,,,,,,
26,15,1,1,1,0,0.000482,0.006543,0.407503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
26,267,1,1,1,0,0.000694,0.010051,0.583802,0,0,0,0,0,0,0,0,0,0,0,0,-0.49657,2.48017,0.501613,-3.04375,1,1,1,1,,,,,,,
26,871,1,1,1,1,0.000098,0.018073,0,0,0,0,0,0,1,0,0,0,0,0,0,2.25585,1.09265,-2.2553,-0.991078,1,1,1,1,,,,,,,
26,873,1,1,1,1,0.000133,0.017927,0,0,0,0,0,0,1,0,0,0,0,0,0,2.30013,1.18002,-2.29933,-1.07285,1,1,1,1,,,,,,,
27,351,1,1,1,0,0.014918,0.088091,0.167618,0,0,0,0,0,0,0,0,0,0,0,0,0.119633,-0.344105,-0.118619,0.157623,1,1,1,1,,,,,,,
27,674,1,1,1,1,0.001174,0.064125,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.73349,0.951716,1.73799,-0.705543,1,1,1,1,,,,,,,
28,21,1,1,1,0,0.000121,0.001213,0.001545,0,0,0,0,0,0,0,0,0,0,0,0,1.28245,0.457759,-1.28225,-0.457513,1,1,1,1,,,,,,,
28,27,1,1,1,0,0.003236,0.017933,0.026147,0,0,0,0,0,0,0,0,0,0,0,0,-0.977738,0.297575,0.979291,-0.345297,1,1,1,1,,,,,,,
28,27,1,1,1,0,0.003378,0.017987,0.023594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
28,336,1,1,1,0,0.003442,0.019028,0.040688,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875213,-0.150749,0.0875943,0.105052,1,1,1,1,,,,,,,
28,1146,1,1,1,1,0.001777,0.120541,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.491077,0.139067,-0.490642,-0.109595,1,1,1,1,,,,,,,
28,1149,1,1,1,1,0.001811,0.119582,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.490666,0.141086,-0.490223,-0.11183,1,1,1,1,,,,,,,
29,22,1,1,1,0,0.002429,0.015431,0.02063,0,0,0,0,0,0,0,0,0,0,0,0,0.352128,0.144975,-0.35181,-0.166349,1,1,1,1,,,,,,,
29,351,1,1,1,0,0.011583,0.071461,0.127677,0,0,0,0,0,0,0,0,0,0,0,0,0.14504,-0.315133,-0.144227,0.172957,1,1,1,1,,,,,,,
29,640,1,1,1,0,0.004407,0.033662,0.058187,0,0,0,0,0,0,0,0,0,0,0,0,-0.000854131,-0.0712828,0.00085979,0.00508997,1,1,1,1,,,,,,,
29,645,1,1,1,0,0.000835,0.006732,0.013288,0,0,0,0,0,0,0,0,0,0,0,0,-0.00049973,-0.0192792,0.000499831,0.00416998,1,1,1,1,,,,,,,
29,1858,1,1,1,1,0.001384,0.096966,0,0,0,0,0,0,1.075,0,0,0,0,0,0,0.185371,-0.0548277,-0.185318,0.0585104,1,1,1,1,,,,,,,
29,1861,1,1,1,1,0.001388,0.097467,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.181102,-0.0686976,-0.18105,0.0723281,1,1,1,1,,,,,,,
30,29,1,1,1,0,0.018376,0.079203,0.075271,0,0,0,0,0,0,0,0,0,0,0,0,0.0752585,-0.00915575,-0.0751491,-0.076264,1,1,1,1,,,,,,,
30,58,1,1,1,0,0.001396,0.011485,0.021487,0,0,0,0,0,0,0,0,0,0,0,0,0.247786,-0.152482,-0.247688,0.128662,1,1,1,1,,,,,,,
30,530,1,1,1,0,0.002025,0.014611,0.026128,0,0,0,0,0,0,0,0,0,0,0,0,0.00111637,-0.0668355,-0.00111161,0.0369298,1,1,1,1,,,,,,,
30,638,1,1,1,0,0.000501,0.017713,0.047506,0,0,0,0,0,0,0,0,0,0,0,0,0.00333788,-0.157933,-0.00333039,0.103687,1,1,1,1,,,,,,,
30,1152,1,1,1,1,0.001698,0.122374,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.336614,0.0793938,-0.336421,-0.0654991,1,1,1,1,,,,,,,
30,2158,1,1,1,1,0.000888,0.08138,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.524084,-0.00722598,-0.523859,0.0278679,1,1,1,1,,,,,,,
31,32,1,1,1,0,0.002735,0.012637,0.009455,0,0,0,0,0,0,0,0,0,0,0,0,-0.943217,1.00134,0.944371,-1.03164,1,1,1,1,,,,,,,
31,32,1,1,1,0,0.002174,0.01228,0.010813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
31,32,1,1,1,0,0.001435,0.009735,0.012543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
31,345,1,1,1,0,0.002514,0.015016,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.157995,-0.781931,-0.157305,0.694979,1,1,1,1,,,,,,,
31,345,1,1,1,0,0.002859,0.012614,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
31,1360,1,1,1,1,0.002053,0.118333,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.399667,-0.116289,-0.399324,0.136094,1,1,1,1,,,,,,,
31,1363,1,1,1,1,0.002626,0.119749,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.385556,-0.0885418,-0.385159,0.106644,1,1,1,1,,,,,,,
32,147,1,1,1,0,0.006495,0.049202,0.084323,0,0,0,0,0,0,0,0,0,0,0,0,-1.00354,0.554881,1.01149,-0.587181,1,1,1,1,,,,,,,
32,472,1,1,1,0,0.00836,0.046289,0.044284,0,0,0,0,0,0,0,0,0,0,0,0,0.339505,-0.231926,-0.338324,0.188616,1,1,1,1,,,,,,,
32,810,1,1,1,1,0.00008,-0.001693,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.09966,-0.11078,3.10035,0.0962236,1,1,1,1,,,,,,,
32,812,1,1,1,1,0.000066,-0.00172,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.11705,1.08083,3.1177,-1.09756,1,1,1,1,,,,,,,
33,34,1,1,1,0,0.003371,0.021122,0.032756,0,0,0,0,0,0,0,0,0,0,0,0,-0.731165,0.329791,0.733298,-0.350178,1,1,1,1,,,,,,,
33,67,1,1,1,0,0.003701,0.020509,0.020904,0,0,0,0,0,0,0,0,0,0,0,0,-0.548813,0.108651,0.549941,-0.12403,1,1,1,1,,,,,,,
33,143,1,1,1,0,0.005691,0.032224,0.036095,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-06,-0.0432602,-2.58E-08,0.00588931,1,1,1,1,,,,,,,
33,144,1,1,1,0,0.005463,0.032346,0.035289,0,0,0,0,0,0,0,0,0,0,0,0,3.06E-06,-0.0422439,-2.30E-08,0.00570771,1,1,1,1,,,,,,,
33,161,1,1,1,0,0.002364,0.023894,0.048071,0,0,0,0,0,0,0,0,0,0,0,0,-1.0093,0.0738347,1.01048,-0.159629,1,1,1,1,,,,,,,
33,161,1,1,1,0,0.002358,0.023885,0.04636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
33,853,1,1,1,1,0.00008,-0.002463,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.497009,-0.292859,-0.496981,0.291986,1,1,1,1,,,,,,,
33,855,1,1,1,1,0.000083,-0.002467,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.497261,-0.293183,-0.497232,0.292307,1,1,1,1,,,,,,,
33,960,1,1,1,1,0.000062,-0.002233,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.48715,-0.283632,-0.487129,0.282876,1,1,1,1,,,,,,,
34,673,1,1,1,1,0.005478,0.2,0,0,0,0,0,0,1.078478,0,0,0,0,0,0,-0.313839,0.233865,0.31479,-0.199121,1,1,1,1,,,,,,,
34,840,1,1,1,1,0.005544,0.2759,0,0,0,0,0,0,1.104783,0,0,0,0,0,0,-0.0871397,-0.0220286,0.087193,0.024681,1,1,1,1,,,,,,,
35,32,1,1,1,0,0.001321,0.009384,0.012474,0,0,0,0,0,0,0,0,0,0,0,0,-1.11267,0.194508,1.11418,-0.197753,1,1,1,1,,,,,,,
35,132,1,1,1,0,0.000038,0.000285,0.000546,0,0,0,0,0,0,0,0,0,0,0,0,-1.01398,-0.895607,1.01405,0.895461,1,1,1,1,,,,,,,
36,32,1,1,1,0,0.000979,0.00966,0.013727,0,0,0,0,0,0,0,0,0,0,0,0,-2.12717,-0.447479,2.12959,0.438933,1,1,1,1,,,,,,,
36,32,1,1,1,0,0.001301,0.00966,0.012285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
37,38,1,1,1,0,0.001396,0.020366,1.115229,0,0,0,0,0,0,0,0,0,0,0,0,-0.0691901,1.09224,0.0728821,-2.23412,1,1,1,1,,,,,,,
37,91,1,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0691075,-1.09224,-0.0689993,1.09222,1,1,1,1,,,,,,,
38,387,1,1,1,0,0.00031,0.004393,0.263317,0,0,0,0,0,0,0,0,0,0,0,0,2.85338,-2.66328,-2.85104,2.05358,1,1,1,1,,,,,,,
38,387,1,1,1,0,0.000419,0.005851,0.352589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
38,677,1,1,1,1,0.000301,0.023528,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.48539,1.69525,1.48701,-1.56887,1,1,1,1,,,,,,,
38,678,1,1,1,1,0.000301,0.023528,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.48817,0.918612,1.48915,-0.842529,1,1,1,1,,,,,,,
38,679,1,1,1,1,0.000301,0.023528,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.50923,1.11293,1.51035,-1.02545,1,1,1,1,,,,,,,
38,680,1,1,1,1,0.000301,0.023528,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.48088,1.43432,1.48223,-1.32859,1,1,1,1,,,,,,,
39,38,1,1,1,0,0.000241,0.003617,0.202708,0,0,0,0,0,0,0,0,0,0,0,0,-3.0352,0.0855364,3.03734,-0.263699,1,1,1,1,,,,,,,
