tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,,,
487,2082,1,1,1,1,0.00158,0.100132,0,0,0,0,0,0,1.013913,0,0,0,0,0,0,0.516654,-0.0621692,-0.516288,0.0854211,1,1,1,1,,,,,,,
487,2085,1,1,1,1,0.001437,0.1,0,0,0,0,0,0,1.013913,0,0,0,0,0,0,0.512314,-0.0331128,-0.511989,0.0557137,1,1,1,1,,,,,,,
488,233,1,1,1,0,0.000756,0.008219,0.015323,0,0,0,0,0,0,0,0,0,0,0,0,0.69999,-0.13404,-0.699615,0.122465,1,1,1,1,,,,,,,
489,289,1,1,1,0,0.002638,0.014846,0.016868,0,0,0,0,0,0,0,0,0,0,0,0,0.287521,-0.079825,-0.287293,0.0639823,1,1,1,1,,,,,,,
489,2248,1,1,1,1,0.005652,0.212856,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.287521,0.0798252,0.28807,-0.0591531,1,1,1,1,,,,,,,
490,117,1,1,1,0,0.004345,0.022488,0.023537,0,0,0,0,0,0,0,0,0,0,0,0,-0.643338,0.588346,0.644804,-0.634864,1,1,1,1,,,,,,,
490,117,1,1,1,0,0.00418,0.022631,0.023745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
490,2249,1,1,1,1,0.00138,0.099301,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.256795,0.00418482,-0.256708,0.00207634,1,1,1,1,,,,,,,
490,2252,1,1,1,1,0.00138,0.099301,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.254054,0.00202854,-0.253968,0.00409839,1,1,1,1,,,,,,,
491,492,1,1,1,0,0.004458,0.026349,0.008616,0,0,0,0,0,0,0,0,0,0,0,0,0.0329885,0.0633952,-0.0329634,-0.0719268,1,1,1,1,,,,,,,
491,2255,1,1,1,1,0.003363,0.239849,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.00386801,-0.0121863,-0.00386746,0.0122254,1,1,1,1,,,,,,,
492,2258,1,1,1,1,0.003336,0.239047,0,0,0,0,0,0,0.992391,0,0,0,0,0,0,0.0329639,0.0719268,-0.0329435,-0.070461,1,1,1,1,,,,,,,
493,2274,1,1,1,1,0.000888,0.084972,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00329427,-0.00495989,0.0032943,0.00496257,1,1,1,1,,,,,,,
494,138,1,1,1,0,0.004234,0.021701,0.009186,0,0,0,0,0,0,0,0,0,0,0,0,0.168292,-0.0643769,-0.168164,0.0553177,1,1,1,1,,,,,,,
494,2264,1,1,1,1,0.004989,0.191111,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.168289,0.064377,0.16845,-0.0581985,1,1,1,1,,,,,,,
495,227,1,1,1,0,0.00397,0.015882,0.028537,0,0,0,0,0,0,0,0,0,0,0,0,0.62473,0.0725616,-0.623177,-0.0952601,1,1,1,1,,,,,,,
496,495,1,1,1,0,0.000671,0.005493,0.009439,0,0,0,0,0,0,0,0,0,0,0,0,0.0569605,0.0182005,-0.056958,-0.0277808,1,1,1,1,,,,,,,
496,786,1,1,1,1,0.001947,0.116873,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.0568559,-0.0182005,0.0568635,0.0186537,1,1,1,1,,,,,,,
497,482,1,1,1,0,0.010192,0.04379,0.039782,0,0,0,0,0,0,0,0,0,0,0,0,0.403416,-0.0496833,-0.401763,0.0167655,1,1,1,1,,,,,,,
497,2277,1,1,1,1,0.004953,0.228888,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.403417,0.0496833,0.40427,-0.010228,1,1,1,1,,,,,,,
498,257,1,1,1,0,0.006114,0.024456,0.042752,0,0,0,0,0,0,0,0,0,0,0,0,0.183386,0.0172706,-0.183201,-0.0663283,1,1,1,1,,,,,,,
498,2278,1,1,1,1,0.000579,0.062703,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.239008,-0.0467204,-0.238977,0.0501505,1,1,1,1,,,,,,,
498,2281,1,1,1,1,0.000578,0.063438,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.23563,-0.043913,-0.2356,0.0472746,1,1,1,1,,,,,,,
499,2284,1,1,1,1,0.000681,0.060548,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.322126,0.0346954,-0.322055,-0.0283596,1,1,1,1,,,,,,,
499,2287,1,1,1,1,0.000662,0.060529,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.314606,0.0323644,-0.31454,-0.026329,1,1,1,1,,,,,,,
500,271,1,1,1,0,0.000484,0.004476,0.00995,0,0,0,0,0,0,0,0,0,0,0,0,0.988869,0.316191,-0.988663,-0.339179,1,1,1,1,,,,,,,
500,271,1,1,1,0,0.000464,0.004498,0.010091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
500,2290,1,1,1,1,0.000677,0.058853,0,0,0,0,0,0,1.071304,0,0,0,0,0,0,0.457261,-0.0752621,-0.457127,0.0869073,1,1,1,1,,,,,,,
500,2293,1,1,1,1,0.000677,0.059062,0,0,0,0,0,0,1.071304,0,0,0,0,0,0,0.454468,-0.0780952,-0.454336,0.0896668,1,1,1,1,,,,,,,
501,2296,1,1,1,1,0.000934,0.082276,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0.293624,-0.0653526,-0.293544,0.0724159,1,1,1,1,,,,,,,
502,2299,1,1,1,1,0.000718,0.062917,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.0780422,-0.0047555,-0.0780373,0.00518036,1,1,1,1,,,,,,,
502,2302,1,1,1,1,0.000718,0.062583,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.0788308,-0.0046387,-0.0788259,0.00506979,1,1,1,1,,,,,,,
504,482,1,1,1,0,0.011383,0.0613,0.057257,0,0,0,0,0,0,0,0,0,0,0,0,0.48998,0.0136398,-0.487277,-0.0569777,1,1,1,1,,,,,,,
504,505,1,1,1,0,0.001836,0.008551,0.008089,0,0,0,0,0,0,0,0,0,0,0,0,-0.141124,0.0411159,0.141164,-0.049172,1,1,1,1,,,,,,,
504,506,1,1,1,0,0.000519,0.002226,0.002317,0,0,0,0,0,0,0,0,0,0,0,0,-0.199381,-0.0207199,0.199402,0.0184466,1,1,1,1,,,,,,,
504,2305,1,1,1,1,0.014505,0.415066,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.149474,-0.0340359,0.14965,0.0390571,1,1,1,1,,,,,,,
504,2305,1,1,1,1,0.013102,0.373651,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
505,2306,1,1,1,1,0.012799,0.417777,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.00211383,-0.0162771,-0.00211009,0.0163994,1,1,1,1,,,,,,,
505,2307,1,1,1,1,0.014169,0.424702,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.143278,0.065449,0.14366,-0.0539959,1,1,1,1,,,,,,,
506,2309,1,1,1,1,0.012295,0.403492,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.0785177,-0.000448523,0.0786,0.00315077,1,1,1,1,,,,,,,
506,2310,1,1,1,1,0,0.100662,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.120884,-0.0179981,0.120884,0.0194734,1,1,1,1,,,,,,,
507,508,1,1,1,0,0.005996,0.023985,0.001331,0,0,0,0,0,0,0,0,0,0,0,0,-0.125037,-0.01192,0.125138,0.011077,1,1,1,1,,,,,,,
507,2310,1,1,1,1,0.0001,-0.00518,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.125036,0.01192,-0.125034,-0.0119999,1,1,1,1,,,,,,,
508,2312,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.125138,-0.011077,0.12514,0.0136219,1,1,1,1,,,,,,,
509,160,1,1,1,0,0.000566,0.006313,0.015581,0,0,0,0,0,0,0,0,0,0,0,0,4.41976,-1.71249,-4.41375,1.74675,1,1,1,1,,,,,,,
509,160,1,1,1,0,0.000558,0.006307,0.015971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
509,2313,1,1,1,1,0.001229,0.084726,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-1.30426,0.489291,1.30666,-0.324202,1,1,1,1,,,,,,,
509,2314,1,1,1,1,0.00123,0.083363,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-1.41804,0.58611,1.42095,-0.389034,1,1,1,1,,,,,,,
509,2315,1,1,1,1,0.001231,0.084181,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-1.59581,0.625499,1.59944,-0.377169,1,1,1,1,,,,,,,
509,2316,1,1,1,1,0.033732,0.872,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.101705,0.0115904,0.10206,-0.00241574,1,1,1,1,,,,,,,
510,511,1,1,1,0,0.028007,0.164745,0.013538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232696,0.0162793,0.0232895,-0.0436484,1,1,1,1,,,,,,,
510,511,1,1,1,0,0.028008,0.164749,0.013538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
510,534,1,1,1,0,0.010268,0.042246,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0.0953589,0.161679,-0.0949991,-0.162752,1,1,1,1,,,,,,,
510,2317,1,1,1,1,0.0001,-0.003781,0,0,0,0,0,0,1.095652,0,0,0,0,0,0,-0.0435351,-0.316249,0.0435472,0.315794,1,1,1,1,,,,,,,
510,2319,1,1,1,1,0.0001,-0.003781,0,0,0,0,0,0,1.095652,0,0,0,0,0,0,-0.0411662,0.209956,0.0411716,-0.21016,1,1,1,1,,,,,,,
511,2333,1,1,1,1,0,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00966951,0.0178266,0.00966951,-0.0177236,1,1,1,1,,,,,,,
511,2336,1,1,1,1,0,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0136195,0.0258218,0.0136195,-0.0256083,1,1,1,1,,,,,,,
512,513,1,1,1,0,0.013252,0.068051,0.175348,0,0,0,0,0,0,0,0,0,0,0,0,-0.037002,-0.073775,0.0370225,-0.0974995,1,1,1,1,,,,,,,
512,2317,1,1,1,1,0,0.06344,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0.0436537,0.69047,-0.0436537,-0.657839,1,1,1,1,,,,,,,
512,2319,1,1,1,1,0,0.06344,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0.0412234,0.134953,-0.0412234,-0.133495,1,1,1,1,,,,,,,
513,2331,1,1,1,1,0.010442,0.357032,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125851,0.305045,-0.124687,-0.265255,1,1,1,1,,,,,,,
514,478,1,1,1,0,0.005967,0.106968,0.214501,0,0,0,0,0,0,0,0,0,0,0,0,0.472711,-0.0997486,-0.47202,-0.324152,1,1,1,1,,,,,,,
514,478,1,1,1,0,0.005981,0.106855,0.212906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
514,512,1,1,1,0,0.009448,0.176059,0.345924,0,0,0,0,0,0,0,0,0,0,0,0,-0.302596,-0.0450241,0.303463,-0.633035,1,1,1,1,,,,,,,
514,512,1,1,1,0,0.009506,0.176752,0.346231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
514,613,1,1,1,0,0.015105,0.091911,0.075121,0,0,0,0,0,0,0,0,0,0,0,0,0.0055301,-0.107478,-0.00546,0.030193,1,1,1,1,,,,,,,
514,2342,1,1,1,1,0.001172,0.077361,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.0259725,0.158204,-0.0259409,-0.156123,1,1,1,1,,,,,,,
515,2321,1,1,1,1,0.000073,0.016885,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,0.0977574,0.513808,-0.0977368,-0.509054,1,1,1,1,,,,,,,
515,2323,1,1,1,1,0.000067,0.016865,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,0.0976853,0.514484,-0.0976664,-0.509723,1,1,1,1,,,,,,,
516,517,1,1,1,0,0.018966,0.174355,0.266559,0,0,0,0,0,0,0,0,0,0,0,0,0.206144,0.246349,-0.203234,-0.730805,1,1,1,1,,,,,,,
516,517,1,1,1,0,0.019124,0.176222,0.266899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
516,518,1,1,1,0,0.003262,0.028033,0.046393,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110008,-0.213701,0.011046,0.12073,1,1,1,1,,,,,,,
516,518,1,1,1,0,0.003216,0.027649,0.04636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
516,2321,1,1,1,1,0.000055,-0.001365,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.0975907,0.0211994,0.0975913,-0.0212137,1,1,1,1,,,,,,,
516,2323,1,1,1,1,0.000059,-0.001365,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.0975279,0.0205323,0.0975285,-0.0205465,1,1,1,1,,,,,,,
517,567,1,1,1,0,0.005198,0.030398,0.028072,0,0,0,0,0,0,0,0,0,0,0,0,0.00678685,0.0106994,-0.00678344,-0.0362745,1,1,1,1,,,,,,,
517,2003,1,1,1,1,0.001032,0.082527,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0969881,0.358119,-0.0968324,-0.34567,1,1,1,1,,,,,,,
517,2005,1,1,1,1,0.001021,0.081853,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0994384,0.361987,-0.0992807,-0.349346,1,1,1,1,,,,,,,
518,519,1,1,1,0,0.002931,0.017016,0.022051,0,0,0,0,0,0,0,0,0,0,0,0,0.0216517,-0.0335396,-0.0216489,0.011302,1,1,1,1,,,,,,,
518,2325,1,1,1,1,0.001408,0.00958,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,0.0663497,-0.0141518,-0.0663431,0.0141966,1,1,1,1,,,,,,,
518,2328,1,1,1,1,0.001002,0.09656,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,0.0660193,-0.0140086,-0.0660147,0.0144555,1,1,1,1,,,,,,,
519,1333,1,1,1,1,0.015671,0.08,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.0216179,-0.011302,-0.0216077,0.011354,1,1,1,1,,,,,,,
526,2347,1,1,1,1,0.001115,0.077429,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.596738,0.0302651,-0.59639,-0.006045,1,1,1,1,,,,,,,
526,2350,1,1,1,1,0.001153,0.077297,0,0,0,0,0,0,1.004348,0,0,0,0,0,0,0.597319,0.0320012,-0.596957,-0.00776815,1,1,1,1,,,,,,,
528,510,1,1,1,0,0.002707,0.012,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0.181625,0.0708706,-0.181574,-0.0757955,1,1,1,1,,,,,,,
528,510,1,1,1,0,0.002707,0.012,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
528,2339,1,1,1,1,0.0001,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0489397,-0.0365207,0.0489399,0.0369852,1,1,1,1,,,,,,,
528,2339,1,1,1,1,0.0001,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
528,2340,1,1,1,1,0.0001,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0482796,-0.0197068,0.0482799,0.0203842,1,1,1,1,,,,,,,
528,2341,1,1,1,1,0.0001,0.253762,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0843991,-0.014643,0.0843999,0.0164709,1,1,1,1,,,,,,,
529,514,1,1,1,0,0.004255,0.025819,0.023271,0,0,0,0,0,0,0,0,0,0,0,0,0.202158,-0.116625,-0.201942,0.0940469,1,1,1,1,,,,,,,
529,2354,1,1,1,1,0.003355,0.170265,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.202161,0.116625,0.202359,-0.106603,1,1,1,1,,,,,,,
531,518,1,1,1,0,0.004112,0.036028,0.055571,0,0,0,0,0,0,0,0,0,0,0,0,0.165181,0.00387166,-0.165066,-0.05903,1,1,1,1,,,,,,,
531,2356,1,1,1,1,0.003156,0.1816,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.16518,-0.0038716,0.16527,0.00902453,1,1,1,1,,,,,,,
532,2357,1,1,1,1,0.000969,0.082166,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.227936,-0.0322676,-0.227883,0.0367662,1,1,1,1,,,,,,,
533,2360,1,1,1,1,0.000454,0.083888,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.00278161,0.00766553,-0.00278158,-0.0076596,1,1,1,1,,,,,,,
533,2363,1,1,1,1,0.000454,0.083894,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.00278161,0.00772561,-0.00278158,-0.00771959,1,1,1,1,,,,,,,
534,535,1,1,1,0,0.010268,0.042246,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,-0.0828772,0.145541,0.0831686,-0.146863,1,1,1,1,,,,,,,
534,542,1,1,1,0,0.0001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101128,-0.0495273,0.10113,0.0495399,1,1,1,1,,,,,,,
534,2366,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.140641,0.0340778,-0.140641,-0.0312243,1,1,1,1,,,,,,,
534,2369,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.138371,0.0326607,-0.138371,-0.0299064,1,1,1,1,,,,,,,
535,2374,1,1,1,1,0,0.151229,0,0,0,0,0,0,1.05,0,0,0,0,0,0,8.00E-05,-0.0127625,-8.00E-05,0.0127899,1,1,1,1,,,,,,,
536,2372,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,0.115943,0.0386086,-0.115943,-0.0356594,1,1,1,1,,,,,,,
537,536,1,1,1,0,0.010268,0.042246,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0.116146,0.0330573,-0.115951,-0.0341986,1,1,1,1,,,,,,,
537,2331,1,1,1,1,0.0001,-0.003781,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12467,-0.0255472,0.124672,0.0254678,1,1,1,1,,,,,,,
538,452,1,1,1,0,0.000244,0.001488,0.029152,0,0,0,0,0,0,0,0,0,0,0,0,0.810438,0.162224,-0.810267,-0.189747,1,1,1,1,,,,,,,
538,2377,1,1,1,1,0.002609,0.109414,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.810437,-0.162224,0.81245,0.246626,1,1,1,1,,,,,,,
539,473,1,1,1,0,0.004234,0.021701,0.010121,0,0,0,0,0,0,0,0,0,0,0,0,0.280352,-0.221491,-0.279831,0.2138,1,1,1,1,,,,,,,
539,2378,1,1,1,1,0.002934,0.1377,0,0,0,0,0,0,1.087019,0,0,0,0,0,0,-0.172667,0.123736,0.17282,-0.116538,1,1,1,1,,,,,,,
539,2469,1,1,1,1,0.00706,0.2738,0,0,0,0,0,0,1.01118,0,0,0,0,0,0,-0.10768,0.0977555,0.107829,-0.0919502,1,1,1,1,,,,,,,
540,2401,1,1,1,1,0.002885,0.158444,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.00289601,-0.0210889,-0.00289484,0.0211534,1,1,1,1,,,,,,,
541,568,1,1,1,0,0.000946,0.006727,0.011818,0,0,0,0,0,0,0,0,0,0,0,0,0.000292015,-0.0371666,-0.000291299,0.0230296,1,1,1,1,,,,,,,
541,2380,1,1,1,1,0.001045,0.083497,0,0,0,0,0,0,1,0,0,0,0,0,0,0.226792,0.00822945,-0.226747,-0.00463525,1,1,1,1,,,,,,,
541,2383,1,1,1,1,0.00104,0.083497,0,0,0,0,0,0,1,0,0,0,0,0,0,0.226834,0.00512729,-0.226789,-0.00153465,1,1,1,1,,,,,,,
543,177,1,1,1,0,0.003285,0.020841,0.057257,0,0,0,0,0,0,0,0,0,0,0,0,-0.426325,0.179179,0.426663,-0.289783,1,1,1,1,,,,,,,
543,177,1,1,1,0,0.003018,0.024231,0.044068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
543,2386,1,1,1,1,0.000902,0.080302,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.09365,-0.0521706,-0.0936398,0.0530815,1,1,1,1,,,,,,,
543,2389,1,1,1,1,0.000926,0.080805,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.0933001,-0.0515153,-0.0932897,0.0524212,1,1,1,1,,,,,,,
544,635,1,1,1,0,0.000405,0.007072,0.001005,0,0,0,0,0,0,0,0,0,0,0,0,0.0242892,-0.0225172,-0.0242888,0.0213799,1,1,1,1,,,,,,,
544,642,1,1,1,0,0.004253,0.025577,0.100743,0,0,0,0,0,0,0,0,0,0,0,0,0.00829606,-0.0483577,-0.0082955,-0.0662796,1,1,1,1,,,,,,,
544,2413,1,1,1,1,0.000964,0.085992,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,-0.181935,0.0392828,0.181968,-0.0363281,1,1,1,1,,,,,,,
544,2416,1,1,1,1,0.000964,0.0862,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,-0.178767,0.0406875,0.178799,-0.0378137,1,1,1,1,,,,,,,
545,2395,1,1,1,1,0.000643,0.059754,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.562646,-0.135917,-0.562447,0.154397,1,1,1,1,,,,,,,
545,2398,1,1,1,1,0.000643,0.059622,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0.564895,-0.13131,-0.564695,0.149821,1,1,1,1,,,,,,,
546,482,1,1,1,0,0.002984,0.017229,0.016004,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016698,-0.0168011,0.00167003,0.000747078,1,1,1,1,,,,,,,
546,2404,1,1,1,1,0.0029,0.124599,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000821725,0.0633212,-0.000810131,-0.062823,1,1,1,1,,,,,,,
546,2547,1,1,1,1,0.002892,0.124594,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000846376,-0.0465201,-0.000840134,0.046789,1,1,1,1,,,,,,,
547,548,1,1,1,0,0.002569,0.013953,0.013204,0,0,0,0,0,0,0,0,0,0,0,0,0.183376,-0.00527035,-0.183292,-0.00776454,1,1,1,1,,,,,,,
547,2405,1,1,1,1,0.006009,0.222703,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.183383,0.00526985,0.183591,0.0024454,1,1,1,1,,,,,,,
548,495,1,1,1,0,0.003241,0.018542,0.01727,0,0,0,0,0,0,0,0,0,0,0,0,0.528347,0.0229489,-0.527458,-0.035465,1,1,1,1,,,,,,,
548,2406,1,1,1,1,0.004836,0.182267,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.345059,-0.0151854,0.345654,0.037588,1,1,1,1,,,,,,,
550,365,1,1,1,0,0.000281,0.00489,0.282011,0,0,0,0,0,0,0,0,0,0,0,0,1.67331,-0.655937,-1.6725,0.369376,1,1,1,1,,,,,,,
550,2407,1,1,1,1,0.00098,0.0562,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.957515,0.599936,0.958805,-0.525916,1,1,1,1,,,,,,,
550,2408,1,1,1,1,0.000392,0.057619,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-0.715803,0.0560001,0.716011,-0.0253588,1,1,1,1,,,,,,,
551,155,1,1,1,0,0.003044,0.020505,0.022599,0,0,0,0,0,0,0,0,0,0,0,0,0.601778,-0.257507,-0.600498,0.24332,1,1,1,1,,,,,,,
551,2411,1,1,1,1,0.003081,0.135898,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.601778,0.257507,0.60316,-0.196584,1,1,1,1,,,,,,,
552,452,1,1,1,0,0.001205,0.012312,0.022283,0,0,0,0,0,0,0,0,0,0,0,0,0.222735,0.116602,-0.222654,-0.137643,1,1,1,1,,,,,,,
552,2412,1,1,1,1,0.005268,0.208413,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.222735,-0.116602,0.22311,0.131436,1,1,1,1,,,,,,,
554,2622,1,1,1,1,0.000718,0.062166,0,0,0,0,0,0,1.1,0,0,0,0,0,0,-0.00097849,0.0130942,0.000978636,-0.0130816,1,1,1,1,,,,,,,
554,2625,1,1,1,1,0.000736,0.062312,0,0,0,0,0,0,1.1,0,0,0,0,0,0,-0.000974592,0.0130942,0.000974741,-0.0130816,1,1,1,1,,,,,,,
555,93,1,1,1,0,0.000274,0.002945,0.008853,0,0,0,0,0,0,0,0,0,0,0,0,1.58415,0.189693,-1.5838,-0.204352,1,1,1,1,,,,,,,
555,93,1,1,1,0,0.000291,0.002987,0.009069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
555,554,1,1,1,0,0.001132,0.013662,0.034965,0,0,0,0,0,0,0,0,0,0,0,0,-0.279824,-0.41345,0.279946,0.344027,1,1,1,1,,,,,,,
555,554,1,1,1,0,0.001136,0.013609,0.03406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
555,2419,1,1,1,1,0.001285,0.072665,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.657331,0.112719,0.657948,-0.0777881,1,1,1,1,,,,,,,
555,2420,1,1,1,1,0.001285,0.072832,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.647,0.111039,0.647598,-0.0771181,1,1,1,1,,,,,,,
556,495,1,1,1,0,0.001856,0.010336,0.010556,0,0,0,0,0,0,0,0,0,0,0,0,0.0401862,-0.00140481,-0.0401832,-0.00931482,1,1,1,1,,,,,,,
556,2421,1,1,1,1,0.00101,0.122382,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0401875,0.00140469,0.0401891,-0.00121015,1,1,1,1,,,,,,,
557,103,1,1,1,0,0.000602,0.013312,0.784845,0,0,0,0,0,0,0,0,0,0,0,0,11.9379,-5.13663,-11.8918,4.44906,1,1,1,1,,,,,,,
557,103,1,1,1,0,0.000606,0.013336,0.789518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,
557,2426,1,1,1,1,0.000218,0.022545,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-6.43937,2.30532,6.44999,-1.20769,1,1,1,1,,,,,,,
557,2427,1,1,1,1,0.00022,0.022462,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-2.74356,1.41322,2.74574,-1.19056,1,1,1,1,,,,,,,
557,2428,1,1,1,1,0.000217,0.022586,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-2.7554,1.41809,2.75757,-1.19235,1,1,1,1,,,,,,,
558,236,1,1,1,0,0.001182,0.004729,0.010049,0,0,0,0,0,0,0,0,0,0,0,0,0.0425637,-0.0325229,-0.0425609,0.0215929,1,1,1,1,,,,,,,
558,2429,1,1,1,1,0.00279,0.16327,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.0425628,0.0325229,0.0425706,-0.0320701,1,1,1,1,,,,,,,
559,245,1,1,1,0,0.00026,0.003115,0.164308,0,0,0,0,0,0,0,0,0,0,0,0,1.88504,0.423774,-1.88409,-0.584862,1,1,1,1,,,,,,,
