bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,,
549,7851,0,1,1,1.01,-16.6319,0.14208,-0.07511,0,0,220,230,0,0,0,0,0,1.04283,-16.0039,-0.142089,0.0749667,0,0,0,,,,,,,,
550,7852,0,1,1,1.01108,-15.79,0.00409,-0.07002,0,0,220,230,0,0,0,0,0,1.04427,-15.2209,-0.00408979,0.0698295,0,0,0,,,,,,,,
551,5910,0,1,1,0.928412,12.8484,0,0,0,0,35,35,0,0,0,0,0,0.924509,13.379,5.86E-05,6.27E-05,0,0,0,,,,,,,,
552,3658,0,1,1,0.919008,7.44746,0,0,0,0,35,35,0,0,0,0,0,0.914449,7.9269,2.82E-06,4.74E-06,1,0,0,,,,,,,,
553,7705,0,1,1,1.00162,-1.56389,0,0,0,0,220,230,0,0,0,0,0,1.01433,0.651585,2.26E-05,0.000100756,1,0,0,,,,,,,,
554,7854,0,1,1,1.00279,-14.1744,0.00878,-0.04541,0,0,220,230,0,0,0,0,0,1.05386,-13.7071,-0.00878217,0.0452842,0,0,0,,,,,,,,
555,7855,0,1,1,0.992947,-6.82264,0,0,0,0,220,230,0,0,0,0,0,0.910697,-5.74292,-0.000250122,0.000263038,1,0,0,,,,,,,,
556,7853,0,1,1,1.0153,-15.82,0.00406,-0.12028,0,0,220,230,0,0,0,0,0,1.04773,-15.2451,-0.00405897,0.119948,0,0,0,,,,,,,,
557,7860,0,1,1,0.999936,-15.1882,0.01217,-0.02778,0,0,220,230,0,0,0,0,0,1.05032,-14.6171,-0.0121719,0.0277066,0,0,0,,,,,,,,
558,7859,0,1,1,1.00498,-14.4959,0.0049,-0.03346,0,0,220,230,0,0,0,0,0,1.05516,-13.9908,-0.00490099,0.0333599,0,0,0,,,,,,,,
559,7861,0,1,1,1.00081,-0.491318,0,0,0,0,220,230,0,0,0,0,0,1.01852,1.65969,-9.75E-07,-7.76E-06,1,0,0,,,,,,,,
560,7936,0,1,1,1.00662,3.35303,0,0,0,0,220,230,0,0,0,0,0,1.00725,2.7831,-1.56E-05,-5.70E-05,1,0,0,,,,,,,,
561,3335,0,1,1,0.991256,-6.94283,0,0,0,0,220,230,0,0,0,0,0,0.994879,-6.6377,-0.000174198,0.000414583,1,0,0,,,,,,,,
562,7944,0,1,1,1.00413,-13.1808,0,0,0,0,220,230,0,0,0,0,0,1.0297,-12.7634,0.00135234,-0.00375479,1,0,0,,,,,,,,
563,7963,0,1,1,1.00614,-22.2081,0,0,0,0,220,230,0,0,0,0,0,1.02396,-21.3307,0.000136089,0.000389167,1,0,0,,,,,,,,
564,7952,0,1,1,1.01736,-8.61631,0.00016,-0.00065,0,0,500,525,0,0,0,0,0,1.00911,-8.15877,-1.09E-05,0.00077101,0,0,0,,,,,,,,
565,7352,0,1,1,0.997222,0.09183,0,0,0,0,220,230,0,0,0,0,0,1.00948,2.28239,-1.06E-05,-8.79E-05,1,0,0,,,,,,,,
566,1008,0,1,1,1.00468,-22.4574,0,0,0,0,220,230,0,0,0,0,0,1.02251,-21.5714,-0.00625432,0.000764982,1,0,0,,,,,,,,
567,6592,0,1,1,1.01375,-19.8114,0,0,0,0,220,230,0,0,0,0,0,1.02221,-19.0421,-7.16E-06,0.000895592,0,0,0,,,,,,,,
568,4542,0,1,1,1.01856,-19.1544,-0.06001,-0.00871,0,0,110,115,0,0,0,0,0,1.01957,-18.3815,0.0600097,0.00870489,0,0,0,,,,,,,,
569,6593,0,1,1,1.01427,-19.6708,0,0,0,0,110,115,0,0,0,0,0,1.01596,-18.9029,8.69E-07,3.32E-06,0,0,0,,,,,,,,
570,7966,0,1,1,1.00827,-12.9364,0,0,0,0,500,525,0,0,0,0,0,1.02145,-12.5052,-1.15E-05,-3.02E-05,1,0,0,,,,,,,,
571,7999,0,1,1,0.993349,-22.0759,0,0,0,0,220,230,0,0,0,0,0,1.00941,-21.4696,2.59E-05,0.00010982,1,0,0,,,,,,,,
572,8006,0,1,1,0.993468,-2.26602,0,0,0,0,220,230,0,0,0,0,0,0.995258,-2.51878,-0.000463855,-0.00191203,1,0,0,,,,,,,,
573,8113,0,1,1,1.00856,-20.3557,0,0,0,0,220,230,0,0,0,0,0,1.06331,-19.6126,-2.06E-05,-0.000116032,1,0,0,,,,,,,,
574,8134,0,1,1,1.00938,-5.32094,0,0,0,0,220,230,0,0,0,0,0,1.00216,-4.79665,6.96E-06,7.25E-05,1,0,0,,,,,,,,
575,8306,0,1,1,1.00805,9.38133,0,0,0,0,220,230,0,0,0,0,0,1.00758,8.81057,0.00110204,0.00245978,1,0,0,,,,,,,,
576,8299,0,1,1,1.00862,-15.5766,0,0,0,0,220,230,0,0,0,0,0,1.04406,-15.0371,-2.44E-05,6.51E-06,1,0,0,,,,,,,,
577,8389,0,1,1,1.00902,-20.3596,0,0,0,0,220,230,0,0,0,0,0,1.00129,-19.834,0.00099765,0.00236667,1,0,0,,,,,,,,
578,8409,0,1,1,1.00911,-20.3616,0,0,0,0,220,230,0,0,0,0,0,1.00132,-19.8355,0.000788868,0.00176118,1,0,0,,,,,,,,
579,8416,0,1,1,1.00746,9.36789,0,0,0,0,220,230,0,0,0,0,0,1.00673,8.7987,0.00118576,0.000838625,1,0,0,,,,,,,,
580,8631,0,1,1,1.00744,9.38325,0,0,0,0,220,230,0,0,0,0,0,1.0068,8.81321,0.000304362,-0.000244793,0,0,0,,,,,,,,
581,8587,0,1,1,1.00151,-22.2742,0,0,0,0,220,230,0,0,0,0,0,1.05008,-21.4102,-6.11E-05,0.000173121,1,0,0,,,,,,,,
582,8596,0,1,1,0.994301,-0.116998,0,0,0,0,220,230,0,0,0,0,0,1.01564,2.01028,-6.68E-10,5.31E-08,1,0,0,,,,,,,,
583,8581,0,1,1,1.02147,-0.275533,0,0,0,0,110,115,0,0,0,0,0,1.02146,0.119912,0.000528556,0.00222764,0,0,0,,,,,,,,
584,3987,0,1,1,0.997924,-9.85743,0.04514,0.02056,0,0,110,115,0,0,0,0,0,1.002,-9.51817,-0.0451383,-0.0205498,0,0,0,,,,,,,,
585,1643,0,1,1,0.998056,-9.84389,0.04607,0.02024,0,0,110,115,0,0,0,0,0,1.00216,-9.50507,-0.0460722,-0.0202381,0,0,0,,,,,,,,
586,196,0,1,2,1.03,1.17331,0,0,2.09824,1.41286,20,20,290.59,-290.59,0,0,0,1.03,0.553351,2.09821,0.111633,0,0,0,,,,,,,,
587,197,0,1,2,1.02446,5.90123,0,0,5.25115,1.45819,20,20,290.59,-290.59,0,0,0,1.02446,5.12654,5.25109,0.155485,0,0,0,,,,,,,,
588,198,0,1,2,1.02349,6.27144,0,0,5.49239,1.45127,20,20,290.59,-290.59,0,0,0,1.02349,5.48455,5.49232,0.148706,0,0,0,,,,,,,,
589,199,0,1,2,1.02474,6.2072,0,0,5.45683,1.49614,20,20,290.59,-290.59,0,0,0,1.02474,5.42249,5.45676,0.191839,0,0,0,,,,,,,,
590,272,0,1,2,0.999496,-1.89564,0,0,6.90572,0.1831,20,20,83.33,-83.33,0,0,0,0.999496,-2.77519,6.9061,-3.93405,0,0,0,,,,,,,,
591,273,0,1,2,1.00532,-2.42902,0,0,6.54074,0.38294,20,20,83.33,-83.33,0,0,0,1.00532,-3.26264,6.5411,-3.75317,0,0,0,,,,,,,,
592,275,0,1,2,1.00517,-2.26541,0,0,6.66499,0.39354,20,20,83.33,-83.33,0,0,0,1.00517,-3.11311,6.66535,-3.74342,0,0,0,,,,,,,,
593,276,0,1,2,0.997916,-2.70276,0,0,6.79679,0.0842,20,20,83.33,-83.33,0,0,0,0.997916,-3.5149,6.79719,-4.28521,0,0,0,,,,,,,,
594,277,0,1,2,0.993215,-2.84467,0,0,6.65487,-0.13605,20,20,83.33,-83.33,0,0,0,0.993215,-3.64388,6.65526,-4.48349,0,0,0,,,,,,,,
595,262,0,1,2,1.02431,7.22655,0,0,5.77982,1.26467,22,22,291,-291,0,0,0,1.02431,7.22662,5.77982,1.26494,0,0,0,,,,,,,,
596,263,0,1,2,1.02488,7.27513,0,0,5.82207,1.29583,22,22,291,-291,0,0,0,1.02488,7.27525,5.82207,1.29586,0,0,0,,,,,,,,
597,265,0,1,2,1.02592,7.25338,0,0,5.81122,1.3424,22,22,291,-291,0,0,0,1.02592,7.25343,5.81122,1.34276,0,0,0,,,,,,,,
598,266,0,1,2,1.02883,5.94094,0,0,4.78084,1.37206,22,22,291,-291,0,0,0,1.02883,5.94101,4.78084,1.3722,0,0,0,,,,,,,,
599,267,0,1,2,1.02771,7.1967,0,0,5.77725,1.42182,22,22,291,-291,0,0,0,1.02771,7.1968,5.77725,1.42199,0,0,0,,,,,,,,
600,268,0,1,2,1.02695,7.22339,0,0,5.79379,1.38837,22,22,291,-291,0,0,0,1.02695,7.22348,5.79379,1.38855,0,0,0,,,,,,,,
601,269,0,1,2,1.02811,7.19808,0,0,5.78081,1.44071,22,22,291,-291,0,0,0,1.02811,7.19815,5.78081,1.44101,0,0,0,,,,,,,,
602,282,0,1,2,1.00465,-2.55266,0,0,5.13504,0.09044,22,22,291,-291,0,0,0,1.00465,-3.43725,5.13525,-3.41321,0,0,0,,,,,,,,
603,284,0,1,2,1.00348,-2.52163,0,0,5.15271,0.04046,22,22,291,-291,0,0,0,1.00348,-3.40846,5.15292,-3.45929,0,0,0,,,,,,,,
604,289,0,1,2,1.0035,-3.13505,0,0,4.67222,-0.00511,22,22,291,-291,0,0,0,1.0035,-3.97755,4.67241,-3.50171,0,0,0,,,,,,,,
605,502,0,1,2,0.976924,-9.15687,0,0,0.39334,0.16662,10,10.5,49.58,-49.58,0,0,0,0.976924,-8.80723,0.393328,0.00642848,1,0,0,,,,,,,,
606,527,0,1,2,0.95164,-14.1502,0,0,1.30454,-0.08018,13,13.8,94.45,-94.45,0,0,0,0.95164,-13.5776,1.30449,-0.392483,0,0,0,,,,,,,,
607,602,0,1,2,0.969436,8.74,0,0,0.22897,-0.09567,10,10.5,30.98,-30.98,0,0,0,0.969436,8.84951,0.22897,-0.0867356,1,0,0,,,,,,,,
608,55_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.974661,9.42743,-8.89E-06,2.63E-05,0,0,0,,,,,,,,
609,603,0,1,2,0.975449,9.17868,0,0,0.38282,-0.09608,10,10.5,30.98,-30.98,0,0,0,0.975449,9.29001,0.382829,-0.0830777,1,0,0,,,,,,,,
610,731,0,1,2,1.05649,7.9769,0,0,5.1988,-0.18846,18,18,266.38,-266.38,0,0,0,1.05649,10.0757,5.19863,-0.539068,0,0,0,,,,,,,,
611,732,0,1,2,1.06388,6.62998,0,0,4.20289,0.01909,18,18,266.38,-266.38,0,0,0,1.06388,8.73956,4.20274,-0.33284,0,0,0,,,,,,,,
612,733,0,1,2,1.0585,3.32142,0,0,1.6397,-0.33777,18,18,266.38,-266.38,0,0,0,1.0585,5.45725,1.63964,-0.687101,0,0,0,,,,,,,,
613,734,0,1,2,1.05258,1.40987,0,0,0.16644,-0.59012,18,18,266.38,-266.38,0,0,0,1.05258,3.56083,0.166442,-0.937177,0,0,0,,,,,,,,
614,735,0,1,2,1.05591,7.75809,0,0,5.02839,-0.22983,18,18,266.38,-266.38,0,0,0,1.05591,9.85868,5.02822,-0.579809,0,0,0,,,,,,,,
615,736,0,1,2,1.05649,7.99622,0,0,5.21322,-0.18681,18,18,266.38,-266.38,0,0,0,1.05649,10.095,5.21305,-0.537461,0,0,0,,,,,,,,
616,773,0,1,2,0.96796,-6.77179,0,0,0.79936,0.08196,13,13.8,55.78,-55.78,0,0,0,0.96796,-6.16148,0.79933,0.119172,0,0,0,,,,,,,,
617,774,0,1,2,0.975272,-6.76884,0,0,0.80211,0.13434,13,13.8,55.78,-55.78,0,0,0,0.975272,-6.1586,0.80208,0.171612,0,0,0,,,,,,,,
618,776,0,1,2,0.98417,-8.78325,0,0,0.80881,0.23118,13,13.8,55.78,-55.78,0,0,0,0.98417,-8.23921,0.808767,0.254105,0,0,0,,,,,,,,
619,786,0,1,2,0.95995,-8.88253,0,0,0.7644,0.03418,13,13.8,74.37,-74.37,0,0,0,0.95995,-8.35843,0.764365,0.0462152,1,0,0,,,,,,,,
620,791,0,1,2,0.945982,-5.36165,0,0,1.00133,-0.08979,15,15.75,136.34,-136.34,0,0,0,0.945982,-4.89296,1.00132,-0.683035,0,0,0,,,,,,,,
621,794,0,1,2,0.952877,-4.40795,0,0,1.01147,-0.05571,15,15.75,130.14,-130.14,0,0,0,0.952877,-4.36358,1.01145,-0.470216,0,0,0,,,,,,,,
622,832,0,1,2,0.962084,-11.475,0,0,0.15069,-0.02683,13,13.8,53.3,-53.3,0,0,0,0.962084,-10.9533,0.15069,-0.104462,1,0,0,,,,,,,,
623,881,0,1,2,0.874021,5.40778,0,0,0.58709,-0.0563,10,10.5,37.18,-37.18,0,0,0,0.874021,5.75105,0.587005,-0.0572608,1,0,0,,,,,,,,
624,885,0,1,2,0.98043,-2.0666,0,0,0.16487,0.06463,10,10.5,11.38,-11.38,0,-0.08,0,0.98043,-1.86518,0.16487,0.0393435,1,0,0,,,,,,,,
625,995,0,1,2,0.957796,-1.63681,0.00972,0.01262,0.44288,0.07293,13,13.8,36.32,-36.32,0,0,0,0.957796,-1.10103,0.433139,0.131751,0,0,0,,,,,,,,
626,996,0,1,2,0.961996,-0.523949,0.00705,0.02705,0.56807,0.12354,13,13.8,36.32,-36.32,0,0,0,0.961996,0.0250182,0.560989,0.168325,0,0,0,,,,,,,,
627,923,0,1,2,1.00491,-8.08131,0.0044,0.00012,0.21923,0.01016,10,10.5,63.21,-63.21,0,0,0,1.00491,-7.74239,0.21483,-0.024384,1,0,0,,,,,,,,
628,965,0,1,2,0.956529,-3.53455,0,0,0.32939,-0.00254,10,10.5,39.66,-39.66,0,0,0,0.956529,-3.20604,0.329388,-0.0178214,1,0,0,,,,,,,,
629,966,0,1,2,0.957003,-0.232649,0,0,0.67897,0.02237,10,10.5,39.66,-39.66,0,0,0,0.957003,0.0855422,0.678964,0.00539486,1,0,0,,,,,,,,
630,1006,0,1,2,0.960206,-18.6366,0,0,0.25116,0.02185,10,10.5,17.04,-17.04,0,0,0,0.960206,-17.7002,0.251142,-0.0137215,1,0,0,,,,,,,,
631,1007,0,1,2,0.954676,-21.2317,0,0,0.25518,0.00359,10,10.5,34.08,-34.08,0,0,0,0.954676,-20.2665,0.255167,-0.0687644,1,0,0,,,,,,,,
632,1105,0,1,2,0.940063,7.85633,0,0,0.4217,-0.04005,13,13.8,32.38,-32.38,0,0,0,0.940063,7.26232,0.421706,-0.0930554,1,0,0,,,,,,,,
633,1106,0,1,2,0.939511,7.99938,0,0,0.43216,-0.04172,13,13.8,32.38,-32.38,0,0,0,0.939511,7.4037,0.432166,-0.0947085,1,0,0,,,,,,,,
634,1107,0,1,2,0.948409,7.82439,0,0,0.42394,-0.0023,13,13.8,32.38,-32.38,0,0,0,0.948409,7.23082,0.423946,-0.0557772,1,0,0,,,,,,,,
635,1065,0,1,2,0.979383,7.99789,0,0,0.57795,0.0136,10,10.5,29.06,-29.06,0,0,0,0.979383,8.70532,0.577944,0.0353879,0,0,0,,,,,,,,
636,2130,0,1,2,0.950564,-11.1743,0,0,0.40738,-0.05892,13,13.8,39,-45,0,0,0,0.950564,-10.6071,0.407359,-0.0170861,0,0,0,,,,,,,,
637,1690,0,1,2,0.957726,-3.65388,0,0,1.06049,0.02114,13,13.8,92.96,-92.96,0,0,0,0.957726,-3.48164,1.06045,-0.144885,0,0,0,,,,,,,,
638,1693,0,1,2,0.950062,-3.9384,0,0,1.03419,-0.07381,13,13.8,92.96,-92.96,0,0,0,0.950062,-3.76099,1.03415,-0.244706,0,0,0,,,,,,,,
639,1646,0,1,2,0.954207,-2.09238,0,0,0.4778,0.02128,10,10.5,37.18,-37.18,0,0,0,0.954207,-1.79486,0.477795,-0.00206061,0,0,0,,,,,,,,
640,1644,0,1,2,0.940038,-1.88771,0,0,0.47778,-0.03684,10,10.5,37.18,-37.18,0,0,0,0.940038,-1.59141,0.477774,-0.0595613,0,0,0,,,,,,,,
641,1645,0,1,2,0.945599,-7.65328,0,0,0.07986,-0.03338,10,10.5,37.18,-37.18,0,0,0,0.945599,-7.32408,0.0798598,-0.0561736,0,0,0,,,,,,,,
642,1595,0,1,2,0.966853,-5.73857,0,0,0.65521,0.07496,10,10.5,40.28,-40.28,0,0,0,0.966853,-5.20936,0.655176,0.0819791,0,0,0,,,,,,,,
643,1596,0,1,2,0.97305,-5.9998,0,0,0.63842,0.10195,10,10.5,40.28,-40.28,0,0,0,0.97305,-5.47095,0.638387,0.108987,0,0,0,,,,,,,,
644,1597,0,1,2,0.973027,-6.03927,0,0,0.6367,0.10189,10,10.5,40.28,-40.28,0,0,0,0.973027,-5.51044,0.636668,0.10895,0,0,0,,,,,,,,
645,1598,0,1,2,0.967718,-5.63559,0,0,0.66242,0.08004,10,10.5,40.28,-40.28,0,0,0,0.967718,-5.10613,0.662385,0.087047,0,0,0,,,,,,,,
646,101_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01547,-3.62559,4.32E-05,-0.000263343,0,0,0,,,,,,,,
647,1752,0,1,2,1.01554,-4.01897,0,0,0.18389,0.06226,10,10.5,29.06,-29.06,0,0,0,1.01554,-3.71593,0.183848,0.0336103,1,0,0,,,,,,,,
648,1755,0,1,2,1.00538,-5.9723,0,0,0.72767,-0.00073,10,10.5,49.58,-49.58,0,0,0,1.00538,-5.40134,0.727671,0.0301942,1,0,0,,,,,,,,
649,1756,0,1,2,1.00904,-6.60924,0,0,0.64872,0.02047,10,10.5,49.58,-49.58,0,0,0,1.00904,-6.04097,0.648721,0.0515344,1,0,0,,,,,,,,
650,1760,0,1,2,0.954708,7.77667,0,0,0.61379,0.00828,13,13.8,38.75,-38.75,0,0,0,0.954708,8.48248,0.613776,0.032423,0,0,0,,,,,,,,
651,106_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.954136,1.12529,-8.13E-05,8.62E-05,0,0,0,,,,,,,,
652,1758,0,1,1,0.904934,1.42221,-0.22247,-0.01916,0,0,35,35,0,0,0,0,0,0.905528,2.0015,0.22247,0.0191614,1,0,0,,,,,,,,
653,1761,0,1,2,0.95361,0.314363,0,0,0.61176,0.0543,13,13.8,38.75,-38.75,0,0,0,0.95361,0.890481,0.611796,0.155676,0,0,0,,,,,,,,
654,108_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.01182,0.200652,0.0225697,-0.0109861,0,0,0,,,,,,,,
655,1850,0,1,2,1.0124,-0.155126,0,0,0.20677,0.02243,10,10.5,19,-15,0,0,0,1.0124,0.184851,0.184196,0.000212934,0,0,0,,,,,,,,
656,1889,0,1,2,0.957157,7.74403,0,0,0.40984,-0.07679,10,10.5,48,-50,0,0,0,0.957157,7.83242,0.409839,-0.0726253,1,0,0,,,,,,,,
657,1911,0,1,2,0.977488,-8.09321,0,0,0.73836,0.16165,10,10.5,64,-40,0,0,0,0.977488,-7.56837,0.738322,0.171661,1,0,0,,,,,,,,
658,2032,0,1,2,0.966582,-2.47982,0,0,0.50584,0.03829,13,13.8,39,-12,0,0,0,0.966582,-2.50559,0.505835,-0.103306,1,0,0,,,,,,,,
659,2045,0,1,2,0.929164,-0.896466,0,0,0.41168,-0.06646,10,10.5,25,-20,0,0,0,0.929164,-0.417446,0.411665,-0.0189435,1,0,0,,,,,,,,
660,121_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.97317,-7.09438,-6.56E-06,-8.11E-06,0,0,0,,,,,,,,
661,2047,0,1,1,0.982058,-7.49931,0.00431,0.03409,0,0,10,10.5,0,0,0,0,0,0.972029,-7.09477,-0.00430991,-0.0340776,0,0,0,,,,,,,,
662,2058,0,1,2,1.01692,-8.96336,0,0,1.49443,0.14011,13,13.8,105,-100,0,0,0,1.01692,-8.55774,1.49449,-0.0841665,0,0,0,,,,,,,,
663,2060,0,1,2,1.01718,-8.83132,0,0,1.52351,0.14637,13,13.8,105,-100,0,0,0,1.01718,-8.42748,1.52357,-0.0764048,0,0,0,,,,,,,,
664,2061,0,1,2,1.01651,-8.8859,0,0,1.50625,0.13391,13,13.8,105,-100,0,0,0,1.01651,-8.48138,1.50631,-0.0886605,0,0,0,,,,,,,,
665,761,0,1,2,0.998034,-10.2478,0.24978,0.16268,3.56218,2.32253,22,22,290.59,-290.59,0,0,0,0.998034,-9.88418,3.31245,-0.48992,0,0,0,,,,,,,,
666,1002,0,1,2,1.0449,-16.3097,0.21558,0.25741,3.47651,0.46978,20,20,290.59,-80,0,0,0,1.0449,-15.7907,3.2613,-0.463904,0,0,0,,,,,,,,
667,980,0,1,2,0.95581,-14.01,0.21112,0.17615,2.08421,0.11735,24,24,204.52,-45,0,0,0,0.95581,-13.4357,1.873,-0.462566,0,0,0,,,,,,,,
668,1088,0,1,2,0.975394,-14.6782,0.11036,0.07214,1.84047,-0.52881,20,20,185.92,-70,0,0,0,0.975394,-14.121,1.73022,-1.31528,0,0,0,,,,,,,,
669,145_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.943841,6.53584,0.000231392,-0.000318434,0,0,0,,,,,,,,
670,1283,0,1,1,0.889814,4.43327,0.07309,0.08346,0,0,35,35,0,0,0,0,0,0.893104,6.56064,-0.0730939,-0.0834652,0,0,0,,,,,,,,
671,1284,0,1,2,0.94128,6.60019,0,0,0.89226,0.0265,13,13.8,83.67,-83.67,0,0,0,0.94128,8.7228,0.89226,-0.0597802,0,0,0,,,,,,,,
672,1285,0,1,2,0.950643,-0.363733,0.00524,-0.00361,0,0,13,13.8,83.67,-83.67,0,0,0,0.950643,1.83822,-0.00523951,-0.112846,0,0,0,,,,,,,,
673,524,0,1,2,0.949548,0.70968,0.02872,0,0.42292,-0.02543,10,10.5,28.51,-28.51,0,0,0,0.949548,1.04578,0.3942,-0.0309826,1,0,0,,,,,,,,
674,525,0,1,2,0.942695,0.226029,0.05568,0,0.81302,-0.11527,10,10.5,57.02,-57.02,0,0,0,0.942695,0.562436,0.75734,-0.126963,1,0,0,,,,,,,,
675,152_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.963406,-0.672864,-5.96E-06,-6.45E-06,0,0,0,,,,,,,,
676,670,0,1,1,1.00369,-0.962262,0.00183,-0.00634,0,0,35,35,0,0,0,0,0,1.00333,-0.688392,-0.00182726,0.00634135,0,0,0,,,,,,,,
677,671,0,1,2,0.963703,-1.27303,0,0,0.40496,0.06032,10,10.5,180,-180,0,0,0,0.963703,-0.996296,0.404956,0.0339244,1,0,0,,,,,,,,
678,722,0,1,2,0.961629,-5.61473,0,0,0.20567,0.0253,10,10.5,34.08,-34.08,0,0,0,0.961629,-5.22179,0.205666,0.0878076,1,0,0,,,,,,,,
679,1218,0,1,2,0.945702,-12.945,0,0,0.15055,-0.05756,10,10.5,24.22,-24.22,0,0,0,0.945702,-12.3112,0.150548,-0.0889567,1,0,0,,,,,,,,
680,1401,0,1,2,0.940913,8.12761,0,0,0.45817,-0.03138,10,10.5,33.47,-33.47,0,0,0,0.940913,8.6038,0.458157,0.0151051,1,0,0,,,,,,,,
681,1402,0,1,2,0.94258,10.3491,0,0,0.93053,-0.00104,10,10.5,66.94,-66.94,0,0,0,0.94258,10.8612,0.930497,0.0705931,1,0,0,,,,,,,,
682,1658,0,1,2,0.948838,-1.97248,0,0,0.56346,0.01984,13,13.8,58.12,-58.12,0,0,0,0.948838,-1.67669,0.563446,-0.000488617,0,0,0,,,,,,,,
683,1662,0,1,2,0.931575,3.22472,0,0,0.19664,-0.13122,10,10.5,49.58,-49.58,0,0,0,0.931575,3.64482,0.196637,-0.0593731,1,0,0,,,,,,,,
684,1698,0,1,2,0.962114,-19.2151,0,0,0.20036,0.00323,10,10.5,31.94,-31.94,0,0,0,0.962114,-18.3587,0.200357,-0.0925512,1,0,0,,,,,,,,
685,1695,0,1,2,0.96516,-0.274926,0,0,1.19175,0.08891,13,13.8,80.57,-80.57,0,0,0,0.96516,-0.109216,1.19172,-0.0413447,0,0,0,,,,,,,,
686,1696,0,1,2,0.963542,-4.40398,0,0,0.40055,0.02829,13,13.8,80.57,-80.57,0,0,0,0.963542,-4.1899,0.400545,-0.102423,0,0,0,,,,,,,,
687,1709,0,1,2,0.965171,-0.403018,0,0,0.48344,0.04643,10,10.5,23.24,-23.24,0,0,0,0.965171,-0.0830969,0.483436,0.034184,1,0,0,,,,,,,,
688,168_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.961281,-7.11242,1.91E-07,1.59E-07,0,0,0,,,,,,,,
689,1708,0,1,1,0.906805,-7.6039,0.01878,-0.00189,0,0,35,35,0,0,0,0,0,0.909519,-7.26598,-0.0187801,0.00188965,1,0,0,,,,,,,,
690,709,0,1,2,1.0081,-16.9001,0.11391,0.05961,1.85059,0.17295,20,20,185.92,-185.92,0,0,0,1.0081,-16.1804,1.73683,-0.874664,0,0,0,,,,,,,,
691,1066,0,1,2,0.97634,6.27385,0,0,0.42614,-0.01331,10,10.5,29.06,-29.06,0,0,0,0.97634,6.97368,0.426136,0.00835729,0,0,0,,,,,,,,
692,1067,0,1,2,0.986516,7.75478,0,0,0.56176,0.04845,10,10.5,29.06,-29.06,0,0,0,0.986516,8.4611,0.561754,0.0703865,0,0,0,,,,,,,,
693,2133,0,1,2,0.929038,12.8667,0,0,0.65013,-0.03958,10,10.5,31.48,-31.48,0,0,0,0.929038,12.1725,0.650143,-0.0944538,0,0,0,,,,,,,,
694,2134,0,1,2,0.92751,12.9205,0,0,0.65978,-0.04639,10,10.5,31.48,-31.48,0,0,0,0.92751,12.2258,0.659793,-0.101774,0,0,0,,,,,,,,
695,2136,0,1,2,0.955923,7.19431,0,0,0.56904,0.02658,13,13.8,57,-18,0,0,0,0.955923,7.65145,0.569028,0.0928878,0,0,0,,,,,,,,
696,2137,0,1,2,0.957026,6.50693,0,0,0.4956,0.02909,13,13.8,57,-18,0,0,0,0.957026,6.95654,0.49559,0.0954287,0,0,0,,,,,,,,
697,2138,0,1,2,0.955616,7.27303,0,0,0.57299,0.02528,13,13.8,57,-18,0,0,0,0.955616,7.73139,0.572977,0.0910808,0,0,0,,,,,,,,
698,2149,0,1,2,0.962056,-0.845162,0,0,1.73732,-0.04797,15,15.75,169.52,-169.52,0,0,0,0.962056,-0.58531,1.73728,-0.179657,0,0,0,,,,,,,,
699,2150,0,1,2,0.946014,2.80115,0,0,3.28791,-0.27156,15,15.75,169.52,-169.52,0,0,0,0.946014,3.03714,3.28782,-0.416009,0,0,0,,,,,,,,
700,2155,0,1,2,0.95353,5.38795,0,0,0.40385,0.00789,10,10.5,47.5,-47.5,0,0,0,0.95353,5.83173,0.403841,0.0757969,1,0,0,,,,,,,,
701,2163,0,1,2,0.949702,-3.45454,0,0,0.37247,0.01917,15,15.75,58.12,-58.12,0,0,0,0.949702,-3.15353,0.372463,-0.00114769,0,0,0,,,,,,,,
702,2167,0,1,2,0.960614,-2.50903,0,0,0.69455,0.07367,10,10.5,49.58,-49.58,0,0,0,0.960614,-2.03938,0.694523,0.174123,1,0,0,,,,,,,,
703,2170,0,1,2,0.954358,3.64118,0,0,2.42613,0.00084,15,15.75,129.54,-129.54,0,0,0,0.954358,3.61969,2.42608,-0.161601,1,0,0,,,,,,,,
704,2171,0,1,2,0.962075,-1.08775,0,0,1.21621,0.02591,15,15.75,129.54,-129.54,0,0,0,0.962075,-1.06557,1.21619,-0.171602,1,0,0,,,,,,,,
