bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,,
1,1603,0,1,1,1.01484,-16.3949,0,0,0,0,500,525,0,0,0,0,0,1.04593,-15.9205,0.00260491,0.00464718,1,0,0,,,,,,,,
2,3896,0,1,1,1.01639,-16.4992,-0.05828,0.00013,0,0,500,525,0,0,0,18.6,0,1.05685,-16.0435,0.0582099,-0.000195592,1,0,0,,,,,,,,
3,358,0,1,1,1.00857,-17.1731,1.55158,1.39641,0,0,500,525,0,0,0,0,0,1.04746,-16.6609,-1.55203,-1.39263,0,0,0,,,,,,,,
4,2103,0,1,1,1.0068,-13.6895,0,0,0,0,500,525,0,0,0,-0.9,0,1.08961,-13.3501,0.0133632,-0.0147488,1,0,0,,,,,,,,
5,2,0,1,1,1.00799,-12.9579,0,0,0,0,500,525,0,0,0,18,0,1.12264,-12.8324,0.00728378,5.16E-05,1,0,0,,,,,,,,
6,359,0,1,1,1.00872,-17.1388,1.47509,1.3842,0,0,500,525,0,0,0,0,0,1.0476,-16.6292,-1.47552,-1.38047,0,0,0,,,,,,,,
7,195,0,1,1,1.0159,-1.90973,0,0,0,0,500,525,0,0,0,0,0,1.05,-2.44937,-0.00121428,-0.00162228,1,0,0,,,,,,,,
8,2311,0,1,1,1.00843,-3.7265,0,0,0,0,500,525,0,0,0,0,0,1.05158,-4.15819,0.00654463,0.00644109,1,0,0,,,,,,,,
9,271,0,1,1,1.00579,-10.9119,0,0,0,0,500,525,0,0,0,0,0,1.0989,-11.0839,-2.53E-06,0.00263264,1,0,0,,,,,,,,
10,270,0,1,1,1.00614,-11.5883,0,0,0,0,500,525,0,0,0,0,0,1.10515,-11.6642,-0.000481804,0.00203809,1,0,0,,,,,,,,
11,5874,0,1,1,1.00867,-13.0391,22.0029,7.12251,0,0,500,525,0,0,0,52,0,1.13707,-12.9251,-22.0129,-7.11426,1,0,0,,,,,,,,
12,280,0,1,1,1.00774,-9.0807,0,0,0,0,500,525,0,0,0,0,0,1.08556,-9.54739,-0.00121003,0.000999587,1,0,0,,,,,,,,
13,473,0,1,1,1.00762,-16.0634,-0.00047,1.00E-05,0,0,220,230,0,0,0,0,0,1.04062,-15.4756,4.77E-05,8.94E-05,1,0,0,,,,,,,,
14,1496,0,1,1,1.00691,-16.5986,0,-0.02349,0,0,220,230,0,0,0,0,0,1.03835,-15.9732,-0.000397469,0.0233663,1,0,0,,,,,,,,
15,1772,0,1,1,1.00729,-19.5635,0,0,0,0,220,230,0,0,0,0,0,1.03048,-18.9097,0.000888961,0.000883379,1,0,0,,,,,,,,
16,483,0,1,1,1.00817,-19.4411,-0.00065,-0.09878,0,0,220,230,0,0,0,0,0,1.03037,-18.7858,0.000378293,0.0988963,1,0,0,,,,,,,,
17,1787,0,1,1,1.0198,3.47769,0,-0.03344,0,0,220,230,0,0,0,0,0,1.01915,3.5639,-0.000538053,0.0334577,1,0,0,,,,,,,,
18,1886,0,1,1,1.01953,4.18284,0,0,0,0,220,230,0,0,0,0,0,1.01889,4.26978,6.08E-06,3.83E-05,1,0,0,,,,,,,,
19,1086,0,1,1,1.00131,-18.7259,0,0,0,0,500,525,0,0,0,0,0,1.0303,-18.0781,0.000280955,0.000336611,1,0,0,,,,,,,,
20,1220,0,1,1,1.0085,-18.7912,0,0,0,0,500,525,0,0,0,0,0,1.03274,-18.1083,0.000342725,0.00356866,1,0,0,,,,,,,,
21,526,0,1,1,1.00913,-19.1746,0,0,0,0,220,230,0,0,0,0,0,1.03021,-18.5183,0.000254494,0.000808563,1,0,0,,,,,,,,
22,1969,0,1,1,1.00789,-19.4682,0,0,0,0,220,230,0,0,0,0,0,1.03123,-18.8198,8.55E-05,-0.000237561,1,0,0,,,,,,,,
23,564,0,1,1,1.01055,-18.9537,0,0,0,0,220,230,0,0,0,0,0,1.03271,-18.3202,-0.000238083,8.44E-05,1,0,0,,,,,,,,
24,1647,0,1,1,1.00994,-18.7332,0,0,0,0,220,230,0,0,0,0,0,1.02772,-18.0893,-0.000423423,0.000886953,1,0,0,,,,,,,,
25,1287,0,1,1,0.999669,-12.544,0,-0.01494,0,0,220,230,0,0,0,0,0,1.02856,-12.1874,-0.000347802,0.0159018,1,0,0,,,,,,,,
26,675,0,1,1,0.997262,-12.1111,0,-0.07963,0,0,220,230,0,0,0,0,0,1.0278,-11.7904,-0.000267396,0.0773709,1,0,0,,,,,,,,
27,1804,0,1,1,0.999502,-12.5776,0.03384,0.00132,0,0,220,230,0,0,0,0,0,1.02798,-12.2151,-0.0338284,-0.00126383,1,0,0,,,,,,,,
28,9072,0,1,1,0.994981,-12.3885,1.03992,0.36881,0,0,220,230,0,0,0,0,0,1.02554,-12.0513,-1.03999,-0.367485,1,0,0,,,,,,,,
29,9068,0,1,1,1.00794,-6.11007,0,0,0,0,500,525,0,0,0,0,0,1.04023,-3.49943,0.000605484,-0.00107413,0,0,0,,,,,,,,
30,730,0,1,1,1.00594,1.18201,0,0,0,0,500,525,0,0,0,0,0,1.01392,3.32885,0.00130362,-0.00135401,1,0,0,,,,,,,,
31,1427,0,1,1,1.00575,0.495847,0,0,0,0,500,525,0,0,0,0,0,1.01502,2.64252,-0.00219631,-0.000916434,1,0,0,,,,,,,,
32,790,0,1,1,1.00511,-8.21074,-0.02826,0.01823,0,0,220,230,0,0,0,0,0,1.03359,-8.16183,0.0282914,-0.0181016,1,0,0,,,,,,,,
33,1023,0,1,1,1.00461,-7.49127,0,0,0,0,220,230,0,0,0,0,0,1.02349,-7.40685,-0.00010236,0.000732932,1,0,0,,,,,,,,
34,793,0,1,1,1.00641,-7.57076,-0.0601,-0.07525,0,0,220,230,0,0,0,0,0,1.02913,-7.47405,0.0601879,0.0759479,1,0,0,,,,,,,,
35,1369,0,1,1,1.00169,-10.0303,0,0,0,0,220,230,0,0,0,0,0,1.04907,-9.95352,0.000198414,-0.00160921,1,0,0,,,,,,,,
36,1295,0,1,1,0.992128,-14.2062,0,0,0,0,220,230,0,0,0,0,0,1.08717,-13.6822,0.000473398,-0.00193042,1,0,0,,,,,,,,
37,9064,0,1,1,1.00154,-8.75626,0,0,0,0,220,230,0,0,0,0,0,1.0366,-8.20086,5.12E-05,0.000318267,0,0,0,,,,,,,,
38,3061,0,1,1,1.00943,-7.59655,-0.2804,0.01112,0,0,220,230,0,0,0,0,0,1.03682,-7.56688,0.280382,-0.0111899,1,0,0,,,,,,,,
39,804,0,1,1,1.00435,-21.1645,0,0,0,0,220,230,0,0,0,0,0,1.03658,-20.3628,-0.00102197,-0.000456855,1,0,0,,,,,,,,
40,605,0,1,1,1.00426,-21.1232,0,0,0,0,220,230,0,0,0,0,0,1.03695,-20.3243,-0.00108509,0.000249645,1,0,0,,,,,,,,
41,889,0,1,1,1.00822,-19.1703,1.50279,-1.28008,0,0,500,525,0,0,0,0,0,1.03394,-18.4805,-1.50266,1.27851,1,0,0,,,,,,,,
42,2848,0,1,1,1.00815,-19.1389,0,0,0,0,500,525,0,0,0,0,0,1.0337,-18.4498,0.0011325,0.000398212,1,0,0,,,,,,,,
43,1543,0,1,1,1.01232,-13.8818,0,0,0,0,220,230,0,0,0,0,0,1.0278,-13.374,4.34E-05,-0.000117114,1,0,0,,,,,,,,
44,831,0,1,1,1.01562,-12.6264,0,0,0,0,220,230,0,0,0,0,0,1.02609,-12.107,-1.34E-06,0.00011357,1,0,0,,,,,,,,
45,1504,0,1,1,1.00767,-15.1163,0,-0.09887,0,0,220,230,0,0,0,0,0,1.04089,-14.599,-0.000709376,0.0998293,1,0,0,,,,,,,,
46,838,0,1,1,1.0091,-15.4624,0,0,0,0,220,230,0,0,0,0,0,1.04493,-14.9331,-0.002049,-0.00576815,1,0,0,,,,,,,,
47,1635,0,1,1,1.00025,-12.7964,0,0,0,0,220,230,0,0,0,0,0,1.02657,-12.4046,5.51E-05,0.000183498,1,0,0,,,,,,,,
48,501,0,1,1,1.00282,-12.5548,0,0,0,0,220,230,0,0,0,0,0,1.02726,-12.156,4.46E-05,0.000392853,1,0,0,,,,,,,,
49,430,0,1,1,0.995196,-18.0749,0,-0.05034,0,0,220,230,0,0,0,0,0,0.987399,-17.5319,-0.00034956,0.0515615,1,0,0,,,,,,,,
50,1989,0,1,1,0.995344,-20.6788,0,-0.09056,0,0,220,230,0,0,0,0,0,1.01385,-19.9848,-0.000865885,0.0914776,1,0,0,,,,,,,,
51,941,0,1,1,1.00891,-19.4848,0,0,0,0,220,230,0,0,0,0,0,0.999108,-18.8655,-0.00135554,-0.00707518,1,0,0,,,,,,,,
52,554,0,1,1,1.00705,-20.0962,0,0,0,0,220,230,0,0,0,0,0,0.996604,-19.4853,-0.00155831,0.00220558,1,0,0,,,,,,,,
53,590,0,1,1,0.999897,-20.4229,0,0,0,0,220,230,0,0,0,0,0,1.00461,-19.8351,-0.00168138,0.00141971,1,0,0,,,,,,,,
54,1807,0,1,1,1.00476,-20.4049,0,0,0,0,220,230,0,0,0,0,0,0.994578,-19.801,-0.000241189,0.00217949,1,0,0,,,,,,,,
55,975,0,1,1,1.01065,-18.8574,0,0,0,0,220,230,0,0,0,0,0,1.02901,-18.2123,4.03E-05,0.00117911,1,0,0,,,,,,,,
56,583,0,1,1,1.01043,-18.903,0,0,0,0,220,230,0,0,0,0,0,1.02887,-18.2569,-0.000547534,-0.000191805,1,0,0,,,,,,,,
57,1108,0,1,1,1.00039,-15.8063,0,0,0,0,220,230,0,0,0,0,0,1.10503,-15.1087,0.000342586,-0.00255574,1,0,0,,,,,,,,
58,967,0,1,1,0.997853,-15.7377,0,0,0,0,220,230,0,0,0,0,0,1.10256,-15.0635,0.00145336,-0.000473656,1,0,0,,,,,,,,
59,1160,0,1,1,1.00275,-9.91157,0,0,0,0,220,230,0,0,0,0,0,1.00798,-9.5732,0.00356488,-0.00315332,1,0,0,,,,,,,,
60,964,0,1,1,1.00757,-7.35582,0,0,0,0,220,230,0,0,0,0,0,1.01068,-7.01983,1.89E-05,5.63E-05,1,0,0,,,,,,,,
61,3079,0,1,1,1.01015,-18.9142,0.10741,0.0353,0,0,220,230,0,0,0,0,0,1.02849,-18.2668,-0.107404,-0.0351437,0,0,0,,,,,,,,
62,3174,0,1,1,1.0038,-21.0597,0,0,0,0,220,230,0,0,0,0,0,1.00147,-20.4412,-0.0017863,0.00271644,1,0,0,,,,,,,,
63,922,0,1,1,1.00329,-9.79759,0,0,0,0,220,230,0,0,0,0,0,1.00811,-9.45644,6.06E-06,6.30E-05,1,0,0,,,,,,,,
64,3032,0,1,1,1.00316,-9.4849,0,0,0,0,220,230,0,0,0,0,0,1.00989,-9.15867,-5.64E-05,-0.000278629,1,0,0,,,,,,,,
65,2034,0,1,1,1.00921,-6.61281,0,0,0,0,220,230,0,0,0,0,0,1.02367,-6.53981,-0.00119424,9.58E-05,1,0,0,,,,,,,,
66,1089,0,1,1,1.00239,-16.6083,0,0,0,0,220,230,0,0,0,0,0,0.996943,-16.0926,3.78E-05,0.00190996,1,0,0,,,,,,,,
67,1064,0,1,1,1.00585,1.36981,0,0,0,0,220,230,0,0,0,0,0,1.00149,2.05449,-7.02E-05,0.000596134,1,0,0,,,,,,,,
68,1071,0,1,1,1.00685,-16.2672,0,0,0,0,220,230,0,0,0,0,0,1.04028,-15.6666,-0.000445305,0.0004636,1,0,0,,,,,,,,
69,547,0,1,1,1.00173,-16.8179,0,0,0,0,220,230,0,0,0,0,0,1.03527,-16.1802,-0.000488349,-0.000239187,1,0,0,,,,,,,,
70,1135,0,1,1,1.00376,-17.0968,0,0,0,0,220,230,0,0,0,0,0,0.998765,-16.5906,-0.000997995,0.00213074,1,0,0,,,,,,,,
71,1879,0,1,1,0.989469,-16.5526,0,0,0,0,220,230,0,0,0,0,0,1.06732,-15.7435,-0.000106894,0.000327257,1,0,0,,,,,,,,
72,1079,0,1,1,0.988241,-16.7447,0,0,0,0,220,230,0,0,0,0,0,1.06668,-15.9076,-0.000355072,9.97E-05,1,0,0,,,,,,,,
73,1191,0,1,1,1.00189,1.20955,0,0,0,0,220,230,0,0,0,0,0,1.01658,0.676781,-2.82E-05,-7.61E-05,1,0,0,,,,,,,,
74,1104,0,1,1,1.00082,2.25065,0,0,0,0,220,230,0,0,0,0,0,1.01305,1.70776,-5.74E-05,1.19E-06,1,0,0,,,,,,,,
75,1120,0,1,1,0.995375,-20.6291,0,-0.08437,0,0,220,230,0,0,0,0,0,1.0124,-20.0762,-0.00101756,0.0783285,1,0,0,,,,,,,,
76,491,0,1,1,0.998499,-20.1162,0,0,0,0,220,230,0,0,0,0,0,1.00412,-19.5347,-0.00195787,0.00248692,1,0,0,,,,,,,,
77,657,0,1,1,0.99474,-20.8764,0.46809,0.01379,0,0,220,230,0,0,0,0,0,1.01168,-20.3143,-0.468052,-0.0135406,1,0,0,,,,,,,,
78,531,0,1,1,1.00288,-15.2857,0,0,0,0,220,230,0,0,0,0,0,1.10848,-14.6811,0.000721784,-0.000885056,1,0,0,,,,,,,,
79,2981,0,1,1,0.992072,-21.6228,0,0,0,0,220,230,0,0,0,0,0,1.00886,-21.0349,-0.000481359,0.00119147,1,0,0,,,,,,,,
80,2011,0,1,1,0.993277,-22.0655,0,0,0,0,220,230,0,0,0,0,0,1.00938,-21.4599,-0.000530992,0.00145577,1,0,0,,,,,,,,
81,1316,0,1,1,1.00177,0.243928,0,0,0,0,220,230,0,0,0,0,0,1.02073,-0.288074,0.00485772,-0.00340919,1,0,0,,,,,,,,
82,1544,0,1,1,1.00916,-7.33571,0,0,0,0,220,230,0,0,0,0,0,1.02333,-7.24852,-0.000276068,8.34E-05,1,0,0,,,,,,,,
83,1209,0,1,1,1.00911,-7.33062,0,0,0,0,220,230,0,0,0,0,0,1.02329,-7.24357,-0.000539723,-0.000196291,1,0,0,,,,,,,,
84,1568,0,1,1,1.00589,-8.44066,0,0,0,0,220,230,0,0,0,0,0,1.02022,-8.28819,-0.000561546,0.00056423,1,0,0,,,,,,,,
85,2969,0,1,1,1.02172,3.85918,0,-0.2396,0,0,220,230,0,0,0,0,0,1.02108,3.94574,3.23E-05,0.239622,1,0,0,,,,,,,,
86,2062,0,1,1,1.01299,-15.9936,0.00021,0.0003,0,0,220,230,0,0,0,0,0,1.02078,-15.3524,-0.000209986,-0.000299825,1,0,0,,,,,,,,
87,1558,0,1,1,1.01306,-15.9945,0,0,0,0,220,230,0,0,0,0,0,1.02082,-15.3528,9.80E-10,-2.93E-07,1,0,0,,,,,,,,
88,1592,0,1,1,1.0073,-14.1422,0,0,0,0,220,230,0,0,0,0,0,1.00573,-13.6233,-4.79E-05,0.00044397,1,0,0,,,,,,,,
89,723,0,1,1,1.00477,-15.2404,0,-0.04784,0,0,220,230,0,0,0,0,0,1.00307,-14.7243,-9.29E-05,0.0486601,1,0,0,,,,,,,,
90,1303,0,1,1,1.01008,-3.46476,0,0,0,0,500,525,0,0,0,0,0,1.04112,-3.82531,0.000650788,0.0182387,1,0,0,,,,,,,,
91,833,0,1,1,1.00627,-14.4252,21.7226,0.40171,0,0,500,525,0,0,0,0,0,1.05492,-13.9508,-21.7187,-0.384789,1,0,0,,,,,,,,
92,600,0,1,1,1.01718,5.64537,0,0,0,0,220,230,0,0,0,0,0,1.01506,5.75166,6.45E-07,1.31E-05,1,0,0,,,,,,,,
93,2128,0,1,1,1.01171,-15.3223,0,0,0,0,220,230,0,0,0,0,0,1.00422,-14.776,4.18E-05,1.00E-04,1,0,0,,,,,,,,
94,1672,0,1,1,0.997993,-0.00793,0,0,0,0,220,230,0,0,0,0,0,1.0137,2.14169,-0.00106009,-5.06E-05,1,0,0,,,,,,,,
95,1380,0,1,1,0.998917,-0.523055,0,0,0,0,220,230,0,0,0,0,0,1.01369,1.65015,-0.000314836,0.000546162,1,0,0,,,,,,,,
96,1392,0,1,1,0.998911,-20.75,0,-0.02186,0,0,220,230,0,0,0,0,0,1.00362,-20.1588,-0.00227482,0.0241597,1,0,0,,,,,,,,
97,414,0,1,1,0.996567,-16.3312,0,0,0,0,220,230,0,0,0,0,0,1.09746,-15.5487,-0.015413,-0.00638748,1,0,0,,,,,,,,
98,459,0,1,1,1.00401,-21.2129,0,0,0,0,220,230,0,0,0,0,0,1.00136,-20.5912,0.00018846,0.000387208,1,0,0,,,,,,,,
99,9061,0,1,1,1.00312,-21.2693,0,0,0,0,220,230,0,0,0,0,0,1.00044,-20.6476,-6.86E-05,0.000811283,1,0,0,,,,,,,,
100,1428,0,1,1,1.00024,-0.758232,0,0,0,0,220,230,0,0,0,0,0,1.01408,1.42692,0.00346828,0.00197006,1,0,0,,,,,,,,
101,1142,0,1,1,0.999781,-0.740173,0,0,0,0,220,230,0,0,0,0,0,1.01425,1.43868,-0.00272897,0.000328718,1,0,0,,,,,,,,
102,1459,0,1,1,1.01437,-6.60381,0,0,0,0,500,525,0,0,0,0,0,1.02185,-6.30962,0.000252162,0.00107832,1,0,0,,,,,,,,
103,1852,0,1,1,1.00962,-8.76874,0,0,0,0,500,525,0,0,0,0,0,1.02329,-8.45388,0.000223023,0.00615447,1,0,0,,,,,,,,
104,1902,0,1,1,1.00016,-1.06264,0,0,0,0,220,230,0,0,0,0,0,1.01355,1.1346,-0.000979639,0.000741537,1,0,0,,,,,,,,
105,1561,0,1,1,1.0059,-17.1903,0,0,0,0,220,230,0,0,0,0,0,1.0353,-16.522,-0.000923479,0.000186029,1,0,0,,,,,,,,
106,750,0,1,1,1.00376,-8.76264,0,0,0,0,220,230,0,0,0,0,0,1.01809,-8.60078,-0.00055251,0.000889198,1,0,0,,,,,,,,
107,815,0,1,1,1.00622,-19.6275,0,0,0,0,220,230,0,0,0,0,0,1.0216,-18.7913,-0.00107067,0.000591614,1,0,0,,,,,,,,
108,1700,0,1,1,1.00558,-21.2913,0,0,0,0,220,230,0,0,0,0,0,1.01243,-20.3909,-0.0014701,0.00226185,1,0,0,,,,,,,,
109,1551,0,1,1,1.00863,-20.6895,0,0,0,0,220,230,0,0,0,0,0,1.01617,-19.8018,-0.00123149,0.000187399,1,0,0,,,,,,,,
110,1115,0,1,1,1.00899,-15.9726,0,0,0,0,500,525,0,0,0,0,0,1.03056,-15.4924,-0.00280185,0.0168164,1,0,0,,,,,,,,
111,1606,0,1,1,1.00828,-19.2442,0,0,0,0,220,230,0,0,0,0,0,1.03129,-18.6367,-0.000118891,-0.00484288,1,0,0,,,,,,,,
112,1198,0,1,1,1.00514,-19.7395,0,0,0,0,220,230,0,0,0,0,0,1.0267,-19.1011,-0.000356091,-6.64E-05,1,0,0,,,,,,,,
113,1721,0,1,1,0.999158,-19.7479,0,0,0,0,220,230,0,0,0,0,0,1.019,-19.1016,-0.0014647,0.00146015,1,0,0,,,,,,,,
114,1689,0,1,1,1.00841,-9.1973,0,0,0,0,220,230,0,0,0,0,0,1.02363,-8.96034,0.000198637,0.00103809,1,0,0,,,,,,,,
115,737,0,1,1,0.998225,-19.8818,0,0,0,0,220,230,0,0,0,0,0,1.01808,-19.2303,0.000372426,0.00038473,1,0,0,,,,,,,,
116,3126,0,1,1,1.00623,-15.5649,0,0,0,0,220,230,0,0,0,0,0,1.04077,-15.0175,-0.000634788,0.000276831,1,0,0,,,,,,,,
117,1757,0,1,1,1.00638,1.60826,0,0,0,0,220,230,0,0,0,0,0,1.00214,2.29366,2.96E-05,9.74E-05,1,0,0,,,,,,,,
118,1754,0,1,1,1.01265,-11.5625,0,0,0,0,220,230,0,0,0,0,0,1.00846,-11.01,-2.68E-05,0.000441841,1,0,0,,,,,,,,
119,444,0,1,1,0.997198,-20.3951,0,0,0,0,220,230,0,0,0,0,0,1.01568,-19.7116,-0.0023187,0.0026281,1,0,0,,,,,,,,
120,1511,0,1,1,1.00749,-12.541,0,0,0,0,500,525,0,0,0,0,0,1.02042,-12.1197,0.000293042,0.0112892,1,0,0,,,,,,,,
121,515,0,1,1,1.00341,-23.9254,0,0,0,0,220,230,0,0,0,0,0,1.01667,-22.9466,-0.00107043,0.000825217,1,0,0,,,,,,,,
122,1005,0,1,1,1.00379,-23.8206,0,0,0,0,220,230,0,0,0,0,0,1.01665,-22.8397,0.00017418,0.00108366,1,0,0,,,,,,,,
123,1415,0,1,1,1.00144,-1.52059,0,0,0,0,220,230,0,0,0,0,0,1.01401,0.695328,-0.000328872,0.000369808,1,0,0,,,,,,,,
124,1931,0,1,1,1.00782,-19.9966,0,0,0,0,220,230,0,0,0,0,0,1.02884,-19.3327,-0.000952888,0.000180075,1,0,0,,,,,,,,
125,2941,0,1,1,1.00779,-15.7356,0,0,0,0,220,230,0,0,0,0,0,1.04271,-15.182,-0.000398208,7.43E-05,1,0,0,,,,,,,,
126,987,0,1,1,1.00474,-16.5579,0.00152,-0.08309,0,0,220,230,0,0,0,0,0,1.03928,-15.9448,-0.00170928,0.0826833,1,0,0,,,,,,,,
127,1057,0,1,1,0.999739,-17.7138,0,0,0,0,220,230,0,0,0,0,0,0.998921,-17.2142,-0.00155273,0.000218525,1,0,0,,,,,,,,
128,1958,0,1,1,0.989856,-16.2368,0,0,0,0,220,230,0,0,0,0,0,1.06891,-15.4708,-0.000181346,0.00068468,1,0,0,,,,,,,,
129,2938,0,1,1,1.00511,-15.1797,0,0,0,0,220,230,0,0,0,0,0,1.00343,-14.6635,0.000104455,0.000408936,1,0,0,,,,,,,,
130,2067,0,1,1,1.00945,-7.59685,0,0,0,0,220,230,0,0,0,0,0,1.03682,-7.56698,-2.65E-06,-3.20E-06,1,0,0,,,,,,,,
131,452,0,1,1,0.999571,-12.5912,0,0,0,0,220,230,0,0,0,0,0,1.02799,-12.2274,-0.000711483,0.00121303,1,0,0,,,,,,,,
132,504,0,1,1,1.01017,-19.3264,0,0,0,0,220,230,0,0,0,0,0,1.03348,-18.7025,-0.000446553,0.000131365,1,0,0,,,,,,,,
133,1660,0,1,1,1.00172,1.33065,0,0,0,0,220,230,0,0,0,0,0,0.98981,1.744,2.06E-05,5.67E-05,1,0,0,,,,,,,,
134,1400,0,1,1,1.00177,1.31119,0,0,0,0,220,230,0,0,0,0,0,0.989775,1.7249,8.08E-05,0.000186652,1,0,0,,,,,,,,
135,1732,0,1,1,0.993767,-1.76609,0,0,0,0,220,230,0,0,0,0,0,1.01627,-2.27857,-0.00113176,-0.000860315,1,0,0,,,,,,,,
136,1205,0,1,1,0.996981,1.41186,0,0,0,0,220,230,0,0,0,0,0,1.01306,0.848673,-0.00011229,-0.000321139,1,0,0,,,,,,,,
137,759,0,1,1,0.991918,-15.6533,0,0,0,0,220,230,0,0,0,0,0,1.06705,-14.9586,0.000634154,0.000309339,1,0,0,,,,,,,,
138,2104,0,1,1,0.989536,-15.8448,0,0,0,0,220,230,0,0,0,0,0,1.06743,-15.1399,0.000373992,0.0024203,1,0,0,,,,,,,,
139,1247,0,1,1,0.992939,-23.3789,0,0,0,0,220,230,0,0,0,0,0,1.01365,-22.5684,-0.00157043,0.00187536,1,0,0,,,,,,,,
140,765,0,1,1,1.00719,-20.4687,0,-0.22803,0,0,220,230,0,0,0,0,0,1.02853,-19.7854,-0.00049482,0.229107,1,0,0,,,,,,,,
141,890,0,1,1,1.00433,-21.051,0,0,0,0,220,230,0,0,0,0,0,1.03743,-20.2574,-0.000647103,-0.00157348,1,0,0,,,,,,,,
142,1030,0,1,1,1.01616,-2.71696,0,0,0,0,500,525,0,0,0,0,0,1.0095,-2.37441,-0.00161959,-0.00109578,1,0,0,,,,,,,,
143,1467,0,1,1,0.993655,-6.55267,0,0,0,0,220,230,0,0,0,0,0,0.997888,-6.25614,0.000182311,-0.000480433,1,0,0,,,,,,,,
144,9066,0,1,1,0.995201,-6.56891,0,0,0,0,220,230,0,0,0,0,0,0.998651,-6.26387,-1.02E-08,-5.57E-07,1,0,0,,,,,,,,
145,1068,0,1,1,0.995172,-6.56803,0,0,0,0,220,230,0,0,0,0,0,0.998636,-6.2634,-6.64E-09,-4.81E-07,1,0,0,,,,,,,,
146,1665,0,1,1,1.00326,-21.017,0,0,0,0,220,230,0,0,0,0,0,1.04645,-20.2102,-0.000356171,-4.62E-05,1,0,0,,,,,,,,
147,1096,0,1,1,1.00036,-22.0583,0,0,0,0,220,230,0,0,0,0,0,1.04513,-21.1791,-0.000623764,-0.000193982,1,0,0,,,,,,,,
148,1694,0,1,1,1.0112,-6.46644,0,0,0,0,220,230,0,0,0,0,0,1.02309,-6.24105,0.000158585,0.000204833,1,0,0,,,,,,,,
149,883,0,1,1,1.01144,-6.4283,0,0,0,0,220,230,0,0,0,0,0,1.0232,-6.2023,-1.00E-05,0.000223353,1,0,0,,,,,,,,
150,1157,0,1,1,1.00289,-12.4151,0,0,0,0,500,525,0,0,0,0,0,1.01672,-12.0506,-0.000318707,-0.00137225,1,0,0,,,,,,,,
151,1150,0,1,1,0.989624,-22.1356,0,0,0,0,220,230,0,0,0,0,0,1.00627,-21.5312,-0.00447013,0.00628351,1,0,0,,,,,,,,
152,1254,0,1,1,1.01039,-8.33695,0,0,0,0,500,525,0,0,0,0,0,1.04423,-8.289,-0.0106641,0.00477305,1,0,0,,,,,,,,
153,2043,0,1,1,1.00405,-8.47364,0,0,0,0,220,230,0,0,0,0,0,0.988919,-8.08642,2.54E-05,4.75E-05,1,0,0,,,,,,,,
154,721,0,1,1,1.00586,-8.22976,0,0,0,0,220,230,0,0,0,0,0,0.991861,-7.8504,2.45E-05,9.18E-05,1,0,0,,,,,,,,
155,667,0,1,1,0.992117,-21.6285,0.15422,-0.11951,0,0,220,230,0,0,0,0,0,1.0089,-21.0403,-0.154191,0.119175,1,0,0,,,,,,,,
156,1035,0,1,1,1.00176,1.217,0,0,0,0,220,230,0,0,0,0,0,0.989586,1.63049,0.00347769,-0.00203494,1,0,0,,,,,,,,
157,612,0,1,1,1.00905,-14.7606,0,-0.30936,0,0,500,525,0,0,0,0,0,1.02462,-14.2939,-0.000170695,0.316192,1,0,0,,,,,,,,
158,1519,0,1,1,1.0056,-16.976,0,0,0,0,220,230,0,0,0,0,0,1.00118,-16.4717,-0.000484285,-0.00519415,1,0,0,,,,,,,,
159,997,0,1,1,0.996618,-20.1096,0,0,0,0,220,230,0,0,0,0,0,1.01031,-19.5481,-0.000650886,0.00215731,1,0,0,,,,,,,,
160,1997,0,1,1,0.995344,-20.6577,0,-0.14708,0,0,220,230,0,0,0,0,0,1.01097,-20.0915,-0.000709762,0.14866,1,0,0,,,,,,,,
161,1256,0,1,1,1.00954,-6.81369,0,0,0,0,220,230,0,0,0,0,0,1.02396,-6.75546,0.000513127,0.000576038,1,0,0,,,,,,,,
162,1657,0,1,1,0.996712,-5.87214,0,0,0,0,220,230,0,0,0,0,0,0.999158,-5.56991,1.59E-05,-2.96E-05,1,0,0,,,,,,,,
163,1707,0,1,1,1.00807,-7.19262,0,0,0,0,220,230,0,0,0,0,0,1.01109,-6.8567,7.37E-06,2.69E-05,1,0,0,,,,,,,,
164,1847,0,1,1,1.00793,-4.82172,0,0,0,0,220,230,0,0,0,0,0,1.00927,-4.47986,1.35E-05,7.89E-05,1,0,0,,,,,,,,
165,523,0,1,1,1.00774,-4.89897,0,0,0,0,220,230,0,0,0,0,0,1.00912,-4.55714,-4.17E-06,-2.93E-05,1,0,0,,,,,,,,
166,1821,0,1,1,0.998314,-14.2747,0,0,0,0,220,230,0,0,0,0,0,1.10903,-13.8698,0.00108009,0.0124162,1,0,0,,,,,,,,
167,1892,0,1,1,0.995234,-6.56939,0,0,0,0,220,230,0,0,0,0,0,0.998666,-6.26408,-9.35E-09,-1.68E-07,0,0,0,,,,,,,,
