tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
1,2,1,1,1,0,0.000055,0.001198,0.078281,0,0,0,0,0,0,0,0,0,0,0,0,-8.88869,0.09208,8.89297,-0.15882,1,1,1,1
1,2,1,1,1,0,0.000065,0.001219,0.151109,0,0,0,0,0,0,0,0,0,0,0,0,-8.73203,0.07746,8.73689,-0.29437,1,1,1,1
2,3,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-8.76871,4.25235,8.821959,-4.49854,1,1,1,1
4,5,1,1,1,0,0.000738,0.009575,0.582413,0,0,0,0,0,0,0,0,0,0,0,0,-2.07003,1.26965,2.07316,-0.67868,1,1,1,1
4,5,1,1,1,0,0.000731,0.009318,0.596693,0,0,0,0,0,0,0,0,0,0,0,0,-2.12652,1.26161,2.1298,-0.69846,1,1,1,1
4,5,1,1,1,0,0.000759,0.009541,0.578865,0,0,0,0,0,0,0,0,0,0,0,0,-2.0767,1.27873,2.07994,-0.68044,1,1,1,1
2,6,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-8.8113,4.28235,8.8651,-4.52014,1,1,1,1
7,8,1,1,1,0,0.000301,0.003585,0.184517,0,0,0,0,0,0,0,0,0,0,0,0,3.04871,-0.7396,-3.04593,0.38911,1,1,1,1
7,8,1,1,1,0,0.00004,0.003585,0.183737,0,0,0,0,0,0,0,0,0,0,0,0,3.09111,-0.51709,-3.09074,0.16845,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,2.74326,-0.41411,-2.74162,0.00527,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,2.74326,-0.41411,-2.74162,0.00527,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.12657,-1.12924,-6.11821,0.83074,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.12657,-1.12924,-6.11821,0.83074,1,1,1,1
11,5,1,1,1,0,0.00006,0.001267,0.089923,0,0,0,0,0,0,0,0,0,0,0,0,2.77196,-0.84764,-2.77147,0.67584,1,1,1,1
12,11,1,1,1,0,0.00048,0.009556,0.561815,0,0,0,0,0,0,0,0,0,0,0,0,10.00859,-1.3977,-9.96002,1.23693,1,1,1,1
12,11,1,1,1,0,0.000412,0.009012,0.568609,0,0,0,0,0,0,0,0,0,0,0,0,10.61917,-1.4078,-10.57224,1.29225,1,1,1,1
12,11,1,1,1,0,0.00041,0.009021,0.570427,0,0,0,0,0,0,0,0,0,0,0,0,10.60842,-1.40589,-10.56182,1.28565,1,1,1,1
14,13,1,1,1,0,0.010737,0.054491,0.05277,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,-0.08928,0,-0.0151,1,1,1,1
15,16,1,1,1,0,0.000765,0.011613,0.903526,0,0,0,0,0,0,0,0,0,0,0,0,-3.45532,-0.49749,3.46454,1.98134,1,1,1,1
15,16,1,1,1,0,0.001077,0.011727,0.905707,0,0,0,0,0,0,0,0,0,0,0,0,-3.40309,-0.41654,3.41576,1.86799,1,1,1,1
17,18,1,1,1,0,0.000911,0.011365,0.64438,0,0,0,0,0,0,0,0,0,0,0,0,5.69295,-0.33955,-5.6637,-0.59234,1,1,1,1
17,18,1,1,1,0,0.000883,0.011163,0.664069,0,0,0,0,0,0,0,0,0,0,0,0,5.79619,-0.34733,-5.76682,-0.61751,1,1,1,1
19,20,1,1,1,0,0.001844,0.010714,0.009685,0,0,0,0,0,0,0,0,0,0,0,0,0.4734,-0.08873,-0.47297,0.072,1,1,1,1
21,22,1,1,1,0,0.000689,0.007231,0.006951,0,0,0,0,0,0,0,0,0,0,0,0,-0.63158,-0.21497,0.63188,0.20392,1,1,1,1
23,24,1,1,1,0,0.002486,0.014977,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,-0.29637,-0.01201,0.29659,-0.01413,1,1,1,1
25,26,1,1,1,0,0.000582,0.008027,0.491207,0,0,0,0,0,0,0,0,0,0,0,0,-1.57792,0.71879,1.57945,-0.11928,1,1,1,1
22,27,1,1,1,0,0.0015,0.0091,0.014458,0,0,0,0,0,0,0,0,0,0,0,0,-0.62139,0.03284,0.62196,-0.05898,1,1,1,1
28,27,1,1,1,0,0.003236,0.017933,0.026147,0,0,0,0,0,0,0,0,0,0,0,0,-0.48297,-0.04496,0.48371,-0.00437,1,1,1,1
29,22,1,1,1,0,0.002429,0.015431,0.02063,0,0,0,0,0,0,0,0,0,0,0,0,0.34619,0.0647,-0.34589,-0.10508,1,1,1,1
30,29,1,1,1,0,0.018376,0.079203,0.075271,0,0,0,0,0,0,0,0,0,0,0,0,0.05508,-0.16014,-0.05489,0.00713,1,1,1,1
31,32,1,1,1,0,0.002735,0.012637,0.009455,0,0,0,0,0,0,0,0,0,0,0,0,-0.27287,0.20123,0.27321,-0.21809,1,1,1,1
31,32,1,1,1,0,0.002174,0.01228,0.010813,0,0,0,0,0,0,0,0,0,0,0,0,-0.29099,0.19676,0.29127,-0.2162,1,1,1,1
31,32,1,1,1,0,0.001435,0.009735,0.012543,0,0,0,0,0,0,0,0,0,0,0,0,-0.37621,0.23971,0.37651,-0.26208,1,1,1,1
33,34,1,1,1,0,0.003371,0.021122,0.032756,0,0,0,0,0,0,0,0,0,0,0,0,-0.73164,0.1405,0.73354,-0.1941,1,1,1,1
35,32,1,1,1,0,0.001321,0.009384,0.012474,0,0,0,0,0,0,0,0,0,0,0,0,-1.1095,0.12319,1.1112,-0.13534,1,1,1,1
36,32,1,1,1,0,0.000979,0.00966,0.013727,0,0,0,0,0,0,0,0,0,0,0,0,-1.06222,-0.2423,1.06342,0.22755,1,1,1,1
36,32,1,1,1,0,0.001301,0.00966,0.012285,0,0,0,0,0,0,0,0,0,0,0,0,-1.06503,-0.20519,1.06661,0.19314,1,1,1,1
37,38,1,1,1,0,0.001396,0.020366,1.115229,0,0,0,0,0,0,0,0,0,0,0,0,-0.19731,0.56676,0.19736,0.66143,1,1,1,1
39,38,1,1,1,0,0.000241,0.003617,0.202708,0,0,0,0,0,0,0,0,0,0,0,0,-3.02588,0.03894,3.02806,-0.41842,1,1,1,1
40,41,1,1,1,0,0.004141,0.021017,0.020353,0,0,0,0,0,0,0,0,0,0,0,0,1.70336,-0.25275,-1.69112,0.27423,1,1,1,1
42,41,1,1,1,0,0.003604,0.018745,0.017711,0,0,0,0,0,0,0,0,0,0,0,0,0.49921,-0.05255,-0.49831,0.0219,1,1,1,1
42,43,1,1,1,0,0.008034,0.03782,0.036698,0,0,0,0,0,0,0,0,0,0,0,0,1.87465,-0.1583,-1.84627,0.21914,1,1,1,1
44,45,1,1,1,0,0.020236,0.092944,0.085604,0,0,0,0,0,0,0,0,0,0,0,0,-1.93819,0.46212,2.02156,-0.24893,1,1,1,1
46,40,1,1,1,0,0.010052,0.040208,0.036321,0,0,0,0,0,0,0,0,0,0,0,0,-0.49433,0.06049,0.49689,-0.1228,1,1,1,1
46,42,1,1,1,0,0.00977,0.03908,0.03737,0,0,0,0,0,0,0,0,0,0,0,0,0.14967,-0.09737,-0.14942,0.02379,1,1,1,1
47,48,1,1,1,0,0.000455,0.003124,0.015399,0,0,0,0,0,0,0,0,0,0,0,0,-0.09105,0.09741,0.09106,-0.12797,1,1,1,1
47,48,1,1,1,0,0.000448,0.00313,0.004819,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912,0.10752,0.09121,-0.11704,1,1,1,1
15,49,1,1,1,0,0.000024,0.000298,0.019032,0,0,0,0,0,0,0,0,0,0,0,0,-0.92644,0.25178,0.92646,-0.28976,1,1,1,1
15,49,1,1,1,0,0.000028,0.000334,0.02194,0,0,0,0,0,0,0,0,0,0,0,0,-0.82441,0.22285,0.82443,-0.2667,1,1,1,1
50,51,1,1,1,0,0.004122,0.026788,0.048756,0,0,0,0,0,0,0,0,0,0,0,0,-0.34896,0.01689,0.34947,-0.11215,1,1,1,1
52,53,1,1,1,0,0.002137,0.011593,0.016165,0,0,0,0,0,0,0,0,0,0,0,0,-0.07929,-0.12197,0.07933,0.09047,1,1,1,1
54,55,1,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,1.06829,-0.24335,-1.06724,0.22066,1,1,1,1
54,55,1,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,1.06826,-0.24345,-1.0672,0.22076,1,1,1,1
56,54,1,1,1,0,0.002396,0.011389,0.016611,0,0,0,0,0,0,0,0,0,0,0,0,-0.76717,-0.03706,0.76857,0.01029,1,1,1,1
57,58,1,1,1,0,0.001146,0.007071,0.006445,0,0,0,0,0,0,0,0,0,0,0,0,0.38829,-0.12174,-0.38811,0.10983,1,1,1,1
59,60,1,1,1,0,0.007029,0.036024,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0.55625,-0.0681,-0.55408,0.00656,1,1,1,1
59,60,1,1,1,0,0.006935,0.037856,0.034084,0,0,0,0,0,0,0,0,0,0,0,0,0.53079,-0.0583,-0.52884,0.00071,1,1,1,1
61,62,1,1,1,0,0.004953,0.03051,0.036551,0,0,0,0,0,0,0,0,0,0,0,0,-0.38843,-0.07603,0.38919,0.00804,1,1,1,1
