tap_bus,z_bus,st,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
21,1384,四川.新广兴.220.1908,四川.新广兴/#4整流变_h,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.40531,0.05573,0,0,1,1,1,1
1384,1385,四川.新广兴ZXD,四川.新广兴/#4整流变_m,1,1,1,0.0001,-0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20358,-0.0204,0,0,1,1,1,1
1384,1386,四川.新广兴ZXD,四川.新广兴/#4整流变_l,1,1,1,0.001132,0.043612,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20158,-0.02521,0,0,1,1,1,1
21,1387,四川.新广兴.220.1908,四川.新广兴/#3整流变_h,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.40531,0.05573,0,0,1,1,1,1
1387,1388,四川.新广兴ZXD,四川.新广兴/#3整流变_m,1,1,1,0.0001,-0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20358,-0.0204,0,0,1,1,1,1
1387,1389,四川.新广兴ZXD,四川.新广兴/#3整流变_l,1,1,1,0.001132,0.043612,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20158,-0.02521,0,0,1,1,1,1
21,1390,四川.新广兴.220.1908,四川.新广兴/#2整流变_h,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.40531,0.05573,0,0,1,1,1,1
1390,1391,四川.新广兴ZXD,四川.新广兴/#2整流变_m,1,1,1,0.0001,-0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20358,-0.0204,0,0,1,1,1,1
1390,1392,四川.新广兴ZXD,四川.新广兴/#2整流变_l,1,1,1,0.001132,0.043612,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20158,-0.02521,0,0,1,1,1,1
21,1393,四川.新广兴.220.1908,四川.新广兴/#1整流变_h,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.40531,0.05573,0,0,1,1,1,1
1393,1394,四川.新广兴ZXD,四川.新广兴/#1整流变_m,1,1,1,0.0001,-0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20358,-0.0204,0,0,1,1,1,1
1393,1395,四川.新广兴ZXD,四川.新广兴/#1整流变_l,1,1,1,0.001132,0.043612,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20158,-0.02521,0,0,1,1,1,1
21,1396,四川.新广兴.220.1908,四川.新广兴/#1动力变,1,1,1,0.02725,0.685,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.42863,0.09352,-0.42384,0.02669,1,1,1,1
250,1397,四川.瑞能.220.2843,四川.瑞能/2#变压器,1,1,1,0.005777,0.266503,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.24448,0.04676,-0.2441,-0.02909,1,1,1,1
250,1398,四川.瑞能.220.2843,四川.瑞能/3#变压器,1,1,1,0.005728,0.265709,0,0,0,0,0,0,1.016304,0,0,0,0,0,0,0.27485,0.03848,-0.27438,-0.01657,1,1,1,1
79,1399,四川.北荆坝.220.548,四川.北荆坝/1#变压器_h,1,1,1,0.001624,0.125125,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.00248,-0.06794,0,0,1,1,1,1
1399,1400,四川.北荆坝ZXD,四川.北荆坝/1#变压器_m,1,1,1,0.00117,-0.009374,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.00122,0.06734,0,0,1,1,1,1
1399,1401,四川.北荆坝ZXD,四川.北荆坝/1#变压器_l,1,1,1,0.001763,0.071624,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00123,0.00118,0,0,1,1,1,1
174,1402,四川.铜堡.220.1804,四川.铜堡/2#变压器_h,1,1,1,0.00155,0.095766,0,0,0,0,0,0,1.071304,0,0,0,0,0,0,0.39041,0.05969,0,0,1,1,1,1
1402,1403,四川.铜堡ZXD,四川.铜堡/2#变压器_m,1,1,1,0.000926,-0.008166,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.38963,-0.04731,0,0,1,1,1,1
