bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ
1,1726,0,1,1,1.00563,-12.1768,0,0,0,0,500,525,0,0,0,0,0,1.005628571,0,0,0,1,0,0
2,4160,0,1,1,1.00618,-11.1851,-0.10213,-0.30944,0,0,500,525,0,0,0,18.6,0,1.006182857,0,0,0,1,0,0
3,364,0,1,1,0.951294,-3.91554,-14.5658,6.97094,0,0,500,525,0,0,0,0,0,0,0,-1509.39,-769.08,0,0,0
4,2287,0,1,1,1.00177,-10.8528,0,0,0,0,500,525,0,0,0,0,0,1.001765714,0,0,0,1,0,0
5,2,0,1,1,1.00174,-9.35509,0,0,0,0,500,525,0,0,0,18,0,1.001740952,0,0,0,1,0,0
6,365,0,1,1,0.95116,-3.89403,-14.607,6.98293,0,0,500,525,0,0,0,0,0,0,0,-1518.14,-768.49,0,0,0
7,189,0,1,1,1.01611,-1.155,0,0,0,0,500,525,0,0,0,0,0,1.016104762,0,0,0,1,0,0
8,2497,0,1,1,1.01688,-2.06164,0,0,0,0,500,525,0,0,0,0,0,1.01688381,0,0,0,1,0,0
9,277,0,1,1,1.00161,-7.98234,0,0,0,0,500,525,0,0,0,0,0,1.001613333,0,0,0,1,0,0
10,276,0,1,1,1.00192,-8.04959,0,0,0,0,500,525,0,0,0,0,0,1.00192381,0,0,0,1,0,0
11,6187,0,1,1,1.00033,-9.16672,45.9088,19.4468,0,0,500,525,0,0,0,52,0,1.000333333,0,4592.53,1944.7,1,0,0
12,286,0,1,1,0.997744,-0.488441,0,0,0,0,500,525,0,0,0,0,0,0.997744762,0,0,0,1,0,0
13,358,0,1,1,1.00136,-14.9617,0.00068,0.01624,0,0,220,230,0,0,0,0,0,1.00136087,0,0,8.04,1,0,0
14,1051,0,1,1,0.999373,-14.9371,0,0,0,0,220,230,0,0,0,0,0,0.999373913,0,0,0,1,0,0
15,943,0,1,1,1.00183,-13.3714,0,0,0,0,500,525,0,0,0,0,0,1.001834286,0,0,0,1,0,0
