bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ
1,1725,0,1,1,1.00206,-14.2197,0,0,0,0,500,525,0,0,0,0,0,1.002059048,0,0,0,1,0,0
2,4159,0,1,1,1.00254,-13.2212,-0.1126,-0.30439,0,0,500,525,0,0,0,18.6,0,1.002535238,0,0,0,1,0,0
3,364,0,1,1,0.947546,-5.90159,-14.5558,6.94706,0,0,500,525,0,0,0,0,0,0,0,-1510.31,-773.01,0,0,0
4,2286,0,1,1,1.00041,-12.5018,0,0,0,0,500,525,0,0,0,0,0,1.000409524,0,0,0,1,0,0
5,2,0,1,1,1.00148,-10.8882,0,0,0,0,500,525,0,0,0,18,0,1.00148,0,0,0,1,0,0
6,365,0,1,1,0.947271,-5.88039,-14.5928,6.97441,0,0,500,525,0,0,0,0,0,0,0,-1517.88,-772.71,0,0,0
7,189,0,1,1,1.01524,-1.11093,0,0,0,0,500,525,0,0,0,0,0,1.01523619,0,0,0,1,0,0
8,2496,0,1,1,1.01579,-2.026,0,0,0,0,500,525,0,0,0,0,0,1.015790476,0,0,0,1,0,0
9,277,0,1,1,1.00145,-9.51388,0,0,0,0,500,525,0,0,0,0,0,1.001451429,0,0,0,1,0,0
10,276,0,1,1,1.00182,-9.58203,0,0,0,0,500,525,0,0,0,0,0,1.001819048,0,0,0,1,0,0
11,6186,0,1,1,0.999987,-10.6754,45.9219,19.7288,0,0,500,525,0,0,0,52,0,0.999986667,0,4593.99,1972.91,1,0,0
12,286,0,1,1,0.998512,-1.99926,0,0,0,0,500,525,0,0,0,0,0,0.998512381,0,0,0,1,0,0
13,943,0,1,1,0.997738,-15.8934,0,0,0,0,500,525,0,0,0,0,0,0.997737143,0,0,0,1,0,0
14,359,0,1,1,0.996774,-12.898,-7.08436,-3.55756,0,0,500,525,0,0,0,-3.2876,0,0.996775238,0,0,0,1,0,0
15,886,0,1,1,1.00153,-14.4616,0,0,0,0,500,525,0,0,0,-1.8,0,1.001533333,0,0,0,1,0,0
16,325,0,1,1,0.988682,-20.1234,8.67411,0.64805,0,0,500,525,0,0,0,0,0,0.988681905,0,0,0,1,0,0
17,488,0,1,1,1.00272,-16.6578,-3.00E-05,1.00E-05,0,0,220,230,0,0,0,0,0,1.002717391,0,0,0,1,0,0
18,1588,0,1,1,1.00227,-17.0825,0,0,0,0,220,230,0,0,0,0,0,1.002265217,0,0,0,1,0,0
19,1906,0,1,1,1.0006,-16.1418,0,0,0,0,220,230,0,0,0,0,0,1.000604348,0,0,0,1,0,0
20,499,0,1,1,1.002,-15.6929,0.00614,-0.09626,0,0,220,230,0,0,0,0,0,1.001995652,0,0,-9.85,1,0,0
21,1921,0,1,1,1.00957,-2.69936,-0.3343,0.0234,0,0,220,230,0,0,0,0,0,1.009569565,0,-33.4,1.79,1,0,0
22,2056,0,1,1,1.01081,-1.9379,0,0,0,0,220,230,0,0,0,0,0,1.010808696,0,0,0,1,0,0
23,1154,0,1,1,0.993527,-16.2028,0,0,0,0,500,525,0,0,0,0,0,0.993527619,0,0,0,1,0,0
24,1296,0,1,1,0.996241,-16.567,0,0,0,0,500,525,0,0,0,0,0,0.996241905,0,0,0,1,0,0
25,543,0,1,1,1.00291,-14.9332,0,0,0,0,220,230,0,0,0,0,0,1.002904348,0,0,0,1,0,0
26,2146,0,1,1,1.00091,-16.0806,0,0,0,0,220,230,0,0,0,0,0,1.000908696,0,0,0,1,0,0
27,580,0,1,1,1.00383,-15.8504,0,0,0,0,220,230,0,0,0,0,0,1.003826087,0,0,0,1,0,0
28,1767,0,1,1,0.997819,-17.1577,0,0,0,0,220,230,0,0,0,0,0,0.997817391,0,0,0,1,0,0
29,1374,0,1,1,0.994073,-15.4107,0,-0.01478,0,0,220,230,0,0,0,0,0,0.994073913,0,0,0,1,0,0
30,687,0,1,1,0.990322,-14.9979,0,-0.03401,0,0,220,230,0,0,0,0,0,0.990321739,0,0,0,1,0,0
31,1559,0,1,1,1.00195,-4.90408,0,0,0,0,220,230,0,0,0,0,0,1.001947826,0,0,0,1,0,0
32,555,0,1,1,1.0003,-3.93476,0,0,0,0,220,230,0,0,0,0,0,1.000304348,0,0,0,1,0,0
33,1956,0,1,1,0.991487,-15.744,2.12818,0.73503,0,0,220,230,0,0,0,0,0,0.991486957,0,212.3,78.2,1,0,0
34,10910,0,1,1,0.986565,-15.5771,2.10436,0.53398,0,0,220,230,0,0,0,0,0,0.986565217,0,211.3,57.3,1,0,0
35,10905,0,1,1,1.00753,-5.20552,0,0,0,0,500,525,0,0,0,0,0,0,0,0,0,0,0,0
36,784,0,1,1,1.00731,1.96827,0,0,0,0,500,525,0,0,0,0,0,1.007314286,1.968,0,0,1,0,0
37,1517,0,1,1,1.00661,0.854482,0,0,0,0,500,525,0,0,0,0,0,1.006611429,0.854,0,0,1,0,0
38,843,0,1,1,1.00245,-6.12746,-0.02509,0.15814,0,0,220,230,0,0,0,0,0,1.002447826,0,-2.54,17.93,1,0,0
39,1090,0,1,1,1.00006,-8.17958,0,0,0,0,220,230,0,0,0,0,0,1.000065217,0,0,0,1,0,0
40,846,0,1,1,1.00305,-7.6978,-0.02311,0.00553,0,0,220,230,0,0,0,0,0,1.003047826,0,-2.22,0.28,1,0,0
41,1456,0,1,1,0.999025,-11.8283,0,0,0,0,220,230,0,0,0,0,0,0.999026087,0,0,0,1,0,0
42,1382,0,1,1,0.986612,-10.3569,0,0,0,0,220,230,0,0,0,0,0,0.986613043,0,0,0,1,0,0
43,10902,0,1,1,0.999246,0.878852,0,0,0,0,220,230,0,0,0,0,0,0,0,0,0,0,0,0
44,3313,0,1,1,1.00196,-7.41501,0,0,0,0,220,230,0,0,0,0,0,1.001956522,0,0,0,1,0,0
45,857,0,1,1,0.991633,-19.0902,0,0,0,0,220,230,0,0,0,0,0,0.991634783,0,0,0,1,0,0
46,623,0,1,1,0.991408,-19.0283,0,0,0,0,220,230,0,0,0,0,0,0.991408696,0,0,0,1,0,0
47,3091,0,1,1,0.997711,-15.8773,0,0,0,0,500,525,0,0,0,0,0,0.997710476,0,0,0,1,0,0
48,1637,0,1,1,1.00599,-10.6341,0,0,0,0,220,230,0,0,0,0,0,1.005991304,0,0,0,1,0,0
49,884,0,1,1,1.00847,-9.5114,0,0,0,0,220,230,0,0,0,0,0,1.008469565,0,0,0,1,0,0
50,1754,0,1,1,0.993291,-16.2103,0,0,0,0,220,230,0,0,0,0,0,0.993291304,0,0,0,1,0,0
51,517,0,1,1,0.994547,-16.0866,0,0,0,0,220,230,0,0,0,0,0,0.994547826,0,0,0,1,0,0
52,1000,0,1,1,1.00352,-21.2147,0,0,0,0,220,230,0,0,0,0,0,1.003521739,0,0,0,1,0,0
53,570,0,1,1,1.00315,-21.9867,0,0,0,0,220,230,0,0,0,0,0,1.003147826,0,0,0,1,0,0
54,1959,0,1,1,0.998301,-22.0569,0,0,0,0,220,230,0,0,0,0,0,0.9983,0,0,0,1,0,0
55,1039,0,1,1,0.997575,-17.474,0,0,0,0,220,230,0,0,0,0,0,0.997573913,0,0,0,1,0,0
56,600,0,1,1,0.997298,-17.6756,0,0,0,0,220,230,0,0,0,0,0,0.9973,0,0,0,1,0,0
57,1177,0,1,1,0.995213,-11.8098,0,0,0,0,220,230,0,0,0,0,0,0.995213043,0,0,0,1,0,0
58,1031,0,1,1,0.992838,-13.2141,0,0,0,0,220,230,0,0,0,0,0,0.99283913,0,0,0,1,0,0
59,1233,0,1,1,0.998262,-12.8875,0,0,0,0,220,230,0,0,0,0,0,0.99826087,0,0,0,1,0,0
60,1028,0,1,1,1.00041,-12.2543,0,0,0,0,220,230,0,0,0,0,0,1.000408696,0,0,0,1,0,0
61,3332,0,1,1,0.99711,-17.5475,0.13327,0.03236,0,0,220,230,0,0,0,0,0,0,0,13.33,0,0,0,0
62,3426,0,1,1,0.999994,-22.0977,0,-0.38131,0,0,220,230,0,0,0,0,0,0.999995652,0,0,0,1,0,0
63,979,0,1,1,0.998893,-12.7437,0,0,0,0,220,230,0,0,0,0,0,0.998891304,0,0,0,1,0,0
64,3284,0,1,1,0.994074,-12.3108,0,0,0,0,220,230,0,0,0,0,0,0.994073913,0,0,0,1,0,0
65,597,0,1,1,1.00633,-4.10641,0,0,0,0,220,230,0,0,0,0,0,1.006326087,0,0,0,1,0,0
66,2213,0,1,1,1.00447,-8.57474,0,0,0,0,220,230,0,0,0,0,0,1.004473913,0,0,0,1,0,0
67,1157,0,1,1,0.984979,-20.1965,0,0,0,0,220,230,0,0,0,0,0,0.984978261,0,0,0,1,0,0
68,1131,0,1,1,1.00093,-13.0472,0,0,0,0,220,230,0,0,0,0,0,1.000930435,0,0,0,1,0,0
69,1204,0,1,1,0.986214,-20.212,0,-0.05345,0,0,220,230,0,0,0,0,0,0.986213043,0,0,0,1,0,0
70,2047,0,1,1,0.992135,-15.5887,0,0,0,0,220,230,0,0,0,0,0,0.992134783,0,0,0,1,0,0
71,1147,0,1,1,0.989813,-15.8024,0,0,0,0,220,230,0,0,0,0,0,0.989813043,0,0,0,1,0,0
72,1264,0,1,1,1.00104,-1.84457,0,0,0,0,220,230,0,0,0,0,0,1.00103913,0,0,0,1,0,0
73,1173,0,1,1,1.00063,-1.49023,0.00066,0.01326,0,0,220,230,0,0,0,0,0,1.000634783,0,-0.01,0,1,0,0
74,1189,0,1,1,0.988248,-20.7887,0,-0.09067,0,0,220,230,0,0,0,0,0,0.988247826,0,0,0,1,0,0
75,507,0,1,1,0.991988,-21.3688,0,0,0,0,220,230,0,0,0,0,0,0.991986957,0,0,0,1,0,0
76,667,0,1,1,0.988444,-20.8948,0.19603,-0.03873,0,0,220,230,0,0,0,0,0,0.988443478,0,19.77,-4.69,1,0,0
77,548,0,1,1,1.00163,-9.37052,0,0,0,0,220,230,0,0,0,0,0,1.001630435,0,0,0,1,0,0
78,3227,0,1,1,0.982795,-21.8269,0,0,0,0,220,230,0,0,0,0,0,0.982795652,0,0,0,1,0,0
79,2190,0,1,1,0.993642,-22.1913,0,0,0,0,220,230,0,0,0,0,0,0.993643478,0,0,0,1,0,0
