bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ
5,2,0,1,1,1.00148,-5.86373,0,0,0,0,500,525,0,0,0,18,0,1.001481905,0,0,0,1,0,0
409,35,0,1,1,0.973445,-8.94767,10.7395,3.15463,0,0,500,525,0,0,0,0,0,0,0,0,0,0,0,0
411,36,0,1,1,0.972494,-8.95658,10.6994,3.24394,0,0,500,525,0,0,0,0,0,0,0,0,0,0,0,0
7,189,0,1,1,1.01871,-0.49875,0,0,0,0,500,525,0,0,0,0,0,1.018708571,0,0,0,1,0,0
649,194,0,1,2,0.960079,5.73554,0,0,4.55709,-0.34195,20,20,290.59,-290.59,0,0,0,0,0,455.709,-34.195,0,0,0
650,196,0,1,2,0.965274,1.65592,0,0,1.58398,-0.29999,20,20,290.59,-290.59,0,0,0,0,0,158.398,-29.999,0,0,0
377,240,0,1,1,1.02154,-1.31787,19.4686,6.86464,0,0,500,525,0,0,0,30.1,0,1.021540952,0,1945.82,693.82,1,0,0
651,261,0,1,1,0.934241,-1.30751,0,0,0,0,35,35,0,0,0,-1.8,0,0.987628571,0,0,0,1,0,0
652,262,0,1,1,0.93424,-1.3075,0,0,0,0,35,35,0,0,0,-1.8,0,0.987628571,0,0,0,1,0,0
420,263,0,1,1,1.02294,-0.49936,0,0,0,0,500,525,0,0,0,0,0,1.022939048,0,0,0,1,0,0
657,268,0,1,2,0.889368,7.75116,0,0,5.0642,0.36842,22,22,291,-291,0,0,0,0,0,506.42,36.842,0,0,0
658,273,0,1,2,0.97655,6.48574,0,0,5.17505,0.25505,22,22,291,-291,0,0,0,0,0,517.505,25.505,0,0,0
659,274,0,1,2,0.983347,0.018326,0,0,0.3907,0.29966,22,22,291,-291,0,0,0,0,0,39.07,29.966,0,0,0
10,276,0,1,1,1.00183,-4.56475,0,0,0,0,500,525,0,0,0,0,0,1.001828571,0,0,0,1,0,0
9,277,0,1,1,1.0014,-4.48613,0,0,0,0,500,525,0,0,0,0,0,1.00140381,0,0,0,1,0,0
653,278,0,1,2,0.961542,5.2243,0,0,6.8023,0.73107,20,20,83.33,-83.33,0,0,0,0,0,680.23,73.107,0,0,0
654,281,0,1,2,0.954078,5.07171,0,0,6.64049,0.39689,20,20,83.33,-83.33,0,0,0,0,0,664.049,39.689,0,0,0
655,282,0,1,2,0.961783,4.26479,0,0,6.19413,0.63224,20,20,83.33,-83.33,0,0,0,0,0,619.413,63.224,0,0,0
656,285,0,1,2,0.957766,4.74596,0,0,6.49961,0.51002,20,20,83.33,-83.33,0,0,0,0,0,649.961,51.002,0,0,0
12,286,0,1,1,0.998047,2.98044,0,0,0,0,500,525,0,0,0,0,0,0.998045714,2.98,0,0,1,0,0
660,287,0,1,2,0.960547,11.7129,0,0,6.20589,0.73281,22,22,291,-291,0,0,0,0,0,620.589,73.281,0,0,0
661,288,0,1,2,0.960576,11.4476,0,0,6.01883,0.70815,22,22,291,-291,0,0,0,0,0,601.883,70.815,0,0,0
662,289,0,1,2,0.961525,11.4974,0,0,6.06047,0.75434,22,22,291,-291,0,0,0,0,0,606.047,75.434,0,0,0
663,290,0,1,2,0.962614,11.5496,0,0,6.10487,0.80705,22,22,291,-291,0,0,0,0,0,610.487,80.705,0,0,0
664,291,0,1,2,0.959322,11.866,0,0,6.30514,0.69482,22,22,291,-291,0,0,0,0,0,630.514,69.482,0,0,0
665,292,0,1,2,0.965294,11.6809,0,0,6.2164,0.93763,22,22,291,-291,0,0,0,0,0,621.64,93.763,0,0,0
666,293,0,1,2,0.964583,11.7614,0,0,6.26843,0.91436,22,22,291,-291,0,0,0,0,0,626.843,91.436,0,0,0
667,295,0,1,2,0.96653,11.5296,0,0,6.1176,0.97717,22,22,291,-291,0,0,0,0,0,611.76,97.717,0,0,0
447,296,0,1,3,1.02457,0,0,0,0,0,500,525,0,0,0,0,0,1.024571429,0,0,0,1,0,0
668,305,0,1,2,0.972873,7.33412,0,0,5.41821,0.05705,22,22,291,-291,0,0,0,0,0,541.821,5.705,0,0,0
669,307,0,1,2,0.973844,2.23885,0,0,1.65742,-0.16875,22,22,291,-291,0,0,0,0,0,165.742,-16.875,0,0,0
670,309,0,1,2,0.887081,2.19992,0,0,1.46066,-0.07771,22,22,291,-291,0,0,0,0,0,146.066,-7.771,0,0,0
18,325,0,1,1,0.993976,-13.3496,6.71926,0.6026,0,0,500,525,0,0,0,0,0,0.993975238,0,0,0,1,0,0
13,358,0,1,1,0.991599,-10.792,0.00011,0.01597,0,0,220,230,0,0,0,0,0,0.9916,0,0,8.04,1,0,0
16,359,0,1,1,0.999455,-8.67196,-4.56172,-3.68872,0,0,500,525,0,0,0,-3.2876,0,0.999455238,0,0,0,1,0,0
3,364,0,1,1,0.962306,-0.823496,-12.0836,5.88806,0,0,500,525,0,0,0,0,0,0,0,-1236.64,-603.44,0,0,0
6,365,0,1,1,0.962287,-0.880131,-11.965,5.89442,0,0,500,525,0,0,0,0,0,0,0,-1228.37,-597.73,0,0,0
410,366,0,1,1,0.948558,-9.1557,0.60964,3.3536,0,0,500,525,0,0,0,0,0,0,0,0,0,0,0,0
412,367,0,1,1,0.946781,-9.20011,0.68491,3.4378,0,0,500,525,0,0,0,0,0,0,0,0,0,0,0,0
631,420,0,1,1,0.990705,-13.4842,3.43867,-1.12983,0,0,500,525,0,0,0,0,0,0.990704762,0,343.45,-109.93,1,0,0
672,421,0,1,1,0.980449,-16.8457,2.01387,0.11333,0,0,220,230,0,0,0,0,0,0,0,0,0,0,0,0
675,422,0,1,1,0.98049,-16.8086,1.9956,0.11035,0,0,220,230,0,0,0,0,0,0,0,0,0,0,0,0
673,423,0,1,1,0.991748,-14.6795,0.01482,0.48084,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
676,424,0,1,1,0.991637,-14.6556,0.0037,0.48879,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
97,427,0,1,1,0.992484,-7.56372,0,0,0,0,220,230,0,0,0,0,0,0.992482609,0,0,0,1,0,0
1460,430,0,1,1,0.931585,-11.3607,0.45774,0.05939,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1457,431,0,1,1,0.942521,-11.3304,0.41156,0.05976,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1461,432,0,1,1,0.891492,-11.6865,0.00468,-0.07502,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
1458,433,0,1,1,0.901057,-11.69,0.04524,-0.06697,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
176,436,0,1,1,0.993781,-12.6782,0,0,0,0,220,230,0,0,0,0,0,0.993782609,0,0,0,1,0,0
1382,439,0,1,1,0.993322,-14.1841,0.22048,0.06112,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1379,440,0,1,1,0.991292,-14.2581,0.21199,0.07646,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1383,441,0,1,1,0.98779,-14.3347,-0.00181,0.00797,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
1380,442,0,1,1,0.98633,-14.3856,0.00846,0.00507,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
175,445,0,1,1,0.986279,-10.9299,0,0,0,0,220,230,0,0,0,0,0,0.986278261,0,0,0,1,0,0
1084,446,0,1,1,1.01217,-14.8665,0.68569,0.17323,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1081,447,0,1,1,1.01069,-14.9853,0.71098,0.10007,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
1085,448,0,1,1,0.966585,-15.2158,0.0059,-0.09379,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
1082,449,0,1,1,0.961374,-15.2975,0.00479,-0.01378,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
195,452,0,1,1,0.993544,-10.7156,0,0,0,0,220,230,0,0,0,0,0,0.993543478,0,0,0,1,0,0
988,453,0,1,1,1.00417,-13.9332,0.43751,0.20915,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
991,454,0,1,1,1.00479,-13.7561,0.51979,0.02486,0,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0
989,455,0,1,1,0.970044,-14.2208,0.0006,-0.23006,0,0,10,10.5,0,0,0,0,0,0,0,0,0,0,0,0
