tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse,,,,,,
17,424,1,1,1,0,0.000307,0.004099,0.251806,0,0,0,0,0,0,0,0,0,0,0,0,2.13636,0.768501,-2.13558,-1.31628,1,1,1,1,,,,,,
17,424,1,1,1,0,0.000303,0.004095,0.257172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
17,908,1,1,1,1,0.000089,0.018327,0,0,0,0,0,0,1,0,0,0,0,0,0,1.49579,0.177248,-1.49561,-0.139428,1,1,1,1,,,,,,
17,910,1,1,1,1,0.000095,0.01758,0,0,0,0,0,0,1,0,0,0,0,0,0,1.54888,0.303073,-1.54866,-0.263243,1,1,1,1,,,,,,
19,20,1,1,1,0,0.001844,0.010714,0.009685,0,0,0,0,0,0,0,0,0,0,0,0,0.543227,-0.117033,-0.542705,0.109537,1,1,1,1,,,,,,
19,425,1,1,1,0,0.002908,0.016151,0.016619,0,0,0,0,0,0,0,0,0,0,0,0,-0.320996,-0.240905,0.321198,0.205712,1,1,1,1,,,,,,
19,425,1,1,1,0,0.002847,0.016171,0.016735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
19,490,1,1,1,0,0.001528,0.007624,0.009177,0,0,0,0,0,0,0,0,0,0,0,0,-0.248994,0.415833,0.249161,-0.434692,1,1,1,1,,,,,,
19,490,1,1,1,0,0.00146,0.007515,0.008978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
19,816,1,1,1,1,0.000983,0.141021,0,0,0,0,0,0,1.056957,0,0,0,0,0,0,0.0267878,-0.0578856,-0.0267837,0.0584753,1,1,1,1,,,,,,
20,105,1,1,1,0,0.001837,0.0108,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0.470247,-0.0915022,-0.470055,0.0712844,1,1,1,1,,,,,,
20,105,1,1,1,0,0.001819,0.010698,0.009589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
20,1344,1,1,1,1,0.001493,0.095671,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.494492,0.0650225,-0.494124,-0.0414632,1,1,1,1,,,,,,
20,1689,1,1,1,1,0.001248,0.09586,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,0.494346,0.0176088,-0.494042,0.00573338,1,1,1,1,,,,,,
21,22,1,1,1,0,0.000689,0.007231,0.006951,0,0,0,0,0,0,0,0,0,0,0,0,-0.506432,0.0750246,0.506606,-0.0804384,1,1,1,1,,,,,,
21,1386,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0260361,0.00898343,-0.0260357,-0.00894632,1,1,1,1,,,,,,
21,1389,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0260361,0.00898343,-0.0260357,-0.00894632,1,1,1,1,,,,,,
21,1392,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0260361,0.00898343,-0.0260357,-0.00894632,1,1,1,1,,,,,,
21,1395,1,1,1,1,0.00066,0.055694,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0260361,0.00898343,-0.0260357,-0.00894632,1,1,1,1,,,,,,
21,1398,1,1,1,1,0.02725,0.685,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0260438,0.00894558,-0.0260257,-0.00848923,1,1,1,1,,,,,,
22,27,1,1,1,0,0.0015,0.0091,0.014458,0,0,0,0,0,0,0,0,0,0,0,0,-0.956497,0.365975,0.958017,-0.371781,1,1,1,1,,,,,,
22,1568,1,1,1,1,0.001796,0.123333,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.057897,0.0341602,-0.0578887,-0.0335922,1,1,1,1,,,,,,
22,1571,1,1,1,1,0.00104,0.120542,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.0594302,0.0116712,-0.0594263,-0.0112206,1,1,1,1,,,,,,
23,24,1,1,1,0,0.002486,0.014977,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,-0.888557,0.041254,0.890499,-0.0431421,1,1,1,1,,,,,,
23,86,1,1,1,0,0.001129,0.007171,0.005946,0,0,0,0,0,0,0,0,0,0,0,0,-0.941944,-0.0147695,0.942932,0.0150102,1,1,1,1,,,,,,
23,92,1,1,1,0,0.010027,0.060658,0.089623,0,0,0,0,0,0,0,0,0,0,0,0,-0.229902,-0.0830659,0.230439,-0.00497573,1,1,1,1,,,,,,
23,274,1,1,1,0,0.006163,0.040091,0.043877,0,0,0,0,0,0,0,0,0,0,0,0,2.00063,-0.208041,-1.99147,0.187852,1,1,1,1,,,,,,
23,274,1,1,1,0,0.003591,0.030321,0.043827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
23,339,1,1,1,0,0.002935,0.015745,0.016082,0,0,0,0,0,0,0,0,0,0,0,0,0.425261,0.243195,-0.424554,-0.255627,1,1,1,1,,,,,,
24,726,1,1,1,1,0.003007,0.14,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.411498,0.0202827,0.412054,0.00558448,1,1,1,1,,,,,,
24,936,1,1,1,1,0.003633,0.194,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.478986,0.0228625,0.479895,0.0256963,1,1,1,1,,,,,,
25,26,1,1,1,0,0.000582,0.008027,0.491207,0,0,0,0,0,0,0,0,0,0,0,0,0.608133,-0.084803,-0.607912,-0.427433,1,1,1,1,,,,,,
25,192,1,1,1,0,0.00026,0.00443,0.230343,0,0,0,0,0,0,0,0,0,0,0,0,-0.608121,0.0848043,0.608223,-0.32493,1,1,1,1,,,,,,
26,15,1,1,1,0,0.000568,0.006488,0.426457,0,0,0,0,0,0,0,0,0,0,0,0,-1.88902,-1.23166,1.89007,0.368734,1,1,1,1,,,,,,
26,15,1,1,1,0,0.000482,0.006543,0.407503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
26,267,1,1,1,0,0.000694,0.010051,0.583802,0,0,0,0,0,0,0,0,0,0,0,0,1.02593,2.11454,-1.02136,-2.64521,1,1,1,1,,,,,,
26,888,1,1,1,1,0.000098,0.018073,0,0,0,0,0,0,1,0,0,0,0,0,0,2.37617,0.898109,-2.37557,-0.786755,1,1,1,1,,,,,,
26,890,1,1,1,1,0.000133,0.017927,0,0,0,0,0,0,1,0,0,0,0,0,0,2.42206,0.97772,-2.42119,-0.860939,1,1,1,1,,,,,,
27,351,1,1,1,0,0.014918,0.088091,0.167618,0,0,0,0,0,0,0,0,0,0,0,0,0.662771,-0.270306,-0.655969,0.135268,1,1,1,1,,,,,,
27,681,1,1,1,1,0.00117,0.055665,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.51815,0.583788,1.52145,-0.426596,1,1,1,1,,,,,,
27,682,1,1,1,1,0.001174,0.064125,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.50821,0.581696,1.51149,-0.402839,1,1,1,1,,,,,,
28,21,1,1,1,0,0.000121,0.001213,0.001545,0,0,0,0,0,0,0,0,0,0,0,0,-0.376227,0.118477,0.376246,-0.119905,1,1,1,1,,,,,,
28,27,1,1,1,0,0.003236,0.017933,0.026147,0,0,0,0,0,0,0,0,0,0,0,0,-1.40221,0.490895,1.40575,-0.523343,1,1,1,1,,,,,,
28,27,1,1,1,0,0.003378,0.017987,0.023594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
28,336,1,1,1,0,0.003442,0.019028,0.040688,0,0,0,0,0,0,0,0,0,0,0,0,0.314954,-0.162727,-0.31456,0.122457,1,1,1,1,,,,,,
28,1160,1,1,1,1,0.001777,0.120541,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.540624,0.11355,-0.540071,-0.0760841,1,1,1,1,,,,,,
28,1163,1,1,1,1,0.001811,0.119582,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0.537461,0.113272,-0.536904,-0.0765272,1,1,1,1,,,,,,
29,22,1,1,1,0,0.002429,0.015431,0.02063,0,0,0,0,0,0,0,0,0,0,0,0,-0.329512,0.213706,0.329882,-0.232892,1,1,1,1,,,,,,
29,351,1,1,1,0,0.011583,0.071461,0.127677,0,0,0,0,0,0,0,0,0,0,0,0,0.626974,-0.203256,-0.622416,0.0973381,1,1,1,1,,,,,,
29,640,1,1,1,0,0.004407,0.033662,0.058187,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179516,-0.0638104,0.00179986,0.00289966,1,1,1,1,,,,,,
29,645,1,1,1,0,0.000835,0.006732,0.013288,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123977,-0.0148534,0.00123982,0.000949905,1,1,1,1,,,,,,
29,1869,1,1,1,1,0.001384,0.096966,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0.255673,0.0012226,-0.255579,0.00539314,1,1,1,1,,,,,,
29,1872,1,1,1,1,0.001388,0.097467,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0.263031,0.00139397,-0.262932,0.00554358,1,1,1,1,,,,,,
30,29,1,1,1,0,0.018376,0.079203,0.075271,0,0,0,0,0,0,0,0,0,0,0,0,-0.302979,-0.0059309,0.304621,-0.0655055,1,1,1,1,,,,,,
30,58,1,1,1,0,0.001396,0.011485,0.021487,0,0,0,0,0,0,0,0,0,0,0,0,0.559065,-0.259565,-0.558562,0.24131,1,1,1,1,,,,,,
30,530,1,1,1,0,0.002025,0.014611,0.026128,0,0,0,0,0,0,0,0,0,0,0,0,0.000901433,-0.0628787,-0.000896699,0.0357254,1,1,1,1,,,,,,
30,638,1,1,1,0,0.000501,0.017713,0.047506,0,0,0,0,0,0,0,0,0,0,0,0,0.00268609,-0.147845,-0.00267878,0.0986018,1,1,1,1,,,,,,
30,1166,1,1,1,1,0.001698,0.122374,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.338199,0.0947232,-0.33798,-0.078943,1,1,1,1,,,,,,
30,2169,1,1,1,1,0.000888,0.08138,0,0,0,0,0,0,1.028261,0,0,0,0,0,0,0.541514,0.0220299,-0.541249,0.00227539,1,1,1,1,,,,,,
31,32,1,1,1,0,0.002735,0.012637,0.009455,0,0,0,0,0,0,0,0,0,0,0,0,-1.42553,0.7516,1.42718,-0.777226,1,1,1,1,,,,,,
31,32,1,1,1,0,0.002174,0.01228,0.010813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
31,32,1,1,1,0,0.001435,0.009735,0.012543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
31,345,1,1,1,0,0.002514,0.015016,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.307988,-0.64117,-0.307407,0.558374,1,1,1,1,,,,,,
31,345,1,1,1,0,0.002859,0.012614,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
31,1374,1,1,1,1,0.002053,0.118333,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.567843,-0.0618853,-0.567161,0.101196,1,1,1,1,,,,,,
31,1377,1,1,1,1,0.002626,0.119749,0,0,0,0,0,0,1.042609,0,0,0,0,0,0,0.549562,-0.0337876,-0.548752,0.07075,1,1,1,1,,,,,,
32,147,1,1,1,0,0.006495,0.049202,0.084323,0,0,0,0,0,0,0,0,0,0,0,0,-1.00702,0.271675,1.01382,-0.309182,1,1,1,1,,,,,,
32,472,1,1,1,0,0.00836,0.046289,0.044284,0,0,0,0,0,0,0,0,0,0,0,0,0.361001,-0.192483,-0.359753,0.152068,1,1,1,1,,,,,,
32,827,1,1,1,1,0.00008,-0.001693,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.47103,-0.337022,3.47194,0.317667,1,1,1,1,,,,,,
32,829,1,1,1,1,0.000066,-0.00172,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.48304,0.836448,3.48383,-0.857195,1,1,1,1,,,,,,
33,34,1,1,1,0,0.003371,0.021122,0.032756,0,0,0,0,0,0,0,0,0,0,0,0,-0.879568,0.233457,0.882376,-0.248661,1,1,1,1,,,,,,
33,67,1,1,1,0,0.003701,0.020509,0.020904,0,0,0,0,0,0,0,0,0,0,0,0,-0.697892,-0.0427225,0.699692,0.0316503,1,1,1,1,,,,,,
33,143,1,1,1,0,0.005691,0.032224,0.036095,0,0,0,0,0,0,0,0,0,0,0,0,-1.63096,0.181373,1.64628,-0.131055,1,1,1,1,,,,,,
33,144,1,1,1,0,0.005463,0.032346,0.035289,0,0,0,0,0,0,0,0,0,0,0,0,-0.209056,-0.0635535,0.209306,0.0295235,1,1,1,1,,,,,,
33,161,1,1,1,0,0.002364,0.023894,0.048071,0,0,0,0,0,0,0,0,0,0,0,0,-2.61266,-0.00487488,2.62069,-0.0089064,1,1,1,1,,,,,,
33,161,1,1,1,0,0.002358,0.023885,0.04636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
33,871,1,1,1,1,0.00008,-0.002463,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.94558,-0.153513,-1.94524,0.143207,1,1,1,1,,,,,,
33,873,1,1,1,1,0.000083,-0.002467,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.94621,-0.153898,-1.94586,0.143568,1,1,1,1,,,,,,
33,974,1,1,1,1,0.000062,-0.002233,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.91144,-0.146715,-1.91118,0.137699,1,1,1,1,,,,,,
34,680,1,1,1,1,0.005478,0.2,0,0,0,0,0,0,1.078478,0,0,0,0,0,0,-0.405869,0.192708,0.407156,-0.145715,1,1,1,1,,,,,,
34,857,1,1,1,1,0.005544,0.2759,0,0,0,0,0,0,1.104783,0,0,0,0,0,0,-0.0849528,-0.0344096,0.0850097,0.0372407,1,1,1,1,,,,,,
35,32,1,1,1,0,0.001321,0.009384,0.012474,0,0,0,0,0,0,0,0,0,0,0,0,-1.20445,0.105838,1.20627,-0.106176,1,1,1,1,,,,,,
35,132,1,1,1,0,0.000038,0.000285,0.000546,0,0,0,0,0,0,0,0,0,0,0,0,-0.922382,-0.837087,0.922437,0.836923,1,1,1,1,,,,,,
36,32,1,1,1,0,0.000979,0.00966,0.013727,0,0,0,0,0,0,0,0,0,0,0,0,-2.0552,-0.630587,2.05769,0.624104,1,1,1,1,,,,,,
36,32,1,1,1,0,0.001301,0.00966,0.012285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,
37,38,1,1,1,0,0.001396,0.020366,1.115229,0,0,0,0,0,0,0,0,0,0,0,0,-4.0434,0.927033,4.06777,-1.73993,1,1,1,1,,,,,,
37,91,1,1,1,0,0.0001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,4.04334,-0.927025,-4.04173,0.942045,1,1,1,1,,,,,,
38,387,1,1,1,0,0.00031,0.004393,0.263317,0,0,0,0,0,0,0,0,0,0,0,0,7.83859,-2.25397,-7.82727,1.77926,1,1,1,1,,,,,,
