tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
135,136,1,1,1,0,0.00038,0.003298,0.005922,0,0,0,0,0,0,0,0,0,0,0,0,1.09059,0.39304,-1.09007,-0.40025,1,1,1,1
135,136,1,1,1,0,0.000385,0.003304,0.006138,0,0,0,0,0,0,0,0,0,0,0,0,1.089,0.39068,-1.08848,-0.39833,1,1,1,1
137,104,1,1,1,0,0.001112,0.013586,0.026577,0,0,0,0,0,0,0,0,0,0,0,0,0.77899,0.02107,-0.77832,-0.06629,1,1,1,1
4,15,1,1,1,0,0.000531,0.007651,0.421177,0,0,0,0,0,0,0,0,0,0,0,0,4.45223,-0.80094,-4.44164,0.10958,1,1,1,1
4,15,1,1,1,0,0.000552,0.007645,0.427062,0,0,0,0,0,0,0,0,0,0,0,0,4.4541,-0.81924,-4.44308,0.11617,1,1,1,1
138,139,1,1,1,0,0.005648,0.039679,0.067434,0,0,0,0,0,0,0,0,0,0,0,0,-1.88802,-0.04816,1.90901,0.06447,1,1,1,1
140,46,1,1,1,0,0.000429,0.002533,0.003746,0,0,0,0,0,0,0,0,0,0,0,0,0.98399,-0.05002,-0.98357,0.04515,1,1,1,1
140,46,1,1,1,0,0.000431,0.002654,0.003481,0,0,0,0,0,0,0,0,0,0,0,0,0.94048,-0.04128,-0.94009,0.03683,1,1,1,1
100,141,1,1,1,0,0.001194,0.017825,1.040935,0,0,0,0,0,0,0,0,0,0,0,0,-2.37518,1.27637,2.38183,-0.76686,1,1,1,1
100,141,1,1,1,0,0.001165,0.017839,1.049157,0,0,0,0,0,0,0,0,0,0,0,0,-2.37315,1.26416,2.37963,-0.7716,1,1,1,1
31,142,1,1,1,0,0.005691,0.032224,0.036095,0,0,0,0,0,0,0,0,0,0,0,0,-1.62862,0.15436,1.64386,-0.14086,1,1,1,1
31,143,1,1,1,0,0.005463,0.032346,0.035289,0,0,0,0,0,0,0,0,0,0,0,0,-0.20849,-0.09494,0.20875,0.02538,1,1,1,1
144,145,1,1,1,0,0.002814,0.020445,0.036494,0,0,0,0,0,0,0,0,0,0,0,0,1.2452,0.03239,-1.24073,-0.07102,1,1,1,1
