tap_bus,z_bus,st,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
10,5,国调.向家坝.500.276,国调.向复四线,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,14.34058,-0.62025,-14.29537,0.92693,1,1,1,1
11,5,国调.宜宾换流.500.8189,国调.宾复Ⅱ线,1,1,0,0.00006,0.001267,0.089923,0,0,0,0,0,0,0,0,0,0,0,0,0.95447,-0.91998,-0.95438,0.7423,1,1,1,1
12,11,国调.溪洛渡电厂.500.286,国调.溪宾Ⅰ线,1,1,0,0.00048,0.009556,0.561815,0,0,0,0,0,0,0,0,0,0,0,0,20.149839,0.58811,-19.954901,2.17123,1,1,1,1
12,11,国调.溪洛渡电厂.500.286,国调.溪宾Ⅱ线,1,1,0,0.000412,0.009012,0.568609,0,0,0,0,0,0,0,0,0,0,0,0,21.36562,0.74662,-21.17729,2.23541,1,1,1,1
12,11,国调.溪洛渡电厂.500.286,国调.溪宾Ⅲ线,1,1,0,0.00041,0.009021,0.570427,0,0,0,0,0,0,0,0,0,0,0,0,21.343182,0.74917,-21.156151,2.22502,1,1,1,1
13,14,四川.金鹅.220.1252,四川.金苏北线,1,1,0,0.007212,0.040762,0.039624,0,0,0,0,0,0,0,0,0,0,0,0,0.23616,-0.10172,-0.23574,0.02383,1,1,1,1
13,14,四川.金鹅.220.1252,四川.金苏南线,1,1,0,0.010737,0.054491,0.05277,0,0,0,0,0,0,0,0,0,0,0,0,0.17509,-0.10275,-0.17474,-0.0024,1,1,1,1
15,16,西南.黄岩站.500.1048,西南.黄万一线,1,1,0,0.000765,0.011613,0.903526,0,0,0,0,0,0,0,0,0,0,0,0,2.52449,-0.8429,-2.51968,0.75686,1,1,1,1
15,16,西南.黄岩站.500.1048,西南.黄万二线,1,1,0,0.001077,0.011727,0.905707,0,0,0,0,0,0,0,0,0,0,0,0,2.49586,-0.91036,-2.48924,0.8051,1,1,1,1
17,18,西南.洪沟站.500.894,西南.洪板二线,1,1,0,0.000911,0.011365,0.64438,0,0,0,0,0,0,0,0,0,0,0,0,13.24605,0.66678,-13.084539,0.07831,1,1,1,1
17,18,西南.洪沟站.500.894,西南.洪板一线,1,1,0,0.000883,0.011163,0.664069,0,0,0,0,0,0,0,0,0,0,0,0,13.48561,0.68599,-13.32345,0.05716,1,1,1,1
19,20,四川.白马新厂.220.488,四川.白寿线,1,1,0,0.001844,0.010714,0.009685,0,0,0,0,0,0,0,0,0,0,0,0,0.47954,0.1234,-0.47909,-0.14037,1,1,1,1
21,22,四川.新广兴.220.2847,四川.白新线,1,1,0,0.000689,0.007231,0.006951,0,0,0,0,0,0,0,0,0,0,0,0,-1.48288,-0.02157,1.48439,0.02334,1,1,1,1
23,24,四川.新棉.220.2862,四川.坝棉线,1,1,0,0.002486,0.014977,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,-1.12514,0.11067,1.12827,-0.1192,1,1,1,1
25,26,四川.临巴厂.500.1485,四川.巴南线,1,1,0,0.000582,0.008027,0.491207,0,0,0,0,0,0,0,0,0,0,0,0,2.81632,-0.34894,-2.81146,0.24897,1,1,1,1
22,27,四川.白石岩.220.499,四川.宝白线,1,1,0,0.0015,0.0091,0.014458,0,0,0,0,0,0,0,0,0,0,0,0,-2.18585,0.32721,2.19312,-0.31229,1,1,1,1
28,27,四川.袁家坝.220.3087,四川.宝袁一线,1,1,0,0.003236,0.017932,0.026147,0,0,0,0,0,0,0,0,0,0,0,0,-1.67578,0.24191,1.68502,-0.24346,1,1,1,1
29,22,四川.赤化.220.584,四川.赤白线,1,1,0,0.002429,0.015431,0.02063,0,0,0,0,0,0,0,0,0,0,0,0,-0.55998,0.21992,0.56087,-0.25601,1,1,1,1
30,29,四川.天明.220.2704,四川.赤天二线,1,1,0,0.018376,0.079203,0.075271,0,0,0,0,0,0,0,0,0,0,0,0,-0.94357,0.18818,0.96095,-0.266,1,1,1,1
31,32,四川.平春.220.1976,四川.东平二线,1,1,0,0.002735,0.012637,0.009455,0,0,0,0,0,0,0,0,0,0,0,0,-0.72828,0.23888,0.72989,-0.25052,1,1,1,1
31,32,四川.平春.220.1976,四川.东平三线,1,1,0,0.002174,0.01228,0.010813,0,0,0,0,0,0,0,0,0,0,0,0,-0.76431,0.21783,0.76568,-0.23187,1,1,1,1
31,32,四川.平春.220.1976,四川.东平一线,1,1,0,0.001435,0.009735,0.012543,0,0,0,0,0,0,0,0,0,0,0,0,-0.97658,0.24909,0.97803,-0.2645,1,1,1,1
33,34,四川.石棉.220.2288,四川.东石线,1,1,0,0.003371,0.021122,0.032756,0,0,0,0,0,0,0,0,0,0,0,0,-1.62735,-0.09074,1.63642,0.08244,1,1,1,1
35,32,四川.修文.220.2897,四川.东文二线,1,1,0,0.001321,0.009384,0.012474,0,0,0,0,0,0,0,0,0,0,0,0,-1.50059,0.03457,1.50356,-0.03855,1,1,1,1
36,32,四川.修文.220.18939,四川.东文三线,1,1,0,0.000979,0.00966,0.013727,0,0,0,0,0,0,0,0,0,0,0,0,-1.05362,-0.35349,1.05482,0.33785,1,1,1,1
36,32,四川.修文.220.18939,四川.东文一线,1,1,0,0.001301,0.00966,0.012285,0,0,0,0,0,0,0,0,0,0,0,0,-1.06008,-0.31613,1.06167,0.30329,1,1,1,1
37,38,西南.石板箐站.500.2122,西南.二石一线,1,1,0,0.000241,0.003617,0.202708,0,0,0,0,0,0,0,0,0,0,0,0,-4.40264,-0.00188,4.40723,-0.34278,1,1,1,1
37,38,西南.石板箐站.500.2122,西南.二石二线,1,1,0,0.000259,0.003704,0.202777,0,0,0,0,0,0,0,0,0,0,0,0,-4.29745,0.00744,4.30215,-0.35389,1,1,1,1
39,40,四川.龚嘴上厂.220.849,四川.龚九二线,1,1,0,0.004141,0.021017,0.020353,0,0,0,0,0,0,0,0,0,0,0,0,0.78002,-0.09989,-0.7775,0.07155,1,1,1,1
41,40,四川.龚嘴下厂.220.853,四川.龚九一线,1,1,0,0.003604,0.018745,0.017711,0,0,0,0,0,0,0,0,0,0,0,0,1.34319,-0.11516,-1.33674,0.11288,1,1,1,1
42,43,四川.屏山.220.1984,四川.龚山线,1,1,0,0.020236,0.092944,0.085604,0,0,0,0,0,0,0,0,0,0,0,0,-1.73373,0.35617,1.79684,-0.24349,1,1,1,1
44,39,四川.六六六.220.4645,四川.龚永二线,1,1,0,0.010052,0.040208,0.036321,0,0,0,0,0,0,0,0,0,0,0,0,-0.04944,-0.08112,0.04949,0.008,1,1,1,1
44,41,四川.六六六.220.4645,四川.龚永一线,1,1,0,0.00977,0.03908,0.03737,0,0,0,0,0,0,0,0,0,0,0,0,-0.26966,-0.05982,0.27037,-0.01284,1,1,1,1
45,46,四川.广安厂.220.865,四川.广代东线,1,1,0,0.000455,0.003124,0.015399,0,0,0,0,0,0,0,0,0,0,0,0,0.48906,0.02317,-0.48895,-0.05359,1,1,1,1
45,46,四川.广安厂.220.865,四川.广代西线,1,1,0,0.000448,0.00313,0.004819,0,0,0,0,0,0,0,0,0,0,0,0,0.48817,0.03508,-0.48806,-0.04409,1,1,1,1
15,47,西南.黄岩站.500.1048,四川.广黄二线,1,1,0,0.000024,0.000298,0.019032,0,0,0,0,0,0,0,0,0,0,0,0,-5.53191,0.91933,5.53265,-0.94871,1,1,1,1
15,47,西南.黄岩站.500.1048,四川.广黄一线,1,1,0,0.000028,0.000334,0.02194,0,0,0,0,0,0,0,0,0,0,0,0,-4.92527,0.83508,4.92596,-0.87136,1,1,1,1
48,49,四川.双合.220.2494,四川.黑双线,1,1,0,0.004122,0.026788,0.048756,0,0,0,0,0,0,0,0,0,0,0,0,-2.12953,0.1952,2.14827,-0.17241,1,1,1,1
50,51,四川.舒平.220.2453,四川.洪舒北线,1,1,0,0.002202,0.008886,0.010823,0,0,0,0,0,0,0,0,0,0,0,0,0.40808,-0.22167,-0.40763,0.20145,1,1,1,1
50,51,四川.舒平.220.2453,四川.洪舒南线,1,1,0,0.002202,0.008886,0.010823,0,0,0,0,0,0,0,0,0,0,0,0,0.40808,-0.22167,-0.40763,0.20145,1,1,1,1
52,53,四川.天井坎.220.2691,四川.花天线,1,1,0,0.002137,0.011593,0.016165,0,0,0,0,0,0,0,0,0,0,0,0,-0.60895,-0.1191,0.60976,0.09095,1,1,1,1
56,57,四川.尖山.220.1200,四川.尖长二线,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,2.53281,0.13984,-2.5272,-0.12156,1,1,1,1
56,57,四川.尖山.220.1200,四川.尖长一线,1,1,0,0.000892,0.008068,0.015955,0,0,0,0,0,0,0,0,0,0,0,0,2.5328,0.13961,-2.52718,-0.12134,1,1,1,1
58,56,四川.徐家渡.220.18940,四川.尖渡线,1,1,0,0.002396,0.011389,0.016611,0,0,0,0,0,0,0,0,0,0,0,0,-0.13295,-0.13733,0.13303,0.10377,1,1,1,1
59,60,四川.江油新厂.220.1240,四川.江大北线,1,1,0,0.001146,0.007071,0.006445,0,0,0,0,0,0,0,0,0,0,0,0,0.58535,-0.12053,-0.58495,0.10994,1,1,1,1
59,60,四川.江油新厂.220.1240,四川.江大南线,1,1,0,0.001154,0.006276,0.005697,0,0,0,0,0,0,0,0,0,0,0,0,0.65428,-0.14764,-0.65377,0.13886,1,1,1,1
61,62,四川.龙头.220.1508,四川.江龙西线,1,1,0,0.007029,0.036024,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0.21721,-0.17524,-0.21676,0.10304,1,1,1,1
61,62,四川.龙头.220.1508,四川.江龙东线,1,1,0,0.006935,0.037856,0.034084,0,0,0,0,0,0,0,0,0,0,0,0,0.20865,-0.16419,-0.20824,0.09643,1,1,1,1
63,64,四川.茂县.220.1570,四川.姜茂线,1,1,0,0.004953,0.03051,0.036551,0,0,0,0,0,0,0,0,0,0,0,0,-1.45244,0.09412,1.46295,-0.10293,1,1,1,1
59,65,四川.江油新厂.220.1240,四川.江山线,1,1,0,0.001863,0.009879,0.010743,0,0,0,0,0,0,0,0,0,0,0,0,0.32142,-0.01954,-0.32123,-0.00123,1,1,1,1
59,30,四川.江油新厂.220.1240,四川.江天线,1,1,0,0.003025,0.01535,0.014865,0,0,0,0,0,0,0,0,0,0,0,0,0.50546,-0.14553,-0.50465,0.11949,1,1,1,1
56,66,四川.尖山.220.1200,四川.尖石二线,1,1,0,0.002535,0.013792,0.144349,0,0,0,0,0,0,0,0,0,0,0,0,2.14279,-0.60555,-2.13089,0.37469,1,1,1,1
66,56,四川.石羊.220.4757,四川.尖石一线,1,1,0,0.002247,0.019244,0.143443,0,0,0,0,0,0,0,0,0,0,0,0,-1.56377,0.12946,1.5693,-0.37588,1,1,1,1
63,67,四川.茂县.220.1570,四川.吉茂线,1,1,0,0.001629,0.009477,0.01671,0,0,0,0,0,0,0,0,0,0,0,0,-0.69489,0.04763,0.69568,-0.07653,1,1,1,1
68,63,四川.金龙潭厂.220.4616,四川.金茂一线,1,1,0,0.002868,0.016648,0.029152,0,0,0,0,0,0,0,0,0,0,0,0,0.06307,-0.16837,-0.063,0.11046,1,1,1,1
33,69,四川.石棉.220.2288,四川.金石线,1,1,0,0.003701,0.020509,0.020904,0,0,0,0,0,0,0,0,0,0,0,0,-1.33874,-0.08239,1.34549,0.07823,1,1,1,1
70,40,四川.朱坎.220.3154,四川.九朱东线,1,1,0,0.002791,0.015578,0.055419,0,0,0,0,0,0,0,0,0,0,0,0,-0.51429,0.17016,0.51516,-0.2773,1,1,1,1
70,40,四川.朱坎.220.3154,四川.九朱西线,1,1,0,0.003399,0.016713,0.029034,0,0,0,0,0,0,0,0,0,0,0,0,-0.4722,0.19167,0.47311,-0.24586,1,1,1,1
71,72,四川.临邛.220.1488,四川.冷临线,1,1,0,0.025662,0.142949,0.128473,0,0,0,0,0,0,0,0,0,0,0,0,-2.30327,0.79526,2.45965,-0.18169,1,1,1,1
73,71,四川.隆兴.220.1543,四川.临兴一线,1,1,0,0.002427,0.019021,0.034347,0,0,0,0,0,0,0,0,0,0,0,0,-0.50723,0.26827,0.50807,-0.33152,1,1,1,1
73,71,四川.隆兴.220.1543,四川.临兴二线,1,1,0,0.002427,0.020304,0.034538,0,0,0,0,0,0,0,0,0,0,0,0,-0.47788,0.24539,0.47861,-0.30943,1,1,1,1
74,75,四川.杨桥.220.2988,四川.林杨二线,1,1,0,0.002258,0.012787,0.027743,0,0,0,0,0,0,0,0,0,0,0,0,0.23809,0.02988,-0.23795,-0.08512,1,1,1,1
74,75,四川.杨桥.220.2988,四川.林杨一线,1,1,0,0.002222,0.012762,0.02825,0,0,0,0,0,0,0,0,0,0,0,0,0.23851,0.03008,-0.23838,-0.08635,1,1,1,1
76,77,四川.美姑河.220.1601,四川.柳美线,1,1,0,0.000958,0.007471,0.013397,0,0,0,0,0,0,0,0,0,0,0,0,-1.99313,0.26574,1.997,-0.26256,1,1,1,1
78,79,四川.龙王.220.1518,四川.龙柏线,1,1,0,0.004602,0.025304,0.024299,0,0,0,0,0,0,0,0,0,0,0,0,0.2337,-0.26589,-0.2332,0.21891,1,1,1,1
78,80,四川.龙王.220.1518,四川.龙灯线,1,1,0,0.001466,0.008822,0.016361,0,0,0,0,0,0,0,0,0,0,0,0,0.21279,-0.06548,-0.21272,0.03254,1,1,1,1
61,81,四川.龙头.220.1508,四川.龙荆一线,1,1,0,0.007183,0.039792,0.037697,0,0,0,0,0,0,0,0,0,0,0,0,-1.04039,0.16571,1.04829,-0.19915,1,1,1,1
82,78,四川.棉丰.220.4497,四川.龙棉东线,1,1,0,0.007856,0.042711,0.046418,0,0,0,0,0,0,0,0,0,0,0,0,-1.68792,-0.07499,1.71065,0.10559,1,1,1,1
83,78,四川.青白江.220.4559,四川.龙青西线,1,1,0,0.002399,0.012966,0.01666,0,0,0,0,0,0,0,0,0,0,0,0,-1.21973,-0.25247,1.2234,0.23858,1,1,1,1
84,78,四川.昭觉寺.220.3131,四川.龙昭二线,1,1,0,0.001156,0.011779,0.024667,0,0,0,0,0,0,0,0,0,0,0,0,-3.23403,-0.02088,3.246,0.09275,1,1,1,1
84,78,四川.昭觉寺.220.3131,四川.龙昭一线,1,1,0,0.001111,0.01193,0.024484,0,0,0,0,0,0,0,0,0,0,0,0,-3.19456,-0.03682,3.20578,0.10763,1,1,1,1
85,76,西南.普提站.220.2006,四川.美普一线,1,1,0,0.001998,0.015559,0.027356,0,0,0,0,0,0,0,0,0,0,0,0,-1.55805,0.12326,1.56293,-0.14018,1,1,1,1
86,87,四川.松林.220.2519,四川.沫松北线,1,1,0,0.002479,0.013556,0.015012,0,0,0,0,0,0,0,0,0,0,0,0,-0.52442,-0.1908,0.52517,0.16452,1,1,1,1
86,87,四川.松林.220.2519,四川.沫松南线,1,1,0,0.00245,0.01362,0.014278,0,0,0,0,0,0,0,0,0,0,0,0,-0.52173,-0.19081,0.52246,0.166,1,1,1,1
26,15,四川.南充.500.1633,四川.南黄二线,1,1,0,0.000568,0.006488,0.426457,0,0,0,0,0,0,0,0,0,0,0,0,-1.80506,-0.42494,1.80689,-0.41851,1,1,1,1
26,15,四川.南充.500.1633,四川.南黄一线,1,1,0,0.000482,0.006543,0.407503,0,0,0,0,0,0,0,0,0,0,0,0,-1.79179,-0.43054,1.79332,-0.37463,1,1,1,1
23,88,四川.新棉.220.2862,四川.南棉线,1,1,0,0.001129,0.007171,0.005946,0,0,0,0,0,0,0,0,0,0,0,0,-0.80019,0.09641,0.80091,-0.10397,1,1,1,1
89,90,四川.自一里厂.220.3184,四川.牛里线,1,1,0,0.001663,0.008255,0.00838,0,0,0,0,0,0,0,0,0,0,0,0,-0.43104,0.00313,0.43134,-0.01868,1,1,1,1
91,92,四川.太平驿厂.220.2545,四川.平山线,1,1,0,0.000728,0.005592,0.008571,0,0,0,0,0,0,0,0,0,0,0,0,3.57961,0.03419,-3.57041,0.01917,1,1,1,1
93,17,西南.普提站.500.1992,四川.普洪二线,1,1,0,0.001425,0.029332,1.812452,0,0,0,0,0,0,0,0,0,0,0,0,10.02818,-0.63686,-9.88451,1.58771,1,1,1,1
93,17,西南.普提站.500.1992,四川.普洪一线,1,1,0,0.001796,0.029334,1.757581,0,0,0,0,0,0,0,0,0,0,0,0,10.0348,-0.70871,-9.854,1.76564,1,1,1,1
23,94,四川.新棉.220.2862,四川.桥棉线,1,1,0,0.010027,0.060658,0.089623,0,0,0,0,0,0,0,0,0,0,0,0,-0.48738,-0.12358,0.48972,-0.0465,1,1,1,1
95,96,四川.桐子林.220.2730,四川.青林线,1,1,0,0.000991,0.005357,0.022532,0,0,0,0,0,0,0,0,0,0,0,0,3.21727,-0.10663,-3.20716,0.11569,1,1,1,1
97,98,四川.蓉东.220.2084,四川.蓉大北线,1,1,0,0.001298,0.007455,0.040934,0,0,0,0,0,0,0,0,0,0,0,0,-0.12954,0.28647,0.1297,-0.36988,1,1,1,1
97,98,四川.蓉东.220.2084,四川.蓉大南线,1,1,0,0.00173,0.008704,0.037056,0,0,0,0,0,0,0,0,0,0,0,0,-0.10377,0.24461,0.10393,-0.32017,1,1,1,1
62,99,四川.江南.220.1232,四川.沙江北线,1,1,0,0.001706,0.010514,0.021951,0,0,0,0,0,0,0,0,0,0,0,0,0.6051,-0.08561,-0.60449,0.04418,1,1,1,1
62,99,四川.江南.220.1232,四川.沙江南线,1,1,0,0.001695,0.010514,0.021918,0,0,0,0,0,0,0,0,0,0,0,0,0.60523,-0.08496,-0.60462,0.0436,1,1,1,1
66,100,四川.石羊.220.4757,四川.石安二线,1,1,0,0.000697,0.003628,0.130044,0,0,0,0,0,0,0,0,0,0,0,0,0.62013,-0.23716,-0.61987,-0.0281,1,1,1,1
66,101,四川.石羊.220.4757,四川.石安一线,1,1,0,0.000714,0.003601,0.130284,0,0,0,0,0,0,0,0,0,0,0,0,0.62589,-0.1704,-0.62561,-0.0953,1,1,1,1
102,103,西南.石板箐站.220.2125,四川.石马东线,1,1,0,0.000473,0.002696,0.009684,0,0,0,0,0,0,0,0,0,0,0,0,0.79911,-0.08086,-0.79881,0.06305,1,1,1,1
102,103,西南.石板箐站.220.2125,四川.石马西线,1,1,0,0.000433,0.002722,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0.79446,-0.06789,-0.79419,0.04984,1,1,1,1
102,96,西南.石板箐站.220.2125,四川.石青东线,1,1,0,0.000485,0.0028,0.008448,0,0,0,0,0,0,0,0,0,0,0,0,-1.42686,0.07434,1.42785,-0.08572,1,1,1,1
102,96,西南.石板箐站.220.2125,四川.石青西线,1,1,0,0.000455,0.0028,0.006875,0,0,0,0,0,0,0,0,0,0,0,0,-1.43014,0.06121,1.43106,-0.0694,1,1,1,1
104,105,四川.石棉.500.2280,四川.石雅二线,1,1,0,0.000883,0.01242,0.681292,0,0,0,0,0,0,0,0,0,0,0,0,5.94795,-0.8659,-5.91671,1.03597,1,1,1,1
104,105,四川.石棉.500.2280,四川.石雅一线,1,1,0,0.000887,0.012501,0.691331,0,0,0,0,0,0,0,0,0,0,0,0,5.90938,-0.87388,-5.8784,1.02101,1,1,1,1
106,102,四川.银江.220.3014,四川.石银北线,1,1,0,0.000575,0.005885,0.012682,0,0,0,0,0,0,0,0,0,0,0,0,-1.01545,-0.14166,1.01605,0.12223,1,1,1,1
106,102,四川.银江.220.3014,四川.石银南线,1,1,0,0.000614,0.003217,0.041676,0,0,0,0,0,0,0,0,0,0,0,0,-1.84683,-0.10661,1.84892,0.03357,1,1,1,1
20,107,四川.寿溪桥.220.2445,四川.寿松二线,1,1,0,0.001837,0.0108,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0.73971,-0.11363,-0.73869,0.09934,1,1,1,1
20,107,四川.寿溪桥.220.2445,四川.寿松一线,1,1,0,0.001819,0.010698,0.009589,0,0,0,0,0,0,0,0,0,0,0,0,0.74679,-0.11409,-0.74576,0.10077,1,1,1,1
86,108,四川.松林.220.2519,四川.松范东线,1,1,0,0.001619,0.009112,0.010642,0,0,0,0,0,0,0,0,0,0,0,0,0.90569,-0.03789,-0.90437,0.02387,1,1,1,1
86,108,四川.松林.220.2519,四川.松范西线,1,1,0,0.001618,0.009112,0.011427,0,0,0,0,0,0,0,0,0,0,0,0,0.9057,-0.03865,-0.90438,0.02305,1,1,1,1
107,109,四川.松柏.220.2512,四川.松惠东线,1,1,0,0.010346,0.053293,0.04977,0,0,0,0,0,0,0,0,0,0,0,0,0.17312,-0.09625,-0.17279,-0.00254,1,1,1,1
107,109,四川.松柏.220.2512,四川.松惠西线,1,1,0,0.010147,0.051099,0.049091,0,0,0,0,0,0,0,0,0,0,0,0,0.18019,-0.09827,-0.17984,0.00093,1,1,1,1
48,29,四川.双合.220.2494,四川.双赤一线,1,1,0,0.016832,0.106797,0.093252,0,0,0,0,0,0,0,0,0,0,0,0,1.82241,-0.05018,-1.76687,0.37949,1,1,1,1
110,111,四川.万林.220.2759,四川.双万东线,1,1,0,0.005011,0.029432,0.027549,0,0,0,0,0,0,0,0,0,0,0,0,-0.33904,-0.01056,0.3396,-0.04267,1,1,1,1
110,111,四川.万林.220.2759,四川.双万西线,1,1,0,0.005068,0.02995,0.027549,0,0,0,0,0,0,0,0,0,0,0,0,-0.33325,-0.0112,0.3338,-0.04209,1,1,1,1
1,112,西南.谭家湾站.500.2559,四川.谭龙一线,1,1,0,0.000434,0.00627,0.358346,0,0,0,0,0,0,0,0,0,0,0,0,2.60048,0.16088,-2.5975,-0.84937,1,1,1,1
113,114,西南.谭家湾站.220.2564,四川.谭孟二线,1,1,0,0.000998,0.007394,0.037474,0,0,0,0,0,0,0,0,0,0,0,0,0.99311,0.04618,-0.99213,-0.11462,1,1,1,1
113,114,西南.谭家湾站.220.2564,四川.谭孟一线,1,1,0,0.001043,0.007328,0.040264,0,0,0,0,0,0,0,0,0,0,0,0,1.00161,0.03673,-1.00057,-0.11076,1,1,1,1
115,113,四川.五里堆.220.2783,四川.谭五三线,1,1,0,0.003185,0.017703,0.048142,0,0,0,0,0,0,0,0,0,0,0,0,-0.98147,-0.1656,0.98458,0.08599,1,1,1,1
30,60,四川.天明.220.2704,四川.天大线,1,1,0,0.001396,0.011485,0.021487,0,0,0,0,0,0,0,0,0,0,0,0,-0.3293,0.05042,0.32945,-0.09274,1,1,1,1
50,116,四川.舒平.220.2453,四川.铜平北线,1,1,0,0.011505,0.068507,0.108714,0,0,0,0,0,0,0,0,0,0,0,0,-1.86436,0.27703,1.90532,-0.25527,1,1,1,1
50,116,四川.舒平.220.2453,四川.铜平南线,1,1,0,0.011609,0.069233,0.109603,0,0,0,0,0,0,0,0,0,0,0,0,-1.84499,0.27162,1.88546,-0.2542,1,1,1,1
115,117,四川.五里堆.220.2783,四川.五重线,1,1,0,0.00093,0.003749,0.003782,0,0,0,0,0,0,0,0,0,0,0,0,0.57983,0.4526,-0.57933,-0.45811,1,1,1,1
118,50,四川.向义.220.4709,四川.向平东线,1,1,0,0.002748,0.013948,0.014127,0,0,0,0,0,0,0,0,0,0,0,0,-0.66533,-0.00402,0.66653,-0.01862,1,1,1,1
119,72,四川.小天都厂.220.2833,四川.小冷线,1,1,0,0.001353,0.006781,0.013014,0,0,0,0,0,0,0,0,0,0,0,0,0.69052,-0.0395,-0.68987,0.01688,1,1,1,1
71,120,四川.临邛.220.1488,四川.小临线,1,1,0,0.01148,0.064811,0.061136,0,0,0,0,0,0,0,0,0,0,0,0,-1.50872,0.19182,1.5353,-0.16613,1,1,1,1
121,73,四川.徐家渡.220.2900,四川.兴渡线,1,1,0,0.005056,0.028483,0.02748,0,0,0,0,0,0,0,0,0,0,0,0,-2.32083,-0.20092,2.34872,0.30301,1,1,1,1
122,114,四川.新市.220.460,四川.新孟北线,1,1,0,0.003531,0.018996,0.019027,0,0,0,0,0,0,0,0,0,0,0,0,-0.3934,-0.07112,0.39395,0.03581,1,1,1,1
122,114,四川.新市.220.460,四川.新孟南线,1,1,0,0.003574,0.019006,0.019052,0,0,0,0,0,0,0,0,0,0,0,0,-0.39315,-0.07028,0.39371,0.03492,1,1,1,1
105,123,四川.雅安.500.2961,四川.雅蜀二线,1,1,0,0.000475,0.010749,0.602622,0,0,0,0,0,0,0,0,0,0,0,0,10.12247,-0.66209,-10.073771,1.65326,1,1,1,1
105,123,四川.雅安.500.2961,四川.雅蜀一线,1,1,0,0.000488,0.01068,0.580552,0,0,0,0,0,0,0,0,0,0,0,0,10.18632,-0.65504,-10.13572,1.69731,1,1,1,1
124,125,四川.保宁.220.531,四川.银保线,1,1,0,0.000791,0.003638,0.003112,0,0,0,0,0,0,0,0,0,0,0,0,-1.16374,0.09269,1.16481,-0.09404,1,1,1,1
