tap_bus,z_bus,st,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
949,948,四川.康定.35.4161,四川.康定/2#变压器_l,1,1,1,0.00038,0.04094,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.00028,-0.9911,0,0,1,1,0,0
1,950,西南.谭家湾站.500.2846,四川.谭家湾/1#变压器_h,1,1,1,0.000079,0.018333,0,0,0,0,0,0,1,0,0,0,0,0,0,3.57009,1.26884,0,0,1,1,0,0
112,950,西南.谭家湾站.220.2851,四川.谭家湾/1#变压器_m,1,1,1,0.000103,-0.001667,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,-3.56806,-0.42797,0,0,1,1,0,0
951,950,西南.谭家湾站.35.2859,四川.谭家湾/1#变压器_l,1,1,1,0.000566,0.0402,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,0.00032,-0.58923,0,0,1,1,0,0
1,952,西南.谭家湾站.500.2846,四川.谭家湾/2#变压器_h,1,1,1,0.000113,0.017933,0,0,0,0,0,0,1,0,0,0,0,0,0,3.65947,1.29892,0,0,1,1,0,0
112,952,西南.谭家湾站.220.2851,四川.谭家湾/2#变压器_m,1,1,1,0.00007,-0.001667,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,-3.65695,-0.45254,0,0,1,1,0,0
953,952,西南.谭家湾站.35.2860,四川.谭家湾/2#变压器_l,1,1,1,0.000558,0.0402,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,0.00016,-0.58891,0,0,1,1,0,0
241,954,四川.桃乡.500.4706,四川.桃乡/1#变压器_h,1,1,1,0.000083,0.017245,0,0,0,0,0,0,1,0,0,0,0,0,0,8.20037,0.02104,0,0,1,1,0,0
313,954,四川.桃乡.220.4710,四川.桃乡/1#变压器_m,1,1,1,0.000041,-0.001695,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.19148,0.05935,0,0,1,1,0,0
955,954,四川.桃乡.60.4712,四川.桃乡/1#变压器_l,1,1,1,0.000348,0.039115,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00013,0.99724,0,0,1,1,0,0
241,956,四川.桃乡.500.4706,四川.桃乡/2#变压器_h,1,1,1,0.00009,0.01719,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00084,-1.03773,0,0,1,1,0,0
957,956,四川.桃乡.60.4713,四川.桃乡/2#变压器_l,1,1,1,0.000348,0.039249,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00018,1.09754,0,0,1,1,0,0
111,958,四川.龙王.500.1611,四川.龙王/1#变压器_h,1,1,1,0.000089,0.018275,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7812,0.67834,0,0,1,1,0,0
78,958,四川.龙王.220.1614,四川.龙王/1#变压器_m,1,1,1,0.00004,-0.002765,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.7744,0.03604,0,0,1,1,0,0
959,958,四川.龙王.35.1623,四川.龙王/1#变压器_l,1,1,1,0.000397,0.037815,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.00042,0.00022,0,0,1,1,0,0
111,960,四川.龙王.500.1611,四川.龙王/2#变压器_h,1,1,1,0.000091,0.018155,0,0,0,0,0,0,1,0,0,0,0,0,0,6.77256,0.67721,0,0,1,1,0,0
78,960,四川.龙王.220.1614,四川.龙王/2#变压器_m,1,1,1,0.000039,-0.002625,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.76664,0.03634,0,0,1,1,0,0
961,960,四川.龙王.35.1624,四川.龙王/2#变压器_l,1,1,1,0.000404,0.037935,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,0.00003,0.00017,0,0,1,1,0,0
241,962,四川.桃乡.500.4706,四川.桃乡/3#变压器_h,1,1,1,0.000043,0.01648,0,0,0,0,0,0,1,0,0,0,0,0,0,8.32537,-0.00931,0,0,1,1,0,0
313,962,四川.桃乡.220.4710,四川.桃乡/3#变压器_m,1,1,1,0.000089,-0.00115,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.31588,0.00023,0,0,1,1,0,0
963,962,四川.桃乡.60.4714,四川.桃乡/3#变压器_l,1,1,1,0.000393,0.03924,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00001,1.11126,0,0,1,1,0,0
17,964,西南.洪沟站.500.990,四川.洪沟/1#变压器_h,1,1,1,0.000089,0.018327,0,0,0,0,0,0,1,0,0,0,0,0,0,1.69033,-0.56288,0,0,1,1,0,0
51,964,西南.洪沟站.220.995,四川.洪沟/1#变压器_m,1,1,1,0.000058,-0.001767,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.65073,-0.19318,0,0,1,1,0,0
965,964,西南.洪沟站.35.1008,四川.洪沟/1#变压器_l,1,1,1,0.00051,0.042513,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.03865,0.83674,0,0,1,1,0,0
17,966,西南.洪沟站.500.990,四川.洪沟/2#变压器_h,1,1,1,0.000095,0.01758,0,0,0,0,0,0,1,0,0,0,0,0,0,1.74711,-0.58572,0,0,1,1,0,0
51,966,西南.洪沟站.220.995,四川.洪沟/2#变压器_m,1,1,1,0.000056,-0.001567,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.69343,-0.24423,0,0,1,1,0,0
967,966,西南.洪沟站.35.1009,四川.洪沟/2#变压器_l,1,1,1,0.000446,0.04294,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.05265,0.91825,0,0,1,1,0,0
186,968,四川.尖山.500.1291,四川.尖山/1#变压器_h,1,1,1,0.000078,0.020674,0,0,0,0,0,0,1,0,0,0,0,0,0,8.31076,0.45065,0,0,1,1,0,0
56,968,四川.尖山.220.1296,四川.尖山/1#变压器_m,1,1,1,0.000051,-0.003044,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.30105,0.33338,0,0,1,1,0,0
969,968,四川.尖山.35.1303,四川.尖山/1#变压器_l,1,1,1,0.000433,0.039675,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.00044,0.44359,0,0,1,1,0,0
186,970,四川.尖山.500.1291,四川.尖山/2#变压器_h,1,1,1,0.000071,0.02074,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2947,0.52943,0,0,1,1,0,0
56,970,四川.尖山.220.1296,四川.尖山/2#变压器_m,1,1,1,0.000058,-0.0031,0,0,0,0,0,0,1,0,0,0,0,0,0,-8.28468,-0.19516,0,0,1,1,0,0
971,970,四川.尖山.35.1304,四川.尖山/2#变压器_l,1,1,1,0.000408,0.03958,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.0005,0.91447,0,0,1,1,0,0
157,972,四川.丹景.500.634,四川.丹景/1#变压器_h,1,1,1,0.000088,0.01871,0,0,0,0,0,0,1,0,0,0,0,0,0,4.34466,0.15235,0,0,1,1,0,0
172,972,四川.丹景.220.640,四川.丹景/1#变压器_m,1,1,1,0.000039,-0.00232,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.34121,-1.11246,0,0,1,1,0,0
973,972,四川.丹景.35.647,四川.丹景/1#变压器_l,1,1,1,0.000365,0.04158,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.0002,1.33266,0,0,1,1,0,0
157,974,四川.丹景.500.634,四川.丹景/2#变压器_h,1,1,1,0.000098,0.01871,0,0,0,0,0,0,1,0,0,0,0,0,0,4.33598,0.15031,0,0,1,1,0,0
172,974,四川.丹景.220.640,四川.丹景/2#变压器_m,1,1,1,0.000027,-0.00229,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.33244,-1.11153,0,0,1,1,0,0
975,974,四川.丹景.35.648,四川.丹景/2#变压器_l,1,1,1,0.00037,0.04187,0,0,0,0,0,0,0.972973,0,0,0,0,0,0,-0.00026,1.3336,0,0,1,1,0,0
87,976,四川.南桠河厂.220.19763,四川.南桠河厂/2#变压器,1,1,1,0.003856,0.131222,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.80034,0.0897,0.803,0.00088,1,1,0,0
604,977,四川.南桠河厂.220.5067,四川.南桠河厂/1#变压器_h,1,1,1,0.001265,0.039452,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.65869,0.03471,0,0,1,1,0,0
978,977,四川.南桠河厂.110.5071,四川.南桠河厂/1#变压器_m,1,1,1,0.002495,0.098336,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.25812,0.00411,0,0,1,1,0,0
979,977,四川.南桠河厂.13.5072,四川.南桠河厂/1#变压器_l,1,1,1,0.006805,0.088336,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40252,0.0015,0,0,1,1,0,0
