bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,
473,6115,0,1,1,0.995173,-21.5013,0.62156,0.04467,0,0,220,230,0,0,0,0,0,1.04587,-17.3576,-0.621356,-0.0446732,0,0,0,,,,,,,
474,10929,0,1,1,0.995061,-21.5098,0.63964,0.04825,0,0,220,230,0,0,0,0,0,1.04578,-17.3649,-0.639431,-0.0482533,0,0,0,,,,,,,
475,6137,0,1,1,1.0023,-19.0443,0,0,0,0,220,230,0,0,0,0,0,1.00593,-15.1269,-8.84E-05,-9.75E-06,1,0,0,,,,,,,
476,6143,0,1,1,1.00454,5.88149,0,0,0,0,220,230,0,0,0,0,0,1.0021,7.02527,-6.48E-07,4.59E-09,1,0,0,,,,,,,
477,5252,0,1,1,1.00389,5.82564,0,0,0,0,220,230,0,0,0,0,0,1.00146,6.96907,0.00117474,-5.33E-07,1,0,0,,,,,,,
478,6152,0,1,1,1.00033,-18.6881,0,0,0,0,220,230,0,0,0,0,0,1.01578,-15.0222,-0.000195145,-2.20E-05,1,0,0,,,,,,,
479,6165,0,1,1,0.987376,-19.6621,0,0,0,0,220,230,0,0,0,0,0,1.03758,-15.6766,-0.000128626,-3.19E-05,1,0,0,,,,,,,
480,6223,0,1,1,0.998741,-19.1087,0,0,0,0,220,230,0,0,0,0,0,1.02034,-15.1995,0.000136752,-3.27E-05,1,0,0,,,,,,,
481,6130,0,1,1,1.00132,16.7107,0,0,0,0,220,230,0,0,0,0,0,0.999076,17.8374,-5.65E-06,9.78E-07,1,0,0,,,,,,,
482,6553,0,1,1,0.990235,-11.5829,0,0,0,0,220,230,0,0,0,0,0,1.00785,-8.04692,2.61E-05,3.24E-06,1,0,0,,,,,,,
483,6561,0,1,1,0.995744,-14.0849,0,0,0,0,500,525,0,0,0,0,0,1.02824,-10.8716,0.000481524,-2.35E-05,1,0,0,,,,,,,
484,5121,0,1,1,1.00006,-11.4222,0,0,0,0,500,525,0,0,0,0,0,1.0216,-8.30372,-0.000235299,2.30E-05,1,0,0,,,,,,,
485,6562,0,1,1,1.00155,-15.5491,0,0,0,0,220,230,0,0,0,0,0,1.06296,-12.2452,-0.000573441,5.33E-05,1,0,0,,,,,,,
486,5114,0,1,1,1.00236,-17.0628,0,0,0,0,220,230,0,0,0,0,0,1.06261,-13.5817,-3.57E-05,-1.82E-05,1,0,0,,,,,,,
487,6230,0,1,1,1.00483,1.60465,-0.23996,0.20781,0,0,220,230,0,0,0,0,0,1.00619,2.94449,0.239955,-0.207808,0,0,0,,,,,,,
488,6588,0,1,1,1.00214,-4.24243,0,0,0,0,220,230,0,0,0,0,0,0.999471,-0.748674,2.03E-05,9.55E-07,1,0,0,,,,,,,
489,6593,0,1,1,1.00482,-16.0052,0,0,0,0,220,230,0,0,0,0,0,1.03433,-11.4764,-9.17E-05,-1.01E-05,1,0,0,,,,,,,
490,6662,0,1,1,0.998479,7.50749,0,0,0,0,220,230,0,0,0,0,0,0.998958,8.64015,-1.03E-06,8.28E-09,1,0,0,,,,,,,
491,6655,0,1,1,0.996459,7.40687,0,0,0,0,220,230,0,0,0,0,0,0.996823,8.54076,9.31E-08,-8.80E-09,1,0,0,,,,,,,
492,6600,0,1,1,0.999175,-17.6429,0,0,0,0,220,230,0,0,0,0,0,1.02402,-14.1782,-1.61E-06,1.07E-07,1,0,0,,,,,,,
493,6610,0,1,1,1.00471,-9.28788,0,0,0,0,220,230,0,0,0,0,0,1.01462,-5.9107,2.97E-05,1.63E-06,1,0,0,,,,,,,
494,6616,0,1,1,1.00463,-6.39816,0,0,0,0,220,230,0,0,0,0,0,1.00008,-2.89288,0.000216382,2.82E-06,1,0,0,,,,,,,
495,2396,0,1,1,1.00492,-6.38289,0,0,0,0,220,230,0,0,0,0,0,1.0005,-2.87841,0.00016339,2.36E-07,1,0,0,,,,,,,
496,6613,0,1,1,1.00518,17.9683,0,0,0,0,220,230,0,0,0,0,0,1.00253,19.1066,-4.08E-07,-2.87E-07,1,0,0,,,,,,,
497,6620,0,1,1,0.996319,-19.3787,0,0,0,0,220,230,0,0,0,0,0,1.02481,-15.3579,-6.49E-05,-2.41E-05,1,0,0,,,,,,,
498,6627,0,1,1,0.992431,-20.5059,0,0,0,0,220,230,0,0,0,0,0,1.02924,-16.3662,-0.00049026,-2.66E-05,1,0,0,,,,,,,
499,6634,0,1,1,0.991233,-23.2674,0,0,0,0,220,230,0,0,0,0,0,1.06053,-18.7794,-0.00720022,-6.18E-05,1,0,0,,,,,,,
500,6680,0,1,1,1.00131,-18.2003,0,0,0,0,220,230,0,0,0,0,0,1.01743,-14.558,-3.21E-05,-6.22E-06,1,0,0,,,,,,,
501,6687,0,1,1,0.997404,0.026261,0,0,0,0,220,230,0,0,0,0,0,1.00501,4.60489,-0.000276908,3.65E-07,1,0,0,,,,,,,
502,6843,0,1,1,0.985893,-19.285,0.00173,-0.00062,0,0,220,230,0,0,0,0,0,1.03847,-15.3417,-0.00172929,0.000619814,0,0,0,,,,,,,
503,6694,0,1,1,1.01134,18.7911,0,0,0,0,220,230,0,0,0,0,0,1.00943,19.9237,7.26E-07,-1.15E-07,1,0,0,,,,,,,
504,6701,0,1,1,1.01154,18.8702,0,0,0,0,220,230,0,0,0,0,0,1.00966,20.0027,-6.52E-07,-5.02E-08,1,0,0,,,,,,,
505,6704,0,1,1,1.01149,18.8285,0,0,0,0,220,230,0,0,0,0,0,1.00961,19.9609,-1.46E-06,-9.66E-08,1,0,0,,,,,,,
506,6705,0,1,1,0.96793,20.0034,0,0,0,0,110,115,0,0,0,0,0,0.966907,21.1393,1.89E-06,3.98E-08,0,0,0,,,,,,,
507,6709,0,1,1,0.96975,20.3268,0,0,0,0,110,115,0,0,0,0,0,0.968963,21.4598,-3.43E-06,-3.44E-08,1,0,0,,,,,,,
508,6669,0,1,1,1.00286,-7.48119,0,0,0,0,220,230,0,0,0,0,0,1.01188,-4.21639,-4.89E-05,1.97E-05,1,0,0,,,,,,,
509,6717,0,1,1,1.0087,8.47065,0.2073,0.00694,0,0,110,115,0,0,0,0,0,1.00404,9.59229,-0.206721,-0.00694004,1,0,0,,,,,,,
510,6728,0,1,1,0.99837,8.51088,0,0,0,0,110,115,0,0,0,0,0,1.00023,9.569,4.14E-07,-2.10E-09,1,0,0,,,,,,,
511,6712,0,1,1,0.9836,8.71986,0,0,0,0,220,230,0,0,0,0,0,0.984804,9.81898,-0.000310908,3.15E-08,1,0,0,,,,,,,
512,6733,0,1,1,0.986889,8.84425,0,0,0,0,220,230,0,0,0,0,0,0.984643,9.98518,-2.08E-06,3.94E-10,1,0,0,,,,,,,
513,6741,0,1,1,0.991787,7.06862,0,0,0,0,220,230,0,0,0,0,0,1.0091,8.13866,-0.000415586,-3.81E-08,1,0,0,,,,,,,
514,6788,0,1,1,1.01861,-8.75364,0,0,0,0,500,525,0,0,0,0,0,1.01885,-5.24024,-7.47E-05,-1.39E-07,1,0,0,,,,,,,
515,6795,0,1,1,0.992631,-8.79209,0,-0.07411,0,0,220,230,0,0,0,0,0,0.987823,-5.27735,1.73E-05,0.0741061,1,0,0,,,,,,,
516,4850,0,1,1,0.968619,-8.24502,0,0,0,0,220,230,0,0,0,0,0,0.933399,-4.52382,-3.35E-05,7.52E-07,1,0,0,,,,,,,
517,6817,0,1,1,0.996068,-8.94129,0,0,0,0,220,230,0,0,0,0,0,0.989956,-5.41902,-3.67E-06,-4.73E-07,1,0,0,,,,,,,
518,3238,0,1,1,0.996366,-8.98507,0,0,0,0,220,230,0,0,0,0,0,0.990065,-5.46142,-3.06E-05,7.85E-08,1,0,0,,,,,,,
519,6824,0,1,1,0.995624,-19.4918,-0.01149,-0.01581,0,0,220,230,0,0,0,0,0,1.02548,-15.4793,0.0114895,0.0158073,0,0,0,,,,,,,
520,6825,0,1,1,0.99239,-17.8682,-0.0003,-0.04139,0,0,220,230,0,0,0,0,0,1.03644,-14.0246,0.000309648,0.0413813,0,0,0,,,,,,,
521,6841,0,1,1,0.997849,-16.4594,0.00115,-0.02364,0,0,220,230,0,0,0,0,0,1.03292,-12.5832,-0.00114546,0.0236364,0,0,0,,,,,,,
522,6845,0,1,1,0.998051,-11.2825,0.00149,-0.02318,0,0,220,230,0,0,0,0,0,1.02548,-7.84065,-0.00148903,0.0231785,0,0,0,,,,,,,
523,6844,0,1,1,1.00708,-8.30387,-0.00111,-0.10851,0,0,220,230,0,0,0,0,0,1.01705,-5.02831,0.00111338,0.108504,0,0,0,,,,,,,
524,6846,0,1,1,0.98721,-22.7507,0.00341,-0.0262,0,0,220,230,0,0,0,0,0,1.01575,-18.4505,-0.00340437,0.0261943,0,0,0,,,,,,,
525,6848,0,1,1,0.994299,-14.6048,0,0,0,0,220,230,0,0,0,0,0,1.03705,-10.267,-3.76E-05,-4.49E-06,1,0,0,,,,,,,
526,4804,0,1,1,0.995279,-22.1149,0.00136,-0.02059,0,0,220,230,0,0,0,0,0,1.04081,-17.905,-0.00135647,0.0205856,1,0,0,,,,,,,
527,6828,0,1,1,1.00923,8.56446,0,0,0,0,110,115,0,0,0,0,0,1.00499,9.68154,7.33E-06,1.41E-07,1,0,0,,,,,,,
528,6866,0,1,1,0.99305,7.36405,0,0,0,0,220,230,0,0,0,0,0,1.00792,8.44773,-2.74E-08,9.28E-08,1,0,0,,,,,,,
529,6827,0,1,1,1.00282,-17.7568,0.00042,-0.03592,0,0,220,230,0,0,0,0,0,1.01777,-13.7598,-0.000416025,0.0359144,0,0,0,,,,,,,
530,6873,0,1,1,1.00006,-8.61827,0,0,0,0,220,230,0,0,0,0,0,0.994071,-5.09241,1.47E-05,8.97E-07,0,0,0,,,,,,,
531,6876,0,1,1,1.00376,-13.7159,0,0,0,0,220,230,0,0,0,0,0,1.00576,-10.0135,-0.000137596,-4.20E-06,1,0,0,,,,,,,
532,6880,0,1,1,1.00525,1.1744,0,0,0,0,220,230,0,0,0,0,0,1.01012,2.47967,-7.72E-06,5.27E-07,1,0,0,,,,,,,
533,6889,0,1,1,0.998386,8.12708,0,0,0,0,110,115,0,0,0,0,0,0.994618,9.26479,7.74E-06,-1.64E-07,1,0,0,,,,,,,
534,6898,0,1,1,0.993376,8.5537,0,0,0,0,110,115,0,0,0,0,0,0.990627,9.7121,4.24E-06,8.93E-08,1,0,0,,,,,,,
535,6911,0,1,1,0.924687,5.18006,0,-0.00433,0,0,110,115,0,0,0,0,0,0.866742,6.18303,-1.39E-05,0.0043299,1,0,0,,,,,,,
536,6735,0,1,1,0.927961,5.53716,0.01694,-0.00477,0,0,110,115,0,0,0,0,0,0.870284,6.58495,-0.0169295,0.0047701,1,0,0,,,,,,,
537,6902,0,1,1,1.00308,-3.75985,0,0,0,0,220,230,0,0,0,0,0,0.997098,-0.223166,6.80E-06,8.78E-07,1,0,0,,,,,,,
538,6915,0,1,1,1.00266,-1.27915,0,0,0,0,220,230,0,0,0,0,0,1.00549,0.819264,3.96E-05,1.99E-07,1,0,0,,,,,,,
539,7271,0,1,1,1.00991,6.74676,0,0,0,0,220,230,0,0,0,0,0,1.00612,7.90287,4.43E-05,-5.21E-07,1,0,0,,,,,,,
540,7285,0,1,1,0.999126,-17.3771,0,0,0,0,220,230,0,0,0,0,0,1.05722,-12.9925,-6.61E-06,-1.25E-05,1,0,0,,,,,,,
541,7294,0,1,1,0.998458,8.1331,-0.11073,-0.06106,0,0,110,115,0,0,0,0,0,0.994691,9.27085,0.11073,0.0610599,0,0,0,,,,,,,
542,7296,0,1,1,0.995781,-16.6399,0,0,0,0,220,230,0,0,0,0,0,1.02357,-13.2118,-0.000134987,5.12E-06,1,0,0,,,,,,,
543,7303,0,1,1,1.01303,-17.036,0,0,0,0,220,230,0,0,0,0,0,1.02189,-13.0632,-4.67E-05,5.08E-06,1,0,0,,,,,,,
544,7310,0,1,1,0.993632,-21.4135,0,0,0,0,220,230,0,0,0,0,0,1.04593,-17.2853,-0.000904483,-3.38E-05,1,0,0,,,,,,,
545,7320,0,1,1,1.0016,17.4786,0,0,0,0,220,230,0,0,0,0,0,0.999725,18.6047,-2.38E-06,-3.38E-07,1,0,0,,,,,,,
546,7498,0,1,1,1.00822,-5.71659,0,0,0,0,220,230,0,0,0,0,0,1.00414,-2.20993,-1.22E-06,-8.00E-08,1,0,0,,,,,,,
547,7501,0,1,1,1.00753,-5.85813,0,0,0,0,220,230,0,0,0,0,0,1.0033,-2.35113,-8.58E-07,-1.80E-07,1,0,0,,,,,,,
548,7609,0,1,1,0.991309,-21.7326,0.68636,0.00512,0,0,220,230,0,0,0,0,0,1.03791,-17.5573,-0.686191,-0.00514706,1,0,0,,,,,,,
549,7624,0,1,1,1.02038,4.1356,0,0,0,0,500,525,0,0,0,0,0,1.02553,5.25955,-2.25E-05,5.64E-07,1,0,0,,,,,,,
550,7632,0,1,1,1.00366,-3.79702,0,0,0,0,220,230,0,0,0,0,0,1.00114,-0.302333,9.32E-06,4.09E-06,1,0,0,,,,,,,
551,7640,0,1,1,1.00311,-3.70124,0,0,0,0,220,230,0,0,0,0,0,0.997179,-0.163638,7.45E-07,1.06E-07,1,0,0,,,,,,,
552,6847,0,1,1,0.999906,-16.7683,0.00167,0.00098,0,0,220,230,0,0,0,0,0,1.03421,-12.8688,-0.00166965,-0.000979908,0,0,0,,,,,,,
553,10659,0,1,1,0.996276,0.104111,0,0,0,0,220,230,0,0,0,0,0,1.00774,4.66494,-0.000474183,-4.06E-08,1,0,0,,,,,,,
554,7715,0,1,1,0.99838,0.044016,0,0,0,0,220,230,0,0,0,0,0,1.00586,4.62235,8.84E-06,1.97E-06,1,0,0,,,,,,,
555,7857,0,1,1,1.00483,-6.37618,0,0,0,0,220,230,0,0,0,0,0,1.00024,-2.87027,-3.00E-07,-1.89E-08,1,0,0,,,,,,,
556,7915,0,1,1,1.01142,-6.87678,0,0,0,0,500,525,0,0,0,0,0,1.02692,-3.51189,-0.000556786,1.31E-05,1,0,0,,,,,,,
557,7922,0,1,1,1.00347,-10.4772,0,0,0,0,220,230,0,0,0,0,0,1.02024,-6.93847,4.26E-05,6.74E-06,1,0,0,,,,,,,
558,7928,0,1,1,1.01663,-7.4795,0,0,0,0,500,525,0,0,0,0,0,1.02432,-3.95341,3.58E-05,8.15E-06,1,0,0,,,,,,,
559,8142,0,1,1,1.01243,7.69139,0,0,0,0,220,230,0,0,0,0,0,1.00803,8.86069,-1.79E-06,2.70E-07,1,0,0,,,,,,,
560,8154,0,1,1,1.00425,1.66153,0,0,0,0,220,230,0,0,0,0,0,1.00495,3.0008,-1.99E-07,2.86E-07,1,0,0,,,,,,,
561,8306,0,1,1,1.00756,-16.8553,0.21094,-0.04568,0,0,220,230,0,0,0,0,0,1.03779,-12.2385,-0.210899,0.045672,0,0,0,,,,,,,
562,6221,0,1,1,0.903251,-1.01781,0,0,0,0,35,35,0,0,0,0,0,0.902084,2.48513,3.95E-06,1.67E-08,0,0,0,,,,,,,
563,3920,0,1,1,0.901483,-1.17563,0,0,0,0,35,35,0,0,0,0,0,0.900229,2.32705,-1.76E-06,-4.13E-08,1,0,0,,,,,,,
564,8144,0,1,1,1.00054,-0.723312,0,0,0,0,220,230,0,0,0,0,0,1.00381,3.89408,-0.000106876,-2.46E-06,1,0,0,,,,,,,
565,8309,0,1,1,1.00069,-16.072,0.00118,-0.06381,0,0,220,230,0,0,0,0,0,1.05944,-11.8357,-0.00117779,0.0638029,0,0,0,,,,,,,
566,8311,0,1,1,0.968156,-8.26266,0,0,0,0,220,230,0,0,0,0,0,0.932453,-4.53769,-0.000178812,-6.00E-08,1,0,0,,,,,,,
567,8316,0,1,1,0.999357,-17.3793,0.0009,-0.02266,0,0,220,230,0,0,0,0,0,1.05741,-12.9942,-0.000898859,0.0226573,0,0,0,,,,,,,
568,8315,0,1,1,0.999739,-16.9893,0.18551,0.00287,0,0,220,230,0,0,0,0,0,1.05777,-12.649,-0.185473,-0.0028725,0,0,0,,,,,,,
569,8317,0,1,1,1.0025,0.368663,0,0,0,0,220,230,0,0,0,0,0,1.0094,4.95807,2.96E-05,2.62E-07,1,0,0,,,,,,,
570,8455,0,1,1,1.00469,6.07852,0,0,0,0,220,230,0,0,0,0,0,1.00228,7.22301,-1.64E-07,3.12E-08,1,0,0,,,,,,,
571,8469,0,1,1,0.998429,-16.719,0,0,0,0,220,230,0,0,0,0,0,1.03301,-12.8232,-0.000189645,-8.41E-06,1,0,0,,,,,,,
572,8488,0,1,1,0.999986,-18.8163,0,0,0,0,220,230,0,0,0,0,0,1.01401,-15.1258,-2.77E-05,-2.24E-07,1,0,0,,,,,,,
573,8477,0,1,1,1.01528,-7.77916,0,0,0,0,500,525,0,0,0,0,0,1.01844,-4.28157,5.64E-05,7.60E-06,0,0,0,,,,,,,
574,7722,0,1,1,0.997947,0.121043,0,0,0,0,220,230,0,0,0,0,0,0.998483,4.78052,7.51E-05,5.41E-07,1,0,0,,,,,,,
575,1072,0,1,1,0.998728,-19.1656,0,0,0,0,220,230,0,0,0,0,0,1.01276,-15.4651,-0.00134063,-4.63E-05,1,0,0,,,,,,,
576,6858,0,1,1,1.00027,-18.3209,0,0,0,0,220,230,0,0,0,0,0,1.01881,-14.2569,7.69E-05,7.66E-06,0,0,0,,,,,,,
577,4812,0,1,1,1.0065,-14.0686,0,0,0,0,110,115,0,0,0,0,0,1.0053,-10.0067,-3.34E-07,2.18E-07,1,0,0,,,,,,,
578,6859,0,1,1,1.00721,-15.5604,0,0,0,0,110,115,0,0,0,0,0,1.00622,-11.5074,1.60E-05,-1.45E-07,0,0,0,,,,,,,
579,6862,0,1,1,1.00252,-13.4878,0,0,0,0,110,115,0,0,0,0,0,1.00163,-9.42703,2.65E-06,5.71E-08,0,0,0,,,,,,,
580,8501,0,1,1,0.998896,-15.7126,0,0,0,0,500,525,0,0,0,0,0,1.03565,-11.9671,-0.00130079,-0.000383074,1,0,0,,,,,,,
581,8550,0,1,1,0.995875,-22.4227,0,-0.37066,0,0,220,230,0,0,0,0,0,1.04051,-18.1794,-0.000641626,0.370566,1,0,0,,,,,,,
582,8557,0,1,1,1.00125,-0.908807,0,0,0,0,220,230,0,0,0,0,0,1.00726,0.456055,0.000206763,7.68E-07,1,0,0,,,,,,,
583,8739,0,1,1,1.00464,6.09796,0,0,0,0,220,230,0,0,0,0,0,1.00248,7.24035,-1.89E-06,1.02E-07,1,0,0,,,,,,,
584,8747,0,1,1,1.00144,-16.0354,0,0,0,0,220,230,0,0,0,0,0,1.0558,-12.665,-4.64E-05,-1.07E-05,1,0,0,,,,,,,
585,8756,0,1,1,1.00108,7.51613,0,0,0,0,220,230,0,0,0,0,0,1.00405,8.61818,-1.23E-05,8.56E-08,1,0,0,,,,,,,
586,8763,0,1,1,1.00696,0.589514,0,0,0,0,220,230,0,0,0,0,0,1.01016,5.19906,7.06E-06,5.51E-06,1,0,0,,,,,,,
587,8767,0,1,1,1.00352,-3.61089,0,0,0,0,220,230,0,0,0,0,0,0.997566,-0.0725129,8.21E-07,1.51E-07,1,0,0,,,,,,,
588,8772,0,1,1,0.997721,-15.7857,0,0,0,0,500,525,0,0,0,0,0,1.0352,-12.0718,3.75E-05,-2.40E-05,1,0,0,,,,,,,
589,8807,0,1,1,0.999932,16.8673,0,0,0,0,220,230,0,0,0,0,0,0.998284,17.9903,1.88E-05,-7.72E-08,1,0,0,,,,,,,
590,8800,0,1,1,1.00685,-15.4652,0,0,0,0,220,230,0,0,0,0,0,1.03842,-10.8466,-5.74E-05,-2.09E-06,1,0,0,,,,,,,
591,8896,0,1,1,0.992833,-23.2287,0,0,0,0,220,230,0,0,0,0,0,1.06312,-18.7554,-0.00160733,-5.55E-05,1,0,0,,,,,,,
592,8917,0,1,1,0.993211,-23.051,0.45192,-0.10145,0,0,220,230,0,0,0,0,0,1.06393,-18.6051,-0.451721,0.101497,1,0,0,,,,,,,
593,8924,0,1,1,1.00137,16.8704,0,0,0,0,220,230,0,0,0,0,0,0.999203,17.9973,-0.000357067,-1.30E-08,1,0,0,,,,,,,
594,9167,0,1,1,1.00141,16.8813,0,0,0,0,220,230,0,0,0,0,0,0.999242,18.0081,-1.79E-06,-9.83E-08,1,0,0,,,,,,,
595,9117,0,1,1,0.98941,-17.7077,0.53859,0.02319,0,0,220,230,0,0,0,0,0,1.02303,-14.248,-0.538501,-0.0231959,1,0,0,,,,,,,
596,9126,0,1,1,0.994867,0.346918,0,0,0,0,220,230,0,0,0,0,0,1.00792,4.89692,5.09E-06,5.54E-07,1,0,0,,,,,,,
597,9111,0,1,1,1.00859,-11.5709,0,0,0,0,110,115,0,0,0,0,0,1.00879,-7.84976,7.25E-05,3.23E-09,0,0,0,,,,,,,
598,933,0,1,1,1.00843,-11.5777,0,0,0,0,110,115,0,0,0,0,0,1.00862,-7.85648,0.000195127,1.32E-08,1,0,0,,,,,,,
599,9535,0,1,1,1.00694,-0.910234,0,0,0,0,220,230,0,0,0,0,0,1.01561,0.397154,6.97E-06,8.44E-08,1,0,0,,,,,,,
600,3072,0,1,1,1.00363,-10.0306,0,0,0,0,220,230,0,0,0,0,0,0.986415,-6.31976,1.18E-05,5.92E-06,1,0,0,,,,,,,
601,9609,0,1,1,0.994421,-22.5026,0,0,0,0,220,230,0,0,0,0,0,1.02497,-18.2374,-0.000430581,-4.64E-05,1,0,0,,,,,,,
602,9903,0,1,1,0.989074,8.87619,0,0,0,0,110,115,0,0,0,0,0,0.987351,10.0445,-1.24E-05,5.00E-08,1,0,0,,,,,,,
603,9902,0,1,1,0.987361,8.95183,0,0,0,0,220,230,0,0,0,0,0,0.987073,10.0641,2.03E-05,1.35E-08,1,0,0,,,,,,,
604,9626,0,1,1,1.00766,-3.02465,0,0,0,0,220,230,0,0,0,0,0,1.00094,0.527733,9.91E-07,6.00E-08,1,0,0,,,,,,,
605,9963,0,1,1,0.991238,-12.6496,0,0,0,0,220,230,0,0,0,0,0,1.05648,-8.76185,-0.000193865,5.27E-06,1,0,0,,,,,,,
606,9898,0,1,1,0.996479,6.23672,0,0,0,0,220,230,0,0,0,0,0,1.00073,7.34023,5.53E-07,4.64E-09,1,0,0,,,,,,,
607,10020,0,1,1,1.01516,-7.30522,0,0,0,0,500,525,0,0,0,0,0,1.01742,-3.80745,-0.000857032,1.47E-05,1,0,0,,,,,,,
608,4852,0,1,1,0.960646,-8.05029,-0.22482,0.06949,0,0,110,115,0,0,0,0,0,0.898478,-4.28921,0.224777,-0.069485,1,0,0,,,,,,,
609,4861,0,1,1,0.957712,-8.31133,0.07611,0.03139,0,0,110,115,0,0,0,0,0,0.895181,-4.58525,-0.0760963,-0.0313889,0,0,0,,,,,,,
610,2309,0,1,1,1.0084,-10.8155,0,0,0,0,220,230,0,0,0,0,0,1.03055,-7.09627,3.51E-05,2.52E-05,1,0,0,,,,,,,
611,10029,0,1,1,1.00687,-11.2634,0,0,0,0,220,230,0,0,0,0,0,1.03042,-7.5343,-0.000256907,1.24E-06,1,0,0,,,,,,,
612,10025,0,1,1,1.0013,6.91909,0,0,0,0,220,230,0,0,0,0,0,1.01515,8.02575,1.87E-07,-9.25E-09,1,0,0,,,,,,,
613,10033,0,1,1,1.00319,16.6938,0,0,0,0,220,230,0,0,0,0,0,1.00072,17.8221,-5.38E-07,3.26E-09,1,0,0,,,,,,,
614,5145,0,1,1,1.01538,-5.83687,0,0,0,0,500,525,0,0,0,0,0,1.01251,-2.31636,-3.73E-05,1.54E-06,1,0,0,,,,,,,
615,10132,0,1,1,1.01665,-6.35134,0,0,0,0,500,525,0,0,0,0,0,1.01516,-2.83818,-0.000923135,1.48E-05,1,0,0,,,,,,,
616,10137,0,1,1,0.998501,-6.4755,0,0,0,0,220,230,0,0,0,0,0,0.993695,-2.96929,6.22E-06,1.67E-06,1,0,0,,,,,,,
617,10184,0,1,1,1.00904,7.44106,0,0,0,0,220,230,0,0,0,0,0,1.01004,8.5621,2.50E-06,1.07E-07,1,0,0,,,,,,,
618,8504,0,1,1,0.991403,-21.9958,0,0,0,0,220,230,0,0,0,0,0,1.06522,-17.7041,0.000363629,0.000486828,1,0,0,,,,,,,
619,10187,0,1,1,1.0004,-19.5683,0,0,0,0,220,230,0,0,0,0,0,1.01184,-15.8367,2.54E-05,-1.50E-05,1,0,0,,,,,,,
620,10227,0,1,1,0.99471,-14.8599,0,0,0,0,220,230,0,0,0,0,0,1.03731,-10.4987,-1.96E-06,-1.07E-06,1,0,0,,,,,,,
621,10234,0,1,1,1.00988,-1.01809,0,-0.16646,0,0,220,230,0,0,0,0,0,1.01647,0.569777,-4.84E-05,0.166456,1,0,0,,,,,,,
622,10248,0,1,1,0.991136,-23.3978,0,0,0,0,220,230,0,0,0,0,0,1.05722,-18.8725,-8.38E-05,-2.21E-05,1,0,0,,,,,,,
623,10241,0,1,1,1.00489,-16.498,0,0,0,0,220,230,0,0,0,0,0,1.03538,-11.9101,5.68E-06,3.92E-06,1,0,0,,,,,,,
624,8308,0,1,1,1.00529,-16.7568,0.23219,-0.01614,0,0,220,230,0,0,0,0,0,1.03546,-12.1518,-0.232147,0.0161354,0,0,0,,,,,,,
625,8773,0,1,1,0.987637,-16.4713,0,-0.02236,0,0,220,230,0,0,0,0,0,1.04729,-12.6974,-3.78E-05,0.0224113,1,0,0,,,,,,,
626,1898,0,1,1,0.99257,-16.8684,0.22523,-0.13593,0,0,220,230,0,0,0,0,0,1.05078,-13.0371,-0.225124,0.135892,1,0,0,,,,,,,
627,10252,0,1,1,1.00694,-0.913402,0,0,0,0,220,230,0,0,0,0,0,1.01507,0.398826,6.39E-06,4.26E-09,1,0,0,,,,,,,
628,10330,0,1,1,1.00746,-8.98101,0,0,0,0,500,525,0,0,0,0,0,1.01262,-5.74859,-0.000467994,6.91E-06,0,0,0,,,,,,,
629,10366,0,1,1,0.995943,-21.7025,0,0,0,0,220,230,0,0,0,0,0,1.0266,-17.4857,-5.97E-06,-9.86E-07,1,0,0,,,,,,,
630,420,0,1,1,0.987718,-19.5977,3.06594,-0.58881,0,0,500,525,0,0,0,0,0,1.04876,-15.0689,-3.06531,0.588716,1,0,0,,,,,,,
631,10410,0,1,1,0.993426,-18.4657,0,0,0,0,220,230,0,0,0,0,0,1.01979,-14.9532,7.40E-06,-3.31E-07,1,0,0,,,,,,,
632,10406,0,1,1,1.00769,-11.1696,0,0,0,0,220,230,0,0,0,0,0,1.0131,-7.26603,-1.61E-05,1.48E-07,0,0,0,,,,,,,
633,10417,0,1,1,0.993335,-14.5976,0,0,0,0,500,525,0,0,0,0,0,1.02024,-11.3134,-1.18E-07,2.08E-07,1,0,0,,,,,,,
634,10437,0,1,1,1.01328,-17.0398,0.00753,-0.03514,0,0,220,230,0,0,0,0,0,1.02213,-13.0669,-0.00752684,0.0351352,1,0,0,,,,,,,
635,10522,0,1,1,1.00992,6.75477,0,0,0,0,220,230,0,0,0,0,0,1.00615,7.91085,0.000528404,2.65E-07,1,0,0,,,,,,,
636,10600,0,1,1,1.00425,1.66157,0,0,0,0,220,230,0,0,0,0,0,1.00495,3.00092,1.31E-05,3.85E-09,1,0,0,,,,,,,
637,10668,0,1,1,1.00521,-17.7558,0,-0.09601,0,0,220,230,0,0,0,0,0,1.01911,-13.7584,2.06E-06,0.0959954,1,0,0,,,,,,,
638,10666,0,1,1,1.00514,-17.757,0.00125,0.05245,0,0,220,230,0,0,0,0,0,1.01862,-13.7589,-0.00125077,-0.052442,0,0,0,,,,,,,
639,10667,0,1,1,1.00989,-16.9394,-0.00183,-0.0049,0,0,220,230,0,0,0,0,0,1.02098,-12.9766,0.00182998,0.00489932,0,0,0,,,,,,,
