bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,
14,359,0,1,1,0.998619,-12.3123,-5.74864,-3.33568,0,0,500,525,0,0,0,-3.2876,0,1.03107,-9.67884,5.74768,3.33539,1,0,0,,,,,,,
15,886,0,1,1,1.00387,-14.1152,0,0,0,0,500,525,0,0,0,-1.8,0,1.04424,-9.35396,-0.000680797,-2.91E-05,1,0,0,,,,,,,
16,325,0,1,1,0.991627,-19.5574,8.38349,0.65556,0,0,500,525,0,0,0,0,0,1.03992,-11.8466,-8.38209,-0.655576,1,0,0,,,,,,,
17,488,0,1,1,1.00548,-16.0913,-1.00E-05,0,0,0,220,230,0,0,0,0,0,1.03553,-11.5416,1.26E-05,-1.81E-06,1,0,0,,,,,,,
18,1588,0,1,1,1.00535,-16.4671,0,0,0,0,220,230,0,0,0,0,0,1.03559,-11.8751,-0.000102107,-1.58E-05,1,0,0,,,,,,,
19,1906,0,1,1,1.00479,-17.3607,0,0,0,0,220,230,0,0,0,0,0,1.01654,-13.3986,9.00E-05,-2.89E-05,1,0,0,,,,,,,
20,499,0,1,1,1.00581,-16.9863,0.00183,-0.09941,0,0,220,230,0,0,0,0,0,1.01703,-13.0254,-0.00189921,0.0993881,1,0,0,,,,,,,
21,1921,0,1,1,1.00894,-2.44438,-0.35991,0.02375,0,0,220,230,0,0,0,0,0,1.00527,0.493649,0.359862,-0.0237472,1,0,0,,,,,,,
22,2056,0,1,1,1.01023,-1.68148,0,0,0,0,220,230,0,0,0,0,0,1.00701,1.25752,2.24E-05,4.40E-06,1,0,0,,,,,,,
23,1154,0,1,1,0.997456,-14.919,0,0,0,0,500,525,0,0,0,0,0,1.02326,-11.5593,5.79E-06,2.47E-06,1,0,0,,,,,,,
24,1296,0,1,1,1.0007,-15.4881,0,0,0,0,500,525,0,0,0,0,0,1.0212,-11.9796,0.000274934,-7.83E-05,1,0,0,,,,,,,
25,543,0,1,1,1.0059,-16.4749,0,0,0,0,220,230,0,0,0,0,0,1.01616,-12.5123,0.000227841,6.86E-05,1,0,0,,,,,,,
26,2146,0,1,1,1.00508,-17.2901,0,0,0,0,220,230,0,0,0,0,0,1.01691,-13.331,-0.000208933,-3.39E-05,1,0,0,,,,,,,
27,580,0,1,1,1.00774,-16.9269,0,0,0,0,220,230,0,0,0,0,0,1.01981,-12.9714,-0.000157814,1.44E-05,1,0,0,,,,,,,
28,1767,0,1,1,1.00191,-17.7492,0,0,0,0,220,230,0,0,0,0,0,1.01706,-13.7539,-0.000267734,-2.60E-05,1,0,0,,,,,,,
29,1374,0,1,1,0.993847,-16.1565,0,-0.01477,0,0,220,230,0,0,0,0,0,1.03061,-12.307,-0.000162827,0.0147396,1,0,0,,,,,,,
30,687,0,1,1,0.990778,-15.7863,0,-0.03405,0,0,220,230,0,0,0,0,0,1.02862,-11.9674,-4.56E-05,0.0342461,1,0,0,,,,,,,
31,1559,0,1,1,1.00158,-7.19624,0,0,0,0,220,230,0,0,0,0,0,1.00292,-3.7489,-0.00118529,-6.69E-05,1,0,0,,,,,,,
32,555,0,1,1,1.00012,-6.09983,0,0,0,0,220,230,0,0,0,0,0,1.00075,-2.64819,6.99E-06,4.25E-06,1,0,0,,,,,,,
33,1956,0,1,1,0.991414,-16.4918,2.13165,0.73325,0,0,220,230,0,0,0,0,0,1.02789,-12.6161,-2.13119,-0.733187,1,0,0,,,,,,,
34,10909,0,1,1,0.986597,-16.3499,2.06102,0.62639,0,0,220,230,0,0,0,0,0,1.02454,-12.4897,-2.06057,-0.626337,1,0,0,,,,,,,
35,10904,0,1,1,1.00813,-5.03076,0,0,0,0,500,525,0,0,0,0,0,1.02987,0.0175884,-0.000110334,1.27E-05,0,0,0,,,,,,,
36,784,0,1,1,1.00676,2.17837,0,0,0,0,500,525,0,0,0,0,0,1.01042,6.76105,-0.000387973,2.33E-05,1,0,0,,,,,,,
37,1517,0,1,1,1.00612,1.07044,0,0,0,0,500,525,0,0,0,0,0,1.01003,5.64745,-0.000370041,-4.63E-06,1,0,0,,,,,,,
38,843,0,1,1,1.00205,-6.08649,-0.03646,0.15074,0,0,220,230,0,0,0,0,0,1.00766,-2.72191,0.0364998,-0.150716,1,0,0,,,,,,,
39,1090,0,1,1,0.999646,-8.12566,0,0,0,0,220,230,0,0,0,0,0,1.00764,-4.77668,-7.81E-05,-8.23E-06,1,0,0,,,,,,,
40,846,0,1,1,1.00223,-7.61556,-0.01949,0.008,0,0,220,230,0,0,0,0,0,1.01119,-4.21574,0.0195774,-0.00797558,1,0,0,,,,,,,
41,1456,0,1,1,0.996253,-11.6366,0,0,0,0,220,230,0,0,0,0,0,1.02217,-8.1313,-0.000199741,-4.97E-06,1,0,0,,,,,,,
42,1382,0,1,1,0.989387,-9.73932,0,0,0,0,220,230,0,0,0,0,0,1.05597,-6.20142,-0.000128227,-4.46E-07,1,0,0,,,,,,,
43,10901,0,1,1,1.00192,1.36623,0,0,0,0,220,230,0,0,0,0,0,1.02523,4.47007,-1.93E-05,1.22E-05,0,0,0,,,,,,,
44,3312,0,1,1,1.00113,-7.36743,0,0,0,0,220,230,0,0,0,0,0,1.0076,-3.96727,-2.38E-05,-5.15E-06,1,0,0,,,,,,,
45,857,0,1,1,0.996973,-17.392,0,0,0,0,220,230,0,0,0,0,0,1.02377,-13.9608,8.95E-05,5.71E-07,1,0,0,,,,,,,
46,623,0,1,1,0.996682,-17.34,0,0,0,0,220,230,0,0,0,0,0,1.0239,-13.9164,-0.000369213,-2.82E-05,1,0,0,,,,,,,
47,3090,0,1,1,1.00157,-14.7238,0,0,0,0,500,525,0,0,0,0,0,1.02433,-11.463,1.72E-05,1.64E-05,1,0,0,,,,,,,
48,1637,0,1,1,1.00571,-12.1463,0,0,0,0,220,230,0,0,0,0,0,1.01453,-8.25882,-0.000152903,9.20E-06,1,0,0,,,,,,,
49,884,0,1,1,1.00769,-11.172,0,0,0,0,220,230,0,0,0,0,0,1.0131,-7.26842,1.21E-05,3.12E-06,1,0,0,,,,,,,
50,1754,0,1,1,0.994419,-16.8977,0,0,0,0,220,230,0,0,0,0,0,1.02894,-12.9791,1.37E-05,-1.49E-05,1,0,0,,,,,,,
51,517,0,1,1,0.995517,-16.8522,0,0,0,0,220,230,0,0,0,0,0,1.02849,-12.921,5.57E-05,2.18E-06,1,0,0,,,,,,,
52,1000,0,1,1,0.995325,-21.6959,0,0,0,0,220,230,0,0,0,0,0,1.02603,-17.4796,-5.34E-05,0.000348055,1,0,0,,,,,,,
53,570,0,1,1,0.995167,-22.4518,0,0,0,0,220,230,0,0,0,0,0,1.02536,-18.1879,-0.000736312,-8.91E-05,1,0,0,,,,,,,
54,1959,0,1,1,0.990255,-22.476,0,0,0,0,220,230,0,0,0,0,0,1.01988,-18.2025,-0.000276627,-4.96E-05,1,0,0,,,,,,,
55,1039,0,1,1,1.00099,-17.8695,0,0,0,0,220,230,0,0,0,0,0,1.01925,-13.8747,0.00017026,2.46E-05,1,0,0,,,,,,,
56,600,0,1,1,1.00076,-18.0455,0,0,0,0,220,230,0,0,0,0,0,1.01924,-14.044,-0.000101345,2.10E-06,1,0,0,,,,,,,
57,1177,0,1,1,0.996057,-11.0879,0,0,0,0,220,230,0,0,0,0,0,1.04668,-7.27591,-0.000131775,-7.13E-07,1,0,0,,,,,,,
58,1031,0,1,1,0.992463,-12.516,0,0,0,0,220,230,0,0,0,0,0,1.05361,-8.6246,-9.39E-05,-8.33E-06,1,0,0,,,,,,,
59,1233,0,1,1,0.999728,-13.1885,0,0,0,0,220,230,0,0,0,0,0,1.00417,-9.50693,-0.000453616,-4.94E-06,1,0,0,,,,,,,
60,1028,0,1,1,1.00236,-12.5319,0,0,0,0,220,230,0,0,0,0,0,1.00485,-8.83487,6.78E-05,4.64E-06,1,0,0,,,,,,,
61,3331,0,1,1,1.00064,-17.9418,0.12992,0.02138,0,0,220,230,0,0,0,0,0,1.01886,-13.9439,-0.129884,-0.0213803,0,0,0,,,,,,,
62,3425,0,1,1,0.996836,-22.5124,0,-0.37891,0,0,220,230,0,0,0,0,0,1.03783,-18.2613,-0.000542028,0.378719,1,0,0,,,,,,,
63,979,0,1,1,1.00035,-13.0435,0,0,0,0,220,230,0,0,0,0,0,1.00442,-9.35935,7.58E-05,4.50E-06,1,0,0,,,,,,,
64,3283,0,1,1,0.994756,-12.5732,0,0,0,0,220,230,0,0,0,0,0,1.0006,-8.9029,1.52E-05,1.26E-05,1,0,0,,,,,,,
65,597,0,1,1,1.00615,-6.40503,0,0,0,0,220,230,0,0,0,0,0,1.00602,-2.94325,2.46E-05,4.30E-06,1,0,0,,,,,,,
66,2213,0,1,1,1.00285,-8.57773,0,0,0,0,220,230,0,0,0,0,0,1.01179,-5.26801,-0.000223243,-1.17E-05,1,0,0,,,,,,,
67,1157,0,1,1,0.988109,-21.0631,0,0,0,0,220,230,0,0,0,0,0,1.04477,-16.7738,-0.000615848,-5.70E-05,1,0,0,,,,,,,
68,1131,0,1,1,1.00197,-13.9099,0,0,0,0,220,230,0,0,0,0,0,1.02038,-9.76187,-4.70E-06,2.80E-05,1,0,0,,,,,,,
69,1204,0,1,1,0.989708,-20.9375,0,-0.05383,0,0,220,230,0,0,0,0,0,1.05136,-16.682,0.000153921,0.0538015,1,0,0,,,,,,,
70,2047,0,1,1,0.99426,-14.8326,0,0,0,0,220,230,0,0,0,0,0,1.03691,-10.4738,-3.79E-06,-4.26E-06,1,0,0,,,,,,,
71,1147,0,1,1,0.992059,-15.0339,0,0,0,0,220,230,0,0,0,0,0,1.0355,-10.6635,-0.00018565,-2.35E-05,1,0,0,,,,,,,
72,1264,0,1,1,1.00073,-1.18394,0,0,0,0,220,230,0,0,0,0,0,1.00356,0.913289,-6.10E-06,9.49E-07,1,0,0,,,,,,,
73,1173,0,1,1,1.00029,-0.830513,0.00328,0.01034,0,0,220,230,0,0,0,0,0,1.00281,1.2671,-0.00328714,-0.0103385,1,0,0,,,,,,,
74,1189,0,1,1,0.989661,-21.044,0,-0.09093,0,0,220,230,0,0,0,0,0,1.03542,-16.9235,-0.000413176,0.0912325,1,0,0,,,,,,,
75,507,0,1,1,0.991891,-21.7587,0,0,0,0,220,230,0,0,0,0,0,1.04137,-17.5947,-0.000811525,-6.87E-05,1,0,0,,,,,,,
76,667,0,1,1,0.989712,-21.1586,0.21517,-0.02567,0,0,220,230,0,0,0,0,0,1.03541,-17.0276,-0.215098,0.0256592,1,0,0,,,,,,,
77,548,0,1,1,1.00204,-8.73151,0,0,0,0,220,230,0,0,0,0,0,1.04235,-5.06584,-0.000151486,1.05E-05,1,0,0,,,,,,,
78,3226,0,1,1,0.984546,-22.0126,0,0,0,0,220,230,0,0,0,0,0,1.0304,-17.8066,-0.000536265,-6.84E-05,1,0,0,,,,,,,
79,2190,0,1,1,0.99554,-22.3805,0,0,0,0,220,230,0,0,0,0,0,1.04023,-18.141,-0.000239256,-3.63E-06,1,0,0,,,,,,,
80,1403,0,1,1,0.999572,-1.30125,0,0,0,0,220,230,0,0,0,0,0,1.00412,0.784011,0.000131297,-1.64E-05,1,0,0,,,,,,,
81,1638,0,1,1,1.00381,-8.80912,0,0,0,0,220,230,0,0,0,0,0,1.01433,-5.48729,1.23E-05,-5.69E-06,1,0,0,,,,,,,
82,1284,0,1,1,1.00412,-8.77391,0,0,0,0,220,230,0,0,0,0,0,1.01463,-5.45282,-9.70E-05,3.81E-06,1,0,0,,,,,,,
83,1662,0,1,1,1.00231,-9.4349,0,0,0,0,220,230,0,0,0,0,0,1.01495,-6.01033,-0.000170957,-9.27E-06,1,0,0,,,,,,,
84,3211,0,1,1,1.00993,-2.066,0,0,0,0,220,230,0,0,0,0,0,1.00658,0.871892,4.40E-05,3.90E-06,0,0,0,,,,,,,
85,2243,0,1,1,1.01088,-13.0671,4.00E-05,0.0003,0,0,220,230,0,0,0,0,0,1.01078,-9.04612,-5.78E-06,-0.000294888,1,0,0,,,,,,,
86,1652,0,1,1,1.01122,-12.9202,0,0,0,0,220,230,0,0,0,0,0,1.01108,-8.89883,1.96E-05,4.69E-06,1,0,0,,,,,,,
87,1711,0,1,1,0.998175,-18.6324,0,0,0,0,220,230,0,0,0,0,0,1.01039,-14.6345,-3.29E-05,4.13E-05,1,0,0,,,,,,,
88,777,0,1,1,0.993665,-19.1658,0,0,0,0,220,230,0,0,0,0,0,1.00684,-15.1614,-0.000443825,1.49E-08,1,0,0,,,,,,,
89,1390,0,1,1,1.01042,-2.41218,0,0,0,0,500,525,0,0,0,0,0,1.03043,-0.306101,-0.00134604,-9.53E-05,1,0,0,,,,,,,
90,616,0,1,1,1.01524,-1.69963,0,0,0,0,220,230,0,0,0,0,0,1.01024,1.25763,8.57E-06,1.07E-06,1,0,0,,,,,,,
91,1793,0,1,1,0.998305,-0.079897,0,0,0,0,220,230,0,0,0,0,0,1.00526,4.50254,-8.82E-05,-6.87E-07,1,0,0,,,,,,,
92,1467,0,1,1,0.999136,-0.303803,0,0,0,0,220,230,0,0,0,0,0,1.00371,4.30181,-0.000168715,-1.14E-06,1,0,0,,,,,,,
93,1479,0,1,1,0.991628,-22.4402,0,-0.07251,0,0,220,230,0,0,0,0,0,1.03926,-18.208,-0.000631741,0.0724253,1,0,0,,,,,,,
94,607,0,1,1,0.992625,-22.0474,0,0,0,0,220,230,0,0,0,0,0,1.04029,-17.8514,-0.000425634,-3.84E-05,1,0,0,,,,,,,
95,427,0,1,1,0.991299,-12.6788,0,0,0,0,220,230,0,0,0,0,0,1.05568,-8.78567,-0.000537298,-1.26E-05,1,0,0,,,,,,,
96,474,0,1,1,0.9971,-22.6202,0.48385,-0.03653,0,0,220,230,0,0,0,0,0,1.03788,-18.3586,-0.483666,0.0365036,1,0,0,,,,,,,
97,10897,0,1,1,0.9971,-22.6069,0.42408,-0.02792,0,0,220,230,0,0,0,0,0,1.03788,-18.3462,-0.423918,0.0278972,1,0,0,,,,,,,
98,1520,0,1,1,0.999662,-0.342847,0,0,0,0,220,230,0,0,0,0,0,1.00328,4.2691,0.000447336,1.09E-05,1,0,0,,,,,,,
99,1214,0,1,1,0.999574,-0.324986,0,0,0,0,220,230,0,0,0,0,0,1.00362,4.28392,-0.000420827,-3.01E-06,1,0,0,,,,,,,
100,1551,0,1,1,1.01146,-9.15851,0,0,0,0,500,525,0,0,0,0,0,1.02602,-5.68272,0.000240264,2.79E-05,1,0,0,,,,,,,
101,2020,0,1,1,1.00608,-11.1725,0,0,0,0,500,525,0,0,0,0,0,1.03177,-7.66223,-0.00198201,-0.000126766,1,0,0,,,,,,,
102,2073,0,1,1,0.999428,-0.549938,0,0,0,0,220,230,0,0,0,0,0,1.00284,4.06532,-9.28E-05,-1.93E-06,1,0,0,,,,,,,
103,1655,0,1,1,1.00583,-16.6312,0,0,0,0,220,230,0,0,0,0,0,1.03563,-12.0174,-9.27E-05,-1.44E-05,1,0,0,,,,,,,
104,804,0,1,1,1.00038,-10.1145,0,0,0,0,220,230,0,0,0,0,0,1.01532,-6.6976,-0.00010264,-1.43E-05,1,0,0,,,,,,,
105,868,0,1,1,1.00731,-17.0823,0,0,0,0,220,230,0,0,0,0,0,1.0359,-12.4305,-2.42E-05,-5.60E-06,1,0,0,,,,,,,
106,1820,0,1,1,1.00214,-19.3431,0,0,0,0,220,230,0,0,0,0,0,0.999318,-15.2882,-0.000178126,-1.06E-05,1,0,0,,,,,,,
107,1645,0,1,1,1.00275,-19.0182,0,0,0,0,220,230,0,0,0,0,0,1.00117,-14.9817,-0.000262975,-1.89E-05,1,0,0,,,,,,,
108,1184,0,1,1,1.00149,-16.1858,0,0,0,0,500,525,0,0,0,0,0,1.03411,-12.4188,0.000296101,-0.000246099,1,0,0,,,,,,,
109,1730,0,1,1,0.99158,-17.8568,0,0,0,0,220,230,0,0,0,0,0,1.03577,-14.0155,-3.93E-05,0.000288581,1,0,0,,,,,,,
110,1271,0,1,1,0.991068,-18.4987,0,0,0,0,220,230,0,0,0,0,0,1.03387,-14.5994,-0.000350861,-2.84E-05,1,0,0,,,,,,,
111,1843,0,1,1,0.987138,-19.4634,0,0,0,0,220,230,0,0,0,0,0,1.03737,-15.4969,-0.000202574,-2.60E-05,1,0,0,,,,,,,
112,1596,0,1,1,1.00446,-14.2835,0,-0.09818,0,0,220,230,0,0,0,0,0,1.02888,-9.98444,-0.000180233,0.0981731,1,0,0,,,,,,,
113,1809,0,1,1,1.00675,-7.90993,0,0,0,0,220,230,0,0,0,0,0,1.01741,-4.26585,2.01E-05,4.84E-05,1,0,0,,,,,,,
114,791,0,1,1,0.986658,-19.5335,0,0,0,0,220,230,0,0,0,0,0,1.03692,-15.5604,-2.19E-05,-1.50E-05,1,0,0,,,,,,,
115,3377,0,1,1,1.0041,-15.3512,0,0,0,0,220,230,0,0,0,0,0,1.0323,-10.9103,-0.000127117,-1.18E-05,1,0,0,,,,,,,
116,10907,0,1,1,1.00206,-13.9109,0,0,0,0,220,230,0,0,0,0,0,1.02043,-9.76237,2.39E-08,-3.08E-08,1,0,0,,,,,,,
117,1889,0,1,1,0.993265,-19.8996,0,0,0,0,220,230,0,0,0,0,0,1.03143,-15.5375,0.000112545,1.55E-05,1,0,0,,,,,,,
118,459,0,1,1,0.988464,-19.1722,0,0,0,0,220,230,0,0,0,0,0,1.03645,-15.2333,-0.000294217,-5.81E-05,1,0,0,,,,,,,
119,1603,0,1,1,0.998938,-14.2685,0,0,0,0,500,525,0,0,0,0,0,1.03381,-10.619,-0.00416454,-0.000175733,1,0,0,,,,,,,
120,531,0,1,1,1.00052,-19.7559,0,0,0,0,220,230,0,0,0,0,0,1.01062,-16.01,-0.000256078,-3.22E-05,1,0,0,,,,,,,
121,1069,0,1,1,1.001,-19.5942,0,0,0,0,220,230,0,0,0,0,0,1.01076,-15.8474,0.000134114,2.11E-05,1,0,0,,,,,,,
122,1505,0,1,1,0.999688,-0.904528,0,0,0,0,220,230,0,0,0,0,0,1.00291,3.71452,-0.000186711,-5.60E-06,1,0,0,,,,,,,
123,2102,0,1,1,0.996795,-19.0512,0,0,0,0,220,230,0,0,0,0,0,1.02481,-15.054,-0.000310443,-4.83E-05,1,0,0,,,,,,,
124,3183,0,1,1,1.00614,-15.5656,0,0,0,0,220,230,0,0,0,0,0,1.03687,-10.9767,-5.85E-05,-5.44E-06,1,0,0,,,,,,,
125,1051,0,1,1,1.00313,-16.3454,0,0,0,0,220,230,0,0,0,0,0,1.03324,-11.7039,4.63E-05,-1.15E-05,1,0,0,,,,,,,
126,1124,0,1,1,0.99274,-19.5021,2.10088,0.77278,0,0,220,230,0,0,0,0,0,1.01182,-15.5418,-2.09995,-0.772692,1,0,0,,,,,,,
127,2142,0,1,1,1.00023,-5.80925,0,0,0,0,220,230,0,0,0,0,0,1.00076,-2.35644,3.03E-05,4.51E-06,1,0,0,,,,,,,
128,2135,0,1,1,0.993481,-14.4238,0,0,0,0,220,230,0,0,0,0,0,1.03791,-10.1124,-6.85E-05,-2.47E-06,1,0,0,,,,,,,
129,2168,0,1,1,0.985976,-19.0666,0,0,0,0,220,230,0,0,0,0,0,1.03742,-15.1493,-0.00058744,-3.90E-05,1,0,0,,,,,,,
130,2250,0,1,1,1.00116,-7.36785,0,0,0,0,220,230,0,0,0,0,0,1.00762,-3.96748,-5.24E-07,-9.03E-09,1,0,0,,,,,,,
131,467,0,1,1,0.991728,-16.4794,0,0,0,0,220,230,0,0,0,0,0,1.02815,-12.6044,-0.000159415,-3.41E-05,1,0,0,,,,,,,
132,520,0,1,1,1.00066,-18.3815,0,0,0,0,220,230,0,0,0,0,0,1.02446,-14.4107,-0.0001332,-1.64E-05,1,0,0,,,,,,,
133,1781,0,1,1,1.00207,-4.43503,0,0,0,0,220,230,0,0,0,0,0,0.999476,-0.943265,0.000103625,5.74E-07,1,0,0,,,,,,,
134,1491,0,1,1,1.00185,-4.44374,0,0,0,0,220,230,0,0,0,0,0,0.999242,-0.951864,6.54E-05,8.36E-06,1,0,0,,,,,,,
135,812,0,1,1,0.996543,-13.8868,0,0,0,0,220,230,0,0,0,0,0,1.03742,-9.59418,0.000110585,2.19E-05,1,0,0,,,,,,,
136,2287,0,1,1,0.994915,-14.086,0,0,0,0,220,230,0,0,0,0,0,1.0378,-9.79017,-0.000315769,3.04E-05,1,0,0,,,,,,,
137,981,0,1,1,1.00246,-9.4824,0,-0.03474,0,0,220,230,0,0,0,0,0,1.01355,-6.11404,-0.000184838,0.0347277,1,0,0,,,,,,,
138,1321,0,1,1,0.986869,-23.9536,0,0,0,0,220,230,0,0,0,0,0,1.01337,-19.69,-0.000455783,-6.74E-05,1,0,0,,,,,,,
139,818,0,1,1,0.996277,-19.914,1.91614,-0.04725,0,0,220,230,0,0,0,0,0,1.02328,-15.8691,-1.91558,0.0471718,1,0,0,,,,,,,
140,944,0,1,1,0.996891,-17.2075,0,0,0,0,220,230,0,0,0,0,0,1.02447,-13.7955,0.000104378,0.000123645,1,0,0,,,,,,,
141,1097,0,1,1,1.01588,-6.83498,0,0,0,0,500,525,0,0,0,0,0,1.01727,-3.34631,7.19E-05,1.59E-05,1,0,0,,,,,,,
142,10903,0,1,1,1.00652,-4.15539,0,0,0,0,220,230,0,0,0,0,0,1.00692,-0.703055,-5.13E-05,7.00E-06,1,0,0,,,,,,,
143,1135,0,1,1,1.00486,-6.83568,0,0,0,0,220,230,0,0,0,0,0,1.00531,-3.37963,-3.99E-05,-9.21E-08,1,0,0,,,,,,,
144,1786,0,1,1,0.99267,-15.7002,0,0,0,0,220,230,0,0,0,0,0,1.02148,-12.3191,-0.000232332,-1.26E-05,1,0,0,,,,,,,
145,1165,0,1,1,0.989756,-16.9814,0,0,0,0,220,230,0,0,0,0,0,1.02011,-13.5361,-0.000176634,-7.94E-06,1,0,0,,,,,,,
146,1814,0,1,1,1.00688,-13.0512,0,0,0,0,220,230,0,0,0,0,0,1.02293,-9.2153,2.49E-05,1.33E-05,1,0,0,,,,,,,
147,937,0,1,1,1.00688,-13.0444,0,0,0,0,220,230,0,0,0,0,0,1.02285,-9.20774,9.48E-06,1.12E-06,1,0,0,,,,,,,
148,1230,0,1,1,1.00179,-13.3274,0,0,0,0,500,525,0,0,0,0,0,1.01475,-9.6701,-0.000254873,2.21E-05,1,0,0,,,,,,,
149,1221,0,1,1,0.986987,-22.0516,0,0,0,0,220,230,0,0,0,0,0,1.03257,-17.8406,-0.000210433,-4.71E-05,1,0,0,,,,,,,
150,1328,0,1,1,1.0069,-9.31066,0,0,0,0,500,525,0,0,0,0,0,1.03598,-6.16197,-0.00114537,4.16E-05,1,0,0,,,,,,,
151,2223,0,1,1,1.00325,-10.2206,0,0,0,0,220,230,0,0,0,0,0,0.98791,-6.54047,6.18E-06,7.30E-06,1,0,0,,,,,,,
152,775,0,1,1,1.00463,-10.0441,0,0,0,0,220,230,0,0,0,0,0,0.990557,-6.37537,5.19E-05,1.89E-06,1,0,0,,,,,,,
153,678,0,1,1,0.984548,-22.0127,0.00178,0.00107,0,0,220,230,0,0,0,0,0,1.0304,-17.8066,-0.00177961,-0.00106989,1,0,0,,,,,,,
154,1102,0,1,1,1.00162,-4.49895,0,0,0,0,220,230,0,0,0,0,0,0.998967,-1.00691,-0.000682689,-4.40E-05,1,0,0,,,,,,,
155,630,0,1,1,0.999575,-15.6296,0,0,0,0,500,525,0,0,0,0,0,1.03262,-11.9115,-0.00185014,-0.000202954,1,0,0,,,,,,,
156,1613,0,1,1,0.989763,-20.2603,0,0,0,0,220,230,0,0,0,0,0,1.04765,-16.0686,0.000563101,0.00039995,1,0,0,,,,,,,
157,1061,0,1,1,0.992594,-20.4729,0,0,0,0,220,230,0,0,0,0,0,1.02909,-16.3324,0.000403667,7.77E-05,1,0,0,,,,,,,
158,2176,0,1,1,0.990931,-20.9412,0,-0.11452,0,0,220,230,0,0,0,0,0,1.0329,-16.797,-2.86E-05,0.114493,1,0,0,,,,,,,
159,1343,0,1,1,1.00469,-8.28669,0,0,0,0,220,230,0,0,0,0,0,1.01475,-5.01205,-0.000532944,-1.62E-05,1,0,0,,,,,,,
160,1778,0,1,1,1.00525,-5.23684,0,0,0,0,220,230,0,0,0,0,0,1.00545,-1.78589,-8.67E-05,5.20E-06,1,0,0,,,,,,,
161,1827,0,1,1,1.00228,-12.4952,0,0,0,0,220,230,0,0,0,0,0,1.00468,-8.79715,3.09E-05,1.30E-06,1,0,0,,,,,,,
162,2015,0,1,1,1.00402,-12.2508,0,0,0,0,220,230,0,0,0,0,0,1.00523,-8.54484,2.89E-05,8.21E-07,1,0,0,,,,,,,
163,540,0,1,1,1.00392,-12.2657,0,0,0,0,220,230,0,0,0,0,0,1.00516,-8.55991,3.25E-05,2.28E-06,1,0,0,,,,,,,
164,2063,0,1,1,1.00742,-3.84416,0,0,0,0,220,230,0,0,0,0,0,1.00778,-0.39152,6.34E-05,1.20E-05,0,0,0,,,,,,,
165,2062,0,1,1,1.00527,-6.77332,0,0,0,0,220,230,0,0,0,0,0,1.00568,-3.31673,0.000108741,2.70E-06,1,0,0,,,,,,,
166,1083,0,1,1,1.00029,-11.1376,0,0,0,0,220,230,0,0,0,0,0,1.01979,-7.60416,-0.000208685,-4.81E-06,1,0,0,,,,,,,
