bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,Ri_V,Ri_vP,Ri_vQ,,,,,,,
579,6861,0,1,1,1.00785,-12.8522,0,0,0,0,110,115,0,0,0,0,0,1.00683,-8.94979,1.64E-05,-1.17E-07,0,0,0,,,,,,,
580,6864,0,1,1,1.00272,-10.7863,0,0,0,0,110,115,0,0,0,0,0,1.00181,-6.87568,2.14E-06,4.61E-08,0,0,0,,,,,,,
581,8503,0,1,1,0.998837,-13.7161,0,0,0,0,500,525,0,0,0,0,0,1.03816,-10.1061,-0.00131606,-0.000367666,1,0,0,,,,,,,
582,8552,0,1,1,0.994302,-19.9584,0,-0.36949,0,0,220,230,0,0,0,0,0,1.04148,-15.8415,-0.000545386,0.369414,1,0,0,,,,,,,
583,8559,0,1,1,1.00139,-1.27088,0,0,0,0,220,230,0,0,0,0,0,1.00761,0.073412,0.000236332,5.03E-07,1,0,0,,,,,,,
584,8741,0,1,1,1.0046,5.49208,0,0,0,0,220,230,0,0,0,0,0,1.00245,6.6124,-6.40E-06,-1.13E-07,1,0,0,,,,,,,
585,8749,0,1,1,1.00122,-14.8006,0,0,0,0,220,230,0,0,0,0,0,1.05687,-11.416,-3.65E-05,-8.28E-06,1,0,0,,,,,,,
586,8758,0,1,1,1.00118,6.65182,0,0,0,0,220,230,0,0,0,0,0,1.00425,7.73443,-1.21E-05,-8.95E-08,1,0,0,,,,,,,
587,8765,0,1,1,1.0064,-1.16971,0,0,0,0,220,230,0,0,0,0,0,1.01057,2.60416,5.66E-06,4.27E-06,1,0,0,,,,,,,
588,8769,0,1,1,1.00266,-1.74313,0,0,0,0,220,230,0,0,0,0,0,0.996834,1.63208,1.32E-06,2.50E-07,1,0,0,,,,,,,
589,8774,0,1,1,0.999059,-13.5371,0,0,0,0,500,525,0,0,0,0,0,1.03842,-9.96272,3.18E-05,-1.95E-05,1,0,0,,,,,,,
590,8809,0,1,1,1.0004,12.7919,0,0,0,0,220,230,0,0,0,0,0,0.998703,13.9022,1.24E-05,-3.03E-08,1,0,0,,,,,,,
591,8802,0,1,1,1.0007,-14.0739,0,0,0,0,220,230,0,0,0,0,0,1.04408,-9.61212,-3.58E-05,-1.45E-06,1,0,0,,,,,,,
592,8898,0,1,1,0.993623,-21.4271,0,0,0,0,220,230,0,0,0,0,0,1.06746,-17.0328,-0.00243084,-5.22E-05,1,0,0,,,,,,,
593,8919,0,1,1,0.99392,-21.2549,0.42965,-0.06958,0,0,220,230,0,0,0,0,0,1.06819,-16.8882,-0.429446,0.0696326,1,0,0,,,,,,,
594,8926,0,1,1,1.002,12.784,0,0,0,0,220,230,0,0,0,0,0,0.999831,13.8978,-0.000327007,-4.55E-09,1,0,0,,,,,,,
595,9169,0,1,1,1.00202,12.7914,0,0,0,0,220,230,0,0,0,0,0,0.999863,13.9052,-8.74E-07,-3.55E-08,1,0,0,,,,,,,
596,9119,0,1,1,0.990699,-16.6344,0.5369,0.02359,0,0,220,230,0,0,0,0,0,1.02532,-13.1481,-0.536831,-0.0235945,1,0,0,,,,,,,
597,9128,0,1,1,0.995654,-1.37379,0,0,0,0,220,230,0,0,0,0,0,1.0099,2.34046,4.42E-06,3.11E-07,1,0,0,,,,,,,
598,9113,0,1,1,1.00887,-9.45296,0,0,0,0,110,115,0,0,0,0,0,1.00907,-5.86293,6.83E-05,2.86E-09,0,0,0,,,,,,,
599,933,0,1,1,1.00871,-9.46027,0,0,0,0,110,115,0,0,0,0,0,1.00891,-5.87034,0.000196598,1.03E-08,1,0,0,,,,,,,
600,9537,0,1,1,1.00725,-1.1751,0,0,0,0,220,230,0,0,0,0,0,1.01625,0.106976,4.10E-06,1.02E-07,1,0,0,,,,,,,
601,3074,0,1,1,1.00377,-7.80456,0,0,0,0,220,230,0,0,0,0,0,0.987269,-4.2334,9.17E-06,4.85E-06,1,0,0,,,,,,,
602,9611,0,1,1,0.992671,-20.1342,0,0,0,0,220,230,0,0,0,0,0,1.02963,-15.9944,-0.000304471,-3.48E-05,1,0,0,,,,,,,
603,9905,0,1,1,0.989628,8.56122,0,0,0,0,110,115,0,0,0,0,0,0.987858,9.70047,-1.24E-05,4.85E-08,1,0,0,,,,,,,
604,9904,0,1,1,0.987876,8.63497,0,0,0,0,220,230,0,0,0,0,0,0.98757,9.71967,1.66E-05,-4.69E-10,1,0,0,,,,,,,
605,9628,0,1,1,1.00739,-1.37708,0,0,0,0,220,230,0,0,0,0,0,1.00078,2.00922,1.61E-06,9.76E-08,1,0,0,,,,,,,
606,9965,0,1,1,0.991466,-11.3057,0,0,0,0,220,230,0,0,0,0,0,1.05831,-7.58293,-0.000188085,3.58E-06,1,0,0,,,,,,,
607,9900,0,1,1,0.996862,5.37314,0,0,0,0,220,230,0,0,0,0,0,1.00124,6.45726,6.07E-07,-4.42E-09,1,0,0,,,,,,,
608,10022,0,1,1,1.01204,-5.25384,0,0,0,0,500,525,0,0,0,0,0,1.01642,-1.91992,8.18E-05,2.23E-05,1,0,0,,,,,,,
609,4854,0,1,1,0.964267,-8.05274,-0.000569983,0.01453,0,0,110,115,0,0,0,0,0,0.903634,-4.55719,0.00057587,-0.0145272,1,0,0,,,,,,,
610,4863,0,1,1,0.961385,-8.31379,0.07646,0.03068,0,0,110,115,0,0,0,0,0,0.9004,-4.8521,-0.0764448,-0.0306789,0,0,0,,,,,,,
611,2310,0,1,1,0.999879,-19.3566,0,0,0,0,220,230,0,0,0,0,0,1.04705,-15.0446,6.72E-09,-1.78E-08,1,0,0,,,,,,,
612,10031,0,1,1,0.999828,-19.3561,0,0,0,0,220,230,0,0,0,0,0,1.04702,-15.0445,4.06E-05,2.00E-06,1,0,0,,,,,,,
613,10027,0,1,1,1.00161,6.46502,0,0,0,0,220,230,0,0,0,0,0,1.01547,7.54678,1.43E-07,-1.46E-09,1,0,0,,,,,,,
614,10035,0,1,1,1.00153,12.6826,0,0,0,0,220,230,0,0,0,0,0,0.999067,13.7981,-5.89E-08,-3.33E-11,1,0,0,,,,,,,
615,5147,0,1,1,1.01354,-3.85704,0,0,0,0,500,525,0,0,0,0,0,1.01138,-0.497551,-2.76E-05,2.15E-06,1,0,0,,,,,,,
616,10134,0,1,1,1.01462,-4.34223,0,0,0,0,500,525,0,0,0,0,0,1.01398,-0.989796,-0.00138105,2.19E-05,1,0,0,,,,,,,
617,10139,0,1,1,0.998814,-4.41686,0,0,0,0,220,230,0,0,0,0,0,0.995167,-1.07427,9.91E-06,2.78E-06,1,0,0,,,,,,,
618,10186,0,1,1,1.00887,6.70096,0,0,0,0,220,230,0,0,0,0,0,1.00987,7.7991,1.27E-06,5.08E-08,1,0,0,,,,,,,
619,8506,0,1,1,0.991952,-20.2367,0,0,0,0,220,230,0,0,0,0,0,1.06933,-16.0252,0.000492147,0.000481594,1,0,0,,,,,,,
620,10189,0,1,1,1.00168,-17.6828,0,0,0,0,220,230,0,0,0,0,0,1.01527,-13.9759,2.22E-05,-1.17E-05,1,0,0,,,,,,,
621,10229,0,1,1,0.997046,-13.3313,0,0,0,0,220,230,0,0,0,0,0,1.04149,-9.15413,-9.43E-07,-5.63E-07,1,0,0,,,,,,,
622,10236,0,1,1,1.00764,-1.65354,0,-0.16572,0,0,220,230,0,0,0,0,0,1.01621,-0.0993905,-4.66E-05,0.165717,1,0,0,,,,,,,
623,10250,0,1,1,0.99175,-21.6338,0,0,0,0,220,230,0,0,0,0,0,1.0614,-17.1814,-5.28E-05,-2.09E-05,1,0,0,,,,,,,
624,10243,0,1,1,0.99769,-15.097,0,0,0,0,220,230,0,0,0,0,0,1.04185,-10.6476,9.66E-06,3.36E-06,1,0,0,,,,,,,
625,8310,0,1,1,0.999052,-15.0992,-0.00713,-0.03549,0,0,220,230,0,0,0,0,0,1.04287,-10.6476,0.00712987,0.0354875,0,0,0,,,,,,,
626,8775,0,1,1,0.989281,-14.1934,0,-0.02244,0,0,220,230,0,0,0,0,0,1.05084,-10.5595,-3.46E-05,0.0224815,1,0,0,,,,,,,
627,1899,0,1,1,0.994347,-14.5807,0.21834,-0.1398,0,0,220,230,0,0,0,0,0,1.05445,-10.8894,-0.218253,0.139768,1,0,0,,,,,,,
628,10254,0,1,1,1.00725,-1.17753,0,0,0,0,220,230,0,0,0,0,0,1.01568,0.109505,4.28E-06,4.44E-09,1,0,0,,,,,,,
629,10332,0,1,1,1.00845,-7.74993,0,0,0,0,500,525,0,0,0,0,0,1.01382,-4.64435,-0.000345579,4.53E-06,0,0,0,,,,,,,
630,10368,0,1,1,0.993684,-19.3739,0,0,0,0,220,230,0,0,0,0,0,1.03075,-15.2889,-6.89E-06,-7.75E-07,1,0,0,,,,,,,
631,420,0,1,1,0.987342,-18.0989,3.15419,-0.58768,0,0,500,525,0,0,0,0,0,1.05282,-13.6819,-3.15369,0.587607,1,0,0,,,,,,,
632,10412,0,1,1,0.993767,-17.2087,0,0,0,0,220,230,0,0,0,0,0,1.02169,-13.6752,5.75E-06,-2.70E-07,1,0,0,,,,,,,
633,10408,0,1,1,1.00946,-9.02718,0,0,0,0,220,230,0,0,0,0,0,1.01518,-5.28103,-1.52E-05,1.28E-07,0,0,0,,,,,,,
634,10419,0,1,1,0.993421,-13.2965,0,0,0,0,500,525,0,0,0,0,0,1.02184,-10.0062,-1.19E-07,1.64E-07,1,0,0,,,,,,,
635,10439,0,1,1,1.01503,-13.2579,0.02272,-0.03346,0,0,220,230,0,0,0,0,0,1.02488,-9.47442,-0.0227146,0.0334563,1,0,0,,,,,,,
636,10524,0,1,1,1.00993,6.00981,0,0,0,0,220,230,0,0,0,0,0,1.00617,7.14282,0.000506169,7.60E-08,1,0,0,,,,,,,
637,10602,0,1,1,1.00326,1.08412,0,0,0,0,220,230,0,0,0,0,0,1.00415,2.40832,1.03E-05,1.48E-08,1,0,0,,,,,,,
638,10670,0,1,1,1.00675,-14.8106,0,-0.0963,0,0,220,230,0,0,0,0,0,1.02186,-10.9762,1.67E-06,0.0962881,1,0,0,,,,,,,
639,10668,0,1,1,1.00676,-14.8133,0.00268,0.04727,0,0,220,230,0,0,0,0,0,1.02147,-10.9782,-0.00268021,-0.0472641,0,0,0,,,,,,,
640,10669,0,1,1,1.01192,-13.4033,-0.0018,-0.0029,0,0,220,230,0,0,0,0,0,1.02399,-9.62315,0.00179986,0.00289966,0,0,0,,,,,,,
641,10950,0,1,1,1.01028,-13.4221,-0.00156,-0.01957,0,0,220,230,0,0,0,0,0,1.02424,-9.66866,0.00156063,0.0195679,1,0,0,,,,,,,
642,10699,0,1,1,1.01571,-13.2547,-0.00143,0.06794,0,0,220,230,0,0,0,0,0,1.02429,-9.45941,0.001424,-0.0679326,0,0,0,,,,,,,
643,10698,0,1,1,1.0113,-13.6812,0.00036,-0.00591,0,0,220,230,0,0,0,0,0,1.02309,-9.9025,-0.000359524,0.0059093,0,0,0,,,,,,,
644,10700,0,1,1,1.00985,-13.4168,-0.00169,0.00492,0,0,220,230,0,0,0,0,0,1.02381,-9.66505,0.0016896,-0.00491947,0,0,0,,,,,,,
645,10701,0,1,1,1.00993,-13.3914,-0.00124,-0.00095,0,0,220,230,0,0,0,0,0,1.02294,-9.61832,0.00123982,0.000949905,0,0,0,,,,,,,
646,10742,0,1,1,0.99416,-19.8287,0,0,0,0,220,230,0,0,0,0,0,1.0308,-15.7094,-3.84E-05,-3.29E-06,1,0,0,,,,,,,
647,10755,0,1,1,1.00058,7.6125,0,0,0,0,220,230,0,0,0,0,0,1.00227,8.70266,-1.81E-06,1.17E-07,1,0,0,,,,,,,
648,7628,0,1,1,0.996711,6.24419,0,0,0,0,220,230,0,0,0,0,0,0.999275,7.33256,1.21E-05,-1.64E-07,0,0,0,,,,,,,
649,194,0,1,2,0.963273,4.97204,0,0,4.48536,-0.10494,20,20,290.59,-290.59,0,0,0,0.963273,6.03558,4.4853,-0.964469,0,0,0,,,,,,,
650,195,0,1,2,0.968114,-0.903323,0,0,0.18455,-0.08055,20,20,290.59,-290.59,0,0,0,0.968114,0.277791,0.184555,-0.940602,0,0,0,,,,,,,
651,196,0,1,2,0.964794,4.86439,0,0,4.41452,-0.04655,20,20,290.59,-290.59,0,0,0,0.964794,5.93009,4.41447,-0.907197,0,0,0,,,,,,,
652,261,0,1,1,0.931428,-2.38041,0,0,0,0,35,35,0,0,0,-1.8,0,0.932926,-1.32967,-6.36E-08,3.90E-09,1,0,0,,,,,,,
653,262,0,1,1,0.931428,-2.3804,0,0,0,0,35,35,0,0,0,-1.8,0,0.932926,-1.32967,-6.36E-08,3.90E-09,1,0,0,,,,,,,
654,278,0,1,2,0.960562,1.71402,0,0,6.78641,0.67917,20,20,83.33,-83.33,0,0,0,0.960562,4.37404,6.78624,-2.47041,0,0,0,,,,,,,
655,281,0,1,2,0.954664,1.52826,0,0,6.61358,0.40826,20,20,83.33,-83.33,0,0,0,0.954664,4.20192,6.61342,-2.72051,0,0,0,,,,,,,
656,282,0,1,2,0.960386,0.850531,0,0,6.23403,0.57581,20,20,83.33,-83.33,0,0,0,0.960386,3.5792,6.23388,-2.56614,0,0,0,,,,,,,
657,285,0,1,2,0.957399,1.29633,0,0,6.52188,0.49436,20,20,83.33,-83.33,0,0,0,0.957399,3.99236,6.52172,-2.64113,0,0,0,,,,,,,
658,268,0,1,2,0.894128,8.66846,0,0,5.88221,0.68265,22,22,291,-291,0,0,0,0.894128,9.75591,5.8822,-0.0867048,0,0,0,,,,,,,
659,273,0,1,2,0.985517,6.86009,0,0,5.78202,0.72678,22,22,291,-291,0,0,0,0.985517,7.98635,5.7819,-0.200742,0,0,0,,,,,,,
660,274,0,1,2,0.992216,0.961814,0,0,1.39144,0.71345,22,22,291,-291,0,0,0,0.992216,2.21278,1.39142,-0.213725,0,0,0,,,,,,,
661,275,0,1,2,0.984992,6.87372,0,0,5.78877,0.70461,22,22,291,-291,0,0,0,0.984992,7.99969,5.78865,-0.222475,0,0,0,,,,,,,
662,287,0,1,2,0.960574,8.23602,0,0,6.19869,0.74546,22,22,291,-291,0,0,0,0.960574,10.2567,6.1986,-1.23538,0,0,0,,,,,,,
663,288,0,1,2,0.960861,7.95905,0,0,6.00525,0.73094,22,22,291,-291,0,0,0,0.960861,9.99264,6.00516,-1.24921,0,0,0,,,,,,,
664,289,0,1,2,0.962196,8.01894,0,0,6.05664,0.79504,22,22,291,-291,0,0,0,0.962196,10.0497,6.05655,-1.18816,0,0,0,,,,,,,
665,290,0,1,2,0.962784,8.08133,0,0,6.10477,0.82683,22,22,291,-291,0,0,0,0.962784,10.1092,6.10468,-1.15786,0,0,0,,,,,,,
666,291,0,1,2,0.959492,8.42638,0,0,6.32518,0.71743,22,22,291,-291,0,0,0,0.959492,10.4381,6.32509,-1.26208,0,0,0,,,,,,,
667,292,0,1,2,0.960396,8.23778,0,0,6.19868,0.73787,22,22,291,-291,0,0,0,0.960396,10.2583,6.19859,-1.24261,0,0,0,,,,,,,
668,293,0,1,2,0.965038,8.31862,0,0,6.2884,0.94933,22,22,291,-291,0,0,0,0.965038,10.3354,6.28831,-1.04111,0,0,0,,,,,,,
669,295,0,1,2,0.963517,8.07771,0,0,6.10725,0.85862,22,22,291,-291,0,0,0,0.963517,10.1058,6.10716,-1.12758,0,0,0,,,,,,,
670,305,0,1,2,0.978431,7.03196,0,0,5.22136,0.33959,22,22,291,-291,0,0,0,0.978431,7.03197,5.22136,0.339614,0,0,0,,,,,,,
671,307,0,1,2,0.979027,7.04587,0,0,5.23514,0.36712,22,22,291,-291,0,0,0,0.979027,7.04588,5.23514,0.367216,0,0,0,,,,,,,
672,309,0,1,2,0.892477,7.42031,0,0,4.94628,0.45829,22,22,291,-291,0,0,0,0.892477,7.42009,4.94617,0.458365,0,0,0,,,,,,,
673,42_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0521,-13.8042,-5.27E-06,-3.74E-07,0,0,0,,,,,,,
674,421,0,1,1,0.978148,-22.1314,2.40214,0.05454,0,0,220,230,0,0,0,0,0,1.05181,-13.9282,-2.40177,-0.0545567,0,0,0,,,,,,,
675,423,0,1,1,0.988857,-19.5311,0.01374,0.46081,0,0,35,35,0,0,0,0,0,1.06587,-13.8025,-0.0137548,-0.460768,0,0,0,,,,,,,
676,43_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.05212,-13.8025,-5.26E-06,-3.66E-07,0,0,0,,,,,,,
677,422,0,1,1,0.97847,-22.0826,2.37672,0.0511,0,0,220,230,0,0,0,0,0,1.05184,-13.9253,-2.37635,-0.0511168,0,0,0,,,,,,,
678,424,0,1,1,0.989258,-19.5069,0.00618,0.44523,0,0,35,35,0,0,0,0,0,1.06591,-13.8006,-0.00619543,-0.445189,0,0,0,,,,,,,
679,519,0,1,2,0.991268,-13.617,0,0,0.08082,0.07715,10,10.5,24.79,-25,0,0,0,0.991268,-9.81947,0.0808239,-0.0588564,0,0,0,,,,,,,
680,557,0,1,2,0.892132,1.34044,0,0,0.40718,-0.14918,10,10.5,30.99,-30.99,0,0,0,0.892132,4.66187,0.407156,-0.145715,1,0,0,,,,,,,
681,546,0,1,2,0.940302,-7.15156,0,0,1.52158,-0.24796,13,13.8,94.45,-60,0,0,0,0.940302,-3.42756,1.52145,-0.426596,0,0,0,,,,,,,
682,547,0,1,2,0.936625,-6.34442,0,0,1.51162,-0.24816,13,13.8,94.45,-60,0,0,0,0.936625,-2.63103,1.51149,-0.402839,0,0,0,,,,,,,
683,599,0,1,2,0.935379,-2.04862,0,0,0.34177,0.01575,13,13.8,53.3,-53.3,0,0,0,0.935379,1.27948,0.341758,0.0270078,0,0,0,,,,,,,
684,620,0,1,2,0.98748,1.85228,0,0,0.23074,-0.01258,10,10.5,30.98,-20,0,0,0,0.98748,4.70742,0.230738,0.00608094,1,0,0,,,,,,,
685,786,0,1,2,0.945941,1.34181,0,0,0.68254,-0.64087,18,18,266.38,-300,0,0,0,0.945941,5.07614,0.682537,-0.843555,0,0,0,,,,,,,
686,788,0,1,2,0.950824,7.60252,0,0,4.92577,-0.1936,18,18,266.38,-300,0,0,0,0.950824,11.3039,4.92571,-0.398661,0,0,0,,,,,,,
687,789,0,1,2,0.947277,8.5217,0,0,5.5221,-0.25985,18,18,266.38,-300,0,0,0,0.947277,12.2182,5.52203,-0.464544,0,0,0,,,,,,,
688,790,0,1,2,0.951989,8.47371,0,0,5.51969,-0.07476,18,18,266.38,-300,0,0,0,0.951989,12.1705,5.51962,-0.280431,0,0,0,,,,,,,
689,826,0,1,2,0.983191,-8.66234,0,0,0.80184,0.21173,13,13.8,55.78,-16,0,0,0,0.983191,-4.89453,0.801746,0.124812,0,0,0,,,,,,,
690,827,0,1,2,0.981914,-7.87284,0,0,0.90103,0.20928,13,13.8,55.78,-35,0,0,0,0.981914,-4.11383,0.900921,0.122888,0,0,0,,,,,,,
691,828,0,1,2,0.982944,-13.0963,0,0,0.20768,0.18563,13,13.8,55.78,-35,0,0,0,0.982944,-9.27825,0.207675,0.09806,0,0,0,,,,,,,
692,829,0,1,2,0.979938,-8.65508,0,0,0.80628,0.18617,13,13.8,55.78,-35,0,0,0,0.979938,-4.88706,0.806186,0.0988339,0,0,0,,,,,,,
693,839,0,1,2,0.985249,-15.2274,0,0,0.12858,0.07733,13,13.8,74.37,-80.79,0,0,0,0.985249,-11.3606,0.128583,-0.0233799,1,0,0,,,,,,,
694,844,0,1,2,0.947934,2.12966,0,0,2.18237,0.0358,15,15.75,136.34,-140,0,0,0,0.947934,5.30581,2.18231,-0.108248,0,0,0,,,,,,,
695,845,0,1,2,0.944774,9.51485,0,0,2.0776,0.03259,15,15.75,123.94,-140,0,0,0,0.944774,12.2939,2.07758,-0.400432,0,0,0,,,,,,,
696,847,0,1,2,0.947543,-2.57599,0,0,1.10694,-0.03757,15,15.75,130.14,-140,0,0,0,0.947543,0.646867,1.10691,-0.253048,0,0,0,,,,,,,
697,848,0,1,2,1.08209,-1.4293,0,0,1.10429,-0.00867,13,13.8,68.17,-40,0,0,0,1.08209,1.78272,1.10427,-0.170809,0,0,0,,,,,,,
698,885,0,1,2,0.993759,-7.50808,0,0,0.21242,0.07627,13,13.8,53.3,-53.3,0,0,0,0.993759,-3.76274,0.212419,0.0313846,1,0,0,,,,,,,
699,935,0,1,2,0.951251,-6.5461,0,0,0.30368,-0.01847,10,10.5,37.18,-40,0,0,0,0.951251,-2.9653,0.303671,-0.0206233,1,0,0,,,,,,,
700,939,0,1,2,0.965254,-8.94258,0,0,0.08485,0.0347,10,10.5,11.38,-11.38,0,-0.08,0,0.965254,-5.2639,0.0848496,-0.00529744,1,0,0,,,,,,,
701,1060,0,1,2,0.986185,-1.14508,0.01104,-0.2554,0.45699,0,13,13.8,36.32,-35,0,0,0,0.986185,2.19963,0.445939,0.278981,0,0,0,,,,,,,
702,980,0,1,2,0.977225,-8.79445,0.00592,4.00E-05,0.27438,0.00928,10,10.5,63.21,-60,0,0,0,0.977225,-5.24807,0.268451,-0.0282488,1,0,0,,,,,,,
703,1029,0,1,2,0.978797,-7.58951,0,0,0.28259,0.00868,10,10.5,39.66,-50,0,0,0,0.978797,-4.03315,0.28258,-0.0117361,1,0,0,,,,,,,
704,1070,0,1,2,0.955373,-10.1735,0,0,0.39783,0.02226,10,10.5,17.04,-10,0,0,0,0.955373,-6.51762,0.397793,-0.0133601,1,0,0,,,,,,,
705,1071,0,1,2,0.955653,-14.2047,0,0,0.37674,0.02087,10,10.5,34.08,-20,0,0,0,0.955653,-10.5058,0.376713,-0.051816,1,0,0,,,,,,,
706,1176,0,1,2,0.940801,3.81436,0,0,0.42299,-0.04422,13,13.8,32.38,-30,0,0,0,0.940801,5.82742,0.422985,-0.0756996,1,0,0,,,,,,,
707,1811,0,1,2,0.958123,1.82542,0,0,1.74056,0.11575,13,13.8,92.96,-80,0,0,0,0.958123,5.19961,1.7405,-0.0621408,0,0,0,,,,,,,
708,1812,0,1,2,0.952941,-0.378117,0,0,1.688,0.01281,13,13.8,92.96,-80,0,0,0,0.952941,3.0231,1.68795,-0.221791,0,0,0,,,,,,,
709,1814,0,1,2,0.952763,1.39794,0,0,1.70271,0.03658,13,13.8,92.96,-70,0,0,0,0.952763,4.77926,1.70266,-0.146886,0,0,0,,,,,,,
710,1767,0,1,2,0.92105,-5.75819,0,0,0.33202,-0.11107,10,10.5,37.18,-25,0,0,0,0.92105,-2.23229,0.332004,-0.137788,0,0,0,,,,,,,
711,1765,0,1,2,0.922331,-5.73067,0,0,0.33082,-0.10332,10,10.5,37.18,-25,0,0,0,0.922331,-2.20494,0.330804,-0.129745,0,0,0,,,,,,,
712,1766,0,1,2,0.930463,-8.0795,0,0,0.14024,-0.06898,10,10.5,37.18,-25,0,0,0,0.930463,-4.54051,0.140237,-0.0956639,0,0,0,,,,,,,
713,1719,0,1,2,0.959892,-8.36408,0,0,0.63005,0.18133,10,10.5,40.28,-20,0,0,0,0.959892,-4.59536,0.62995,0.118882,0,0,0,,,,,,,
714,1720,0,1,2,0.96088,-8.22197,0,0,0.64252,0.1881,10,10.5,40.28,-20,0,0,0,0.96088,-4.45542,0.642417,0.12557,0,0,0,,,,,,,
715,1721,0,1,2,0.957968,-7.95495,0,0,0.66083,0.17462,10,10.5,40.28,-20,0,0,0,0.957968,-4.19186,0.660723,0.112377,0,0,0,,,,,,,
716,103_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.965298,-3.93913,0.000152271,-1.90E-08,0,0,0,,,,,,,
717,1888,0,1,2,0.965824,-7.50549,0,0,0.18747,0.08043,10,10.5,29.06,-26.4,0,0,0,0.965824,-4.0389,0.187309,0.00991205,1,0,0,,,,,,,
718,1891,0,1,2,0.947789,-15.6807,0,0,0.3135,0.01523,10,10.5,49.58,-50,0,0,0,0.947789,-11.4315,0.313465,-0.255174,1,0,0,,,,,,,
719,108_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.950075,-1.55916,2.86E-05,2.44E-07,0,0,0,,,,,,,
720,1894,0,1,1,0.90201,-4.90081,0.0036,-0.02124,0,0,35,35,0,0,0,0,0,0.898568,-1.56511,-0.00360574,0.021239,1,0,0,,,,,,,
721,110_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.957158,-5.49156,0.000668564,3.87E-08,0,0,0,,,,,,,
722,2019,0,1,2,0.957489,-9.07613,0,0,0.10072,0.01534,10,10.5,19,-15,0,0,0,0.957489,-5.5018,0.100051,0.00331422,0,0,0,,,,,,,
723,2135,0,1,2,0.956259,-15.623,0,0,0.20003,-0.0579,10,10.5,45,-42,0,0,0,0.956259,-11.3709,0.200023,-0.134306,1,0,0,,,,,,,
724,2065,0,1,2,0.957819,-3.8842,0,0,0.20939,0.01944,13,13.8,58,-40,0,0,0,0.957819,-0.565461,0.20939,0.0285118,0,0,0,,,,,,,
725,2066,0,1,2,0.957053,3.47729,0,0,1.00811,0.02103,13,13.8,58,-40,0,0,0,0.957053,6.80224,1.00807,0.0291219,0,0,0,,,,,,,
726,2061,0,1,2,0.958701,2.71721,0,0,0.41206,-0.00769,10,10.5,48,-50,0,0,0,0.958701,5.55328,0.412054,0.00558448,1,0,0,,,,,,,
727,2145,0,1,2,0.895265,1.52286,0,0,0.2506,-0.08612,10,10.5,20.45,-20,0,0,0,0.895265,4.84493,0.250587,-0.0839148,1,0,0,,,,,,,
728,2083,0,1,2,0.963157,-13.8928,0,0,0.28354,0.25096,10,10.5,64,-60,0,0,0,0.963157,-10.05,0.283519,0.163088,1,0,0,,,,,,,
729,2212,0,1,2,0.955104,-4.40546,0,0,0.50599,0.04628,13,13.8,39,-12,0,0,0,0.955104,-1.10596,0.505975,-0.0949691,1,0,0,,,,,,,
730,2228,0,1,2,0.95694,-1.72977,0,0,0.3978,-0.06913,10,10.5,25,-20,0,0,0,0.95694,1.88171,0.397781,-0.015239,1,0,0,,,,,,,
731,123_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.973882,-3.54231,-2.06E-05,-3.62E-07,0,0,0,,,,,,,
732,2229,0,1,1,0.984075,-7.11396,0.00733,0.00654,0,0,10,10.5,0,0,0,0,0,0.973638,-3.55497,-0.00732952,-0.00653978,0,0,0,,,,,,,
733,2240,0,1,2,1.01548,-10.8725,0,0,0.61782,0.21304,13,13.8,105,-60,0,0,0,1.01548,-7.33565,0.617779,-0.316571,0,0,0,,,,,,,
734,2242,0,1,2,1.01535,-6.48353,0,0,1.89299,0.28226,13,13.8,105,-60,0,0,0,1.01535,-3.08166,1.89278,-0.245926,0,0,0,,,,,,,
735,2249,0,1,2,0.98011,-6.39014,0,0,0.45717,-0.02281,10,10.5,36,-20,0,0,0,0.98011,-2.53738,0.457147,-0.0262305,0,0,0,,,,,,,
736,814,0,1,2,0.9749,-8.27783,0.25225,0.10463,3.5974,1.46401,22,22,290.59,-290.59,0,0,0,0.9749,-4.30714,3.34504,-0.608896,0,0,0,,,,,,,
737,1066,0,1,2,1.0461,-14.589,0.1864,0.23379,3.51224,0.78928,20,20,290.59,-80,0,0,0,1.0461,-10.6802,3.32556,-1.55354,0,0,0,,,,,,,
738,1044,0,1,2,0.944576,-10.5344,0.22698,0.18943,2.1041,0.03535,24,24,204.52,-45,0,0,0,0.944576,-6.76791,1.87691,-0.622814,0,0,0,,,,,,,
739,147_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.963965,2.80891,1.55E-05,1.09E-08,0,0,0,,,,,,,
740,1371,0,1,1,1.00026,-1.3063,0.09904,0.04912,0,0,35,35,0,0,0,0,0,0.999905,2.46391,-0.0990397,-0.04912,0,0,0,,,,,,,
