tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
1,2,1,1,1,0,0.000055,0.001198,0.078281,0,0,0,0,0,0,0,0,0,0,0,0,-14.600511,0.25443,14.612149,-0.16014,1,1,1,1
1,2,1,1,1,0,0.000065,0.001219,0.151109,0,0,0,0,0,0,0,0,0,0,0,0,-14.34282,0.2778,14.35604,-0.33539,1,1,1,1
2,3,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-14.41286,8.236179,14.56583,-6.97094,1,1,1,1
4,5,1,1,1,0,0.000738,0.009575,0.582413,0,0,0,0,0,0,0,0,0,0,0,0,-2.72028,1.38653,2.72576,-0.76132,1,1,1,1
4,5,1,1,1,0,0.000731,0.009318,0.596693,0,0,0,0,0,0,0,0,0,0,0,0,-2.79441,1.38278,2.80014,-0.78429,1,1,1,1
4,5,1,1,1,0,0.000759,0.009541,0.578865,0,0,0,0,0,0,0,0,0,0,0,0,-2.72886,1.39757,2.73453,-0.76501,1,1,1,1
2,6,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-14.453211,8.26107,14.60705,-6.98293,1,1,1,1
7,8,1,1,1,0,0.000301,0.003585,0.184517,0,0,0,0,0,0,0,0,0,0,0,0,4.5137,-0.75428,-4.50767,0.44481,1,1,1,1
7,8,1,1,1,0,0.00004,0.003585,0.183737,0,0,0,0,0,0,0,0,0,0,0,0,4.55844,-0.42504,-4.55764,0.11768,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.68599,-0.5811,-6.67617,0.30998,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.68599,-0.5811,-6.67617,0.30998,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.36545,-0.48219,-6.35656,0.19568,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.36545,-0.48219,-6.35656,0.19568,1,1,1,1
11,5,1,1,1,0,0.00006,0.001267,0.089923,0,0,0,0,0,0,0,0,0,0,0,0,2.54189,-1.31528,-2.54141,1.14514,1,1,1,1
12,11,1,1,1,0,0.00048,0.009556,0.561815,0,0,0,0,0,0,0,0,0,0,0,0,15.76647,-0.42534,-15.646689,1.69017,1,1,1,1
12,11,1,1,1,0,0.000412,0.009012,0.568609,0,0,0,0,0,0,0,0,0,0,0,0,16.721411,-0.34922,-16.60568,1.74569,1,1,1,1
12,11,1,1,1,0,0.00041,0.009021,0.570427,0,0,0,0,0,0,0,0,0,0,0,0,16.704069,-0.34677,-16.58914,1.73702,1,1,1,1
14,13,1,1,1,0,0.010737,0.054491,0.05277,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,-0.0893,-0.00068,-0.01624,1,1,1,1
15,16,1,1,1,0,0.000765,0.011613,0.903526,0,0,0,0,0,0,0,0,0,0,0,0,-3.06553,-0.40048,3.07289,1.85398,1,1,1,1
15,16,1,1,1,0,0.001077,0.011727,0.905707,0,0,0,0,0,0,0,0,0,0,0,0,-3.01557,-0.33063,3.02568,1.75219,1,1,1,1
17,18,1,1,1,0,0.000911,0.011365,0.64438,0,0,0,0,0,0,0,0,0,0,0,0,8.02188,0.12588,-7.96305,-0.67381,1,1,1,1
17,18,1,1,1,0,0.000883,0.011163,0.664069,0,0,0,0,0,0,0,0,0,0,0,0,8.16698,0.12926,-8.10791,-0.70294,1,1,1,1
19,20,1,1,1,0,0.001844,0.010714,0.009685,0,0,0,0,0,0,0,0,0,0,0,0,0.58068,-0.08892,-0.58005,0.07325,1,1,1,1
21,22,1,1,1,0,0.000689,0.007231,0.006951,0,0,0,0,0,0,0,0,0,0,0,0,-0.49471,-0.00534,0.49487,-0.00705,1,1,1,1
23,24,1,1,1,0,0.002486,0.014977,0.013378,0,0,0,0,0,0,0,0,0,0,0,0,-0.88855,0.05105,0.89048,-0.06666,1,1,1,1
25,26,1,1,1,0,0.000582,0.008027,0.491207,0,0,0,0,0,0,0,0,0,0,0,0,0.80528,0.61556,-0.80478,-0.02959,1,1,1,1
22,27,1,1,1,0,0.0015,0.0091,0.014458,0,0,0,0,0,0,0,0,0,0,0,0,-0.94995,0.24118,0.95138,-0.26188,1,1,1,1
28,27,1,1,1,0,0.003236,0.017933,0.026147,0,0,0,0,0,0,0,0,0,0,0,0,-0.69861,0.13377,0.70025,-0.17779,1,1,1,1
29,22,1,1,1,0,0.002429,0.015431,0.02063,0,0,0,0,0,0,0,0,0,0,0,0,-0.33471,0.14158,0.33504,-0.18149,1,1,1,1
30,29,1,1,1,0,0.018376,0.079203,0.075271,0,0,0,0,0,0,0,0,0,0,0,0,-0.3162,-0.08071,0.31802,-0.06396,1,1,1,1
31,32,1,1,1,0,0.002735,0.012637,0.009455,0,0,0,0,0,0,0,0,0,0,0,0,-0.40747,0.31089,0.40821,-0.32608,1,1,1,1
31,32,1,1,1,0,0.002174,0.01228,0.010813,0,0,0,0,0,0,0,0,0,0,0,0,-0.43476,0.30507,0.43539,-0.32279,1,1,1,1
31,32,1,1,1,0,0.001435,0.009735,0.012543,0,0,0,0,0,0,0,0,0,0,0,0,-0.5623,0.37166,0.56298,-0.3918,1,1,1,1
33,34,1,1,1,0,0.003371,0.021122,0.032756,0,0,0,0,0,0,0,0,0,0,0,0,-0.87962,0.19894,0.8824,-0.24723,1,1,1,1
35,32,1,1,1,0,0.001321,0.009384,0.012474,0,0,0,0,0,0,0,0,0,0,0,0,-1.19857,0.24649,1.20059,-0.25667,1,1,1,1
36,32,1,1,1,0,0.000979,0.00966,0.013727,0,0,0,0,0,0,0,0,0,0,0,0,-1.02481,-0.33346,1.02596,0.31804,1,1,1,1
36,32,1,1,1,0,0.001301,0.00966,0.012285,0,0,0,0,0,0,0,0,0,0,0,0,-1.03076,-0.29716,1.03228,0.28447,1,1,1,1
37,38,1,1,1,0,0.001396,0.020366,1.115229,0,0,0,0,0,0,0,0,0,0,0,0,-4.29921,1.02748,4.32495,0.56486,1,1,1,1
