tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
1,2,1,1,1,0,0.000055,0.001198,0.078281,0,0,0,0,0,0,0,0,0,0,0,0,-12.050229,-0.06791,12.058161,0.0816,1,1,1,1
1,2,1,1,1,0,0.000065,0.001219,0.151109,0,0,0,0,0,0,0,0,0,0,0,0,-11.839411,-0.05685,11.84842,-0.07989,1,1,1,1
2,3,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-11.980649,6.40044,12.083621,-5.88806,1,1,1,1
4,5,1,1,1,0,0.000738,0.009575,0.582413,0,0,0,0,0,0,0,0,0,0,0,0,-2.51824,1.36711,2.52294,-0.75187,1,1,1,1
4,5,1,1,1,0,0.000731,0.009318,0.596693,0,0,0,0,0,0,0,0,0,0,0,0,-2.58686,1.36256,2.59178,-0.7743,1,1,1,1
4,5,1,1,1,0,0.000759,0.009541,0.578865,0,0,0,0,0,0,0,0,0,0,0,0,-2.52618,1.37759,2.53105,-0.75503,1,1,1,1
2,6,1,1,1,0,0.000544,0.008073,0.523577,0,0,0,0,0,0,0,0,0,0,0,0,-11.863681,6.38262,11.96501,-5.89442,1,1,1,1
7,8,1,1,1,0,0.000301,0.003585,0.184517,0,0,0,0,0,0,0,0,0,0,0,0,3.04643,-0.71416,-3.04366,0.36381,1,1,1,1
7,8,1,1,1,0,0.00004,0.003585,0.183737,0,0,0,0,0,0,0,0,0,0,0,0,3.08699,-0.49179,-3.08662,0.1433,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.70733,-0.56835,-6.69743,0.29849,1,1,1,1
9,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.70733,-0.56835,-6.69743,0.29849,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.33425,-0.43536,-6.32545,0.14754,1,1,1,1
10,5,1,1,1,0,0.00022,0.003583,0.214905,0,0,0,0,0,0,0,0,0,0,0,0,6.33425,-0.43536,-6.32545,0.14754,1,1,1,1
11,5,1,1,1,0,0.00006,0.001267,0.089923,0,0,0,0,0,0,0,0,0,0,0,0,2.23182,-1.26432,-2.23144,1.09224,1,1,1,1
12,11,1,1,1,0,0.00048,0.009556,0.561815,0,0,0,0,0,0,0,0,0,0,0,0,15.77077,-0.37219,-15.65098,1.63694,1,1,1,1
12,11,1,1,1,0,0.000412,0.009012,0.568609,0,0,0,0,0,0,0,0,0,0,0,0,16.72571,-0.29281,-16.60998,1.6892,1,1,1,1
