bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,BRANCH_NUM,GEN_NUM,CP_NUM,LOAD_NUM,Ri_V,Ri_vP,Ri_vQ
298,299_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
299,3138,0,1,1,0.960817,-8.63282,0.1522,0.03458,0,0,35,35,0,0,0,0,0,0.960817,0,15.15,3.29,1,0,0,3,1,0,0
300,6357,0,1,1,0,0,0.02286,0.01711,0,0,10,10.5,0,0,0,0.096,0,0,0,2.33,0.98,1,0,2,3,0,0,0
301,3187,0,1,1,1.04445,-5.33183,0.01473,-0.00097,0,0,10,10.5,0,0,0,0.096,0,1.04445,0,1.53,-0.01,1,0,2,4,1,0,0
302,6360,0,1,1,0,0,0.03155,0.00609,0,0,10,10.5,0,0,0,0.096,0,0,0,3.29,0.61,1,0,2,4,0,0,0
303,513_0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
304,6308,0,1,1,0,0,0.02651,0.00502,0,0,35,35,0,0,0,0,0,0,0,2.62,0.85,1,0,0,1,0,0,0
305,6309,0,1,1,0,0,0.01377,0.00527,0,0,10,10.5,0,0,0,0.0661,0,0,0,1.34,0.69,1,0,2,4,0,0,0
306,6148,0,1,1,0,0,-4.06049,-0.49336,0,0,500,525,0,0,0,0,0,0,0,-407.98,119.75,1,0,0,1,0,0,0
307,6149,0,1,1,0,0,-4.10618,-0.48194,0,0,500,525,0,0,0,0,0,0,0,-412.55,120.89,1,0,0,1,0,0,0
308,6145,0,1,1,0,0,7.55989,-1.16436,0,0,500,525,0,0,0,0,0,0,0,754.08,54.83,1,0,0,1,0,0,0
309,6147,0,1,1,0,0,7.80166,-1.15484,0,0,500,525,0,0,0,0,0,0,0,778.26,55.78,1,0,0,1,0,0,0
