ap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reverse,M_Q_TLPF_reverse,Ri_eP,Ri_eQ,Ri_eP_reverse,Ri_eQ_reverse
1654,1653,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192669,0.174946,-0.192664,-0.1749,1,1,1,1
1655,1335,1,1,1,0,0.00603,0.01686,0.00167,0,0,0,0,0,0,0,0,0,0,0,0,-0.302271,-0.150501,0.302876,0.150295,1,1,1,1
1656,1655,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25067,-0.0605517,-0.250665,0.0606004,1,1,1,1
1658,1400,1,1,1,0,0.00934,0.02917,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0.0951039,-0.0364142,-0.0950278,0.0326258,1,1,1,1
1658,1657,1,1,1,0,0,8.00E-05,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0164017,0.00688752,-0.0164017,-0.00690004,1,1,1,1
1659,128,1,1,1,0,0.00152,0.06749,-0.00348,0,0,0,0,0,1.0592,0,0,0,0,0,0,-0.763418,-0.776171,0.7651,0.85478,1,1,1,1
1659,1748,1,1,1,0,0.01942,0.06355,0.00642,0,0,0,0,0,0,0,0,0,0,0,0,0.313983,0.194953,-0.311757,-0.195283,1,1,1,1
1660,1407,1,1,1,0,0.01669,0.04364,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,-0.250242,-0.128741,0.251333,0.124754,1,1,1,1
1660,1415,1,1,1,0,0.00446,0.01215,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845597,-0.00333346,0.0845863,0.00191926,1,1,1,1
1660,1769,1,1,1,0,0.00669,0.0162,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0.342806,0.105499,-0.342086,-0.10679,1,1,1,1
1661,1663,1,1,1,0,0.00083,0.00231,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.0481813,-0.0755423,-0.0481759,0.0751901,1,1,1,1
1662,1847,1,1,1,0,0.00149,0.0043,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0.0677514,-0.081367,-0.0677379,0.0806943,1,1,1,1
1663,1847,1,1,1,0,0.00099,0.00298,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,-1.12779,-0.107677,1.12883,0.110359,1,1,1,1
1665,1620,1,1,1,0,0.03934,0.08496,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0.508329,-0.0470424,-0.499653,0.0425306,1,1,1,1
1665,1664,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689052,-0.0172583,0.689084,0.0175932,1,1,1,1
1666,1632,1,1,1,0,0.00802,0.02521,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0.096164,-0.032371,-0.0960989,0.0291387,1,1,1,1
1666,1693,1,1,1,0,0.00314,0.00843,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0.286572,-0.0506154,-0.286361,0.0501183,1,1,1,1
1667,1658,1,1,1,0,0.00215,0.00636,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0.111214,-0.0304629,-0.111191,0.0295268,1,1,1,1
1667,1666,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.768753,-0.0109127,0.768791,0.0113039,1,1,1,1
1667,1997,1,1,1,0,0.0024,0.00744,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0.386202,-0.0092577,-0.385916,0.00909003,1,1,1,1
1669,1668,1,1,1,0,0.00198,0.00455,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,-5.66E-08,-0.000968409,5.69E-08,1.34E-09,1,1,1,1
1669,2072,1,1,1,0,0.00587,0.0162,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,-0.242854,-0.0511427,0.243145,0.0498305,1,1,1,1
1672,1263,1,1,1,0,0.00876,0.0281,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0.256805,0.0665503,-0.256305,-0.068619,1,1,1,1
1672,1670,1,1,1,0,0.0038,0.0124,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0.079735,0.0262136,-0.0797133,-0.0277001,1,1,1,1
1673,1512,1,1,1,0,0.01339,0.04223,0.00461,0,0,0,0,0,0,0,0,0,0,0,0,-0.530081,-0.115133,0.533277,0.119484,1,1,1,1
1673,1671,1,1,1,0,0.00388,0.01281,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0.0691255,0.0253075,-0.0691082,-0.0268001,1,1,1,1
1674,1974,1,1,1,0,0.03273,0.10661,0.01082,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506063,-0.0348796,0.0507027,0.0227183,1,1,1,1
1675,1530,1,1,1,0,0.00653,0.02116,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161947,0.0188787,0.0161985,-0.0213573,1,1,1,1
1675,1674,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016607,-0.0296787,0.0166071,0.0296795,1,1,1,1
1676,1777,1,1,1,0,0.00215,0.00603,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0.061181,-0.0120344,-0.061174,0.0112926,1,1,1,1
1677,1676,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611847,-0.0110318,-0.0611845,0.0110344,1,1,1,1
1678,1635,1,1,1,0,0.00496,0.01612,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,0.0243302,-0.172154,-0.0242057,0.170602,1,1,1,1
1679,1678,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106247,-0.157828,-0.106244,0.157854,1,1,1,1
1681,1680,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.319024,0.0200803,0.319031,-0.0200085,1,1,1,1
1682,1292,1,1,1,0,0.01091,0.0357,0.00362,0,0,0,0,0,0,0,0,0,0,0,0,-0.226087,-0.0350053,0.226582,0.0324439,1,1,1,1
1683,1682,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136983,-0.0164916,0.136984,0.0165053,1,1,1,1
1684,1400,1,1,1,0,0.0014,0.0043,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,-0.32776,-0.0282304,0.327881,0.0280123,1,1,1,1
1685,1684,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190661,-0.0159055,0.190663,0.0159297,1,1,1,1
1687,1686,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806635,-0.02595,-0.080663,0.025955,1,1,1,1
1689,1688,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400665,-0.0939918,0.400676,0.0941078,1,1,1,1
1690,1564,1,1,1,0,0.04157,0.0581,0.01085,0,0,0,0,0,0,0,0,0,0,0,0,0.393312,-0.0315684,-0.387725,0.0269941,1,1,1,1
1691,1690,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478935,-0.0077032,-0.478919,0.00786796,1,1,1,1
1692,1693,1,1,1,0,0.0005,0.0014,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,9.11E-09,2.34E-10,-9.10E-09,-0.000162949,1,1,1,1
1693,1484,1,1,1,0,0.0076,0.01983,0.00206,0,0,0,0,0,0,0,0,0,0,0,0,0.287561,-0.0499573,-0.287045,0.0487233,1,1,1,1
1694,1696,1,1,1,0,0.00025,0.0005,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316047,-0.0107,0.0316049,0.010639,1,1,1,1
1695,1697,1,1,1,0,0.00025,0.0005,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257061,-0.0116001,0.0257063,0.0115383,1,1,1,1
1696,1255,1,1,1,0,0.00579,0.01595,0.00189,0,0,0,0,0,0,0,0,0,0,0,0,-0.000955793,0.00692973,0.000956105,-0.00925324,1,1,1,1
1697,1476,1,1,1,0,0.00744,0.02281,0.00261,0,0,0,0,0,0,0,0,0,0,0,0,0.0902257,-0.0506525,-0.0901625,0.0476035,1,1,1,1
1699,1698,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.919236,-0.113865,0.919292,0.114438,1,1,1,1
1701,1700,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968739,-0.0115872,0.0968745,0.0115938,1,1,1,1
1701,1785,1,1,1,0,0.00364,0.01033,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.0243673,-0.00971284,-0.0243653,0.00804905,1,1,1,1
1703,1702,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661986,0.0924214,-0.661957,-0.092118,1,1,1,1
1705,1218,1,1,1,0,0.0024,0.00678,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0.161018,0.015166,-0.160967,-0.0161469,1,1,1,1
1705,1704,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254451,-0.0550661,0.254455,0.0551116,1,1,1,1
1706,1616,1,1,1,0,0.00628,0.01959,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129009,-0.0062,0.0129019,0.00356944,1,1,1,1
1707,1617,1,1,1,0,0.0062,0.01942,0.00215,0,0,0,0,0,0,0,0,0,0,0,0,-0.016401,-0.0071,0.0164026,0.00449485,1,1,1,1
1709,1282,1,1,1,0,0.00215,0.00612,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0.604612,-0.14745,-0.603936,0.148353,1,1,1,1
1709,1708,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.604656,0.145747,0.604681,-0.145486,1,1,1,1
1710,1492,1,1,1,0,0.02182,0.06149,0.00827,0,0,0,0,0,0,0,0,0,0,0,0,0.0958606,0.025133,-0.0956721,-0.0342284,1,1,1,1
1711,1710,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153262,0.0316505,-0.15326,-0.0316331,1,1,1,1
1712,1509,1,1,1,0,0.00091,0.00298,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0.0234059,0.00889464,-0.0234054,-0.00930006,1,1,1,1
1713,1480,1,1,1,0,0.00843,0.02421,0.00321,0,0,0,0,0,0,0,0,0,0,0,0,0.0678469,0.0169482,-0.067813,-0.0208009,1,1,1,1
1713,1888,1,1,1,0,0.00149,0.00438,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0.353707,0.0142648,-0.353555,-0.0144593,1,1,1,1
1714,1873,1,1,1,0,0.02025,0.06612,0.00668,0,0,0,0,0,0,0,0,0,0,0,0,-0.122538,-0.0743085,0.122875,0.0673435,1,1,1,1
1715,1714,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181399,-0.0356074,0.01814,0.0356085,1,1,1,1
1717,1157,1,1,1,0,0.00479,0.01537,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0.21837,0.10344,-0.218143,-0.104731,1,1,1,1
1717,1716,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303977,-0.137541,0.303984,0.137616,1,1,1,1
1719,1718,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644086,0.00966914,-0.0644083,-0.00966598,1,1,1,1
1720,2005,1,1,1,0,0.00397,0.01124,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0.272695,-0.0298054,-0.272457,0.0285921,1,1,1,1
1721,1666,1,1,1,0,0.00198,0.0057,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,-0.512095,-0.0661931,0.512516,0.0664422,1,1,1,1
1721,1720,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37908,0.0131913,-0.37907,-0.0130959,1,1,1,1
1722,1921,1,1,1,0,0.00281,0.00893,0.00097,0,0,0,0,0,0,0,0,0,0,0,0,0.0799498,-0.0773175,-0.0799201,0.0762813,1,1,1,1
1723,1659,1,1,1,0,0.03488,0.0881,0.01298,0,0,0,0,0,0,0,0,0,0,0,0,-0.419049,-0.060035,0.424389,0.0581454,1,1,1,1
1723,1722,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26937,-0.0132654,-0.269365,0.0133172,1,1,1,1
1724,1686,1,1,1,0,0.01264,0.03446,0.00355,0,0,0,0,0,0,0,0,0,0,0,0,0.00375944,0.0442733,-0.00373656,-0.0484551,1,1,1,1
1725,1724,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330719,0.0677773,-0.0330715,-0.0677734,1,1,1,1
1726,1137,1,1,1,0,0.02248,0.05165,0.00652,0,0,0,0,0,0,0,0,0,0,0,0,0.337764,0.0705526,-0.335544,-0.0732757,1,1,1,1
1726,1214,1,1,1,0,0.03438,0.11231,0.01135,0,0,0,0,0,0,0,0,0,0,0,0,-0.479908,-0.0400016,0.486475,0.0474641,1,1,1,1
1726,1307,1,1,1,0,0.02066,0.04909,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,-0.163802,-0.0983575,0.164404,0.0872303,1,1,1,1
1727,1177,1,1,1,0,0.02603,0.0662,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0.151982,0.00293194,-0.151487,-0.0104613,1,1,1,1
1727,1215,1,1,1,0,0.03438,0.1124,0.01135,0,0,0,0,0,0,0,0,0,0,0,0,-0.469114,-0.0136074,0.475326,0.0198859,1,1,1,1
1729,1728,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648616,-0.112167,-0.648587,0.112471,1,1,1,1
1729,1767,1,1,1,0,0.00314,0.00884,0.00119,0,0,0,0,0,0,0,0,0,0,0,0,-0.677911,0.101568,0.679156,-0.0994743,1,1,1,1
1730,1712,1,1,1,0,0.01033,0.0124,0.00255,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328194,-0.0280004,0.0328343,0.0248753,1,1,1,1
1731,1732,1,1,1,0,0.0043,0.01231,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784227,-0.0420004,0.0784499,0.0400751,1,1,1,1
1732,1713,1,1,1,0,0.00504,0.01256,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,0.462238,0.0471376,-0.461359,-0.0466123,1,1,1,1
1736,1485,1,1,1,0,0.01347,0.04388,0.00447,0,0,0,0,0,0,0,0,0,0,0,0,-0.173949,-0.0708296,0.174346,0.0667938,1,1,1,1
1736,1735,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124751,0.0666295,-0.12475,-0.0666156,1,1,1,1
1737,1513,1,1,1,0,0.01207,0.03926,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196976,-0.00800015,0.0197016,0.00302523,1,1,1,1
1738,2145,1,1,1,0,0.00471,0.01554,0.00157,0,0,0,0,0,0,0,0,0,0,0,0,-0.3808,-0.0548807,0.381368,0.054825,1,1,1,1
1740,1316,1,1,1,0,0.00149,0.0043,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0.156247,0.135824,-0.156195,-0.136382,1,1,1,1
1740,1739,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230144,-0.163125,0.230149,0.163178,1,1,1,1
1741,1367,1,1,1,0,0.01521,0.03041,0.00377,0,0,0,0,0,0,0,0,0,0,0,0,0.180589,-0.0193798,-0.180178,0.015625,1,1,1,1
1742,1741,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289511,-0.017122,-0.289506,0.0171794,1,1,1,1
1742,1906,1,1,1,0,0.03463,0.10727,0.01217,0,0,0,0,0,0,0,0,0,0,0,0,-0.36912,0.00452344,0.373003,-0.00744746,1,1,1,1
1744,1328,1,1,1,0,0.02992,0.09198,0.01059,0,0,0,0,0,0,0,0,0,0,0,0,-0.105301,-0.00740074,0.1056,-0.00348684,1,1,1,1
1744,1743,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339008,0.00350087,-0.0339007,-0.0035,1,1,1,1
1745,1666,1,1,1,0,0.00628,0.02025,0.00211,0,0,0,0,0,0,0,0,0,0,0,0,-0.281141,-0.0322765,0.281543,0.0309312,1,1,1,1
1746,1745,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193456,0.0132497,0.193458,-0.0132247,1,1,1,1
1747,1767,1,1,1,0,0.02091,0.06826,0.00692,0,0,0,0,0,0,0,0,0,0,0,0,-0.339158,-0.0431157,0.341246,0.0417805,1,1,1,1
1748,1747,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280632,0.0912249,-0.0280626,-0.0912184,1,1,1,1
1750,1189,1,1,1,0,0.00496,0.01496,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,-0.362157,-0.119493,0.362736,0.119006,1,1,1,1
1750,1749,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156475,-0.00200928,-0.156473,0.00202562,1,1,1,1
1751,1683,1,1,1,0,0.0319,0.10785,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.045424,-0.0101372,0.0454818,-0.00230839,1,1,1,1
1752,1531,1,1,1,0,0.02198,0.07174,0.00727,0,0,0,0,0,0,0,0,0,0,0,0,0.00322315,-0.00706295,-0.00322279,-0.00127781,1,1,1,1
1752,1751,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149225,0.00416295,0.0149225,-0.00416277,1,1,1,1
1754,1088,1,1,1,0,0.00264,0.00818,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,-0.150286,0.0265525,0.150335,-0.0275395,1,1,1,1
1754,1753,1,1,1,0,0.00207,0.00347,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0.0140008,0.000861443,-0.0140005,-0.00189997,1,1,1,1
1757,1307,1,1,1,0,0.02843,0.06868,0.00659,0,0,0,0,0,0,0,0,0,0,0,0,-0.267894,-0.0696415,0.269693,0.0659801,1,1,1,1
1757,1755,1,1,1,0,0.00331,0.00562,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0.0935286,0.0226581,-0.093503,-0.0233,1,1,1,1
1758,1308,1,1,1,0,0.02843,0.06868,0.00659,0,0,0,0,0,0,0,0,0,0,0,0,-0.155008,-0.0376977,0.155598,0.0310791,1,1,1,1
1758,1756,1,1,1,0,0.00331,0.00562,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,-3.20E-08,-0.000691779,3.23E-08,3.08E-10,1,1,1,1
1760,1168,1,1,1,0,0.00678,0.01521,0.00235,0,0,0,0,0,0,0,0,0,0,0,0,0.0263603,-0.0394599,-0.0263483,0.0366453,1,1,1,1
1760,1759,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133077,0.00845948,0.133078,-0.00844727,1,1,1,1
1761,1763,1,1,1,0,0.00017,0.00041,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562031,-0.0114999,0.0562036,0.0114418,1,1,1,1
1762,1977,1,1,1,0,0.0124,0.02793,0.00267,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-08,1.95E-09,-4.62E-08,-0.00315243,1,1,1,1
1763,1868,1,1,1,0,0.02702,0.05752,0.00544,0,0,0,0,0,0,0,0,0,0,0,0,-0.535248,-0.0888324,0.541938,0.0965112,1,1,1,1
1765,1603,1,1,1,0,0.00207,0.00653,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,-0.902388,-0.294318,0.903886,0.298121,1,1,1,1
1766,1765,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.830948,-0.279304,0.830997,0.279817,1,1,1,1
1768,1656,1,1,1,0,0.03438,0.11107,0.01156,0,0,0,0,0,0,0,0,0,0,0,0,0.569443,0.0759101,-0.559849,-0.0583173,1,1,1,1
1770,1769,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272016,-0.0807331,0.272021,0.0807893,1,1,1,1
1770,2131,1,1,1,0,0.0014,0.00322,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0.21089,0.0602332,-0.210833,-0.0607336,1,1,1,1
1772,1771,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276253,-0.0538138,-0.0276251,0.0538162,1,1,1,1
1774,1776,1,1,1,0,0.0024,0.00719,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211025,-0.00930003,0.0211035,0.0084104,1,1,1,1
1775,1060,1,1,1,0,0.00364,0.01149,0.00123,0,0,0,0,0,0,0,0,0,0,0,0,-0.397162,-0.0316942,0.397641,0.0317226,1,1,1,1
1775,1773,1,1,1,0,0.00231,0.00694,0.00072,0,0,0,0,0,0,0,0,0,0,0,0,0.0562129,0.0203532,-0.056206,-0.0212001,1,1,1,1
1776,1428,1,1,1,0,0.00322,0.01025,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,-0.193645,0.0397254,0.19375,-0.0407084,1,1,1,1
1777,1646,1,1,1,0,0.01488,0.02661,0.00302,0,0,0,0,0,0,0,0,0,0,0,0,0.0424318,0.0200746,-0.0424037,-0.0236692,1,1,1,1
1778,1617,1,1,1,0,0.01587,0.05182,0.00527,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456657,-0.0467702,0.0457181,0.0405582,1,1,1,1
1778,1777,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456678,0.0467702,-0.0456675,-0.0467673,1,1,1,1
1779,1100,1,1,1,0,0.03306,0.05388,0.00644,0,0,0,0,0,0,0,0,0,0,0,0,-0.462173,-0.0204587,0.467986,0.0219943,1,1,1,1
1780,1680,1,1,1,0,0.0424,0.06628,0.00792,0,0,0,0,0,0,0,0,0,0,0,0,0.420053,0.00642368,-0.413897,-0.00628934,1,1,1,1
1780,1779,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447014,-0.0136252,0.447027,0.0137617,1,1,1,1
1782,1288,1,1,1,0,0.01322,0.03694,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0.240745,0.0344883,-0.240117,-0.0374608,1,1,1,1
1782,1781,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.326369,-0.0617893,0.326376,0.0618627,1,1,1,1
1783,1784,1,1,1,0,0.00603,0.01744,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,-0.105214,-0.0417001,0.105277,0.0390906,1,1,1,1
1784,1427,1,1,1,0,0.00686,0.02215,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0.442809,0.0502619,-0.441687,-0.0494494,1,1,1,1
1786,1785,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126664,0.0122493,0.0126664,-0.012249,1,1,1,1
1789,1787,1,1,1,0,0.00116,0.00256,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0.219062,0.0716184,-0.21901,-0.0718,1,1,1,1
1789,1963,1,1,1,0,0.0038,0.01231,0.00124,0,0,0,0,0,0,0,0,0,0,0,0,-0.30612,0.0505315,0.306429,-0.0510024,1,1,1,1
1790,1679,1,1,1,0,0.0019,0.00612,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0.150707,-0.142945,-0.150639,0.142428,1,1,1,1
1790,1788,1,1,1,0,0.00132,0.00322,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,-7.20E-09,-0.000368641,7.24E-09,6.23E-11,1,1,1,1
1791,1735,1,1,1,0,0.03198,0.10364,0.01064,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915845,-0.0763444,0.0919496,0.0650156,1,1,1,1
1792,1492,1,1,1,0,0.03628,0.06727,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397137,0.057842,0.0398837,-0.066469,1,1,1,1
1792,1791,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.50E-05,-0.0602418,8.52E-05,0.0602444,1,1,1,1
1793,130,1,1,1,0,0.00143,0.06968,-0.0029,0,0,0,0,0,1.0467,0,0,0,0,0,0,-0.962302,-0.469931,0.963763,0.544465,1,1,1,1
1794,1793,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106582,-0.127595,0.106584,0.127614,1,1,1,1
1796,1795,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1796,1798,1,1,1,0,0.0062,0.01066,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116993,0.00200004,0.0117,-0.00326772,1,1,1,1
1797,1296,1,1,1,0,0.01603,0.02347,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0.328641,0.0608421,-0.327126,-0.0625828,1,1,1,1
1798,1367,1,1,1,0,0.04901,0.08405,0.00831,0,0,0,0,0,0,0,0,0,0,0,0,0.0448712,0.0178124,-0.0447693,-0.0277431,1,1,1,1
1799,1074,1,1,1,0,0.01273,0.03917,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0.255626,0.0606677,-0.254914,-0.0640287,1,1,1,1
1801,1645,1,1,1,0,0.03702,0.0595,0.00702,0,0,0,0,0,0,0,0,0,0,0,0,0.0782942,-0.0223273,-0.0780965,0.0141688,1,1,1,1
1802,1801,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189793,-0.00350264,-0.18979,0.00352737,1,1,1,1
1804,1623,1,1,1,0,0.01802,0.0514,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,-0.525501,0.039004,0.529569,-0.0359139,1,1,1,1
1804,1803,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451693,-0.0544005,-0.45168,0.05454,1,1,1,1
1805,1117,1,1,1,0,0.01777,0.05802,0.00587,0,0,0,0,0,0,0,0,0,0,0,0,-0.0783013,-0.0175,0.0784033,0.0113423,1,1,1,1
1806,1279,1,1,1,0,0.05025,0.07843,0.00941,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212002,0.0544225,0.0213749,-0.0650399,1,1,1,1
1806,1329,1,1,1,0,0.03124,0.10182,0.01034,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560013,-0.0602222,0.0561648,0.048676,1,1,1,1
1808,1807,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.518877,-0.0138935,0.518895,0.0140782,1,1,1,1
1810,1303,1,1,1,0,0.00587,0.01669,0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0.345211,-0.078582,-0.344595,0.077653,1,1,1,1
1810,1809,1,1,1,0,8.00E-05,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368612,0.0742818,0.368621,-0.0741834,1,1,1,1
