tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reversed,M_Q_TLPF_reversed,limit,ioff,joff
1123,1124,1,1,1,0,0.069401,0.277604,0.000185,0,0,0,0,0,0,0,0,0,0,0,0,0.01354,0.0045,-0.01352,-0.0048,377,0,0
1125,1126,1,1,1,0,0.009641,0.022401,0.001359,0,0,0,0,0,0,0,0,0,0,0,0,0.12867,0.01854,-0.12851,-0.02093,507,0,0
1125,1127,1,1,1,0,0.006348,0.019284,0.001199,0,0,0,0,0,0,0,0,0,0,0,0,0.02451,0.0001,-0.0245,-0.00253,599,0,0
1125,1127,1,1,1,0,0.006348,0.019284,0.001199,0,0,0,0,0,0,0,0,0,0,0,0,0.02451,0.0001,-0.0245,-0.00253,599,0,0
1125,1128,1,1,1,0,0.010703,0.032516,0.002021,0,0,0,0,0,0,0,0,0,0,0,0,0.08275,0.01815,-0.08268,-0.02203,515,0,0
1129,1130,1,1,1,0,0.00767,0.030678,0.001804,0,0,0,0,0,0,0,0,0,0,0,0,0.00214,-0.00878,-0.00214,0.0051,377,0,0
1129,1125,1,1,1,0,0.031316,0.072764,0.004414,0,0,0,0,0,0,0,0,0,0,0,0,-0.00214,0.01063,0.00215,-0.01961,507,0,0
1125,1131,1,1,1,0,0.023607,0.05485,0.003327,0,0,0,0,0,0,0,0,0,0,0,0,0.1399,0.04344,-0.13939,-0.04901,515,0,0
1125,1132,1,1,1,0,0.021643,0.086572,0.004979,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,-0.0156,-0.00215,0.00546,515,0,0
1114,1133,1,1,1,0,0.007557,0.017559,0.001065,0,0,0,0,0,0,0,0,0,0,0,0,0.03402,-0.00011,-0.03401,-0.00197,507,0,0
1114,1133,1,1,1,0,0.007592,0.01764,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0.03386,-0.00012,-0.03386,-0.00197,507,0,0
1114,1134,1,1,1,0,0.011622,0.035317,0.002195,0,0,0,0,0,0,0,0,0,0,0,0,0.02824,-0.00428,-0.02823,-0.00002,599,0,0
1135,1136,1,1,1,0,0.002144,0.006514,0.000388,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123,0.00132,0.00123,-0.00209,515,0,0
1135,1137,1,1,1,0,0.001928,0.005862,0.000364,0,0,0,0,0,0,0,0,0,0,0,0,0.08262,0.02591,-0.08261,-0.02659,1198,0,0
1135,1138,1,1,1,0,0.001739,0.0065,0.000405,0,0,0,0,0,0,0,0,0,0,0,0,0.43644,0.13239,-0.43608,-0.13183,687,0,0
1139,1140,1,1,1,0,0.014475,0.043972,0.002733,0,0,0,0,0,0,0,0,0,0,0,0,0.1199,-0.02054,-0.11968,0.01578,599,0,0
1139,1141,1,1,1,0,0.013826,0.04127,0.002611,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,-0.00474,-0.00231,-0.00044,599,0,0
1139,1142,1,1,1,0,0.016389,0.038081,0.00231,0,0,0,0,0,0,0,0,0,0,0,0,0.15237,0.02939,-0.15197,-0.03302,507,0,0
1139,1143,1,1,1,0,0.034443,0.08003,0.004855,0,0,0,0,0,0,0,0,0,0,0,0,0.1563,0.03727,-0.15539,-0.04469,507,0,0
1144,1145,1,1,1,0,0.004743,0.011021,0.000669,0,0,0,0,0,0,0,0,0,0,0,0,0.1023,0.00476,-0.10225,-0.00598,507,0,0
1144,1146,1,1,1,0,0.002513,0.010054,0.000589,0,0,0,0,0,0,0,0,0,0,0,0,0.00381,-0.00271,-0.00381,0.00153,515,0,0
1147,1148,1,1,1,0,0.024612,0.061886,0.003784,0,0,0,0,0,0,0,0,0,0,0,0,0.13778,-0.00176,-0.13732,-0.00471,515,0,0
1147,1149,1,1,1,0,0.007207,0.028829,0.001695,0,0,0,0,0,0,0,0,0,0,0,0,0.11961,0.00796,-0.1195,-0.01098,434,0,0
1150,1147,1,1,1,0,0.011349,0.031346,0.001933,0,0,0,0,0,0,0,0,0,0,0,0,-0.09199,-0.01295,0.09209,0.0093,599,0,0
1150,1151,1,1,1,0,0.000656,0.002622,0.000154,0,0,0,0,0,0,0,0,0,0,0,0,0.09197,0.01304,-0.09197,-0.01333,377,0,0
1112,1152,1,1,1,0,0.014568,0.033848,0.002053,0,0,0,0,0,0,0,0,0,0,0,0,0.18417,-0.00598,-0.18367,0.00311,507,0,0
1112,1153,1,1,1,0,0.011517,0.034986,0.002174,0,0,0,0,0,0,0,0,0,0,0,0,-0.00333,-0.02124,0.00333,0.01697,599,0,0
1112,1154,1,1,1,0,0.045285,0.105223,0.006383,0,0,0,0,0,0,0,0,0,0,0,0,0.24126,0.02309,-0.23854,-0.02917,599,0,0
1112,1105,1,1,1,0,0.048655,0.11305,0.006858,0,0,0,0,0,0,0,0,0,0,0,0,0.07084,-0.01072,-0.07059,-0.00216,507,0,0
1155,1156,1,1,1,0,0.017098,0.039727,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0.14164,0.0041,-0.14129,-0.00802,507,0,0
1126,1157,1,1,1,0,0.032393,0.075267,0.004566,0,0,0,0,0,0,0,0,0,0,0,0,0.0457,0.00178,-0.04564,-0.01088,507,0,0
1116,1158,1,1,1,0,0.000416,0.001663,0.000096,0,0,0,0,0,0,0,0,0,0,0,0,0.03226,0.00129,-0.03226,-0.00148,515,0,0
1117,1159,1,1,1,0,0.039185,0.091047,0.005523,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,-0.021,-0.00214,0.00986,515,0,0
1160,1135,1,1,1,0,0.001662,0.006212,0.000387,0,0,0,0,0,0,0,0,0,0,0,0,-0.43711,-0.13215,0.43746,0.13268,687,0,0
1160,1138,1,1,1,0,0.000073,0.000272,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0.43712,0.13245,-0.43711,-0.13243,687,0,0
1162,1118,1,1,1,0,0.006175,0.024699,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,-0.00319,434,0,0
1163,1164,1,1,1,0,0.315537,0.733163,0.000477,0,0,0,0,0,0,0,0,0,0,0,0,0.02852,-0.00751,-0.02825,0.00721,507,0,0
1155,1165,1,1,1,0,0.000998,0.003032,0.000188,0,0,0,0,0,0,0,0,0,0,0,0,0.25939,0.01971,-0.25932,-0.01988,599,0,0
1166,1165,1,1,1,0,0.007643,0.030572,0.001907,0,0,0,0,0,0,0,0,0,0,0,0,-0.13048,-0.00601,0.13061,0.00279,434,0,0
1141,1167,1,1,1,0,0.007137,0.017111,0.001038,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,0.00042,-0.00231,-0.00248,515,0,0
1168,1140,1,1,1,0,0.006427,0.014934,0.000906,0,0,0,0,0,0,0,0,0,0,0,0,-0.0004,0.00082,0.0004,-0.00262,507,0,0
1169,1099,1,1,1,0,0.082755,0.331018,0.000213,0,0,0,0,0,0,0,0,0,0,0,0,-0.02642,-0.00928,0.02649,0.00916,305,0,0
1169,1170,1,1,1,0,0.042012,0.168047,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0.01825,0.00628,-0.01823,-0.00642,305,0,0
1169,1171,1,1,1,0,0.007834,0.031337,0.000018,0,0,0,0,0,0,0,0,0,0,0,0,0.00817,0.003,-0.00817,-0.00303,170,0,0
1172,1173,1,1,1,0,0.10954,0.438159,0.000282,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,-0.00102,-0.00039,0.00047,305,0,0
1172,1174,1,1,1,0,0.082799,0.331198,0.000225,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00044,0,0,434,0,0
1172,1175,1,1,1,0,0.068103,0.272411,0.000185,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,-0.00038,-0.00006,0.00002,434,0,0
1119,1176,1,1,1,0,0.042049,0.168196,0.000105,0,0,0,0,0,0,0,0,0,0,0,0,0.03357,0.00527,-0.03352,-0.00531,255,0,0
1178,1179,1,1,1,0,0.103703,0.414814,0.000266,0,0,0,0,0,0,0,0,0,0,0,0,0.01525,-0.00055,-0.01523,0.00016,255,0,0
1178,1180,1,1,1,0,0.146618,0.586472,0.000377,0,0,0,0,0,0,0,0,0,0,0,0,0.0184,-0.00396,-0.01835,0.00348,305,0,0
1178,1181,1,1,1,0,0.055976,0.223903,0.000144,0,0,0,0,0,0,0,0,0,0,0,0,0.06858,0.00426,-0.06829,-0.00338,305,0,0
1182,1183,1,1,1,0,0.076125,0.3045,0.000203,0,0,0,0,0,0,0,0,0,0,0,0,-0.03579,-0.00721,0.0359,0.00728,434,0,0
1182,1184,1,1,1,0,0.057736,0.230942,0.000154,0,0,0,0,0,0,0,0,0,0,0,0,0.00035,0.00062,-0.00035,-0.0009,434,0,0
1182,1185,1,1,1,0,0.006939,0.027757,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0.03544,0.00658,-0.03543,-0.00658,434,0,0
1186,1124,1,1,1,0,0.012776,0.029693,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,-0.00042,-0.00002,0.00038,515,0,0
1187,1124,1,1,1,0,0.012776,0.029693,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,-0.00042,-0.00002,0.00038,515,0,0
1155,1188,1,1,1,0,0.017204,0.052265,0.003248,0,0,0,0,0,0,0,0,0,0,0,0,0.04834,-0.00447,-0.0483,-0.0018,599,0,0
1163,1189,1,1,1,0,0.165727,0.662907,0.000441,0,0,0,0,0,0,0,0,0,0,0,0,0.03271,0.00288,-0.03253,-0.00303,515,0,0
1183,1190,1,1,1,0,0.08097,0.323879,0.000208,0,0,0,0,0,0,0,0,0,0,0,0,0.0519,0.01132,-0.05166,-0.01072,305,0,0
1191,1192,1,1,1,0,0.005665,0.022659,0.000015,0,0,0,0,0,0,0,0,0,0,0,0,-0.00018,0.00011,0.00018,-0.00014,377,0,0
1191,1193,1,1,1,0,0.166836,0.667344,0.000428,0,0,0,0,0,0,0,0,0,0,0,0,0.02313,0.00541,-0.02303,-0.00584,255,0,0
1191,1194,1,1,1,0,0.152224,0.608897,0.000392,0,0,0,0,0,0,0,0,0,0,0,0,0.01631,0.00369,-0.01626,-0.00426,305,0,0
1195,1196,1,1,1,0,0.028196,0.112783,0.000073,0,0,0,0,0,0,0,0,0,0,0,0,0.01558,-0.00043,-0.01558,0.00033,305,0,0
1135,1197,1,1,1,0,0.005072,0.015409,0.000924,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123,0.00127,0.00123,-0.0031,515,0,0
1147,1198,1,1,1,0,0.00941,0.028587,0.001777,0,0,0,0,0,0,0,0,0,0,0,0,0.1233,0.04558,-0.12313,-0.04868,599,0,0
1112,1199,1,1,1,0,0.002447,0.009149,0.00057,0,0,0,0,0,0,0,0,0,0,0,0,0.17968,0.10002,-0.17957,-0.10075,687,0,0
1200,1201,1,1,1,0,0.029432,0.117728,0.000075,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007,-0.0015,0.0007,0.00136,377,0,0
1202,1203,1,1,1,0,0.016065,0.064258,0.000042,0,0,0,0,0,0,0,0,0,0,0,0,0.02756,-0.00417,-0.02755,0.00414,305,0,0
1161,1204,1,1,1,0,0.013542,0.032352,0.001968,0,0,0,0,0,0,0,0,0,0,0,0,-0.19937,-0.03483,0.19993,0.03229,507,0,0
1202,1205,1,1,1,0,0.0654,0.2616,0.000168,0,0,0,0,0,0,0,0,0,0,0,0,0.01146,-0.0013,-0.01146,0.00101,305,0,0
1111,1206,1,1,1,0,0.111042,0.444168,0.000286,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,-0.0002,-0.00028,-0.00033,305,0,0
1207,1144,1,1,1,0,0.001853,0.007413,0.000462,0,0,0,0,0,0,0,0,0,0,0,0,-0.00006,-0.00001,0.00006,-0.00091,434,0,0
1208,1209,1,1,1,0,0.058353,0.233413,0.000156,0,0,0,0,0,0,0,0,0,0,0,0,0.05716,0.02669,-0.05692,-0.026,434,0,0
1204,1210,1,1,1,0,0.00084,0.00417,0.000267,0,0,0,0,0,0,0,0,0,0,0,0,0.16883,0.04998,-0.1688,-0.05038,800,0,0
1204,1211,1,1,1,0,0.00084,0.00417,0.000267,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0.002,-0.00069,-0.00253,800,0,0
1202,1212,1,1,1,0,0.118802,0.475208,0.000299,0,0,0,0,0,0,0,0,0,0,0,0,0.04119,0.00866,-0.04097,-0.00837,377,0,0
1147,1213,1,1,1,0,0.011392,0.027508,0.001775,0,0,0,0,0,0,0,0,0,0,0,0,0.01759,-0.00932,-0.01758,0.00573,507,0,0
1202,1214,1,1,1,0,0.104417,0.417667,0.000279,0,0,0,0,0,0,0,0,0,0,0,0,0.01937,0.00217,-0.01933,-0.00254,434,0,0
1117,1215,1,1,1,0,0.02209,0.067107,0.004171,0,0,0,0,0,0,0,0,0,0,0,0,0.04079,-0.03835,-0.04072,0.03011,599,0,0
1117,1216,1,1,1,0,0.021322,0.064772,0.004026,0,0,0,0,0,0,0,0,0,0,0,0,0.02635,-0.00856,-0.02633,0.00048,599,0,0
1217,1218,1,1,1,0,0.060198,0.240792,0.000155,0,0,0,0,0,0,0,0,0,0,0,0,0.03439,0.0055,-0.03432,-0.00549,305,0,0
1219,1220,1,1,1,0,0.081732,0.32693,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0.01921,0.0044,-0.01918,-0.00469,305,0,0
1219,1221,1,1,1,0,0.07252,0.290078,0.000187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00036,0,-0.00001,305,0,0
1219,1222,1,1,1,0,0.100173,0.40069,0.000258,0,0,0,0,0,0,0,0,0,0,0,0,-0.01997,0.00024,0.02001,-0.00059,305,0,0
1219,1223,1,1,1,0,0.064357,0.257427,0.000166,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,-0.00429,-0.00075,0.00396,305,0,0
1106,1224,1,1,1,0,0.166836,0.667344,0.000428,0,0,0,0,0,0,0,0,0,0,0,0,0.12864,0.05753,-0.12517,-0.0444,255,0,0
1183,1225,1,1,1,0,0.013478,0.05391,0.000035,0,0,0,0,0,0,0,0,0,0,0,0,0.00004,0.00068,-0.00004,-0.00075,305,0,0
1103,1226,1,1,1,0,0.093878,0.375511,0.000242,0,0,0,0,0,0,0,0,0,0,0,0,0.0389,0.01035,-0.03874,-0.01015,305,0,0
1163,1121,1,1,1,0,0.051676,0.206703,0.000133,0,0,0,0,0,0,0,0,0,0,0,0,0.04544,0.01916,-0.04531,-0.01892,305,0,0
1227,1177,1,1,1,0,0.0055,0.027313,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0.07572,0.0451,-0.07568,-0.04493,515,0,0
1117,1228,1,1,1,0,0.02706,0.0822,0.00418,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,-0.01598,-0.00088,0.00755,599,0,0
1229,1230,1,1,1,0,0.086779,0.263623,0.000176,0,0,0,0,0,0,0,0,0,0,0,0,0.00211,0.00057,-0.00211,-0.00091,599,0,0
1231,1232,1,1,1,0,0.000998,0.003032,0.000188,0,0,0,0,0,0,0,0,0,0,0,0,0.26592,0.13183,-0.26583,-0.13194,599,0,0
1231,1138,1,1,1,0,0.000998,0.003032,0.000188,0,0,0,0,0,0,0,0,0,0,0,0,-0.26373,-0.13678,0.26382,0.13667,599,0,0
1233,1234,1,1,1,0,0.011171,0.033936,0.002109,0,0,0,0,0,0,0,0,0,0,0,0,0.00418,0.01001,-0.00418,-0.01417,515,0,0
1233,1204,1,1,1,0,0.030371,0.071477,0.004342,0,0,0,0,0,0,0,0,0,0,0,0,-0.00421,-0.00954,0.00421,0.00095,507,0,0
1235,1236,1,1,1,0,0.033193,0.124086,0.007732,0,0,0,0,0,0,0,0,0,0,0,0,0.10491,0.01166,-0.10452,-0.02507,687,0,0
1235,1237,1,1,1,0,0.011606,0.035258,0.002191,0,0,0,0,0,0,0,0,0,0,0,0,0.24224,-0.01914,-0.24154,0.01706,599,0,0
1238,1239,1,1,1,0,0.002519,0.005854,0.000355,0,0,0,0,0,0,0,0,0,0,0,0,0.72658,2.65281,-0.7075,-2.60917,507,0,0
1168,1240,1,1,1,0,0.006508,0.015122,0.000917,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.00607,-0.0004,-0.00788,507,0,0
1231,1241,1,1,1,0,0.001,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00221,0.00494,0.00221,-0.00494,599,0,0
1238,1144,1,1,1,0,0.000064,0.000149,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,-0.33382,-0.12858,0.33383,0.12858,507,0,0
1238,1242,1,1,1,0,0.001285,0.002987,0.000181,0,0,0,0,0,0,0,0,0,0,0,0,-0.39274,-2.52423,0.40113,2.54337,507,0,0
1147,1243,1,1,1,0,0.004808,0.01792,0.001089,0,0,0,0,0,0,0,0,0,0,0,0,0.01178,-0.00173,-0.01178,-0.00048,687,0,0
1147,1244,1,1,1,0,0.004808,0.01792,0.001089,0,0,0,0,0,0,0,0,0,0,0,0,0.01345,-0.00034,-0.01345,-0.00186,687,0,0
1245,1235,1,1,1,0,0.052946,0.211782,0.013203,0,0,0,0,0,0,0,0,0,0,0,0,-0.08897,0.02174,0.08946,-0.04537,434,0,0
1245,1246,1,1,1,0,0.000718,0.002873,0.000179,0,0,0,0,0,0,0,0,0,0,0,0,0.08895,-0.02053,-0.08894,0.0202,434,0,0
1155,1247,1,1,1,0,0.012955,0.030101,0.001826,0,0,0,0,0,0,0,0,0,0,0,0,-0.01707,0.00119,0.01707,-0.00478,507,0,0
1248,1112,1,1,1,0,0.011457,0.026621,0.001615,0,0,0,0,0,0,0,0,0,0,0,0,0.00578,-0.00211,-0.00578,-0.00107,507,0,0
1248,1249,1,1,1,0,0.060584,0.140769,0.008539,0,0,0,0,0,0,0,0,0,0,0,0,0.00529,-0.00565,-0.00529,-0.01115,507,0,0
1248,1250,1,1,1,0,0.005775,0.023102,0.001359,0,0,0,0,0,0,0,0,0,0,0,0,-0.01108,0.00776,0.01109,-0.01043,377,0,0
1251,1112,1,1,1,0,0.006332,0.019236,0.001196,0,0,0,0,0,0,0,0,0,0,0,0,-0.06449,0.0194,0.06452,-0.02166,599,0,0
1251,1252,1,1,1,0,0.010525,0.042098,0.002508,0,0,0,0,0,0,0,0,0,0,0,0,0.03034,-0.00918,-0.03033,0.00428,515,0,0
1251,1253,1,1,1,0,0.023468,0.054529,0.003308,0,0,0,0,0,0,0,0,0,0,0,0,0.03415,-0.01022,-0.03412,0.00377,507,0,0
1147,1254,1,1,1,0,0.017075,0.035537,0.002157,0,0,0,0,0,0,0,0,0,0,0,0,0.02127,0.00824,-0.02126,-0.01258,599,0,0
1255,1247,1,1,1,0,0.044266,0.102852,0.006239,0,0,0,0,0,0,0,0,0,0,0,0,0.01709,-0.01891,-0.01707,0.00666,507,0,0
1201,1256,1,1,1,0,0.038495,0.089445,0.000058,0,0,0,0,0,0,0,0,0,0,0,0,0.08808,-0.02337,-0.08775,0.02402,507,0,0
1123,1257,1,1,1,0,0.070849,0.283396,0.000182,0,0,0,0,0,0,0,0,0,0,0,0,0.02094,-0.00699,-0.0209,0.00677,377,0,0
1123,1258,1,1,1,0,0.041242,0.164967,0.000104,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,-0.00026,0.0001,0.00006,377,0,0
1103,1259,1,1,1,0,0.099708,0.398831,0.000251,0,0,0,0,0,0,0,0,0,0,0,0,0.02852,0.00459,-0.02843,-0.0047,305,0,0
1260,1261,1,1,1,0,0.019834,0.056081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46719,0.17158,-0.46234,-0.15786,441,0,0
1262,1263,1,1,1,0,0.011354,0.035791,0.004655,0,0,0,0,0,0,0,0,0,0,0,0,-0.17681,0.01697,0.17717,-0.02517,441,0,0
1264,1265,1,1,1,0,0.011883,0.030735,0.002654,0,0,0,0,0,0,0,0,0,0,0,0,-0.00005,-0.01593,0.00005,0.01061,441,0,0
1266,1267,1,1,1,0,0.100276,0.401103,0.000232,0,0,0,0,0,0,0,0,0,0,0,0,-0.03632,-0.01093,0.03647,0.01107,611,0,0
1268,1269,1,1,1,0,0.003636,0.010555,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06464,-0.01199,0.06465,0.01203,521,0,0
1270,1271,1,1,1,0,0.001369,0.00304,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0.13067,0.00281,-0.13064,-0.00276,521,0,0
1270,1271,1,1,1,0,0.001369,0.00304,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0.13067,0.00281,-0.13064,-0.00276,521,0,0
1270,1272,1,1,1,0,0.001667,0.005064,0.000315,0,0,0,0,0,0,0,0,0,0,0,0,0.63493,0.25366,-0.63416,-0.25198,521,0,0
1273,1274,1,1,1,0,0.141862,0.56745,0.000338,0,0,0,0,0,0,0,0,0,0,0,0,0.07911,0.03124,-0.07808,-0.02776,400,0,0
1275,1276,1,1,1,0,0.087005,0.34802,0.000199,0,0,0,0,0,0,0,0,0,0,0,0,-0.00285,-0.00023,0.00285,-0.00015,400,0,0
1277,1269,1,1,1,0,0.010155,0.031599,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,-0.22119,-0.0462,0.22172,0.04783,521,0,0
1278,1279,1,1,1,0,0.006578,0.019982,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,-0.00009,-0.00614,0.00009,0.00369,521,0,0
1278,1280,1,1,1,0,0.005248,0.013369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37776,0.02531,-0.377,-0.02336,441,0,0
1260,1281,1,1,1,0,0.024013,0.060357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02427,-0.00674,-0.02426,0.00678,441,0,0
1282,1283,1,1,1,0,0.083719,0.334877,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.02847,-0.00917,-0.02839,0.0091,300,0,0
1284,1282,1,1,1,0,0.067644,0.270578,0.000161,0,0,0,0,0,0,0,0,0,0,0,0,-0.02025,-0.00633,0.02029,0.00615,300,0,0
1285,1269,1,1,1,0,0.017951,0.049172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09731,0.02126,0.09749,-0.02076,521,0,0
1286,1287,1,1,1,0,0.035781,0.09913,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0.31167,-0.0217,-0.30814,0.03146,441,0,0
1269,1288,1,1,1,0,0.021386,0.053754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,-0.00004,-0.00011,0.00004,441,0,0
1278,1289,1,1,1,0,0.004165,0.009555,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00009,-0.00001,0.00009,0.00001,441,0,0
1290,1291,1,1,1,0,0.000414,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01579,0.01186,0.01579,-0.01186,441,0,0
1293,1292,1,1,1,0,0.007332,0.018417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008,0,-0.00008,0,441,0,0
1260,1295,1,1,1,0,0.007372,0.022208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11557,-0.0291,-0.11546,0.02941,441,0,0
1260,1296,1,1,1,0,0.005211,0.018061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1223,-0.00321,-0.12222,0.00348,521,0,0
1260,1297,1,1,1,0,0.013976,0.044677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25204,0.0388,-0.25114,-0.03593,521,0,0
1260,1299,1,1,1,0,0.014821,0.045027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04555,0.01092,-0.04552,-0.01082,441,0,0
1301,1302,1,1,1,0,0.008658,0.01876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23331,0.04319,-0.23282,-0.04214,441,0,0
1301,1303,1,1,1,0,0.019365,0.058405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11835,-0.05515,-0.11802,0.05614,441,0,0
1301,1304,1,1,1,0,0.007947,0.01994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14148,0.03229,-0.14131,-0.03187,441,0,0
1301,1305,1,1,1,0,0.015274,0.048718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06718,-0.05489,-0.06706,0.05526,521,0,0
1306,1263,1,1,1,0,0.011354,0.035791,0.004655,0,0,0,0,0,0,0,0,0,0,0,0,0.17756,-0.03337,-0.1772,0.02517,507,0,0
1307,1293,1,1,1,0,0.011077,0.033573,0.002091,0,0,0,0,0,0,0,0,0,0,0,0,-0.11677,-0.02572,0.11694,0.02215,521,0,0
1301,1300,1,1,1,0,0.001702,0.004296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945,-0.00046,-0.00945,0.00046,441,0,0
1278,1291,1,1,1,0,0.002044,0.004689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22747,-0.00561,-0.22736,0.00585,441,0,0
1309,1310,1,1,1,0,0.009542,0.028808,0.002114,0,0,0,0,0,0,0,0,0,0,0,0,0.40375,0.14804,-0.40196,-0.14677,441,0,0
1278,1311,1,1,1,0,0.000575,0.002216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36331,0.05277,-0.36323,-0.05247,598,0,0
1293,1312,1,1,1,0,0.007418,0.025195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20168,0.00632,-0.20137,-0.00527,521,0,0
1293,1313,1,1,1,0,0.007955,0.022215,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0.06768,0.01218,-0.06764,-0.01208,441,0,0
1293,1312,1,1,1,0,0.007289,0.024635,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0.20619,0.00618,-0.20587,-0.00511,521,0,0
1314,1274,1,1,1,0,0.039705,0.158818,0.000095,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0.0022,-0.00058,-0.00238,200,0,0
1269,1315,1,1,1,0,0.007093,0.020098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09817,-0.00576,-0.0981,0.00596,521,0,0
1317,1318,1,1,1,0,0.000121,0.000291,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0.0116,0.0001,-0.01163,441,0,0
1319,1281,1,1,1,0,0.002998,0.007533,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02414,-0.0079,0.02414,0.0079,441,0,0
1320,1321,1,1,1,0,0.045498,0.181992,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0.08759,0.02144,-0.08723,-0.02023,600,0,0
1322,1321,1,1,1,0,0.045498,0.181992,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,-0.04823,-0.0105,0.04834,0.01072,600,0,0
1323,1321,1,1,1,0,0.111845,0.447379,0.000267,0,0,0,0,0,0,0,0,0,0,0,0,-0.03867,-0.00934,0.03884,0.00951,400,0,0
1325,1324,1,1,1,0,0.002405,0.006045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091,-0.00106,0.0091,0.00106,441,0,0
1326,1291,1,1,1,0,0.005952,0.013654,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21144,-0.00537,0.21171,0.00599,441,0,0
1327,1328,1,1,1,0,0.011205,0.030414,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0.10687,-0.00722,-0.10675,0.00755,441,0,0
1327,1328,1,1,1,0,0.011353,0.031137,0.000008,0,0,0,0,0,0,0,0,0,0,0,0,0.10454,-0.00671,-0.10442,0.00704,441,0,0
1327,1329,1,1,1,0,0.007009,0.017081,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0.1815,0.06839,-0.18124,-0.06776,441,0,0
1327,1330,1,1,1,0,0.021612,0.04944,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0.07097,0.01547,-0.07086,-0.01523,441,0,0
