tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reversed,M_Q_TLPF_reversed,limit,ioff,joff
360,3853,1,1,1,1,0.012098,0.387301,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.17486,-0.07381,0.17536,0.08969,0,0,0
632,3615,1,1,1,1,0.010957,0.081812,0,0,0,0,0,0,0.854106,0,0,0,0,0,0,0.02804,0.02188,-0.02803,-0.02178,0,0,0
363,3854,1,1,1,1,0.000066,0.01723,0,0,0,0,0,0,1,0,0,0,0,0,0,3.16461,0.53148,0,0,0,0,0
366,3854,1,1,1,1,0.000068,-0.001966,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.1618,0.97951,0,0,0,0,0
3855,3854,1,1,1,1,0.000426,0.03618,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00033,-1.28981,0,0,0,0,0
363,3856,1,1,1,1,0.000066,0.01741,0,0,0,0,0,0,1,0,0,0,0,0,0,3.11127,0.52928,0,0,0,0,0
366,3856,1,1,1,1,0.000068,-0.001887,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.10897,0.98546,0,0,0,0,0
3857,3856,1,1,1,1,0.000426,0.03648,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00008,-1.29499,0,0,0,0,0
364,3858,1,1,1,1,0.001151,0.097166,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.0251,0.01958,0,0,0,0,0
3859,3858,1,1,1,1,0.000807,-0.006166,0,0,0,0,0,0,1.026667,0,0,0,0,0,0,-0.01252,-0.00976,0,0,0,0,0
3860,3858,1,1,1,1,0.000974,0.065631,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01252,-0.00968,0,0,0,0,0
368,3861,1,1,1,1,0.003928,0.159244,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.27367,0.06819,0.27401,-0.05429,0,0,0
368,3862,1,1,1,1,0.008966,0.32,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.24325,0.08218,0.24389,-0.05904,0,0,0
361,3863,1,1,1,1,0.000091,0.01944,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.84535,1.00732,0,0,0,0,0
374,3863,1,1,1,1,0.000064,-0.003973,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.84708,0.1598,0,0,0,0,0
3864,3863,1,1,1,1,0.000595,0.0432,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00013,-1.03478,0,0,0,0,0
361,3865,1,1,1,1,0.000087,0.019213,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.85935,1.02326,0,0,0,0,0
374,3865,1,1,1,1,0.000069,-0.003864,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.86128,0.14456,0,0,0,0,0
3866,3865,1,1,1,1,0.000595,0.0432,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00023,-1.03461,0,0,0,0,0
373,3867,1,1,1,1,0.01249,0.417142,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.04441,-0.00224,0.04444,0.00315,0,0,0
377,3868,1,1,1,1,0.001718,0.095132,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.29831,0.05014,0.29848,-0.04054,0,0,0
376,3869,1,1,1,1,0.001733,0.095599,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.28988,0.05306,0.29005,-0.0439,0,0,0
375,3870,1,1,1,1,0.004115,0.150361,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.50497,-0.00966,0.50607,0.04987,0,0,0
375,3871,1,1,1,1,0.004061,0.150125,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,-0.30816,0.01886,0.30857,-0.00386,0,0,0
375,3872,1,1,1,1,0.00267,0.213043,0,0,0,0,0,0,1.02587,0,0,0,0,0,0,0.01999,-0.02956,0,0,0,0,0
3873,3872,1,1,1,1,0.003786,0.138488,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.0075,0.05057,0,0,0,0,0
3874,3872,1,1,1,1,0.004726,-0.00437,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,-0.01245,-0.02032,0,0,0,0,0
378,3875,1,1,1,1,0.002268,0.241966,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.01246,-0.01206,0,0,0,0,0
573,3875,1,1,1,1,0.001512,-0.018526,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.01247,0.01209,0,0,0,0,0
378,3876,1,1,1,1,0.002268,0.241966,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.09457,0.01012,0,0,0,0,0
3877,3876,1,1,1,1,0.003025,0.143667,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09462,-0.00625,0,0,0,0,0
384,3878,1,1,1,1,0.000049,0.021665,0,0,0,0,0,0,1,0,0,0,0,0,0,0.69027,0.12023,0,0,0,0,0
388,3878,1,1,1,1,0.000083,-0.003915,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.68983,0.51443,0,0,0,0,0
3879,3878,1,1,1,1,0.000407,0.040855,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00011,-0.61138,0,0,0,0,0
384,3880,1,1,1,1,0.000049,0.02163,0,0,0,0,0,0,1,0,0,0,0,0,0,0.69305,0.25922,0,0,0,0,0
388,3880,1,1,1,1,0.000083,-0.0039,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.69295,-0.24985,0,0,0,0,0
381,3881,1,1,1,1,0.000077,0.017193,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.34977,0.55182,0,0,0,0,0
387,3881,1,1,1,1,0.000068,-0.00175,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35853,0.67587,0,0,0,0,0
3882,3881,1,1,1,1,0.000508,0.04202,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.0078,-1.16011,0,0,0,0,0
381,3883,1,1,1,1,0.000082,0.01746,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.34588,0.60922,0,0,0,0,0
387,3883,1,1,1,1,0.000064,-0.00203,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35001,0.02194,0,0,0,0,0
3884,3883,1,1,1,1,0.000522,0.0425,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00381,-0.60698,0,0,0,0,0
403,3885,1,1,1,1,0.002958,0.159887,0,0,0,0,0,0,1.078478,0,0,0,0,0,0,-0.36656,0.03741,0,0,0,0,0
402,3885,1,1,1,1,0.002065,0.099773,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,0.22957,-0.02003,0,0,0,0,0
3886,3885,1,1,1,1,0.002319,-0.004329,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13734,0.01394,0,0,0,0,0
403,3887,1,1,1,1,0.012561,0.393648,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.10487,-0.00293,0.10502,0.00758,0,0,0
403,433,1,1,1,1,0.03562,0.502824,0,0,0,0,0,0,1.024845,0,0,0,0,0,0,-0.09325,0.02014,0.09358,-0.01549,0,0,0
401,3888,1,1,1,1,0.000756,0.005,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.11275,0.01056,0.11276,-0.01048,0,0,0
401,3889,1,1,1,1,0.000756,0.005,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.1165,0.00902,0.11651,-0.00894,0,0,0
1724,3890,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.01871,-0.00442,0.01871,0.00447,0,0,0
415,3891,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.08306,0.0043,0,0,0,0,0
3892,3891,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.00096,-0.00487,0,0,0,0,0
3893,3891,1,1,1,1,0.0001,0.075766,0,0,0,0,0,0,0.952381,0,0,0,0,0,0,0.0821,0.00211,0,0,0,0,0
906,3894,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00027,0.00013,-0.00027,-0.00013,0,0,0
906,3894,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00027,0.00013,-0.00027,-0.00013,0,0,0
906,3895,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.22623,-0.0677,0,0,0,0,0
3896,3895,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22672,0.08082,0,0,0,0,0
684,3897,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08701,-0.01457,0.08701,0.01573,0,0,0
2605,3898,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0505,-0.01439,0.0505,0.0148,0,0,0
2605,3899,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.11174,-0.03076,0.11174,0.03274,0,0,0
1988,3900,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20927,-0.06629,0.20927,0.07348,0,0,0
1988,3901,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01025,0.01265,0,0,0,0,0
3902,3901,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.01021,-0.01255,0,0,0,0,0
1729,3903,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.12185,-0.02002,0.12185,0.02212,0,0,0
2286,3904,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0842,0.0053,0.0842,-0.00426,0,0,0
2520,3905,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.20154,0.00348,0,0,0,0,0
3906,3905,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,0.00045,-0.00145,0,0,0,0,0
3907,3905,1,1,1,1,0.0001,0.075766,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2011,0.0061,0,0,0,0,0
404,3908,1,1,1,1,0.0001,1.46092,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.05307,-0.02658,0.05307,0.02695,0,0,0
406,3909,1,1,1,1,0.0001,1.46092,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.01728,-0.00412,0.01728,0.00416,0,0,0
407,3910,1,1,1,1,0.0001,1.46092,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.03731,-0.00821,0.03731,0.00837,0,0,0
2303,3911,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.08894,0.00017,0.08894,0.00091,0,0,0
421,3912,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.12659,-0.01135,0.12659,0.01374,0,0,0
411,3913,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.06017,-0.01551,0.06017,0.01612,0,0,0
2823,3914,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.17306,0.01563,0.17307,-0.01131,0,0,0
409,3915,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.19818,0.03524,0.19818,-0.02924,0,0,0
680,3916,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05846,-0.0154,0.05846,0.01596,0,0,0
2497,3917,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.34467,0.02045,0.34468,-0.00331,0,0,0
413,3918,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.20225,-0.03765,0.20225,0.04438,0,0,0
2822,3919,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.18061,0.05215,0.18061,-0.04714,0,0,0
2822,3920,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.18489,0.03396,0.18489,-0.02894,0,0,0
769,3921,1,1,1,1,0.019584,0.468507,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.0554,-0.0434,0.05551,0.04594,0,0,0
2821,3922,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.01082,-0.00445,0.01082,0.00447,0,0,0
1723,3923,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.14131,-0.0458,0.14131,0.04907,0,0,0
1723,3924,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01245,-0.00643,0.01245,0.00646,0,0,0
568,3925,1,1,1,1,0.0001,1.46092,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,-0.04556,0.0168,0.04556,-0.01658,0,0,0
2928,3926,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02527,0.0076,0.02527,-0.0075,0,0,0
2928,3927,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0464,0.01159,0,0,0,0,0
3928,3927,1,1,1,1,0.0001,0.113573,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0464,-0.01094,0,0,0,0,0
2804,3929,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.16991,0.01645,0.16992,-0.01249,0,0,0
2488,3930,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.10921,-0.03254,0.10921,0.03443,0,0,0
2488,3931,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.10619,-0.03405,0,0,0,0,0
3932,3931,1,1,1,1,0.0001,0.075766,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10622,0.0368,0,0,0,0,0
410,3933,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04896,-0.00331,0.04896,0.00367,0,0,0
410,3934,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1.013513,0,0,0,0,0,0,-0.01067,0.01527,0.01067,-0.01521,0,0,0
3934,3935,1,1,1,1,0.0001,1.46092,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.01081,0.01499,0.01081,-0.01496,0,0,0
2281,3936,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.13004,0.00445,0.13004,-0.00206,0,0,0
2096,3937,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.24635,-0.03943,0.24636,0.04789,0,0,0
2096,3938,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.01599,-0.00253,0,0,0,0,0
3939,3938,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,-0.01598,0.00254,0,0,0,0,0
911,3940,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,0.27888,0.1634,0,0,0,0,0
3941,3940,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.933333,0,0,0,0,0,0,-0.27881,-0.15031,0,0,0,0,0
911,3942,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.34223,-0.17585,0.34224,0.19635,0,0,0
2517,3943,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.15076,0.04247,0.15076,-0.03882,0,0,0
2288,3944,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01804,0.02586,0.01804,-0.02571,0,0,0
2493,3945,1,1,1,1,0.0004,0.15138,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.68731,-0.06573,0.68748,0.1293,0,0,0
2493,3946,1,1,1,1,0.002,0.153512,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.33951,-0.00497,0.33972,0.02056,0,0,0
2522,3947,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.10227,-0.02515,0.10227,0.02681,0,0,0
412,3948,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04755,-0.00528,0.04755,0.00564,0,0,0
1730,3949,1,1,1,1,0,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.06711,0.00333,0,0,0,0,0
3950,3949,1,1,1,1,0.0001,-0.016786,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,0.00063,-0.00527,0,0,0,0,0
3951,3949,1,1,1,1,0.0001,0.075766,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06647,0.00294,0,0,0,0,0
1730,3952,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.15939,-0.00312,0.15939,0.00656,0,0,0
2984,3953,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1.05,0,0,0,0,0,0,-0.09302,-0.00313,0.09302,0.00456,0,0,0
2816,3954,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.13055,0.05518,0.13055,-0.05246,0,0,0
2816,3955,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.13338,0.05028,0.13338,-0.04753,0,0,0
408,3956,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.08228,-0.02262,0,0,0,0,0
3957,3956,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08227,0.0242,0,0,0,0,0
2935,3958,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.09261,-0.03933,0.09261,0.04091,0,0,0
770,3959,1,1,1,1,0.014836,0.368998,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.0801,-0.04635,0.08023,0.04979,0,0,0
2824,3960,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.01672,-0.01198,0.01672,0.01204,0,0,0
2283,3961,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.094,0.01166,0.094,-0.01035,0,0,0
2283,3962,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12748,0.01047,0.12748,-0.00808,0,0,0
502,3963,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.02631,-0.01165,0.02631,0.01179,0,0,0
1591,3964,1,1,1,1,0.030624,0.529301,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05047,-0.02087,0.05056,0.02241,0,0,0
3452,3965,1,1,1,1,0.013384,0.409301,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.15936,-0.01818,0.15965,0.02725,0,0,0
3452,3966,1,1,1,1,0.013384,0.409301,0,0,0,0,0,0,0.956522,0,0,0,0,0,0,-0.13835,-0.01399,0.13857,0.0208,0,0,0
414,3967,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0948,-0.00933,0.0948,0.01017,0,0,0
1725,3968,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.19508,-0.01154,0.19508,0.01497,0,0,0
589,3969,1,1,1,1,0.0422,1.410435,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.09917,0.01273,0.09958,-0.01176,0,0,0
589,3969,1,1,1,1,0.0422,1.410435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1557,3970,1,1,1,1,0.001512,0.075614,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.07476,0.01533,0.07477,-0.01489,0,0,0
417,3971,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0213,-0.00694,0.0213,0.00699,0,0,0
417,3972,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02482,-0.01028,0.02482,0.01035,0,0,0
418,3973,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0348,-0.01292,0.0348,0.01305,0,0,0
419,3974,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00952,-0.00252,0,0,0,0,0
3975,3974,1,1,1,1,0.0001,-0.001,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,0.00952,0.00253,0,0,0,0,0
419,3976,1,1,1,1,0,0.151229,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03023,-0.01282,0,0,0,0,0
3977,3976,1,1,1,1,0.0001,-0.001,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,0.00266,0.00098,0,0,0,0,0
3978,3976,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02751,0.01208,0,0,0,0,0
420,3979,1,1,1,1,0.001991,0.111349,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.38111,0.0792,0.38144,-0.06078,0,0,0
420,3980,1,1,1,1,0.004926,0.23,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.37608,0.07601,0.37687,-0.03904,0,0,0
2945,3981,1,1,1,1,0.0001,0.151229,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.14577,-0.06659,0.14577,0.07088,0,0,0
799,3982,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.15854,-0.04439,0.15854,0.04664,0,0,0
799,3983,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.13818,-0.03367,0.13818,0.03535,0,0,0
2264,3984,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12,0.01681,0.12,-0.0158,0,0,0
2221,3985,1,1,1,1,0.0001,0.075614,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.38548,0.07951,0.3855,-0.06766,0,0,0
560,3986,1,1,1,1,0.0001,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02527,-0.00172,0.02527,0.00177,0,0,0
423,3987,1,1,1,1,0.000964,0.083333,0,0,0,0,0,0,1.040217,0,0,0,0,0,0,1.52492,0.48841,0,0,0,0,0
3988,3987,1,1,1,1,0.000614,-0.005611,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-1.51906,-0.37261,0,0,0,0,0
3989,3987,1,1,1,1,0.002609,0.117611,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.00118,0.10506,0,0,0,0,0
94,3990,1,1,1,1,0.000051,0.013755,0,0,0,0,0,0,1.047619,0,0,0,0,0,0,-1.35214,1.36065,0,0,0,0,0
85,3990,1,1,1,1,0.000075,-0.001335,0,0,0,0,0,0,1.05,0,0,0,0,0,0,1.35394,0.29243,0,0,0,0,0
3991,3990,1,1,1,1,0.000379,0.039305,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00021,-1.49078,0,0,0,0,0
425,3992,1,1,1,1,0.003344,0.155554,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.29266,0.00852,0.29297,0.00599,0,0,0
425,3993,1,1,1,1,0.007076,0.2794,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.12695,0.01736,0.12708,-0.01237,0,0,0
426,3994,1,1,1,1,0.000061,0.018173,0,0,0,0,0,0,1,0,0,0,0,0,0,1.64799,0.49663,0,0,0,0,0
427,3994,1,1,1,1,0.000126,-0.001627,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.64695,0.16534,0,0,0,0,0
3995,3994,1,1,1,1,0.000561,0.042,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00015,-0.5976,0,0,0,0,0
426,3996,1,1,1,1,0.000061,0.018213,0,0,0,0,0,0,1,0,0,0,0,0,0,1.68223,0.49219,0,0,0,0,0
427,3996,1,1,1,1,0.000126,-0.002,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.68098,0.17083,0,0,0,0,0
3997,3996,1,1,1,1,0.000537,0.0416,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00024,-0.59797,0,0,0,0,0
429,3998,1,1,1,1,0.000241,0.020746,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.40042,0.63041,3.40328,-0.38453,0,0,0
432,3999,1,1,1,1,0.007305,0.73046,0,0,0,0,0,0,0.986667,0,0,0,0,0,0,-0.0936,0.00864,0.09366,-0.00206,0,0,0
382,4000,1,1,1,1,0.000051,0.02165,0,0,0,0,0,0,1,0,0,0,0,0,0,0.90513,0.52866,0,0,0,0,0
435,4000,1,1,1,1,0.00008,-0.00372,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.90416,0.69719,0,0,0,0,0
4001,4000,1,1,1,1,0.000407,0.04061,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00012,-1.14826,0,0,0,0,0
382,4002,1,1,1,1,0.00005,0.02183,0,0,0,0,0,0,1,0,0,0,0,0,0,0.90474,0.51684,0,0,0,0,0
435,4002,1,1,1,1,0.000081,-0.00389,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.90392,0.70865,0,0,0,0,0
4003,4002,1,1,1,1,0.000405,0.04076,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00002,-1.14813,0,0,0,0,0
2735,4004,1,1,1,1,0.003781,0.075614,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.05661,-0.03254,0.05663,0.03286,0,0,0
440,4005,1,1,1,1,0.00256,0.111579,0,0,0,0,0,0,0.991178,0,0,0,0,0,0,-0.08705,0.05734,0.08708,-0.05616,0,0,0
444,4006,1,1,1,1,0.000099,0.0195,0,0,0,0,0,0,1,0,0,0,0,0,0,0.80116,0.63293,0,0,0,0,0
446,4006,1,1,1,1,0.000033,-0.00203,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.80047,-0.04422,0,0,0,0,0
4007,4006,1,1,1,1,0.000451,0.03952,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.0002,-0.55627,0,0,0,0,0
444,4008,1,1,1,1,0.000098,0.019845,0,0,0,0,0,0,1,0,0,0,0,0,0,0.79844,0.62172,0,0,0,0,0
446,4008,1,1,1,1,0.000028,-0.002315,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.79777,-0.03341,0,0,0,0,0
4009,4008,1,1,1,1,0.000451,0.039865,0,0,0,0,0,0,0.96,0,0,0,0,0,0,-0.00019,-0.556,0,0,0,0,0
487,4010,1,1,1,1,0.000737,0.046903,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.25106,0.64057,0.25141,-0.6181,0,0,0
451,4011,1,1,1,1,0.004365,0.221333,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,0.00145,0.03855,-0.00145,-0.03822,0,0,0
451,4012,1,1,1,1,0.002193,0.143416,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00145,0.00006,-0.00145,-0.00006,0,0,0
451,4013,1,1,1,1,0.002193,0.142749,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00145,0.00006,-0.00145,-0.00006,0,0,0
452,4014,1,1,1,1,0.004236,0.15875,0,0,0,0,0,0,1.052174,0,0,0,0,0,0,-0.51042,0.02213,0.51163,0.0232,0,0,0
