bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number,M_Vm,M_Va,M_P,M_Q,BRANCH_NUM,GEN_NUM,CP_NUM,LOAD_NUM
1,2115,0,1,1,1.0102,-9.45742,0,0,0,0,500,525,0,0,0,0,0,530.354,0,0,0,14,0,0,0
2,5625,0,1,1,1.0105,-8.85752,0.29842,7.82006,0,0,500,525,0,0,0,18.6,0,530.514,0,0,0,4,0,12,1
3,2878,0,1,1,1.00605,-8.15674,0,0,0,0,500,525,0,0,0,0,0,528.174,0,0,0,8,0,0,0
4,2,0,1,1,1.00646,-7.00566,17.248,6.28564,0,0,500,525,0,0,0,18,0,528.39,0,1723.93,626.94,9,0,10,4
5,277,0,1,1,1.00612,-6.35659,0,0,0,0,500,525,0,0,0,0,0,528.215,0,0,0,3,0,0,2
6,276,0,1,1,1.00442,-5.79955,0,0,0,0,500,525,0,0,0,0,0,527.319,0,0,0,4,0,0,1
7,189,0,1,1,1.01868,-0.630528,0,0,0,0,500,525,0,0,0,0,0,534.808,0,0,0,4,0,0,1
8,3199,0,1,1,1.01984,-1.24431,0,0,0,0,500,525,0,0,0,0,0,535.414,0,0,0,12,0,0,0
9,8074,0,1,1,1.00578,-6.80467,28.5263,10.8044,0,0,500,525,0,0,0,52,0,528.036,0,2854.38,1080.57,9,0,20,4
10,286,0,1,1,0.998333,-1.32022,0,0,0,0,500,525,0,0,0,0,0,524.125,0,0,0,8,0,0,4
11,263,0,1,1,1.02264,-0.583597,0,0,0,0,500,525,0,0,0,0,0,536.885,0,0,0,7,0,0,3
12,240,0,1,1,1.02176,-1.3121,14.8478,4.80189,0,0,500,525,0,0,0,30.1,0,536.425,0,1483.19,488.19,9,0,14,4
13,364,0,1,1,0.979129,-4.52928,-8.97624,4.56295,0,0,500,525,0,0,0,0,0,0,0,-907.12,-383.34,1,0,0,3
14,365,0,1,1,1.04338,-4.97885,-9.10002,-3.36453,0,0,500,525,0,0,0,0,0,0,0,-914.22,-383.73,1,0,0,1
15,358,0,1,2,0.996332,-11.445,0.00289,0.01471,0,0,220,230,1000,-1500,0,0,0,229.156,0,0,8.04,1,1,0,4
16,1188,0,1,1,0.994303,-11.4125,0,0,0,0,220,230,0,0,0,0,0,228.69,0,0,0,5,0,0,0
17,1068,0,1,1,1.00329,-13.5783,0,0,0,0,500,525,0,0,0,0,0,526.725,0,0,0,10,0,0,0
18,359,0,1,2,1.00143,-11.3705,-6.57638,-3.53168,0,0.88292,500,525,1500,-1500,0,-3.2876,0,525.749,0,0,88.292,2,1,2,4
19,1008,0,1,1,1.00608,-9.74334,0,0,0,0,500,525,0,0,0,-1.8,0,528.194,0,0,0,11,0,1,0
20,325,0,1,2,0.998424,-13.6022,6.00208,0.65108,-6.00208,-0.65108,500,525,1500,-1500,0,0,0,524.173,0,-600.208,-65.108,2,1,0,1
21,525,0,1,1,0.995946,-11.092,0.00272,-0.00633,0,0,220,230,0,0,0,0,0,229.068,0,0,0,6,0,0,2
22,1953,0,1,1,0.995605,-11.4056,0,0,0,0,220,230,0,0,0,0,0,228.989,0,0,0,6,0,0,0
23,2339,0,1,1,1.00982,-12.8217,0,0,0,0,220,230,0,0,0,0,0,232.258,0,0,0,7,0,0,0
24,536,0,1,1,1.01179,-12.5638,0.0016,-0.09879,0,0,220,230,0,0,0,0,0,232.711,0,0,-10.05,5,0,0,1
25,2354,0,1,1,1.01148,-3.00816,0,0,0,0,220,230,0,0,0,0,0,232.641,0,0,0,8,0,0,0
26,2491,0,1,1,1.01223,-2.7612,0,0,0,0,220,230,0,0,0,0,0,232.814,0,0,0,3,0,0,0
27,1316,0,1,1,0.99835,-14.141,0,0,0,0,500,525,0,0,0,0,0,524.134,0,0,0,2,0,0,0
28,1583,0,1,1,1.0026,-13.4245,0,0,0,0,500,525,0,0,0,0,0,526.363,0,0,0,8,0,0,0
29,608,0,1,1,1.01223,-12.2488,0,0,0,0,220,230,0,0,0,0,0,232.813,0,0,0,5,0,0,0
30,2660,0,1,1,1.01035,-12.7369,0,0,0,0,220,230,0,0,0,0,0,232.38,0,0,0,8,0,0,0
31,694,0,1,1,1.01373,-12.2702,0,0,0,0,220,230,0,0,0,0,0,233.158,0,0,0,11,0,0,0
32,2162,0,1,1,1.00882,-11.9165,0,0,0,0,220,230,0,0,0,0,0,232.029,0,0,0,10,0,0,0
33,1654,0,1,1,0.987158,-9.84411,0,-0.01457,0,0,220,230,0,0,0,0,0,227.046,0,0,0,7,0,0,1
34,807,0,1,1,0.985229,-9.59383,0,-0.03367,0,0,220,230,0,0,0,0,0,226.603,0,0,0,14,0,0,1
35,1924,0,1,1,1.00119,-3.51618,0,0,0,0,220,230,0,0,0,0,0,230.275,0,0,0,11,0,0,0
36,636,0,1,1,0.999485,-2.42986,0,0,0,0,220,230,0,0,0,0,0,229.881,0,0,0,4,0,0,0
37,2377,0,1,1,0.985326,-10.2039,2.12693,0.70258,0,0,220,230,0,0,0,0,0,226.625,0,212.3,73.7,2,0,0,8
38,39953,0,1,1,0.981142,-10.1638,2.05859,0.60244,0,0,220,230,0,0,0,0,0,225.663,0,205.7,63.3,2,0,0,7
39,39933,0,1,1,1.00835,-3.43533,0,0,0,0,500,525,0,0,0,0,0,0,0,0,0,2,0,0,0
40,873,0,1,1,1.00843,-3.02222,0,0,0,0,500,525,0,0,0,0,0,529.424,0,0,0,8,0,0,1
41,1882,0,1,1,1.00866,-3.60929,0,0,0,0,500,525,0,0,0,0,0,529.546,0,0,0,5,0,0,0
42,962,0,1,1,1.00035,-1.98819,-0.00833,0.14557,0,0,220,230,0,0,0,0,0,230.081,0,-0.1,16.77,3,0,0,1
43,1239,0,1,1,0.99882,-4.11304,0,0,0,0,220,230,0,0,0,0,0,229.729,0,0,0,6,0,0,0
44,965,0,1,1,0.999372,-3.5396,-0.03021,0.00941,0,0,220,230,0,0,0,0,0,229.856,0,-2.93,0.28,5,0,0,1
45,1749,0,1,1,0.992481,-7.61422,0,0,0,0,220,230,0,0,0,0,0,228.271,0,0,0,11,0,0,0
46,1665,0,1,1,0.990129,-5.83932,0,0,0,0,220,230,0,0,0,0,0,227.73,0,0,0,4,0,0,0
47,39919,0,1,1,0.998449,5.17589,0,0,0,0,220,230,0,0,0,0,0,0,0,0,0,2,0,0,0
48,39992,0,1,1,0.999046,-3.20692,0.50363,-0.0634,0,0,220,230,0,0,0,0,0,0,0,50.9,-5.92,1,0,0,1
49,4303,0,1,1,0.998248,-3.16727,-0.14793,0.10476,0,0,220,230,0,0,0,0,0,0,0,-14.74,9.95,1,0,0,5
50,978,0,1,1,0.998689,-15.9149,0,0,0,0,220,230,0,0,0,0,0,229.698,0,0,0,8,0,0,0
51,743,0,1,1,0.998345,-15.8955,0,0,0,0,220,230,0,0,0,0,0,229.619,0,0,0,6,0,0,0
52,4013,0,1,1,1.00322,-13.5619,0,0,0,0,500,525,0,0,0,0,0,526.692,0,0,0,3,0,0,0
53,2006,0,1,1,1.00462,-8.35335,0,0,0,0,220,230,0,0,0,0,0,231.063,0,0,0,5,0,0,0
54,1006,0,1,1,1.00433,-7.82327,0,0,0,0,220,230,0,0,0,0,0,230.997,0,0,0,4,0,0,0
55,2144,0,1,1,0.989759,-10.5839,0,0,0,0,220,230,0,0,0,0,0,227.645,0,0,0,5,0,0,0
56,579,0,1,1,0.991172,-10.5416,0,0,0,0,220,230,0,0,0,0,0,227.97,0,0,0,2,0,0,1
57,1127,0,1,1,1.00336,-12.7403,0,0,0,0,220,230,0,0,0,0,0,230.773,0,0,0,15,0,0,0
58,653,0,1,1,1.00418,-13.2633,0,0,0,0,220,230,0,0,0,0,0,230.961,0,0,0,7,0,0,0
59,2380,0,1,1,1.00113,-13.232,0,0,0,0,220,230,0,0,0,0,0,230.261,0,0,0,5,0,0,0
60,1176,0,1,1,1.00674,-11.943,0,0,0,0,220,230,0,0,0,0,0,231.55,0,0,0,9,0,0,0
61,718,0,1,1,1.00694,-12.1305,0,0,0,0,220,230,0,0,0,0,0,231.597,0,0,0,5,0,0,0
62,1363,0,1,1,1.00207,-6.8354,0,0,0,0,220,230,0,0,0,0,0,230.477,0,0,0,6,0,0,0
63,1155,0,1,1,0.998406,-8.12055,0,0,0,0,220,230,0,0,0,0,0,229.633,0,0,0,6,0,0,0
64,1502,0,1,1,0.995669,-8.52787,0,0,0,0,220,230,0,0,0,0,0,229.004,0,0,0,11,0,0,0
65,1152,0,1,1,0.99881,-7.87917,0,0,0,0,220,230,0,0,0,0,0,229.726,0,0,0,3,0,0,1
66,4322,0,1,1,1.00684,-12.0114,0.11645,-0.02103,0,0,220,230,0,0,0,0,0,0,0,11.65,-2.46,1,0,0,3
67,12429,0,1,1,1.00978,-13.2302,0,-0.38881,0,0,220,230,0,0,0,0,0,232.25,0,0,0,8,0,0,2
68,1104,0,1,1,0.996342,-8.38387,0,0,0,0,220,230,0,0,0,0,0,229.159,0,0,0,2,0,0,0
69,4252,0,1,1,0.989607,-7.88788,0,0,0,0,220,230,0,0,0,0,0,227.61,0,0,0,6,0,0,0
70,715,0,1,1,1.00573,-2.90103,0,0,0,0,220,230,0,0,0,0,0,231.318,0,0,0,3,0,0,1
71,2779,0,1,1,1.00286,-4.65463,0,0,0,0,220,230,0,0,0,0,0,230.657,0,0,0,9,0,0,0
72,1319,0,1,1,0.99738,-12.2935,0,0,0,0,220,230,0,0,0,0,0,229.397,0,0,0,8,0,0,0
73,1291,0,1,1,1.00504,-5.19503,0,0,0,0,220,230,0,0,0,0,0,231.159,0,0,0,4,0,0,0
74,1398,0,1,1,0.999129,-12.3005,0,-0.05486,0,0,220,230,0,0,0,0,0,229.8,0,0,0,9,0,0,1
75,2481,0,1,1,1.00073,-10.1438,0,0,0,0,220,230,0,0,0,0,0,230.167,0,0,0,10,0,0,0
76,1308,0,1,1,0.999217,-10.2933,0,0,0,0,220,230,0,0,0,0,0,229.82,0,0,0,6,0,0,0
77,1533,0,1,1,1.00026,-1.92717,0,0,0,0,220,230,0,0,0,0,0,230.061,0,0,0,7,0,0,0
78,1359,0,1,1,0.999998,-1.49246,0.00265,0.00393,0,0,220,230,0,0,0,0,0,229.999,0,0.36,0,3,0,0,3
79,1383,0,1,1,1.00266,-12.3664,0,-0.09333,0,0,220,230,0,0,0,0,0,230.612,0,0,0,17,0,0,1
80,547,0,1,1,1.0056,-12.792,0,0,0,0,220,230,0,0,0,0,0,231.288,0,0,0,8,0,0,0
81,787,0,1,1,1.00264,-12.4728,0.41244,-0.02632,0,0,220,230,0,0,0,0,0,230.607,0,19.94,-3.85,1,0,0,3
82,613,0,1,1,1.00566,-4.70173,0,0,0,0,220,230,0,0,0,0,0,231.302,0,0,0,7,0,0,0
83,4190,0,1,1,1.00004,-13.0251,0,0,0,0,220,230,0,0,0,0,0,230.008,0,0,0,6,0,0,0
84,2736,0,1,1,1.00996,-13.1826,0,0,0,0,220,230,0,0,0,0,0,232.291,0,0,0,7,0,0,0
85,1696,0,1,1,0.998296,-2.1792,0,0,0,0,220,230,0,0,0,0,0,229.608,0,0,0,9,0,0,0
86,2007,0,1,1,1.00299,-4.78798,0,0,0,0,220,230,0,0,0,0,0,230.688,0,0,0,3,0,0,0
87,1559,0,1,1,1.00314,-4.7597,0,0,0,0,220,230,0,0,0,0,0,230.722,0,0,0,9,0,0,0
88,2033,0,1,1,1.00221,-5.22611,0,0,0,0,220,230,0,0,0,0,0,230.509,0,0,0,8,0,0,0
89,4171,0,1,1,1.01167,-2.85843,0,0,0,0,220,230,0,0,0,0,0,0,0,0,0,3,0,0,0
90,2835,0,1,1,1.0181,-7.04402,0.00025,0.00037,0,0,220,230,0,0,0,0,0,234.163,0,0,0,3,0,0,1
91,2022,0,1,1,1.01805,-6.9654,0,0,0,0,220,230,0,0,0,0,0,234.151,0,0,0,2,0,0,0
92,2100,0,1,1,0.992372,-10.7933,-1.00E-05,8.00E-05,0,0,220,230,0,0,0,0,0,228.246,0,0,0,5,0,0,1
93,855,0,1,1,0.986903,-11.3762,0,0,0,0,220,230,0,0,0,0,0,226.988,0,0,0,10,0,0,1
94,1683,0,1,1,1.01629,-3.22267,0,0,0,0,500,525,0,0,0,0,0,533.55,0,0,0,10,0,0,0
95,736,0,1,1,1.01742,-2.26767,0,0,0,0,220,230,0,0,0,0,0,234.008,0,0,0,2,0,0,0
96,2194,0,1,1,1.00115,-4.63716,0,0,0,0,220,230,0,0,0,0,0,230.265,0,0,0,6,0,0,0
97,1761,0,1,1,1.00205,-4.91155,0,0,0,0,220,230,0,0,0,0,0,230.47,0,0,0,6,0,0,0
98,1799,0,1,1,1.00651,-13.2815,0,-0.0747,0,0,220,230,0,0,0,0,0,231.496,0,0,0,4,0,0,1
99,726,0,1,1,1.00667,-12.9844,0,0,0,0,220,230,0,0,0,0,0,231.535,0,0,0,11,0,0,0
100,427,0,1,1,0.997404,-8.26636,0,0,0,0,220,230,0,0,0,0,0,229.403,0,0,0,8,0,0,0
101,507,0,1,1,1.01023,-13.2832,0,0,0,0,220,230,0,0,0,0,0,232.353,0,0,0,2,0,0,0
102,39900,0,1,1,1.01012,-13.2823,0,0,0,0,220,230,0,0,0,0,0,232.327,0,0,0,2,0,0,0
103,1885,0,1,1,1.00262,-4.95709,0,0,0,0,220,230,0,0,0,0,0,230.602,0,0,0,11,0,0,0
104,1426,0,1,1,1.00272,-4.94179,0,0,0,0,220,230,0,0,0,0,0,230.626,0,0,0,5,0,0,0
105,1916,0,1,1,1.00896,-4.14823,0,0,0,0,500,525,0,0,0,0,0,529.705,0,0,0,10,0,0,0
106,2454,0,1,1,1.00509,-5.1776,0,0,0,0,500,525,0,0,0,0,0,527.674,0,0,0,12,0,0,0
107,2506,0,1,1,1.00223,-5.15984,0,0,0,0,220,230,0,0,0,0,0,230.513,0,0,0,7,0,0,0
108,2025,0,1,1,0.996086,-11.5604,0,0,0,0,220,230,0,0,0,0,0,229.1,0,0,0,7,0,0,0
109,907,0,1,1,1.00012,-5.91566,0,0,0,0,220,230,0,0,0,0,0,230.028,0,0,0,8,0,0,0
110,989,0,1,1,0.998317,-12.0258,0,0,0,0,220,230,0,0,0,0,0,229.613,0,0,0,3,0,0,0
111,2236,0,1,1,0.999136,-16.2145,0,0,0,0,220,230,0,0,0,0,0,229.801,0,0,0,6,0,0,0
112,2014,0,1,1,0.999031,-15.9033,0,0,0,0,220,230,0,0,0,0,0,229.777,0,0,0,9,0,0,0
113,1378,0,1,1,1.00953,-9.77687,0,0,0,0,500,525,0,0,0,0,0,530.005,0,0,0,6,0,0,0
114,2120,0,1,1,0.999343,-12.0038,0,0,0,0,220,230,0,0,0,0,0,229.849,0,0,0,8,0,0,0
115,1540,0,1,1,0.999504,-12.4838,0,0,0,0,220,230,0,0,0,0,0,229.886,0,0,0,8,0,0,0
116,2265,0,1,1,0.998158,-12.988,0,0,0,0,220,230,0,0,0,0,0,229.576,0,0,0,9,0,0,0
117,1962,0,1,1,0.998382,-9.43056,0,-0.09699,0,0,220,230,0,0,0,0,0,229.628,0,0,0,6,0,0,1
118,2225,0,1,1,1.0063,-3.54236,0,0,0,0,220,230,0,0,0,0,0,231.449,0,0,0,7,0,0,0
119,880,0,1,1,0.99824,-13.0576,0,0,0,0,220,230,0,0,0,0,0,229.595,0,0,0,4,0,0,0
120,4424,0,1,1,0.995963,-10.475,0,0,0,0,220,230,0,0,0,0,0,229.071,0,0,0,11,0,0,0
121,39947,0,1,1,1.00513,-5.19604,0,0,0,0,220,230,0,0,0,0,0,231.179,0,0,0,1,0,0,1
122,2318,0,1,1,0.998246,-11.1212,0,0,0,0,220,230,0,0,0,0,0,229.597,0,0,0,2,0,0,1
123,488,0,1,1,0.99673,-12.9677,0,0,0,0,220,230,0,0,0,0,0,229.248,0,0,0,10,0,0,0
124,1972,0,1,1,1.00278,-7.41937,0,0,0,0,500,525,0,0,0,0,0,526.462,0,0,0,12,0,0,0
125,595,0,1,1,1.00546,-17.5201,0,0,0,0,220,230,0,0,0,0,0,231.255,0,0,0,7,0,0,0
126,1207,0,1,1,1.00553,-17.4446,0,0,0,0,220,230,0,0,0,0,0,231.271,0,0,0,2,0,0,1
127,1849,0,1,1,1.00168,-5.52422,0,0,0,0,220,230,0,0,0,0,0,230.386,0,0,0,7,0,0,0
128,2546,0,1,1,1.00449,-12.9331,0,0,0,0,220,230,0,0,0,0,0,231.033,0,0,0,9,0,0,0
129,4131,0,1,1,0.995164,-10.7341,0,0,0,0,220,230,0,0,0,0,0,228.888,0,0,0,10,0,0,0
130,1273,0,1,1,0.985207,-11.9023,0,0,0,0,220,230,0,0,0,0,0,226.598,0,0,0,7,0,0,0
131,2656,0,1,1,0.999775,-2.14213,0,0,0,0,220,230,0,0,0,0,0,229.948,0,0,0,3,0,0,0
132,2647,0,1,1,1.00001,-9.7906,0,0,0,0,220,230,0,0,0,0,0,230.002,0,0,0,8,0,0,0
133,2684,0,1,1,0.995096,-12.7563,0,0,0,0,220,230,0,0,0,0,0,228.872,0,0,0,6,0,0,0
134,500,0,1,1,0.985615,-10.1882,0,0,0,0,220,230,0,0,0,0,0,226.691,0,0,0,9,0,0,0
135,582,0,1,1,1.00598,-12.4362,0,0,0,0,220,230,0,0,0,0,0,231.376,0,0,0,5,0,0,0
136,2174,0,1,1,0.998749,-1.21563,0,0,0,0,220,230,0,0,0,0,0,229.712,0,0,0,3,0,0,0
137,1835,0,1,1,0.99863,-1.22545,0,0,0,0,220,230,0,0,0,0,0,229.685,0,0,0,3,0,0,1
138,915,0,1,1,1.00204,-9.33101,0.08316,0.09837,0,0,220,230,0,0,0,0,0,230.468,0,0,0,4,0,0,1
139,2879,0,1,1,1.00077,-9.53018,0,0,0,0,220,230,0,0,0,0,0,230.178,0,0,0,13,0,0,0
140,1106,0,1,1,1.00274,-5.36152,0,-0.03476,0,0,220,230,0,0,0,0,0,230.63,0,0,0,8,0,0,1
141,1610,0,1,1,0.995819,-16.7499,0,0,0,0,220,230,0,0,0,0,0,229.038,0,0,0,3,0,0,0
142,921,0,1,1,1.00493,-13.6814,0,-0.19434,0,0,220,230,0,0,0,0,0,231.133,0,0,0,9,0,0,2
143,1069,0,1,1,0.99822,-15.8178,0,0,0,0,220,230,0,0,0,0,0,229.591,0,0,0,12,0,0,0
144,1246,0,1,1,1.01314,-2.70762,0,0,0,0,500,525,0,0,0,0,0,531.899,0,0,0,4,0,0,0
145,39926,0,1,1,1.00274,-3.53256,0,0,0,0,220,230,0,0,0,0,0,230.629,0,0,0,2,0,0,1
146,1295,0,1,1,1.00271,-3.53144,0,0,0,0,220,230,0,0,0,0,0,230.622,0,0,0,2,0,0,1
147,2230,0,1,1,1.0038,-6.83696,0,0,0,0,220,230,0,0,0,0,0,230.874,0,0,0,4,0,0,0
148,1062,0,1,1,1.00379,-6.82957,0,0,0,0,220,230,0,0,0,0,0,230.871,0,0,0,3,0,0,0
149,1499,0,1,1,0.998879,-8.5201,0,0,0,0,500,525,0,0,0,0,0,524.412,0,0,0,8,0,0,0
150,1474,0,1,1,1.00235,-13.0105,0,0,0,0,220,230,0,0,0,0,0,230.541,0,0,0,7,0,0,0
151,1620,0,1,1,1.00798,-5.28622,0,0,0,0,500,525,0,0,0,0,0,529.192,0,0,0,10,0,0,0
152,2792,0,1,1,0.99118,-5.38465,0,0,0,0,220,230,0,0,0,0,0,227.971,0,0,0,4,0,0,1
153,853,0,1,1,0.992961,-5.20998,0,0,0,0,220,230,0,0,0,0,0,228.381,0,0,0,2,0,0,0
154,798,0,1,1,1.00003,-13.0253,0,0,0,0,220,230,0,0,0,0,0,230.008,0,0,0,2,0,0,0
155,1251,0,1,1,0.998528,-1.25198,0,0,0,0,220,230,0,0,0,0,0,229.662,0,0,0,8,0,0,0
156,750,0,1,1,1.0024,-9.14285,0,0,0,0,500,525,0,0,0,0,0,526.257,0,0,0,10,0,0,0
157,1982,0,1,1,0.996409,-11.7453,0,0,0,0,220,230,0,0,0,0,0,229.174,0,0,0,10,0,0,0
158,1199,0,1,1,1.00293,-11.7025,0,0,0,0,220,230,0,0,0,0,0,230.674,0,0,0,6,0,0,0
159,2698,0,1,1,1.00343,-12.1724,0,-0.11742,0,0,220,230,0,0,0,0,0,230.789,0,0,0,6,0,0,1
160,1623,0,1,1,1.00376,-4.29505,0,0,0,0,220,230,0,0,0,0,0,230.866,0,0,0,11,0,0,0
161,2171,0,1,1,1.00558,-2.85166,0,0,0,0,220,230,0,0,0,0,0,231.284,0,0,0,5,0,0,0
162,2244,0,1,1,0.998914,-7.83303,0,0,0,0,220,230,0,0,0,0,0,229.75,0,0,0,3,0,0,0
163,2446,0,1,1,1.00066,-7.80371,0,0,0,0,220,230,0,0,0,0,0,230.153,0,0,0,2,0,0,1
164,605,0,1,1,1.0006,-7.8139,0,0,0,0,220,230,0,0,0,0,0,230.137,0,0,0,3,0,0,1
165,2498,0,1,1,1.00277,-3.53306,0,0,0,0,220,230,0,0,0,0,0,0,0,0,0,1,0,0,1
166,2497,0,1,1,1.00274,-3.53191,0,0,0,0,220,230,0,0,0,0,0,230.629,0,0,0,1,0,0,1
167,1221,0,1,1,0.997533,-7.61433,0,0,0,0,220,230,0,0,0,0,0,229.433,0,0,0,7,0,0,0
168,2776,0,1,1,0.997904,-7.52417,0,0,0,0,220,230,0,0,0,0,0,229.518,0,0,0,2,0,0,1
169,2830,0,1,1,1.00423,-8.71677,0,0,0,0,500,525,0,0,0,0,0,527.221,0,0,0,3,0,0,1
170,2063,0,1,1,0.98761,-12.2522,0,0,0,0,220,230,0,0,0,0,0,227.15,0,0,0,5,0,0,0
171,756,0,1,1,0.988961,-11.4521,0,-0.27417,0,0,220,230,0,0,0,0,0,227.461,0,0,0,15,0,0,2
172,1580,0,1,1,1.0177,-7.53074,0,0,0,0,220,230,0,0,0,0,0,234.071,0,0,0,2,0,0,0
173,2910,0,1,1,0.998534,-1.0189,0,0,0,0,220,230,0,0,0,0,0,229.663,0,0,0,2,0,0,2
174,2217,0,1,1,1.00027,-16.0617,0,0,0,0,220,230,0,0,0,0,0,230.063,0,0,0,8,0,0,0
175,465,0,1,1,0.987183,-11.7027,0,0,0,0,220,230,0,0,0,0,0,227.052,0,0,0,7,0,0,0
176,449,0,1,1,0.997463,-16.8196,0,0,0,0,220,230,0,0,0,0,0,229.417,0,0,0,8,0,0,0
177,4143,0,1,1,0.997107,-16.7698,0,0,0,0,220,230,0,0,0,0,0,229.335,0,0,0,8,0,0,0
178,2156,0,1,1,0.987974,-7.29953,0,0,0,0,220,230,0,0,0,0,0,227.234,0,0,0,5,0,0,0
179,2922,0,1,1,1.00866,-3.9262,0,0,0,0,500,525,0,0,0,0,0,529.546,0,0,0,2,0,0,1
180,2926,0,1,1,0.999788,-1.16932,0,0,0,0,220,230,0,0,0,0,0,229.951,0,0,0,3,0,0,1
181,1342,0,1,1,0.993237,-17.9907,0,0,0,0,220,230,0,0,0,0,0,228.445,0,0,0,6,0,0,0
182,3235,0,1,1,0.991566,-18.1456,0,0,0,0,220,230,0,0,0,0,0,228.06,0,0,0,3,0,0,0
183,842,0,1,1,0.993986,-11.2418,0,0,0,0,220,230,0,0,0,0,0,228.617,0,0,0,5,0,0,0
184,643,0,1,1,0.990857,-11.8724,0,0,0,0,220,230,0,0,0,0,0,227.897,0,0,0,7,0,0,0
185,2936,0,1,1,1.00636,-2.72483,0,0,0,0,220,230,0,0,0,0,0,231.463,0,0,0,3,0,0,1
186,2179,0,1,1,0.995836,-16.9086,0,0,0,0,220,230,0,0,0,0,0,229.042,0,0,0,8,0,0,0
187,3238,0,1,1,0.997824,-16.5393,0,0,0,0,220,230,0,0,0,0,0,229.499,0,0,0,8,0,0,0
188,1122,0,1,1,1.00703,-8.77555,0,0,0,0,500,525,0,0,0,0,0,528.689,0,0,0,12,0,0,0
189,838,0,1,1,0.998247,-16.3667,0,0,0,0,220,230,0,0,0,0,0,229.597,0,0,0,4,0,0,0
190,2422,0,1,1,0.994879,-6.99807,0,0,0,0,220,230,0,0,0,0,0,228.822,0,0,0,9,0,0,0
191,2458,0,1,1,0.983861,-5.47088,0,0,0,0,220,230,0,0,0,0,0,226.288,0,0,0,11,0,0,0
192,3662,0,1,1,0.986429,-5.81212,0,0,0,0,220,230,0,0,0,0,0,226.879,0,0,0,5,0,0,0
193,3697,0,1,1,1.00416,-13.3132,0,0,0,0,220,230,0,0,0,0,0,230.956,0,0,0,10,0,0,0
194,3670,0,1,1,0.996608,-14.5417,0,0,0,0,500,525,0,0,0,0,0,523.219,0,0,0,9,0,0,0
195,3723,0,1,1,1.01041,-11.7728,0,0,0,0,220,230,0,0,0,0,0,232.395,0,0,0,6,0,0,0
196,3703,0,1,1,1.00201,-10.2138,0,0,0,0,220,230,0,0,0,0,0,230.462,0,0,0,8,0,0,0
197,476,0,1,1,0.999848,-12.3963,0,0,0,0,220,230,0,0,0,0,0,229.965,0,0,0,5,0,0,0
198,3741,0,1,1,0.988321,-11.7294,0,0,0,0,220,230,0,0,0,0,0,227.314,0,0,0,7,0,0,0
199,3806,0,1,1,0.996572,-9.6847,0,0,0,0,220,230,0,0,0,0,0,229.212,0,0,0,6,0,0,0
200,2944,0,1,1,1.00556,-2.45566,0,0,0,0,220,230,0,0,0,0,0,231.28,0,0,0,4,0,0,0
201,1114,0,1,1,1.00569,-14.0836,0,0,0,0,220,230,0,0,0,0,0,231.309,0,0,0,4,0,0,0
202,2947,0,1,1,0.999794,-2.13904,0,0,0,0,220,230,0,0,0,0,0,0,0,0,0,2,0,0,0
203,2524,0,1,1,0.987505,-11.3534,0,0,0,0,220,230,0,0,0,0,0,227.126,0,0,0,3,0,0,0
204,2958,0,1,1,0.985201,-6.35034,0,0,0,0,220,230,0,0,0,0,0,226.596,0,0,0,3,0,0,1
205,2939,0,1,1,0.985883,-6.13239,0,0,0,0,220,230,0,0,0,0,0,226.753,0,0,0,3,0,0,0
206,2952,0,1,1,1.00622,-2.82565,0,0,0,0,220,230,0,0,0,0,0,231.432,0,0,0,2,0,0,0
207,2955,0,1,1,0.997939,-1.58088,0,0,0,0,220,230,0,0,0,0,0,229.526,0,0,0,3,0,0,1
208,2907,0,1,1,0.998064,-1.58214,0,0,0,0,220,230,0,0,0,0,0,229.555,0,0,0,1,0,0,1
209,3672,0,1,1,0.996322,-16.1758,0,0,0,0,220,230,0,0,0,0,0,229.154,0,0,0,9,0,0,0
210,2799,0,1,1,0.997083,-8.16698,0,0,0,0,220,230,0,0,0,0,0,229.329,0,0,0,6,0,0,0
211,3835,0,1,1,0.995736,-7.1798,0,0,0,0,220,230,0,0,0,0,0,229.019,0,0,0,6,0,0,0
212,3254,0,1,1,1.00128,-16.0216,0,0,0,0,220,230,0,0,0,0,0,230.294,0,0,0,7,0,0,0
213,3310,0,1,1,0.995835,-17.2791,0,0,0,0,220,230,0,0,0,0,0,229.042,0,0,0,8,0,0,0
214,2964,0,1,1,1.0064,-2.77265,0,0,0,0,220,230,0,0,0,0,0,231.472,0,0,0,3,0,0,1
215,2967,0,1,1,1.00993,-10.0771,0,-0.01309,0,0,220,230,0,0,0,0,0,232.284,0,0,0,1,0,0,3
216,2961,0,1,1,1.00511,-8.07775,0,0,0,0,220,230,0,0,0,0,0,231.174,0,0,0,3,0,0,0
217,3324,0,1,1,0.998621,-16.0467,0,0,0,0,220,230,0,0,0,0,0,229.683,0,0,0,6,0,0,0
218,2501,0,1,1,1.00416,-17.4941,0,0,0,0,220,230,0,0,0,0,0,230.957,0,0,0,4,0,0,0
219,4179,0,1,1,0.99964,-3.6324,0,0,0,0,220,230,0,0,0,0,0,229.917,0,0,0,4,0,0,0
